species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_E03653g,C. albicans,orf19.922,Cluster5891
C. albicans,orf19.7382,K. lactis,gene:KLLA0_D11594g,Cluster59
C. albicans,orf19.3013,K. lactis,gene:KLLA0_E21583g,Cluster5900
K. lactis,gene:KLLA0_D11638g,C. albicans,orf19.3105,Cluster5901
C. albicans,orf19.248,K. lactis,gene:KLLA0_E19405g,Cluster5903
C. albicans,orf19.6719,K. lactis,gene:KLLA0_B03850g,Cluster5905
K. lactis,gene:KLLA0_B12672g,C. albicans,orf19.2383,Cluster5906
C. albicans,orf19.3573,K. lactis,gene:KLLA0_E02003g,Cluster5907
K. lactis,gene:KLLA0_A02893g,C. albicans,orf19.5238,Cluster5914
C. albicans,orf19.1156,K. lactis,gene:KLLA0_C01540g,Cluster5919
K. lactis,gene:KLLA0_C05214g,C. albicans,orf19.6047,Cluster5920
K. lactis,gene:KLLA0_A04587g,C. albicans,orf19.6047,Cluster5920
K. lactis,gene:KLLA0_E23167g,C. albicans,orf19.2251,Cluster5925
K. lactis,gene:KLLA0_F15224g,C. albicans,orf19.406,Cluster5926
K. lactis,gene:KLLA0_C17688g,C. albicans,orf19.4705,Cluster5927
C. albicans,orf19.7011,K. lactis,gene:KLLA0_F27269g,Cluster5928
K. lactis,gene:KLLA0_E10583g,C. albicans,orf19.4418,Cluster5929
C. albicans,orf19.3558,K. lactis,gene:KLLA0_C04323g,Cluster5930
C. albicans,orf19.7615,K. lactis,gene:KLLA0_E03345g,Cluster5931
C. albicans,orf19.4230,K. lactis,gene:KLLA0_D11506g,Cluster5932
C. albicans,orf19.2363,K. lactis,gene:KLLA0_C06864g,Cluster5933
K. lactis,gene:KLLA0_E21363g,C. albicans,orf19.2324,Cluster5934
K. lactis,gene:KLLA0_D01793g,C. albicans,orf19.6055,Cluster5936
K. lactis,gene:KLLA0_D14036g,C. albicans,orf19.1393,Cluster5937
C. albicans,orf19.6532,K. lactis,gene:KLLA0_F04697g,Cluster5938
C. albicans,orf19.448,K. lactis,gene:KLLA0_F15994g,Cluster5939
C. albicans,orf19.7036,K. lactis,gene:KLLA0_F15972g,Cluster5940
K. lactis,gene:KLLA0_E05699g,C. albicans,orf19.4016,Cluster5945
C. albicans,orf19.227,K. lactis,gene:KLLA0_B08712g,Cluster5947
K. lactis,gene:KLLA0_D05995g,C. albicans,orf19.1900,Cluster5949
K. lactis,gene:KLLA0_B13255g,C. albicans,orf19.3197,Cluster5958
K. lactis,gene:KLLA0_B01199g,C. albicans,orf19.7426,Cluster5959
K. lactis,gene:KLLA0_A08129g,C. albicans,orf19.5391,Cluster5984
K. lactis,gene:KLLA0_A06710g,C. albicans,orf19.4492,Cluster5986
K. lactis,gene:KLLA0_E23761g,C. albicans,orf19.4496,Cluster5987
C. albicans,orf19.4813,K. lactis,gene:KLLA0_C07172g,Cluster5988
C. albicans,orf19.4809,K. lactis,gene:KLLA0_C07469g,Cluster5989
C. albicans,orf19.481,K. lactis,gene:KLLA0_C09570g,Cluster5991
C. albicans,orf19.5147,K. lactis,gene:KLLA0_F15774g,Cluster5992
C. albicans,orf19.5534,K. lactis,gene:KLLA0_A07667g,Cluster5993
C. albicans,orf19.1847,K. lactis,gene:KLLA0_E02707g,Cluster5994
C. albicans,orf19.2795,K. lactis,gene:KLLA0_E01277g,Cluster60
K. lactis,gene:KLLA0_F05731g,C. albicans,orf19.2341,Cluster6003
C. albicans,orf19.3071,K. lactis,gene:KLLA0_F27005g,Cluster6004
C. albicans,orf19.2609,K. lactis,gene:KLLA0_C16049g,Cluster6005
K. lactis,gene:KLLA0_B12540g,C. albicans,orf19.6066,Cluster6006
K. lactis,gene:KLLA0_B12540g,C. albicans,orf19.6518,Cluster6006
C. albicans,orf19.4760,K. lactis,gene:KLLA0_F03663g,Cluster6009
K. lactis,gene:KLLA0_F07315g,C. albicans,orf19.3060,Cluster601
C. albicans,orf19.131,K. lactis,gene:KLLA0_B08525g,Cluster6010
C. albicans,orf19.479.2,K. lactis,gene:KLLA0_F20251g,Cluster602
C. albicans,orf19.4024,K. lactis,gene:KLLA0_D15895g,Cluster6035
C. albicans,orf19.5705,K. lactis,gene:KLLA0_E05325g,Cluster6036
C. albicans,orf19.1478,K. lactis,gene:KLLA0_C11627g,Cluster6037
C. albicans,orf19.2320,K. lactis,gene:KLLA0_E21121g,Cluster6038
K. lactis,gene:KLLA0_C15015g,C. albicans,orf19.6461,Cluster6039
C. albicans,orf19.3846,K. lactis,gene:KLLA0_C15125g,Cluster6040
K. lactis,gene:KLLA0_F27489g,C. albicans,orf19.4026,Cluster6041
C. albicans,orf19.4025,K. lactis,gene:KLLA0_B11660g,Cluster6042
C. albicans,orf19.4497,K. lactis,gene:KLLA0_E23607g,Cluster6043
C. albicans,orf19.4954,K. lactis,gene:KLLA0_E11529g,Cluster6044
C. albicans,orf19.2737,K. lactis,gene:KLLA0_F19041g,Cluster606
C. albicans,orf19.1637,K. lactis,gene:KLLA0_F11462g,Cluster607
C. albicans,orf19.3942,K. lactis,gene:KLLA0_E05501g,Cluster6076
C. albicans,orf19.2873,K. lactis,gene:KLLA0_C13838g,Cluster6077
C. albicans,orf19.6259,K. lactis,gene:KLLA0_C03520g,Cluster6078
K. lactis,gene:KLLA0_C13651g,C. albicans,orf19.1698,Cluster6079
C. albicans,orf19.4210,K. lactis,gene:KLLA0_B12914g,Cluster608
K. lactis,gene:KLLA0_E24399g,C. albicans,orf19.6057,Cluster6080
K. lactis,gene:KLLA0_F18975g,C. albicans,orf19.3765,Cluster6081
C. albicans,orf19.1848.1,K. lactis,gene:KLLA0_E08251g,Cluster6082
K. lactis,gene:KLLA0_E05347g,C. albicans,orf19.5701,Cluster6083
K. lactis,gene:KLLA0_F25938g,C. albicans,orf19.3537,Cluster6084
C. albicans,orf19.2722,K. lactis,gene:KLLA0_F04301g,Cluster6085
C. albicans,orf19.7256,K. lactis,gene:KLLA0_E10209g,Cluster6087
K. lactis,gene:KLLA0_B06391g,C. albicans,orf19.4864,Cluster609
K. lactis,gene:KLLA0_E02575g,C. albicans,orf19.7509.2,Cluster6091
K. lactis,gene:KLLA0_C08470g,C. albicans,orf19.3774.1,Cluster6097
C. albicans,orf19.1871,K. lactis,gene:KLLA0_F21758g,Cluster6099
C. albicans,orf19.3089,K. lactis,gene:KLLA0_D18348g,Cluster61
C. albicans,orf19.1686,K. lactis,gene:KLLA0_C02937g,Cluster610
K. lactis,gene:KLLA0_F10835g,C. albicans,orf19.1227,Cluster6100
C. albicans,orf19.4816,K. lactis,gene:KLLA0_C07403g,Cluster6107
C. albicans,orf19.7234,K. lactis,gene:KLLA0_E04137g,Cluster6108
K. lactis,gene:KLLA0_A06424g,C. albicans,orf19.4488,Cluster6109
K. lactis,gene:KLLA0_F15389g,C. albicans,orf19.2694,Cluster611
K. lactis,gene:KLLA0_D08074g,C. albicans,orf19.7243,Cluster6110
C. albicans,orf19.925,K. lactis,gene:KLLA0_E02223g,Cluster6111
K. lactis,gene:KLLA0_E11485g,C. albicans,orf19.4322,Cluster6112
C. albicans,orf19.5851,K. lactis,gene:KLLA0_D06919g,Cluster6113
K. lactis,gene:KLLA0_C13750g,C. albicans,orf19.592,Cluster6114
K. lactis,gene:KLLA0_C16555g,C. albicans,orf19.4358,Cluster6115
C. albicans,orf19.2698,K. lactis,gene:KLLA0_F15455g,Cluster6116
K. lactis,gene:KLLA0_C18975g,C. albicans,orf19.5804,Cluster6118
K. lactis,gene:KLLA0_C18700g,C. albicans,orf19.5804,Cluster6118
C. albicans,orf19.5657,K. lactis,gene:KLLA0_D12232g,Cluster612
C. albicans,orf19.7412,K. lactis,gene:KLLA0_B12892g,Cluster6120
C. albicans,orf19.6625,K. lactis,gene:KLLA0_C03047g,Cluster6121
K. lactis,gene:KLLA0_B00869g,C. albicans,orf19.7409.1,Cluster6122
C. albicans,orf19.7411,K. lactis,gene:KLLA0_B12826g,Cluster6123
C. albicans,orf19.1281,K. lactis,gene:KLLA0_C03069g,Cluster6124
C. albicans,orf19.3589,K. lactis,gene:KLLA0_D14575g,Cluster6125
C. albicans,orf19.7410,K. lactis,gene:KLLA0_B00957g,Cluster6126
C. albicans,orf19.4149.1,K. lactis,gene:KLLA0_A10483g,Cluster6131
C. albicans,orf19.5437,K. lactis,gene:KLLA0_C08217g,Cluster6138
C. albicans,orf19.3392,K. lactis,gene:KLLA0_C11143g,Cluster6139
C. albicans,orf19.52,K. lactis,gene:KLLA0_C16181g,Cluster6140
K. lactis,gene:KLLA0_D11660g,C. albicans,orf19.6229,Cluster6142
K. lactis,gene:KLLA0_C01804g,C. albicans,orf19.5275,Cluster6144
C. albicans,orf19.7441,K. lactis,gene:KLLA0_E12871g,Cluster6167
C. albicans,orf19.474,K. lactis,gene:KLLA0_C10527g,Cluster6168
C. albicans,orf19.3990,K. lactis,gene:KLLA0_F22649g,Cluster6169
C. albicans,orf19.2970,K. lactis,gene:KLLA0_B09218g,Cluster6170
K. lactis,gene:KLLA0_D05115g,C. albicans,orf19.1470,Cluster6171
K. lactis,gene:KLLA0_C06226g,C. albicans,orf19.1135,Cluster6172
C. albicans,orf19.4622,K. lactis,gene:KLLA0_C12672g,Cluster6173
C. albicans,orf19.4167,K. lactis,gene:KLLA0_E24685g,Cluster6179
C. albicans,orf19.5501,K. lactis,gene:KLLA0_F23584g,Cluster6184
C. albicans,orf19.4222,K. lactis,gene:KLLA0_D10549g,Cluster6189
C. albicans,orf19.5886,K. lactis,gene:KLLA0_E22441g,Cluster6190
K. lactis,gene:KLLA0_F20658g,C. albicans,orf19.6070,Cluster6191
K. lactis,gene:KLLA0_E14587g,C. albicans,orf19.5170,Cluster6192
C. albicans,orf19.4284,K. lactis,gene:KLLA0_F13134g,Cluster6194
C. albicans,orf19.6208,K. lactis,gene:KLLA0_F13992g,Cluster6195
K. lactis,gene:KLLA0_C10439g,C. albicans,orf19.439,Cluster6197
K. lactis,gene:KLLA0_E22111g,C. albicans,orf19.1495,Cluster6198
C. albicans,orf19.4903,K. lactis,gene:KLLA0_D01430g,Cluster62
C. albicans,orf19.4208,K. lactis,gene:KLLA0_B01782g,Cluster6201
C. albicans,orf19.6605,K. lactis,gene:KLLA0_B08195g,Cluster6202
K. lactis,gene:KLLA0_D09911g,C. albicans,orf19.4160,Cluster6204
C. albicans,orf19.6925,K. lactis,gene:KLLA0_E17337g,Cluster6205
K. lactis,gene:KLLA0_F06182g,C. albicans,orf19.5864,Cluster6206
C. albicans,orf19.3232,K. lactis,gene:KLLA0_D07370g,Cluster621
C. albicans,orf19.3232,K. lactis,gene:KLLA0_F09405g,Cluster621
K. lactis,gene:KLLA0_C04213g,C. albicans,orf19.5325,Cluster6217
C. albicans,orf19.3581,K. lactis,gene:KLLA0_E23541g,Cluster6218
K. lactis,gene:KLLA0_F17237g,C. albicans,orf19.6355,Cluster6219
C. albicans,orf19.5859,K. lactis,gene:KLLA0_D02970g,Cluster622
K. lactis,gene:KLLA0_F26807g,C. albicans,orf19.7025,Cluster6220
C. albicans,orf19.4815,K. lactis,gene:KLLA0_C07425g,Cluster6221
K. lactis,gene:KLLA0_B02827g,C. albicans,orf19.1566,Cluster6223
K. lactis,gene:KLLA0_D02530g,C. albicans,orf19.6534.2,Cluster6225
K. lactis,gene:KLLA0_D19767g,C. albicans,orf19.1343,Cluster6226
K. lactis,gene:KLLA0_F11319g,C. albicans,orf19.4518,Cluster6229
C. albicans,orf19.4347,K. lactis,gene:KLLA0_C14278g,Cluster6230
K. lactis,gene:KLLA0_B09372g,C. albicans,orf19.2250,Cluster6231
K. lactis,gene:KLLA0_A02981g,C. albicans,orf19.776,Cluster6232
K. lactis,gene:KLLA0_E00221g,C. albicans,orf19.3122,Cluster6233
C. albicans,orf19.1466,K. lactis,gene:KLLA0_F08998g,Cluster6235
K. lactis,gene:KLLA0_E02553g,C. albicans,orf19.7509.1,Cluster6236
K. lactis,gene:KLLA0_E01387g,C. albicans,orf19.1547,Cluster6237
C. albicans,orf19.6538,K. lactis,gene:KLLA0_C15917g,Cluster6238
C. albicans,orf19.6668,K. lactis,gene:KLLA0_E11199g,Cluster6239
C. albicans,orf19.3572.3,K. lactis,gene:KLLA0_B02937g,Cluster6240
C. albicans,orf19.514,K. lactis,gene:KLLA0_F09207g,Cluster625
K. lactis,gene:KLLA0_E16457g,C. albicans,orf19.4305.1,Cluster626
K. lactis,gene:KLLA0_D17072g,C. albicans,orf19.4962,Cluster6261
C. albicans,orf19.6121,K. lactis,gene:KLLA0_F26961g,Cluster627
C. albicans,orf19.7386,K. lactis,gene:KLLA0_E23893g,Cluster6278
C. albicans,orf19.2238,K. lactis,gene:KLLA0_A04059g,Cluster6279
K. lactis,gene:KLLA0_F22319g,C. albicans,orf19.217,Cluster628
C. albicans,orf19.758,K. lactis,gene:KLLA0_B09020g,Cluster6281
C. albicans,orf19.4616,K. lactis,gene:KLLA0_B12078g,Cluster6282
K. lactis,gene:KLLA0_E16347g,C. albicans,orf19.7611,Cluster6285
K. lactis,gene:KLLA0_C17512g,C. albicans,orf19.3761,Cluster6286
C. albicans,orf19.1976,K. lactis,gene:KLLA0_F10351g,Cluster6287
C. albicans,orf19.904,K. lactis,gene:KLLA0_F09251g,Cluster6289
C. albicans,orf19.3920,K. lactis,gene:KLLA0_D02486g,Cluster6290
K. lactis,gene:KLLA0_C17842g,C. albicans,orf19.2727,Cluster6291
C. albicans,orf19.1957,K. lactis,gene:KLLA0_C13123g,Cluster6292
K. lactis,gene:KLLA0_F09559g,C. albicans,orf19.1685,Cluster6293
C. albicans,orf19.7397.1,K. lactis,gene:KLLA0_E13619g,Cluster6295
C. albicans,orf19.7424,K. lactis,gene:KLLA0_E13619g,Cluster6295
C. albicans,orf19.4904,K. lactis,gene:KLLA0_F19063g,Cluster63
K. lactis,gene:KLLA0_F06028g,C. albicans,orf19.7463,Cluster6306
K. lactis,gene:KLLA0_B04004g,C. albicans,orf19.6187,Cluster6316
K. lactis,gene:KLLA0_B01628g,C. albicans,orf19.7417,Cluster6317
C. albicans,orf19.5753,K. lactis,gene:KLLA0_F26246g,Cluster6318
K. lactis,gene:KLLA0_E00573g,C. albicans,orf19.6002,Cluster6319
K. lactis,gene:KLLA0_A03223g,C. albicans,orf19.4356,Cluster6320
C. albicans,orf19.5432,K. lactis,gene:KLLA0_C12397g,Cluster6321
C. albicans,orf19.5525,K. lactis,gene:KLLA0_C18887g,Cluster6322
K. lactis,gene:KLLA0_D03058g,C. albicans,orf19.6818,Cluster6323
C. albicans,orf19.1569,K. lactis,gene:KLLA0_D14806g,Cluster6324
K. lactis,gene:KLLA0_C07909g,C. albicans,orf19.7111,Cluster6325
C. albicans,orf19.3237,K. lactis,gene:KLLA0_B13585g,Cluster6326
C. albicans,orf19.5905,K. lactis,gene:KLLA0_E12431g,Cluster6327
C. albicans,orf19.1880,K. lactis,gene:KLLA0_F20141g,Cluster6328
C. albicans,orf19.7588,K. lactis,gene:KLLA0_F08503g,Cluster6329
C. albicans,orf19.7279,K. lactis,gene:KLLA0_E15247g,Cluster6330
C. albicans,orf19.5447,K. lactis,gene:KLLA0_E06755g,Cluster6331
K. lactis,gene:KLLA0_F12958g,C. albicans,orf19.5163,Cluster6349
K. lactis,gene:KLLA0_B10307g,C. albicans,orf19.336,Cluster6350
C. albicans,orf19.2740,K. lactis,gene:KLLA0_D16544g,Cluster6351
K. lactis,gene:KLLA0_B13002g,C. albicans,orf19.6012,Cluster6356
C. albicans,orf19.4341,K. lactis,gene:KLLA0_E04907g,Cluster6369
C. albicans,orf19.3663.1,K. lactis,gene:KLLA0_E12387g,Cluster6387
K. lactis,gene:KLLA0_E05237g,C. albicans,orf19.2631,Cluster6388
K. lactis,gene:KLLA0_E08119g,C. albicans,orf19.780,Cluster6389
K. lactis,gene:KLLA0_E14741g,C. albicans,orf19.4001,Cluster6390
K. lactis,gene:KLLA0_F19778g,C. albicans,orf19.5544,Cluster6391
K. lactis,gene:KLLA0_C17402g,C. albicans,orf19.3755,Cluster6392
K. lactis,gene:KLLA0_D05445g,C. albicans,orf19.4143,Cluster6393
K. lactis,gene:KLLA0_E09219g,C. albicans,orf19.5039,Cluster6394
C. albicans,orf19.4704,K. lactis,gene:KLLA0_F19712g,Cluster6395
C. albicans,orf19.6362,K. lactis,gene:KLLA0_C17380g,Cluster6396
C. albicans,orf19.6559,K. lactis,gene:KLLA0_F23606g,Cluster6397
K. lactis,gene:KLLA0_D16940g,C. albicans,orf19.6921,Cluster6398
K. lactis,gene:KLLA0_D10890g,C. albicans,orf19.5591,Cluster6399
K. lactis,gene:KLLA0_F12980g,C. albicans,orf19.6988,Cluster64
C. albicans,orf19.839,K. lactis,gene:KLLA0_D16984g,Cluster6400
K. lactis,gene:KLLA0_C03608g,C. albicans,orf19.3401,Cluster6402
K. lactis,gene:KLLA0_F25784g,C. albicans,orf19.3406,Cluster6403
C. albicans,orf19.2101,K. lactis,gene:KLLA0_A04796g,Cluster6404
K. lactis,gene:KLLA0_D19492g,C. albicans,orf19.7029,Cluster6405
K. lactis,gene:KLLA0_C03806g,C. albicans,orf19.5552,Cluster6406
C. albicans,orf19.4362,K. lactis,gene:KLLA0_B06094g,Cluster6407
K. lactis,gene:KLLA0_F13706g,C. albicans,orf19.1669,Cluster6408
C. albicans,orf19.5551,K. lactis,gene:KLLA0_B13629g,Cluster6409
C. albicans,orf19.2832,K. lactis,gene:KLLA0_A11572g,Cluster6410
C. albicans,orf19.5553,K. lactis,gene:KLLA0_F26587g,Cluster6411
C. albicans,orf19.5550,K. lactis,gene:KLLA0_B13563g,Cluster6412
C. albicans,orf19.3184,K. lactis,gene:KLLA0_E06535g,Cluster642
C. albicans,orf19.7610,K. lactis,gene:KLLA0_D06611g,Cluster6423
K. lactis,gene:KLLA0_C07733g,C. albicans,orf19.5045,Cluster6424
K. lactis,gene:KLLA0_E13795g,C. albicans,orf19.1142,Cluster6425
C. albicans,orf19.6984,K. lactis,gene:KLLA0_C13277g,Cluster6426
C. albicans,orf19.1112,K. lactis,gene:KLLA0_F24981g,Cluster6427
C. albicans,orf19.3365,K. lactis,gene:KLLA0_D07568g,Cluster6428
C. albicans,orf19.4186,K. lactis,gene:KLLA0_E16611g,Cluster6429
K. lactis,gene:KLLA0_D06149g,C. albicans,orf19.4134,Cluster643
K. lactis,gene:KLLA0_E19999g,C. albicans,orf19.2546,Cluster6431
C. albicans,orf19.2201,K. lactis,gene:KLLA0_B08954g,Cluster6432
C. albicans,orf19.7366,K. lactis,gene:KLLA0_E08515g,Cluster6433
C. albicans,orf19.1860,K. lactis,gene:KLLA0_A05478g,Cluster6434
C. albicans,orf19.3539,K. lactis,gene:KLLA0_C11275g,Cluster6435
K. lactis,gene:KLLA0_E10363g,C. albicans,orf19.3639,Cluster6436
C. albicans,orf19.1631,K. lactis,gene:KLLA0_A01738g,Cluster6437
K. lactis,gene:KLLA0_D15136g,C. albicans,orf19.3356,Cluster6438
C. albicans,orf19.4528,K. lactis,gene:KLLA0_D05335g,Cluster6439
C. albicans,orf19.4348,K. lactis,gene:KLLA0_D05533g,Cluster6440
C. albicans,orf19.759,K. lactis,gene:KLLA0_E13289g,Cluster6442
K. lactis,gene:KLLA0_E15973g,C. albicans,orf19.1426,Cluster6453
C. albicans,orf19.3912,K. lactis,gene:KLLA0_F25300g,Cluster6457
C. albicans,orf19.2842,K. lactis,gene:KLLA0_F21296g,Cluster6458
C. albicans,orf19.4152,K. lactis,gene:KLLA0_F12210g,Cluster6459
K. lactis,gene:KLLA0_D17314g,C. albicans,orf19.1563,Cluster646
K. lactis,gene:KLLA0_C16093g,C. albicans,orf19.4301,Cluster6460
C. albicans,orf19.4379,K. lactis,gene:KLLA0_C13948g,Cluster647
K. lactis,gene:KLLA0_C13948g,C. albicans,orf19.4380.1,Cluster647
C. albicans,orf19.5808,K. lactis,gene:KLLA0_E21539g,Cluster6476
C. albicans,orf19.4764,K. lactis,gene:KLLA0_E18877g,Cluster6477
C. albicans,orf19.5050,K. lactis,gene:KLLA0_A00935g,Cluster6478
K. lactis,gene:KLLA0_C14476g,C. albicans,orf19.6327,Cluster6479
K. lactis,gene:KLLA0_C14674g,C. albicans,orf19.4006,Cluster648
K. lactis,gene:KLLA0_B03916g,C. albicans,orf19.4102,Cluster6482
C. albicans,orf19.505,K. lactis,gene:KLLA0_A11638g,Cluster6483
K. lactis,gene:KLLA0_B12870g,C. albicans,orf19.5237,Cluster6484
K. lactis,gene:KLLA0_B14366g,C. albicans,orf19.5243,Cluster6485
C. albicans,orf19.3498,K. lactis,gene:KLLA0_F13486g,Cluster649
K. lactis,gene:KLLA0_F05445g,C. albicans,orf19.1675,Cluster6496
C. albicans,orf19.1690,K. lactis,gene:KLLA0_B09746g,Cluster6497
K. lactis,gene:KLLA0_E17645g,C. albicans,orf19.6096,Cluster6498
C. albicans,orf19.1485,K. lactis,gene:KLLA0_E12211g,Cluster6499
C. albicans,orf19.6554,K. lactis,gene:KLLA0_D06985g,Cluster65
C. albicans,orf19.6976,K. lactis,gene:KLLA0_E24883g,Cluster650
C. albicans,orf19.3347,K. lactis,gene:KLLA0_C06787g,Cluster6500
C. albicans,orf19.841,K. lactis,gene:KLLA0_A06402g,Cluster6501
K. lactis,gene:KLLA0_E07591g,C. albicans,orf19.2009,Cluster6502
C. albicans,orf19.2984,K. lactis,gene:KLLA0_D02772g,Cluster6503
K. lactis,gene:KLLA0_F10285g,C. albicans,orf19.6105,Cluster6504
K. lactis,gene:KLLA0_B10890g,C. albicans,orf19.1902,Cluster6505
C. albicans,orf19.6297,K. lactis,gene:KLLA0_E14345g,Cluster6508
K. lactis,gene:KLLA0_F24090g,C. albicans,orf19.3288,Cluster6509
K. lactis,gene:KLLA0_F00594g,C. albicans,orf19.4716,Cluster651
K. lactis,gene:KLLA0_A00484g,C. albicans,orf19.7514,Cluster6511
K. lactis,gene:KLLA0_A09383g,C. albicans,orf19.417,Cluster6512
K. lactis,gene:KLLA0_F21098g,C. albicans,orf19.6340,Cluster6513
C. albicans,orf19.5875,K. lactis,gene:KLLA0_C13233g,Cluster6514
K. lactis,gene:KLLA0_B03608g,C. albicans,orf19.834,Cluster6515
K. lactis,gene:KLLA0_D05082g,C. albicans,orf19.1471,Cluster6516
C. albicans,orf19.6189,K. lactis,gene:KLLA0_B03982g,Cluster6518
C. albicans,orf19.6558,K. lactis,gene:KLLA0_E04885g,Cluster6519
K. lactis,gene:KLLA0_E03609g,C. albicans,orf19.3340,Cluster652
C. albicans,orf19.1244,K. lactis,gene:KLLA0_D15202g,Cluster6521
K. lactis,gene:KLLA0_D17248g,C. albicans,orf19.5125,Cluster6522
K. lactis,gene:KLLA0_D17160g,C. albicans,orf19.4146,Cluster6523
K. lactis,gene:KLLA0_E20813g,C. albicans,orf19.6458.1,Cluster6524
C. albicans,orf19.1212,K. lactis,gene:KLLA0_E06865g,Cluster6525
K. lactis,gene:KLLA0_D07678g,C. albicans,orf19.836.1,Cluster6526
K. lactis,gene:KLLA0_E22881g,C. albicans,orf19.2639.1,Cluster6527
K. lactis,gene:KLLA0_B05203g,C. albicans,orf19.6135.1,Cluster6528
K. lactis,gene:KLLA0_D09284g,C. albicans,orf19.5486.1,Cluster6529
K. lactis,gene:KLLA0_F04323g,C. albicans,orf19.2241,Cluster653
C. albicans,orf19.3756,K. lactis,gene:KLLA0_C17424g,Cluster6530
K. lactis,gene:KLLA0_A06336g,C. albicans,orf19.4490,Cluster6531
C. albicans,orf19.7177,K. lactis,gene:KLLA0_D06633g,Cluster6532
K. lactis,gene:KLLA0_D06655g,C. albicans,orf19.7176,Cluster6533
C. albicans,orf19.2040,K. lactis,gene:KLLA0_B12155g,Cluster6535
C. albicans,orf19.2211,K. lactis,gene:KLLA0_B01936g,Cluster6537
K. lactis,gene:KLLA0_F04125g,C. albicans,orf19.278,Cluster6538
K. lactis,gene:KLLA0_C09042g,C. albicans,orf19.2265,Cluster6539
C. albicans,orf19.3062,K. lactis,gene:KLLA0_F25762g,Cluster654
C. albicans,orf19.3782,K. lactis,gene:KLLA0_F09581g,Cluster6541
K. lactis,gene:KLLA0_E08317g,C. albicans,orf19.3722,Cluster6544
C. albicans,orf19.2406,K. lactis,gene:KLLA0_A04708g,Cluster6545
K. lactis,gene:KLLA0_E17029g,C. albicans,orf19.4430,Cluster6548
C. albicans,orf19.3833,K. lactis,gene:KLLA0_A08734g,Cluster6549
K. lactis,gene:KLLA0_B02156g,C. albicans,orf19.1260,Cluster655
C. albicans,orf19.3088,K. lactis,gene:KLLA0_D18326g,Cluster6550
K. lactis,gene:KLLA0_E10671g,C. albicans,orf19.4420,Cluster6551
C. albicans,orf19.7224,K. lactis,gene:KLLA0_D02266g,Cluster6552
K. lactis,gene:KLLA0_F06226g,C. albicans,orf19.6058,Cluster6553
K. lactis,gene:KLLA0_C10736g,C. albicans,orf19.7213,Cluster6554
K. lactis,gene:KLLA0_F11275g,C. albicans,orf19.1746,Cluster6555
K. lactis,gene:KLLA0_A10021g,C. albicans,orf19.6193,Cluster6556
K. lactis,gene:KLLA0_E03851g,C. albicans,orf19.349,Cluster6557
C. albicans,orf19.7367,K. lactis,gene:KLLA0_E08801g,Cluster6559
K. lactis,gene:KLLA0_D19294g,C. albicans,orf19.1773,Cluster656
K. lactis,gene:KLLA0_F18150g,C. albicans,orf19.5521,Cluster6560
C. albicans,orf19.2346,K. lactis,gene:KLLA0_B01848g,Cluster6562
K. lactis,gene:KLLA0_F08415g,C. albicans,orf19.3672,Cluster6564
K. lactis,gene:KLLA0_C15257g,C. albicans,orf19.2214,Cluster6565
C. albicans,orf19.4019,K. lactis,gene:KLLA0_E05721g,Cluster6566
K. lactis,gene:KLLA0_E14939g,C. albicans,orf19.5032,Cluster6567
K. lactis,gene:KLLA0_F25652g,C. albicans,orf19.1738,Cluster6569
K. lactis,gene:KLLA0_A03465g,C. albicans,orf19.6016,Cluster657
C. albicans,orf19.6783,K. lactis,gene:KLLA0_D06237g,Cluster6570
K. lactis,gene:KLLA0_D13970g,C. albicans,orf19.1387,Cluster6572
C. albicans,orf19.5689,K. lactis,gene:KLLA0_C09174g,Cluster6574
K. lactis,gene:KLLA0_F01837g,C. albicans,orf19.7033,Cluster6575
K. lactis,gene:KLLA0_E24663g,C. albicans,orf19.4168,Cluster6576
K. lactis,gene:KLLA0_E04181g,C. albicans,orf19.2014,Cluster6577
C. albicans,orf19.3705,K. lactis,gene:KLLA0_F06985g,Cluster6578
C. albicans,orf19.596.2,K. lactis,gene:KLLA0_C16775g,Cluster6579
C. albicans,orf19.1119,K. lactis,gene:KLLA0_A02321g,Cluster658
K. lactis,gene:KLLA0_C03674g,C. albicans,orf19.7661,Cluster6580
K. lactis,gene:KLLA0_A01694g,C. albicans,orf19.34,Cluster6581
C. albicans,orf19.2990,K. lactis,gene:KLLA0_C05324g,Cluster6582
K. lactis,gene:KLLA0_F18700g,C. albicans,orf19.1516,Cluster659
C. albicans,orf19.3055,K. lactis,gene:KLLA0_D10802g,Cluster6594
C. albicans,orf19.2682,K. lactis,gene:KLLA0_F00748g,Cluster6595
K. lactis,gene:KLLA0_F07007g,C. albicans,orf19.2438,Cluster6596
K. lactis,gene:KLLA0_D10703g,C. albicans,orf19.5653,Cluster6597
K. lactis,gene:KLLA0_B10670g,C. albicans,orf19.244,Cluster6598
K. lactis,gene:KLLA0_E13839g,C. albicans,orf19.2439.1,Cluster6599
C. albicans,orf19.6031,K. lactis,gene:KLLA0_F06446g,Cluster66
K. lactis,gene:KLLA0_B01694g,C. albicans,orf19.1115,Cluster660
C. albicans,orf19.728,K. lactis,gene:KLLA0_E20131g,Cluster6600
K. lactis,gene:KLLA0_D10736g,C. albicans,orf19.5650,Cluster6601
