cluster_id,original_id,species
Cluster5295,gene-YDL009C,S_cerevisiae
Cluster5296,gene-YLL066W-B,S_cerevisiae
Cluster5297,CAGL0B01661r,C_glabrata
Cluster5297,gene-YNCL0007W,S_cerevisiae
Cluster5298,orf19.4872,C_albicans
Cluster5299,orf19.2231,C_albicans
Cluster5300,orf19.2237.1,C_albicans
Cluster5301,orf19.2512,C_albicans
Cluster5302,gene:KLLA0_F20405g,K_lactis
Cluster5302,gene-YLR263W,S_cerevisiae
Cluster5302,CAGL0K06039g,C_glabrata
Cluster5303,gene:KLLA0_B07645g,K_lactis
Cluster5303,CAGL0K00649g,C_glabrata
Cluster5303,gene-YJL192C,S_cerevisiae
Cluster5304,orf19.376,C_albicans
Cluster5305,gene:KLLA0_A00220g,K_lactis
Cluster5306,orf19.948,C_albicans
Cluster5307,orf19.952,C_albicans
Cluster5308,orf19.95,C_albicans
Cluster5309,orf19.949,C_albicans
Cluster5310,orf19.6414,C_albicans
Cluster5311,gene-YGR271W,S_cerevisiae
Cluster5311,CAGL0G00506g,C_glabrata
Cluster5311,gene:KLLA0_A09889g,K_lactis
Cluster5311,orf19.3980,C_albicans
Cluster5312,gene-YBR016W,S_cerevisiae
Cluster5313,orf19.4949,C_albicans
Cluster5314,orf19.5940,C_albicans
Cluster5314,gene:KLLA0_B14751g,K_lactis
Cluster5315,orf19.7570,C_albicans
Cluster5315,gene-YDL170W,S_cerevisiae
Cluster5315,gene:KLLA0_E19603g,K_lactis
Cluster5315,orf19.6038,C_albicans
Cluster5316,orf19.1816,C_albicans
Cluster5317,gene:KLLA0_E02663g,K_lactis
Cluster5317,gene-YMR019W,S_cerevisiae
Cluster5317,orf19.4288,C_albicans
Cluster5318,CAGL0I04202g,C_glabrata
Cluster5318,gene-YGL164C,S_cerevisiae
Cluster5318,orf19.5003,C_albicans
Cluster5319,gene:KLLA0_D19921g,K_lactis
Cluster5319,gene:KLLA0_C00264g,K_lactis
Cluster5319,orf19.3111,C_albicans
Cluster5320,CAGL0M03003g,C_glabrata
Cluster5320,gene-YMR279C,S_cerevisiae
Cluster5320,orf19.304,C_albicans
Cluster5321,orf19.5245,C_albicans
Cluster5321,orf19.5094,C_albicans
Cluster5321,CAGL0F03465g,C_glabrata
Cluster5321,gene-YML111W,S_cerevisiae
Cluster5322,orf19.6816,C_albicans
Cluster5322,gene:KLLA0_F03256g,K_lactis
Cluster5322,gene-YJR096W,S_cerevisiae
Cluster5322,CAGL0C04543g,C_glabrata
Cluster5323,gene:KLLA0_F01903g,K_lactis
Cluster5323,gene-YOL154W,S_cerevisiae
Cluster5323,gene-YJL172W,S_cerevisiae
Cluster5323,CAGL0C00319g,C_glabrata
Cluster5323,orf19.2686,C_albicans
Cluster5324,orf19.1729,C_albicans
Cluster5325,gene-YER060W,S_cerevisiae
Cluster5325,CAGL0J02948g,C_glabrata
Cluster5326,orf19.123,C_albicans
Cluster5327,CAGL0I01980g,C_glabrata
Cluster5327,gene-YHR155W,S_cerevisiae
Cluster5328,CAGL0A00737g,C_glabrata
Cluster5329,gene:KLLA0_F27863g,K_lactis
Cluster5329,CAGL0G06116g,C_glabrata
Cluster5329,gene-YHR134W,S_cerevisiae
Cluster5329,orf19.291,C_albicans
Cluster5330,CAGL0K09834g,C_glabrata
Cluster5330,gene-YNL091W,S_cerevisiae
Cluster5330,gene:KLLA0_C13794g,K_lactis
Cluster5330,orf19.2208,C_albicans
Cluster5331,orf19.913.2,C_albicans
Cluster5331,gene:KLLA0_D16093g,K_lactis
Cluster5331,gene-YFR033C,S_cerevisiae
Cluster5331,CAGL0D05192g,C_glabrata
Cluster5332,gene-YNR072W,S_cerevisiae
Cluster5333,orf19.3704,C_albicans
Cluster5333,CAGL0G07975g,C_glabrata
Cluster5333,gene-YNR038W,S_cerevisiae
Cluster5333,gene:KLLA0_F06941g,K_lactis
Cluster5334,gene:KLLA0_C00242g,K_lactis
Cluster5335,gene-YGR124W,S_cerevisiae
Cluster5336,CAGL0L00671g,C_glabrata
Cluster5337,orf19.3937,C_albicans
Cluster5337,gene:KLLA0_E06139g,K_lactis
Cluster5337,gene-YPR040W,S_cerevisiae
Cluster5337,CAGL0K05423g,C_glabrata
Cluster5338,orf19.6444,C_albicans
Cluster5338,gene:KLLA0_F18238g,K_lactis
Cluster5338,gene-YHL023C,S_cerevisiae
Cluster5338,CAGL0E03608g,C_glabrata
Cluster5339,gene-YMR002W,S_cerevisiae
Cluster5339,CAGL0J11682g,C_glabrata
Cluster5339,gene:KLLA0_C06094g,K_lactis
Cluster5339,orf19.93,C_albicans
Cluster5340,orf19.5954,C_albicans
Cluster5340,gene:KLLA0_E15863g,K_lactis
Cluster5340,gene-YGR225W,S_cerevisiae
Cluster5340,CAGL0L06578g,C_glabrata
Cluster5341,gene:KLLA0_C13013g,K_lactis
Cluster5341,CAGL0G06380g,C_glabrata
Cluster5341,gene-YOR355W,S_cerevisiae
Cluster5341,orf19.1963,C_albicans
Cluster5342,gene-YER060W-A,S_cerevisiae
Cluster5343,orf19.1261,C_albicans
Cluster5343,CAGL0I09570g,C_glabrata
Cluster5343,gene-YGL130W,S_cerevisiae
Cluster5343,gene:KLLA0_B02200g,K_lactis
Cluster5344,orf19.1883,C_albicans
Cluster5344,gene:KLLA0_F20119g,K_lactis
Cluster5344,gene-YLR272C,S_cerevisiae
Cluster5344,CAGL0C03135g,C_glabrata
Cluster5345,orf19.6568,C_albicans
Cluster5345,gene:KLLA0_E05303g,K_lactis
Cluster5345,gene-YLR383W,S_cerevisiae
Cluster5345,CAGL0H05071g,C_glabrata
Cluster5346,orf19.5587,C_albicans
Cluster5346,CAGL0C01155g,C_glabrata
Cluster5346,gene-YLR224W,S_cerevisiae
Cluster5347,orf19.7621,C_albicans
Cluster5347,gene-YOR144C,S_cerevisiae
Cluster5347,CAGL0K09438g,C_glabrata
Cluster5347,gene:KLLA0_E03301g,K_lactis
Cluster5348,gene-YER188C-A,S_cerevisiae
Cluster5349,orf19.5369,C_albicans
Cluster5349,gene:KLLA0_F11770g,K_lactis
Cluster5349,gene-YDR047W,S_cerevisiae
Cluster5349,CAGL0H08371g,C_glabrata
Cluster5350,gene:KLLA0_E00287g,K_lactis
Cluster5351,orf19.3091,C_albicans
Cluster5352,orf19.6688,C_albicans
Cluster5353,CAGL0G09229g,C_glabrata
Cluster5354,CAGL0B03729r,C_glabrata
Cluster5355,orf19.5579,C_albicans
Cluster5356,CAGL0D03784g,C_glabrata
Cluster5356,gene-YHR060W,S_cerevisiae
Cluster5356,gene:KLLA0_C14784g,K_lactis
Cluster5357,orf19.4734,C_albicans
Cluster5358,orf19.5578,C_albicans
Cluster5359,orf19.7140,C_albicans
Cluster5360,gene-YDR042C,S_cerevisiae
Cluster5361,orf19.715,C_albicans
Cluster5362,orf19.7151,C_albicans
Cluster5363,orf19.6065,C_albicans
Cluster5364,gene-YLL006W-A,S_cerevisiae
Cluster5365,gene-YBR117C,S_cerevisiae
Cluster5366,gene-YEL055C,S_cerevisiae
Cluster5366,CAGL0B03553g,C_glabrata
Cluster5366,gene:KLLA0_D00792g,K_lactis
Cluster5366,orf19.5597,C_albicans
Cluster5367,orf19.5601,C_albicans
Cluster5367,gene:KLLA0_B02398g,K_lactis
Cluster5368,orf19.6375,C_albicans
Cluster5368,gene:KLLA0_F25542g,K_lactis
Cluster5368,CAGL0K03135g,C_glabrata
Cluster5368,gene-YHL015W,S_cerevisiae
Cluster5369,orf19.6369,C_albicans
Cluster5369,gene:KLLA0_D19008g,K_lactis
Cluster5369,CAGL0H08019g,C_glabrata
Cluster5369,gene-YNL207W,S_cerevisiae
Cluster5370,orf19.4801,C_albicans
Cluster5370,gene:KLLA0_C07359g,K_lactis
Cluster5370,CAGL0L10934g,C_glabrata
Cluster5370,gene-YOR274W,S_cerevisiae
Cluster5371,orf19.5802,C_albicans
Cluster5371,gene-YOR006C,S_cerevisiae
Cluster5371,CAGL0E02717g,C_glabrata
Cluster5371,gene:KLLA0_D01111g,K_lactis
Cluster5372,orf19.56,C_albicans
Cluster5372,gene-YJL071W,S_cerevisiae
Cluster5372,CAGL0H02871g,C_glabrata
Cluster5372,gene:KLLA0_D06523g,K_lactis
Cluster5373,orf19.2002,C_albicans
Cluster5373,gene-YFR002W,S_cerevisiae
Cluster5373,CAGL0L09130g,C_glabrata
Cluster5373,CAGL0F02277g,C_glabrata
Cluster5373,gene:KLLA0_E14191g,K_lactis
Cluster5374,orf19.2919,C_albicans
Cluster5374,gene-YIR002C,S_cerevisiae
Cluster5374,CAGL0J01980g,C_glabrata
Cluster5374,gene:KLLA0_D13552g,K_lactis
Cluster5375,orf19.4969,C_albicans
Cluster5375,gene:KLLA0_F22385g,K_lactis
Cluster5375,gene-YGL173C,S_cerevisiae
Cluster5375,CAGL0L05874g,C_glabrata
Cluster5376,orf19.4595,C_albicans
Cluster5377,orf19.3010,C_albicans
Cluster5377,gene-YLR239C,S_cerevisiae
Cluster5377,CAGL0G08404g,C_glabrata
Cluster5377,gene:KLLA0_D18777g,K_lactis
Cluster5378,gene:KLLA0_C00462g,K_lactis
Cluster5378,gene-YCL063W,S_cerevisiae
Cluster5378,CAGL0B00308g,C_glabrata
Cluster5379,gene-YNR010W,S_cerevisiae
Cluster5379,CAGL0I05742g,C_glabrata
Cluster5379,gene:KLLA0_F06314g,K_lactis
Cluster5380,gene-tP(UGG)Q,unknown
Cluster5380,CaglfMt25,unknown
Cluster5381,orf19.4415,C_albicans
Cluster5382,gene:KLLA0_D15576g,K_lactis
Cluster5383,orf19.2826,C_albicans
Cluster5384,gene:KLLA0_D16456g,K_lactis
Cluster5384,CAGL0M04323g,C_glabrata
Cluster5384,gene-YLR131C,S_cerevisiae
Cluster5384,orf19.2612,C_albicans
Cluster5385,orf19.3061.1,C_albicans
Cluster5386,gene:KLLA0_F18524g,K_lactis
Cluster5386,gene-YBR066C,S_cerevisiae
Cluster5386,CAGL0K12078g,C_glabrata
Cluster5386,CAGL0L07480g,C_glabrata
Cluster5386,gene-YDR043C,S_cerevisiae
Cluster5386,orf19.7150,C_albicans
Cluster5387,orf19.4414,C_albicans
Cluster5388,orf19.442,C_albicans
Cluster5389,orf19.1494,C_albicans
Cluster5389,gene:KLLA0_E22133g,K_lactis
Cluster5389,gene-YEL037C,S_cerevisiae
Cluster5389,CAGL0L01309g,C_glabrata
Cluster5390,gene-YNL162W-A,S_cerevisiae
Cluster5390,CAGL0J06088g,C_glabrata
Cluster5390,gene:KLLA0_D07876g,K_lactis
Cluster5390,orf19.4450.2,C_albicans
Cluster5391,CAGL0M07205g,C_glabrata
Cluster5391,gene-YHR195W,S_cerevisiae
Cluster5392,orf19.6257,C_albicans
Cluster5392,gene-YDL171C,S_cerevisiae
Cluster5392,CAGL0L01089g,C_glabrata
Cluster5392,gene:KLLA0_E19625g,K_lactis
Cluster5393,orf19.2688,C_albicans
Cluster5393,gene:KLLA0_D06677g,K_lactis
Cluster5393,CAGL0M02805g,C_glabrata
Cluster5393,gene-YPL126W,S_cerevisiae
Cluster5394,orf19.1422,C_albicans
Cluster5394,gene:KLLA0_E24179g,K_lactis
Cluster5394,gene-YBR179C,S_cerevisiae
Cluster5394,CAGL0M06259g,C_glabrata
Cluster5395,orf19.6225.1,C_albicans
Cluster5395,CAGL0J02926g,C_glabrata
Cluster5395,gene-YER058W,S_cerevisiae
Cluster5395,gene:KLLA0_C08327g,K_lactis
Cluster5396,orf19.5952,C_albicans
Cluster5396,gene:KLLA0_E11617g,K_lactis
Cluster5397,CAGL0M00154g,C_glabrata
Cluster5397,orf19.2337,C_albicans
Cluster5398,orf19.5277,C_albicans
Cluster5398,gene-YGR072W,S_cerevisiae
Cluster5398,CAGL0K01309g,C_glabrata
Cluster5398,gene:KLLA0_D03718g,K_lactis
Cluster5399,orf19.2961,C_albicans
Cluster5399,CAGL0M01870g,C_glabrata
Cluster5399,gene-YMR070W,S_cerevisiae
Cluster5399,gene:KLLA0_E18547g,K_lactis
Cluster5400,orf19.5742,C_albicans
Cluster5401,orf19.4193.1,C_albicans
Cluster5401,gene:KLLA0_F18040g,K_lactis
Cluster5401,gene-YDR064W,S_cerevisiae
Cluster5402,orf19.5975,C_albicans
Cluster5402,orf19.2752,C_albicans
Cluster5402,gene:KLLA0_F13046g,K_lactis
Cluster5402,CAGL0E04884g,C_glabrata
Cluster5402,gene-YDR216W,S_cerevisiae
Cluster5403,orf19.1300,C_albicans
Cluster5403,CAGL0H07227g,C_glabrata
Cluster5403,gene-YDR316W,S_cerevisiae
Cluster5403,gene:KLLA0_E12717g,K_lactis
Cluster5404,orf19.5609,C_albicans
Cluster5405,orf19.6840,C_albicans
Cluster5406,gene:KLLA0_B04840g,K_lactis
Cluster5406,orf19.5251,C_albicans
Cluster5407,gene-tM(CAU)Q1,unknown
Cluster5408,gene-YCL054W-A,S_cerevisiae
Cluster5409,gene:KLLA0_E03719g,K_lactis
Cluster5409,CAGL0H02629r,C_glabrata
Cluster5410,tE(UUC)6,unknown
Cluster5411,CAGL0M07535r,C_glabrata
Cluster5411,gene:KLLA0_E15621g,K_lactis
Cluster5412,CAGL0I09020r,C_glabrata
Cluster5412,gene:KLLA0_E14851g,K_lactis
Cluster5412,CAGL0H02761r,C_glabrata
Cluster5413,orf19.6845,C_albicans
Cluster5414,gene:KLLA0_C09328g,K_lactis
Cluster5414,CAGL0F04675r,C_glabrata
Cluster5415,orf19.7359,C_albicans
Cluster5415,gene:KLLA0_E08713g,K_lactis
Cluster5415,gene-YNL027W,S_cerevisiae
Cluster5415,CAGL0M06831g,C_glabrata
Cluster5416,gene:KLLA0_E15709g,K_lactis
Cluster5416,CAGL0L06600g,C_glabrata
Cluster5416,gene-YGR232W,S_cerevisiae
Cluster5416,orf19.5961,C_albicans
Cluster5417,gene:KLLA0_D10197g,K_lactis
Cluster5417,CAGL0H06875g,C_glabrata
Cluster5417,gene-YML099C,S_cerevisiae
Cluster5417,orf19.4766,C_albicans
Cluster5418,orf19.6705,C_albicans
Cluster5418,gene-YBL060W,S_cerevisiae
Cluster5418,gene:KLLA0_E20219g,K_lactis
Cluster5419,orf19.2511.2,C_albicans
Cluster5419,gene-YPL189C-A,S_cerevisiae
Cluster5419,CAGL0G09262g,C_glabrata
Cluster5420,gene:KLLA0_E13487g,K_lactis
Cluster5420,CAGL0K04631g,C_glabrata
Cluster5420,orf19.2356,C_albicans
Cluster5421,gene:KLLA0_C09108g,K_lactis
Cluster5421,CAGL0C03003g,C_glabrata
Cluster5421,gene-YCR051W,S_cerevisiae
Cluster5421,orf19.2256,C_albicans
Cluster5422,gene:KLLA0_D18755g,K_lactis
Cluster5422,gene-YDR198C,S_cerevisiae
Cluster5422,CAGL0F05511g,C_glabrata
Cluster5422,orf19.4007,C_albicans
Cluster5423,orf19.6525,C_albicans
Cluster5423,CAGL0L10736g,C_glabrata
Cluster5423,gene-YMR204C,S_cerevisiae
Cluster5423,gene:KLLA0_F06270g,K_lactis
Cluster5424,gene:KLLA0_B09856g,K_lactis
Cluster5424,gene-YBR158W,S_cerevisiae
Cluster5424,CAGL0H07491g,C_glabrata
Cluster5424,orf19.1507,C_albicans
Cluster5425,gene:KLLA0_F05918g,K_lactis
Cluster5425,CAGL0M12991g,C_glabrata
Cluster5425,gene-YIL078W,S_cerevisiae
Cluster5425,orf19.5685,C_albicans
Cluster5426,CAGL0C02519g,C_glabrata
Cluster5426,gene-YER028C,S_cerevisiae
Cluster5426,gene:KLLA0_E11023g,K_lactis
Cluster5426,orf19.3928,C_albicans
Cluster5427,orf19.6415.1,C_albicans
Cluster5427,gene:KLLA0_E05127g,K_lactis
Cluster5427,gene-YDL061C,S_cerevisiae
Cluster5427,CAGL0D00858g,C_glabrata
Cluster5427,gene-YLR388W,S_cerevisiae
Cluster5428,gene-YNCG0002C,S_cerevisiae
Cluster5429,orf19.1342,C_albicans
Cluster5429,gene:KLLA0_F01210g,K_lactis
Cluster5429,gene-YBR263W,S_cerevisiae
Cluster5429,CAGL0I09284g,C_glabrata
Cluster5430,CAGL0G05137r,C_glabrata
Cluster5431,CAGL0J01551r,C_glabrata
Cluster5432,orf19.1504,C_albicans
Cluster5433,CAGL0H08998g,C_glabrata
Cluster5433,gene-YPL219W,S_cerevisiae
Cluster5433,gene-YGL134W,S_cerevisiae
Cluster5433,CAGL0E05918g,C_glabrata
Cluster5433,gene:KLLA0_B02024g,K_lactis
Cluster5434,orf19.264,C_albicans
Cluster5435,orf19.3624,C_albicans
Cluster5435,gene:KLLA0_C06314g,K_lactis
Cluster5435,CAGL0M07051g,C_glabrata
Cluster5435,gene-YMR287C,S_cerevisiae
Cluster5436,tV(AAC)6,unknown
Cluster5437,orf19.2652,C_albicans
Cluster5438,gene:KLLA0_F27225g,K_lactis
Cluster5438,CAGL0L08712g,C_glabrata
Cluster5438,gene-YPL014W,S_cerevisiae
Cluster5439,gene:KLLA0_D14399g,K_lactis
Cluster5439,gene-YOL029C,S_cerevisiae
Cluster5440,orf19.6124,C_albicans
Cluster5440,gene:KLLA0_A10373g,K_lactis
Cluster5440,gene-YGL254W,S_cerevisiae
Cluster5440,CAGL0H07557g,C_glabrata
Cluster5441,gene-YNCD0012W,S_cerevisiae
Cluster5442,CAGL0C04004g,C_glabrata
Cluster5443,CAGL0L13464r,C_glabrata
Cluster5443,gene:KLLA0_D17446g,K_lactis
Cluster5444,CAGL0L13497r,C_glabrata
Cluster5445,gene-YNCM0010W,S_cerevisiae
Cluster5446,gene-YNCL0040W,S_cerevisiae
Cluster5446,gene-YNCO0019W,S_cerevisiae
Cluster5446,CAGL0H01969r,C_glabrata
Cluster5446,CAGL0I07337r,C_glabrata
Cluster5447,orf19.1655,C_albicans
Cluster5447,gene:KLLA0_F09933g,K_lactis
Cluster5447,CAGL0A03740g,C_glabrata
Cluster5447,gene-YGL205W,S_cerevisiae
Cluster5448,CAGL0D06358r,C_glabrata
Cluster5448,gene-YNCE0010W,S_cerevisiae
Cluster5449,orf19.4664,C_albicans
Cluster5449,gene:KLLA0_E18569g,K_lactis
Cluster5449,CAGL0K02981g,C_glabrata
Cluster5449,gene-YMR069W,S_cerevisiae
Cluster5450,gene-YKR053C,S_cerevisiae
Cluster5450,CAGL0K08272g,C_glabrata
Cluster5450,orf19.3329,C_albicans
Cluster5450,CAGL0I04334g,C_glabrata
Cluster5450,gene-YJL134W,S_cerevisiae
Cluster5451,gene-YNL263C,S_cerevisiae
Cluster5451,CAGL0J08052g,C_glabrata
Cluster5451,gene:KLLA0_C02563g,K_lactis
Cluster5451,orf19.6642,C_albicans
Cluster5452,orf19.2432,C_albicans
Cluster5452,gene-YFL031W,S_cerevisiae
Cluster5452,CAGL0K12540g,C_glabrata
Cluster5452,gene:KLLA0_F08976g,K_lactis
Cluster5453,CAGL0L13453r,C_glabrata
Cluster5454,RDN58,unknown
Cluster5455,orf19.4520,C_albicans
Cluster5455,gene:KLLA0_D12078g,K_lactis
Cluster5455,gene-YDR248C,S_cerevisiae
Cluster5455,CAGL0K11297g,C_glabrata
Cluster5456,orf19.5933,C_albicans
Cluster5456,gene:KLLA0_E07217g,K_lactis
Cluster5456,CAGL0M04015g,C_glabrata
Cluster5456,gene-YNL314W,S_cerevisiae
Cluster5457,orf19.2940,C_albicans
Cluster5457,gene:KLLA0_D05775g,K_lactis
Cluster5457,CAGL0L13200g,C_glabrata
Cluster5457,gene-YLR078C,S_cerevisiae
Cluster5458,gene:KLLA0_C03696g,K_lactis
Cluster5458,CAGL0F05181g,C_glabrata
Cluster5458,gene-YDR484W,S_cerevisiae
Cluster5458,orf19.7660,C_albicans
Cluster5459,orf19.150,C_albicans
Cluster5459,gene-YJL143W,S_cerevisiae
Cluster5459,CAGL0I05918g,C_glabrata
Cluster5459,gene:KLLA0_A05841g,K_lactis
Cluster5460,gene-YER183C,S_cerevisiae
Cluster5460,CAGL0F09185g,C_glabrata
Cluster5460,gene:KLLA0_A10285g,K_lactis
Cluster5460,orf19.4523,C_albicans
Cluster5461,gene:KLLA0_E02311g,K_lactis
Cluster5461,CAGL0K10230g,C_glabrata
Cluster5461,gene-YOR123C,S_cerevisiae
Cluster5461,orf19.7116,C_albicans
Cluster5462,CAGL0K07942g,C_glabrata
Cluster5462,gene:KLLA0_D09042g,K_lactis
Cluster5462,orf19.5595,C_albicans
Cluster5463,orf19.4516,C_albicans
Cluster5463,gene-YOR241W,S_cerevisiae
Cluster5463,gene:KLLA0_F11297g,K_lactis
Cluster5464,gene:KLLA0_B10197g,K_lactis
Cluster5464,CAGL0H07095g,C_glabrata
Cluster5464,gene-YDR320C,S_cerevisiae
Cluster5464,orf19.593,C_albicans
Cluster5465,gene:KLLA0_B11902g,K_lactis
Cluster5465,gene-YKL161C,S_cerevisiae
Cluster5465,CAGL0J00539g,C_glabrata
Cluster5465,gene-YHR030C,S_cerevisiae
Cluster5465,orf19.7523,C_albicans
Cluster5466,gene:KLLA0_F27335g,K_lactis
Cluster5466,gene-YPL009C,S_cerevisiae
Cluster5466,CAGL0L08822g,C_glabrata
Cluster5466,orf19.2582,C_albicans
Cluster5467,orf19.3690.2,C_albicans
Cluster5467,gene-YGR034W,S_cerevisiae
Cluster5467,gene:KLLA0_B05742g,K_lactis
Cluster5467,gene-YLR344W,S_cerevisiae
Cluster5468,orf19.4078,C_albicans
Cluster5468,gene:KLLA0_C11099g,K_lactis
Cluster5468,CAGL0J00275g,C_glabrata
Cluster5468,gene-YDR280W,S_cerevisiae
Cluster5469,orf19.5311,C_albicans
Cluster5470,orf19.5463,C_albicans
Cluster5470,gene:KLLA0_C07843g,K_lactis
Cluster5470,CAGL0J03168g,C_glabrata
Cluster5470,gene-YIL068C,S_cerevisiae
Cluster5471,gene-YBR032W,S_cerevisiae
Cluster5472,gene-YBL100W-A,S_cerevisiae
Cluster5473,gene:KLLA0_D11968g,K_lactis
Cluster5473,gene-YDR249C,S_cerevisiae
Cluster5473,CAGL0K11319g,C_glabrata
Cluster5474,gene-YHL001W,S_cerevisiae
Cluster5474,CAGL0M10241g,C_glabrata
Cluster5475,CAGL0C05049g,C_glabrata
Cluster5475,gene-YAR042W,S_cerevisiae
Cluster5475,gene:KLLA0_C04147g,K_lactis
Cluster5476,gene-YJR137C,S_cerevisiae
Cluster5476,CAGL0M00374g,C_glabrata
Cluster5476,gene:KLLA0_B03938g,K_lactis
Cluster5476,orf19.4099,C_albicans
Cluster5477,gene-YER046W,S_cerevisiae
Cluster5477,gene:KLLA0_E04291g,K_lactis
Cluster5477,orf19.6103,C_albicans
Cluster5478,gene-YOR394W,S_cerevisiae
Cluster5479,gene-YKL224C,S_cerevisiae
Cluster5480,CAGL0M13123g,C_glabrata
Cluster5481,orf19.4017,C_albicans
Cluster5482,orf19.446,C_albicans
Cluster5483,orf19.446.1,C_albicans
Cluster5484,orf19.446.2,C_albicans
Cluster5485,orf19.4461,C_albicans
Cluster5486,orf19.4465,C_albicans
Cluster5487,gene-YGR140W,S_cerevisiae
Cluster5487,CAGL0I10318g,C_glabrata
Cluster5487,gene:KLLA0_E03807g,K_lactis
Cluster5488,gene-YIL133C,S_cerevisiae
Cluster5488,orf19.6085,C_albicans
Cluster5488,gene:KLLA0_F04675g,K_lactis
Cluster5488,gene-YNL069C,S_cerevisiae
Cluster5489,gene:KLLA0_A07557g,K_lactis
Cluster5489,gene-YKR089C,S_cerevisiae
Cluster5489,CAGL0G02365g,C_glabrata
Cluster5489,CAGL0K05621g,C_glabrata
Cluster5489,gene-YOR081C,S_cerevisiae
Cluster5489,orf19.5426,C_albicans
Cluster5490,CAGL0M13981g,C_glabrata
Cluster5490,gene-YMR313C,S_cerevisiae
Cluster5490,gene:KLLA0_A10175g,K_lactis
Cluster5490,orf19.4699,C_albicans
Cluster5491,gene-YIL038C,S_cerevisiae
Cluster5491,CAGL0L01001g,C_glabrata
Cluster5491,gene:KLLA0_E04335g,K_lactis
Cluster5491,orf19.5107,C_albicans
Cluster5492,gene-YPR072W,S_cerevisiae
Cluster5492,CAGL0D01342g,C_glabrata
Cluster5492,gene:KLLA0_B09196g,K_lactis
Cluster5492,orf19.2012,C_albicans
Cluster5493,gene:KLLA0_D12408g,K_lactis
Cluster5493,gene-YDL165W,S_cerevisiae
Cluster5493,CAGL0I03388g,C_glabrata
Cluster5493,orf19.6075,C_albicans
Cluster5494,orf19.2113,C_albicans
Cluster5494,CAGL0F08657g,C_glabrata
Cluster5494,gene-YLR324W,S_cerevisiae
Cluster5495,CAGL0M06061g,C_glabrata
Cluster5495,gene-YBR168W,S_cerevisiae
Cluster5495,gene:KLLA0_E24641g,K_lactis
Cluster5495,orf19.2313,C_albicans
Cluster5496,orf19.5755,C_albicans
Cluster5496,gene:KLLA0_D01287g,K_lactis
Cluster5496,CAGL0E02541g,C_glabrata
Cluster5496,gene-YOL001W,S_cerevisiae
Cluster5497,CAGL0M12342g,C_glabrata
Cluster5497,gene-YER059W,S_cerevisiae
Cluster5497,gene-YIL050W,S_cerevisiae
Cluster5497,gene:KLLA0_C08305g,K_lactis
Cluster5497,orf19.6225,C_albicans
Cluster5498,orf19.3688,C_albicans
Cluster5498,gene:KLLA0_A06171g,K_lactis
Cluster5498,gene-YJL184W,S_cerevisiae
Cluster5498,CAGL0F03487g,C_glabrata
Cluster5499,CAGL0H08415g,C_glabrata
Cluster5499,gene-YDR045C,S_cerevisiae
Cluster5499,gene:KLLA0_F18568g,K_lactis
Cluster5499,orf19.5360,C_albicans
Cluster5500,gene:KLLA0_E18151g,K_lactis
Cluster5500,CAGL0L09669g,C_glabrata
Cluster5500,gene-YKL014C,S_cerevisiae
Cluster5500,orf19.2778,C_albicans
Cluster5501,gene:KLLA0_E03433g,K_lactis
Cluster5501,gene-YHR011W,S_cerevisiae
Cluster5501,CAGL0E04400g,C_glabrata
Cluster5501,orf19.1201,C_albicans
Cluster5502,gene:KLLA0_B10956g,K_lactis
Cluster5502,CAGL0D04994g,C_glabrata
Cluster5502,gene-YPR141C,S_cerevisiae
Cluster5502,orf19.564,C_albicans
Cluster5503,orf19.4600,C_albicans
Cluster5503,CAGL0H05951g,C_glabrata
Cluster5503,gene-YPL107W,S_cerevisiae
Cluster5503,gene:KLLA0_E24619g,K_lactis
Cluster5504,gene-YPL266W,S_cerevisiae
Cluster5504,CAGL0L07678g,C_glabrata
Cluster5504,gene:KLLA0_D00594g,K_lactis
Cluster5504,orf19.5010,C_albicans
Cluster5505,gene:KLLA0_F03399g,K_lactis
Cluster5505,CAGL0J10032g,C_glabrata
Cluster5505,gene-YNL061W,S_cerevisiae
Cluster5505,orf19.501,C_albicans
Cluster5506,gene:KLLA0_F15532g,K_lactis
Cluster5506,gene-YLR022C,S_cerevisiae
Cluster5506,CAGL0D03300g,C_glabrata
Cluster5506,orf19.2708,C_albicans
Cluster5507,orf19.6584,C_albicans
Cluster5507,gene:KLLA0_A03531g,K_lactis
Cluster5507,CAGL0K09966g,C_glabrata
Cluster5507,gene-YOR361C,S_cerevisiae
Cluster5508,orf19.5688,C_albicans
Cluster5509,CAGL0E01265g,C_glabrata
Cluster5509,gene-YDR150W,S_cerevisiae
Cluster5509,gene:KLLA0_D16566g,K_lactis
Cluster5509,orf19.4715,C_albicans
Cluster5510,gene:KLLA0_A10835g,K_lactis
Cluster5510,CAGL0H04411g,C_glabrata
Cluster5510,gene-YOL021C,S_cerevisiae
Cluster5510,orf19.5229,C_albicans
Cluster5511,CAGL0J11286g,C_glabrata
Cluster5511,gene-YNL182C,S_cerevisiae
Cluster5511,gene:KLLA0_D08371g,K_lactis
Cluster5511,orf19.6234,C_albicans
Cluster5512,orf19.5131,C_albicans
Cluster5512,gene:KLLA0_C01177g,K_lactis
Cluster5512,CAGL0B00748g,C_glabrata
Cluster5512,gene-YCL039W,S_cerevisiae
