cluster_id,genes,gene_list,size,species_count
Cluster5552,orf19.5076.1,['orf19.5076.1'],1,1
Cluster5553,gene-YNL018C,['gene-YNL018C'],1,1
Cluster5554,gene-YJL142C,['gene-YJL142C'],1,1
Cluster5555,CAGL0E05984g,['CAGL0E05984g'],1,1
Cluster5556,gene-YPL261C,['gene-YPL261C'],1,1
Cluster5557,gene-YCR108C,['gene-YCR108C'],1,1
Cluster5558,CAGL0E05896g,['CAGL0E05896g'],1,1
Cluster5559,gene-YDL223C,['gene-YDL223C'],1,1
Cluster5560,orf19.3394,['orf19.3394'],1,1
Cluster5561,gene-YKL023C-A,['gene-YKL023C-A'],1,1
Cluster5562,gene-YBR095C CAGL0H08481g gene:KLLA0_B11990g orf19.4615,"['gene-YBR095C', 'CAGL0H08481g', 'gene:KLLA0_B11990g', 'orf19.4615']",4,4
Cluster5563,gene:KLLA0_F23221g,['gene:KLLA0_F23221g'],1,1
Cluster5564,orf19.5049 gene-YLR003C CAGL0J01155g gene:KLLA0_E09549g,"['orf19.5049', 'gene-YLR003C', 'CAGL0J01155g', 'gene:KLLA0_E09549g']",4,4
Cluster5565,orf19.3667 gene-YBL063W gene:KLLA0_B00759g,"['orf19.3667', 'gene-YBL063W', 'gene:KLLA0_B00759g']",3,3
Cluster5566,CAGL0H08129g gene-YOR030W gene:KLLA0_E16831g,"['CAGL0H08129g', 'gene-YOR030W', 'gene:KLLA0_E16831g']",3,3
Cluster5567,gene:KLLA0_F05753g CAGL0J06314g gene-YEL071W gene-YDL178W orf19.300,"['gene:KLLA0_F05753g', 'CAGL0J06314g', 'gene-YEL071W', 'gene-YDL178W', 'orf19.300']",5,4
Cluster5568,gene-YKL065W-A,['gene-YKL065W-A'],1,1
Cluster5569,gene-YGR161W-C,['gene-YGR161W-C'],1,1
Cluster5570,CAGL0I02244g,['CAGL0I02244g'],1,1
Cluster5571,gene:KLLA0_C11517g,['gene:KLLA0_C11517g'],1,1
Cluster5572,gene:KLLA0_F20856g,['gene:KLLA0_F20856g'],1,1
Cluster5573,CaglfMt19 gene-tI(GAU)Q,"['CaglfMt19', 'gene-tI(GAU)Q']",2,0
Cluster5574,orf19.5503,['orf19.5503'],1,1
Cluster5575,gene-YKL096W-A,['gene-YKL096W-A'],1,1
Cluster5576,gene:KLLA0_B08734g CAGL0I09966g gene-YOL053W,"['gene:KLLA0_B08734g', 'CAGL0I09966g', 'gene-YOL053W']",3,3
Cluster5577,gene:KLLA0_E23739g,['gene:KLLA0_E23739g'],1,1
Cluster5578,gene-YLL054C gene-YCR106W CAGL0D02486g gene:KLLA0_C14212g orf19.4166,"['gene-YLL054C', 'gene-YCR106W', 'CAGL0D02486g', 'gene:KLLA0_C14212g', 'orf19.4166']",5,4
Cluster5579,gene-YML003W,['gene-YML003W'],1,1
Cluster5580,gene:KLLA0_E21473g CAGL0A02629g gene-YDR358W,"['gene:KLLA0_E21473g', 'CAGL0A02629g', 'gene-YDR358W']",3,3
Cluster5581,gene:KLLA0_F27467g gene-YIL047C CAGL0L00737g orf19.768,"['gene:KLLA0_F27467g', 'gene-YIL047C', 'CAGL0L00737g', 'orf19.768']",4,4
Cluster5582,orf19.4151 gene:KLLA0_F12232g gene-YNL012W CAGL0H03575g,"['orf19.4151', 'gene:KLLA0_F12232g', 'gene-YNL012W', 'CAGL0H03575g']",4,4
Cluster5583,gene-YBR136W CAGL0C00473g gene:KLLA0_C15785g orf19.1283,"['gene-YBR136W', 'CAGL0C00473g', 'gene:KLLA0_C15785g', 'orf19.1283']",4,4
Cluster5584,CAGL0J09900g gene-YNL055C gene:KLLA0_F03553g orf19.1042,"['CAGL0J09900g', 'gene-YNL055C', 'gene:KLLA0_F03553g', 'orf19.1042']",4,4
Cluster5585,gene:KLLA0_D08184g gene-YNL173C CAGL0J11132g orf19.7239,"['gene:KLLA0_D08184g', 'gene-YNL173C', 'CAGL0J11132g', 'orf19.7239']",4,4
Cluster5586,CAGL0G05830g gene-YHR146W orf19.4530.1,"['CAGL0G05830g', 'gene-YHR146W', 'orf19.4530.1']",3,3
Cluster5587,orf19.6594 gene-YMR006C CAGL0J11748g orf19.689,"['orf19.6594', 'gene-YMR006C', 'CAGL0J11748g', 'orf19.689']",4,3
Cluster5588,gene:KLLA0_A02057g CAGL0F02871g gene-YDR414C orf19.5065,"['gene:KLLA0_A02057g', 'CAGL0F02871g', 'gene-YDR414C', 'orf19.5065']",4,4
Cluster5589,CAGL0J11770g gene-YMR008C gene:KLLA0_C05940g orf19.5102,"['CAGL0J11770g', 'gene-YMR008C', 'gene:KLLA0_C05940g', 'orf19.5102']",4,4
Cluster5590,orf19.690 CAGL0E02321g gene-YOL011W,"['orf19.690', 'CAGL0E02321g', 'gene-YOL011W']",3,3
Cluster5591,orf19.1693 gene-YIL129C CAGL0G08822g gene:KLLA0_F04587g,"['orf19.1693', 'gene-YIL129C', 'CAGL0G08822g', 'gene:KLLA0_F04587g']",4,4
Cluster5592,CAGL0L04466g gene-YOR165W gene:KLLA0_F20317g orf19.2151,"['CAGL0L04466g', 'gene-YOR165W', 'gene:KLLA0_F20317g', 'orf19.2151']",4,4
Cluster5593,CAGL0E00451g gene-YCR093W gene:KLLA0_C18612g orf19.1084,"['CAGL0E00451g', 'gene-YCR093W', 'gene:KLLA0_C18612g', 'orf19.1084']",4,4
Cluster5594,gene-YBL076C CAGL0G03311g gene:KLLA0_E20549g orf19.2138,"['gene-YBL076C', 'CAGL0G03311g', 'gene:KLLA0_E20549g', 'orf19.2138']",4,4
Cluster5595,CAGL0E00891g gene-YDR169C gene:KLLA0_D17270g orf19.203,"['CAGL0E00891g', 'gene-YDR169C', 'gene:KLLA0_D17270g', 'orf19.203']",4,4
Cluster5596,orf19.6508 gene:KLLA0_B13167g gene-YGR057C CAGL0K04411g,"['orf19.6508', 'gene:KLLA0_B13167g', 'gene-YGR057C', 'CAGL0K04411g']",4,4
Cluster5597,orf19.2511.1 gene-YMR286W CAGL0I02706g gene:KLLA0_C06270g,"['orf19.2511.1', 'gene-YMR286W', 'CAGL0I02706g', 'gene:KLLA0_C06270g']",4,4
Cluster5598,gene:KLLA0_C16423g CAGL0I03586g gene-YDL154W orf19.2713,"['gene:KLLA0_C16423g', 'CAGL0I03586g', 'gene-YDL154W', 'orf19.2713']",4,4
Cluster5599,orf19.5839,['orf19.5839'],1,1
Cluster5600,gene-YBR098W CAGL0K12122g gene:KLLA0_E11397g orf19.3648,"['gene-YBR098W', 'CAGL0K12122g', 'gene:KLLA0_E11397g', 'orf19.3648']",4,4
Cluster5601,orf19.7350 gene-YNL208W,"['orf19.7350', 'gene-YNL208W']",2,2
Cluster5602,gene-YGL059W CAGL0F07007g gene:KLLA0_C05654g,"['gene-YGL059W', 'CAGL0F07007g', 'gene:KLLA0_C05654g']",3,3
Cluster5603,gene-YDR251W,['gene-YDR251W'],1,1
Cluster5604,gene-YJL070C,['gene-YJL070C'],1,1
Cluster5605,CAGL0K08668g gene-YIR017C gene:KLLA0_B11880g,"['CAGL0K08668g', 'gene-YIR017C', 'gene:KLLA0_B11880g']",3,3
Cluster5606,gene:KLLA0_E04533g CAGL0L00869g gene-YIL042C,"['gene:KLLA0_E04533g', 'CAGL0L00869g', 'gene-YIL042C']",3,3
Cluster5607,gene:KLLA0_B12958g CAGL0J04246g gene-YMR234W orf19.5614,"['gene:KLLA0_B12958g', 'CAGL0J04246g', 'gene-YMR234W', 'orf19.5614']",4,4
Cluster5608,orf19.3135 gene:KLLA0_B01001g CAGL0H04785g gene-YML013W,"['orf19.3135', 'gene:KLLA0_B01001g', 'CAGL0H04785g', 'gene-YML013W']",4,4
Cluster5609,gene-YPR083W CAGL0K07876g gene:KLLA0_D09174g orf19.6639,"['gene-YPR083W', 'CAGL0K07876g', 'gene:KLLA0_D09174g', 'orf19.6639']",4,4
Cluster5610,tI(UAU)1 gene-YNCD0017W CAGL0F05291r,"['tI(UAU)1', 'gene-YNCD0017W', 'CAGL0F05291r']",3,2
Cluster5611,CAGL0L09867g gene-YKL024C gene:KLLA0_E08053g orf19.5195,"['CAGL0L09867g', 'gene-YKL024C', 'gene:KLLA0_E08053g', 'orf19.5195']",4,4
Cluster5612,gene:KLLA0_F16423g CAGL0L10318g gene-YOR059C orf19.4574,"['gene:KLLA0_F16423g', 'CAGL0L10318g', 'gene-YOR059C', 'orf19.4574']",4,4
Cluster5613,orf19.1338 gene:KLLA0_E15115g CAGL0L05522g gene-YJL123C,"['orf19.1338', 'gene:KLLA0_E15115g', 'CAGL0L05522g', 'gene-YJL123C']",4,4
Cluster5614,orf19.2573 gene:KLLA0_D05137g CAGL0F01705g gene-YLR060W,"['orf19.2573', 'gene:KLLA0_D05137g', 'CAGL0F01705g', 'gene-YLR060W']",4,4
Cluster5615,gene:KLLA0_F10615g CAGL0K07095g gene-YBR234C orf19.3873,"['gene:KLLA0_F10615g', 'CAGL0K07095g', 'gene-YBR234C', 'orf19.3873']",4,4
Cluster5616,gene:KLLA0_D04664g gene-YFR021W CAGL0K10692g orf19.6064,"['gene:KLLA0_D04664g', 'gene-YFR021W', 'CAGL0K10692g', 'orf19.6064']",4,4
Cluster5617,gene:KLLA0_E15885g CAGL0B02101g gene-YGR223C orf19.1793,"['gene:KLLA0_E15885g', 'CAGL0B02101g', 'gene-YGR223C', 'orf19.1793']",4,4
Cluster5618,orf19.469 CAGL0I03498g gene-YDL159W gene:KLLA0_C16577g,"['orf19.469', 'CAGL0I03498g', 'gene-YDL159W', 'gene:KLLA0_C16577g']",4,4
Cluster5619,gene-YPL032C CAGL0L12452g gene:KLLA0_D11946g,"['gene-YPL032C', 'CAGL0L12452g', 'gene:KLLA0_D11946g']",3,3
Cluster5620,gene-YER176W CAGL0L12034g orf19.702,"['gene-YER176W', 'CAGL0L12034g', 'orf19.702']",3,3
Cluster5621,orf19.5442,['orf19.5442'],1,1
Cluster5622,CAGL0L06226g,['CAGL0L06226g'],1,1
Cluster5623,orf19.2168,['orf19.2168'],1,1
Cluster5624,gene-YDL066W CAGL0H03663g CAGL0D00770g gene:KLLA0_B03355g orf19.5211,"['gene-YDL066W', 'CAGL0H03663g', 'CAGL0D00770g', 'gene:KLLA0_B03355g', 'orf19.5211']",5,4
Cluster5625,orf19.3733 gene:KLLA0_F12342g gene-YLR174W,"['orf19.3733', 'gene:KLLA0_F12342g', 'gene-YLR174W']",3,3
Cluster5626,gene-YPL165C CAGL0M02002g gene:KLLA0_C09944g orf19.3665,"['gene-YPL165C', 'CAGL0M02002g', 'gene:KLLA0_C09944g', 'orf19.3665']",4,4
Cluster5627,orf19.2219 CAGL0G07175g,"['orf19.2219', 'CAGL0G07175g']",2,2
Cluster5628,gene:KLLA0_D07216g gene-YPL137C CAGL0M02607g gene-YOR227W CAGL0J04026g orf19.6544,"['gene:KLLA0_D07216g', 'gene-YPL137C', 'CAGL0M02607g', 'gene-YOR227W', 'CAGL0J04026g', 'orf19.6544']",6,4
Cluster5629,orf19.1972 gene:KLLA0_A10241g CAGL0F09119g gene-YHR207C,"['orf19.1972', 'gene:KLLA0_A10241g', 'CAGL0F09119g', 'gene-YHR207C']",4,4
Cluster5630,gene:KLLA0_C11011g CAGL0J00385g gene-YHR049W orf19.6717,"['gene:KLLA0_C11011g', 'CAGL0J00385g', 'gene-YHR049W', 'orf19.6717']",4,4
Cluster5631,orf19.6621 gene:KLLA0_E11815g CAGL0J00803g gene-YJL042W,"['orf19.6621', 'gene:KLLA0_E11815g', 'CAGL0J00803g', 'gene-YJL042W']",4,4
Cluster5632,CAGL0I05148g gene-YDL174C gene:KLLA0_D03344g orf19.6755,"['CAGL0I05148g', 'gene-YDL174C', 'gene:KLLA0_D03344g', 'orf19.6755']",4,4
Cluster5633,gene:KLLA0_E19691g orf19.6043,"['gene:KLLA0_E19691g', 'orf19.6043']",2,2
Cluster5634,gene:KLLA0_A07271g orf19.424,"['gene:KLLA0_A07271g', 'orf19.424']",2,2
Cluster5635,orf19.3924,['orf19.3924'],1,1
Cluster5636,CAGL0K10934g,['CAGL0K10934g'],1,1
Cluster5637,gene-YMR192W,['gene-YMR192W'],1,1
Cluster5638,orf19.473 CAGL0L10912g gene-YOR273C,"['orf19.473', 'CAGL0L10912g', 'gene-YOR273C']",3,3
Cluster5639,CAGL0J00363g gene-YHR048W orf19.3395,"['CAGL0J00363g', 'gene-YHR048W', 'orf19.3395']",3,3
Cluster5640,CAGL0B03971g gene-YJR015W orf19.1333,"['CAGL0B03971g', 'gene-YJR015W', 'orf19.1333']",3,3
Cluster5641,orf19.1332 CAGL0G09273g,"['orf19.1332', 'CAGL0G09273g']",2,2
Cluster5642,gene-YBL017C CAGL0J04312g orf19.3767,"['gene-YBL017C', 'CAGL0J04312g', 'orf19.3767']",3,3
Cluster5643,orf19.2812 orf19.308 gene:KLLA0_E02135g CAGL0B03949g gene-YGR197C,"['orf19.2812', 'orf19.308', 'gene:KLLA0_E02135g', 'CAGL0B03949g', 'gene-YGR197C']",5,4
Cluster5644,orf19.3216,['orf19.3216'],1,1
Cluster5645,orf19.7046,['orf19.7046'],1,1
Cluster5646,orf19.7450 gene:KLLA0_D07986g CAGL0J06160g gene-YNL166C,"['orf19.7450', 'gene:KLLA0_D07986g', 'CAGL0J06160g', 'gene-YNL166C']",4,4
Cluster5647,orf19.3002 CAGL0M00814g gene-YLR441C gene:KLLA0_B05060g gene-YML063W,"['orf19.3002', 'CAGL0M00814g', 'gene-YLR441C', 'gene:KLLA0_B05060g', 'gene-YML063W']",5,4
Cluster5648,orf19.6678,['orf19.6678'],1,1
Cluster5649,gene:KLLA0_A11979g,['gene:KLLA0_A11979g'],1,1
Cluster5650,CAGL0M07687r,['CAGL0M07687r'],1,1
Cluster5651,gene-YFL065C,['gene-YFL065C'],1,1
Cluster5652,CAGL0M07685r,['CAGL0M07685r'],1,1
Cluster5653,gene-YHR130C,['gene-YHR130C'],1,1
Cluster5654,gene-YPL124W,['gene-YPL124W'],1,1
Cluster5655,gene-YNCE0001C,['gene-YNCE0001C'],1,1
Cluster5656,gene-YPR202W,['gene-YPR202W'],1,1
Cluster5657,gene:KLLA0_D04686g,['gene:KLLA0_D04686g'],1,1
Cluster5658,orf19.7125,['orf19.7125'],1,1
Cluster5659,gene:KLLA0_F20702g CAGL0F05379g gene-YDR206W,"['gene:KLLA0_F20702g', 'CAGL0F05379g', 'gene-YDR206W']",3,3
Cluster5660,gene-YHR176W CAGL0I02530g gene:KLLA0_A09229g,"['gene-YHR176W', 'CAGL0I02530g', 'gene:KLLA0_A09229g']",3,3
Cluster5661,gene-YNL334C,['gene-YNL334C'],1,1
Cluster5662,gene-YFL060C,['gene-YFL060C'],1,1
Cluster5663,gene-YOL157C gene:KLLA0_D00231g,"['gene-YOL157C', 'gene:KLLA0_D00231g']",2,2
Cluster5664,gene:KLLA0_F25498g gene-YKL039W CAGL0L01881g,"['gene:KLLA0_F25498g', 'gene-YKL039W', 'CAGL0L01881g']",3,3
Cluster5665,CAGL0K05247g,['CAGL0K05247g'],1,1
Cluster5666,gene:KLLA0_E06557g CAGL0M09449g gene-YBL101C,"['gene:KLLA0_E06557g', 'CAGL0M09449g', 'gene-YBL101C']",3,3
Cluster5667,orf19.4527,['orf19.4527'],1,1
Cluster5668,CAGL0I08965g gene-YFR024C-A gene:KLLA0_A08360g,"['CAGL0I08965g', 'gene-YFR024C-A', 'gene:KLLA0_A08360g']",3,3
Cluster5669,gene-YBR298C gene:KLLA0_D19953g,"['gene-YBR298C', 'gene:KLLA0_D19953g']",2,2
Cluster5670,gene:KLLA0_D00253g gene-YDL247W,"['gene:KLLA0_D00253g', 'gene-YDL247W']",2,2
Cluster5671,orf19.1855,['orf19.1855'],1,1
Cluster5672,orf19.309,['orf19.309'],1,1
Cluster5673,orf19.6588,['orf19.6588'],1,1
Cluster5674,gene:KLLA0_C19019g,['gene:KLLA0_C19019g'],1,1
Cluster5675,orf19.1943,['orf19.1943'],1,1
Cluster5676,orf19.6194,['orf19.6194'],1,1
Cluster5677,orf19.1318,['orf19.1318'],1,1
Cluster5678,orf19.1321,['orf19.1321'],1,1
Cluster5679,orf19.6351,['orf19.6351'],1,1
Cluster5680,orf19.6353,['orf19.6353'],1,1
Cluster5681,orf19.1326,['orf19.1326'],1,1
Cluster5682,orf19.6350,['orf19.6350'],1,1
Cluster5683,orf19.6354,['orf19.6354'],1,1
Cluster5684,gene-YNCP0020W gene:KLLA0_F11814g,"['gene-YNCP0020W', 'gene:KLLA0_F11814g']",2,2
Cluster5685,orf19.1274 orf19.1255 gene:KLLA0_C17050g,"['orf19.1274', 'orf19.1255', 'gene:KLLA0_C17050g']",3,2
Cluster5686,gene:KLLA0_B08635g gene-YMR258C CAGL0H02453g orf19.7149,"['gene:KLLA0_B08635g', 'gene-YMR258C', 'CAGL0H02453g', 'orf19.7149']",4,4
Cluster5687,orf19.851,['orf19.851'],1,1
Cluster5688,orf19.3780,['orf19.3780'],1,1
Cluster5689,orf19.849,['orf19.849'],1,1
Cluster5690,orf19.6277,['orf19.6277'],1,1
Cluster5691,orf19.5976,['orf19.5976'],1,1
Cluster5692,orf19.431 gene-YBR033W,"['orf19.431', 'gene-YBR033W']",2,2
Cluster5693,orf19.3783,['orf19.3783'],1,1
Cluster5694,orf19.5635,['orf19.5635'],1,1
Cluster5695,orf19.5636,['orf19.5636'],1,1
Cluster5696,orf19.4022 gene:KLLA0_F25080g gene-YDR178W CAGL0F05863g CAGL0A03784g gene-YOR297C,"['orf19.4022', 'gene:KLLA0_F25080g', 'gene-YDR178W', 'CAGL0F05863g', 'CAGL0A03784g', 'gene-YOR297C']",6,4
Cluster5697,CAGL0K10626g gene-YFR015C gene:KLLA0_F23133g,"['CAGL0K10626g', 'gene-YFR015C', 'gene:KLLA0_F23133g']",3,3
Cluster5698,gene-YHR143W-A CAGL0G05874g gene:KLLA0_D08008g orf19.7255,"['gene-YHR143W-A', 'CAGL0G05874g', 'gene:KLLA0_D08008g', 'orf19.7255']",4,4
Cluster5699,orf19.5691 gene-YJR076C CAGL0F00275g gene:KLLA0_B14344g,"['orf19.5691', 'gene-YJR076C', 'CAGL0F00275g', 'gene:KLLA0_B14344g']",4,4
Cluster5700,gene:KLLA0_B08129g gene-YGR059W CAGL0K04455g orf19.1524,"['gene:KLLA0_B08129g', 'gene-YGR059W', 'CAGL0K04455g', 'orf19.1524']",4,4
Cluster5701,gene:KLLA0_F23078g CAGL0F04697g gene-YLR257W,"['gene:KLLA0_F23078g', 'CAGL0F04697g', 'gene-YLR257W']",3,3
Cluster5702,orf19.548 gene:KLLA0_F12848g gene-YCR002C CAGL0G06754g,"['orf19.548', 'gene:KLLA0_F12848g', 'gene-YCR002C', 'CAGL0G06754g']",4,4
Cluster5703,orf19.1435,['orf19.1435'],1,1
Cluster5704,CAGL0F02607g gene-YDR402C gene:KLLA0_C06743g orf19.554,"['CAGL0F02607g', 'gene-YDR402C', 'gene:KLLA0_C06743g', 'orf19.554']",4,4
Cluster5705,gene:KLLA0_C19206g orf19.6574 orf19.5728,"['gene:KLLA0_C19206g', 'orf19.6574', 'orf19.5728']",3,2
Cluster5706,orf19.5633,['orf19.5633'],1,1
Cluster5707,orf19.1433,['orf19.1433'],1,1
Cluster5708,CAGL0L06270g gene-YER177W,"['CAGL0L06270g', 'gene-YER177W']",2,2
Cluster5709,orf19.5557,['orf19.5557'],1,1
Cluster5710,orf19.2957,['orf19.2957'],1,1
Cluster5711,gene:KLLA0_A00396g CAGL0H06721g gene-YIL156W gene-YKR098C,"['gene:KLLA0_A00396g', 'CAGL0H06721g', 'gene-YIL156W', 'gene-YKR098C']",4,3
Cluster5712,orf19.5303,['orf19.5303'],1,1
Cluster5713,CAGL0C05467g,['CAGL0C05467g'],1,1
Cluster5714,CAGL0M06523g,['CAGL0M06523g'],1,1
Cluster5715,gene:KLLA0_F26686g,['gene:KLLA0_F26686g'],1,1
Cluster5716,CAGL0H07337g,['CAGL0H07337g'],1,1
Cluster5717,gene-YOR376W,['gene-YOR376W'],1,1
Cluster5718,gene:KLLA0_A10351g,['gene:KLLA0_A10351g'],1,1
Cluster5719,CAGL0J06644r,['CAGL0J06644r'],1,1
Cluster5720,CAGL0H00704g,['CAGL0H00704g'],1,1
Cluster5721,gene:KLLA0_F07348g,['gene:KLLA0_F07348g'],1,1
Cluster5722,gene:KLLA0_F07271g,['gene:KLLA0_F07271g'],1,1
Cluster5723,orf19.2084 gene:KLLA0_A08822g gene-YGL003C CAGL0A00605g,"['orf19.2084', 'gene:KLLA0_A08822g', 'gene-YGL003C', 'CAGL0A00605g']",4,4
Cluster5724,orf19.4395 gene:KLLA0_F13750g CAGL0J01287g gene-YMR092C,"['orf19.4395', 'gene:KLLA0_F13750g', 'CAGL0J01287g', 'gene-YMR092C']",4,4
Cluster5725,orf19.1723 CAGL0J05038g gene-YJL055W,"['orf19.1723', 'CAGL0J05038g', 'gene-YJL055W']",3,3
Cluster5726,orf19.2665 CAGL0M01144g gene-YDR335W gene:KLLA0_F21648g,"['orf19.2665', 'CAGL0M01144g', 'gene-YDR335W', 'gene:KLLA0_F21648g']",4,4
Cluster5727,gene-YPR178W CAGL0G09845g gene:KLLA0_E04819g orf19.7343,"['gene-YPR178W', 'CAGL0G09845g', 'gene:KLLA0_E04819g', 'orf19.7343']",4,4
Cluster5728,orf19.1791 gene:KLLA0_E07965g CAGL0F06853g gene-YKL021C,"['orf19.1791', 'gene:KLLA0_E07965g', 'CAGL0F06853g', 'gene-YKL021C']",4,4
Cluster5729,gene:KLLA0_D15873g gene-YIR012W CAGL0L09647g orf19.4029,"['gene:KLLA0_D15873g', 'gene-YIR012W', 'CAGL0L09647g', 'orf19.4029']",4,4
Cluster5730,orf19.384 gene:KLLA0_D12760g CAGL0H00781g gene-YPL247C,"['orf19.384', 'gene:KLLA0_D12760g', 'CAGL0H00781g', 'gene-YPL247C']",4,4
Cluster5731,gene-YJL151C,['gene-YJL151C'],1,1
Cluster5732,orf19.1249 gene:KLLA0_D16148g gene-YIL020C CAGL0J02398g,"['orf19.1249', 'gene:KLLA0_D16148g', 'gene-YIL020C', 'CAGL0J02398g']",4,4
Cluster5733,orf19.3504 gene:KLLA0_E06997g gene-YBL087C CAGL0G03575g,"['orf19.3504', 'gene:KLLA0_E06997g', 'gene-YBL087C', 'CAGL0G03575g']",4,4
Cluster5734,gene-YGR289C,['gene-YGR289C'],1,1
Cluster5735,gene-YPL018W CAGL0F02035g,"['gene-YPL018W', 'CAGL0F02035g']",2,2
Cluster5736,orf19.4048 gene:KLLA0_F18656g,"['orf19.4048', 'gene:KLLA0_F18656g']",2,2
Cluster5737,gene:KLLA0_E17249g,['gene:KLLA0_E17249g'],1,1
Cluster5738,CAGL0L05786g CAGL0J01595g gene-YPR013C gene-YPR015C gene:KLLA0_A04609g,"['CAGL0L05786g', 'CAGL0J01595g', 'gene-YPR013C', 'gene-YPR015C', 'gene:KLLA0_A04609g']",5,3
Cluster5739,orf19.2091,['orf19.2091'],1,1
Cluster5740,gene-YJL138C,['gene-YJL138C'],1,1
Cluster5741,gene-YLR146W-A,['gene-YLR146W-A'],1,1
Cluster5742,gene-YKR021W,['gene-YKR021W'],1,1
Cluster5743,CAGL0J01133r gene-YNCJ0020W,"['CAGL0J01133r', 'gene-YNCJ0020W']",2,2
Cluster5744,gene:KLLA0_F02596g gene-YOR329C CAGL0E05302g orf19.7295,"['gene:KLLA0_F02596g', 'gene-YOR329C', 'CAGL0E05302g', 'orf19.7295']",4,4
Cluster5745,CAGL0L09427r,['CAGL0L09427r'],1,1
Cluster5746,gene:KLLA0_E06821g gene-YBL093C CAGL0M09515g orf19.3421.1,"['gene:KLLA0_E06821g', 'gene-YBL093C', 'CAGL0M09515g', 'orf19.3421.1']",4,4
Cluster5747,orf19.2509.1,['orf19.2509.1'],1,1
Cluster5748,CAGL0M02959g gene-YMR277W gene:KLLA0_D01595g orf19.6742,"['CAGL0M02959g', 'gene-YMR277W', 'gene:KLLA0_D01595g', 'orf19.6742']",4,4
Cluster5749,orf19.2509,['orf19.2509'],1,1
Cluster5750,orf19.1416 gene:KLLA0_D07007g gene-YPL132W CAGL0M02673g,"['orf19.1416', 'gene:KLLA0_D07007g', 'gene-YPL132W', 'CAGL0M02673g']",4,4
Cluster5751,orf19.2500,['orf19.2500'],1,1
Cluster5752,gene-YCR020C-A CAGL0L07942g gene:KLLA0_A11220g orf19.1968.1,"['gene-YCR020C-A', 'CAGL0L07942g', 'gene:KLLA0_A11220g', 'orf19.1968.1']",4,4
Cluster5753,orf19.2779,['orf19.2779'],1,1
Cluster5754,CAGL0J10472g gene-YDR443C gene:KLLA0_B01353g orf19.1451,"['CAGL0J10472g', 'gene-YDR443C', 'gene:KLLA0_B01353g', 'orf19.1451']",4,4
Cluster5755,orf19.2386 CAGL0F07645g gene-YKL099C gene:KLLA0_F13508g,"['orf19.2386', 'CAGL0F07645g', 'gene-YKL099C', 'gene:KLLA0_F13508g']",4,4
Cluster5756,gene-YFL010C CAGL0F02013g gene:KLLA0_C05346g orf19.1414,"['gene-YFL010C', 'CAGL0F02013g', 'gene:KLLA0_C05346g', 'orf19.1414']",4,4
Cluster5757,gene:KLLA0_F02610g,['gene:KLLA0_F02610g'],1,1
Cluster5758,gene:KLLA0_F04653g gene-YIL132C CAGL0G08888g,"['gene:KLLA0_F04653g', 'gene-YIL132C', 'CAGL0G08888g']",3,3
Cluster5759,gene-YPL200W,['gene-YPL200W'],1,1
Cluster5760,orf19.5860,['orf19.5860'],1,1
Cluster5761,gene:KLLA0_F17886g CAGL0I05280g gene-YIL023C,"['gene:KLLA0_F17886g', 'CAGL0I05280g', 'gene-YIL023C']",3,3
Cluster5762,orf19.4286,['orf19.4286'],1,1
Cluster5763,orf19.3413,['orf19.3413'],1,1
Cluster5764,gene-YOR161C-C,['gene-YOR161C-C'],1,1
Cluster5765,orf19.2521,['orf19.2521'],1,1
Cluster5766,gene:KLLA0_F12694g gene-YNCN0016C gene-YNCC0004C CAGL0B05005r,"['gene:KLLA0_F12694g', 'gene-YNCN0016C', 'gene-YNCC0004C', 'CAGL0B05005r']",4,3
Cluster5767,gene-YMR037C CAGL0F05995g,"['gene-YMR037C', 'CAGL0F05995g']",2,2
Cluster5768,gene-YOR391C,['gene-YOR391C'],1,1
Cluster5769,orf19.4735 gene-YGL159W gene:KLLA0_F22968g,"['orf19.4735', 'gene-YGL159W', 'gene:KLLA0_F22968g']",3,3
Cluster5770,CAGL0L13420r,['CAGL0L13420r'],1,1
Cluster5771,orf19.467,['orf19.467'],1,1
Cluster5772,gene-YNCL0021C gene-YNCL0012C CAGL0M14124r CAGL0L13365r,"['gene-YNCL0021C', 'gene-YNCL0012C', 'CAGL0M14124r', 'CAGL0L13365r']",4,2
Cluster5773,CAGL0M14256r,['CAGL0M14256r'],1,1
Cluster5774,gene:KLLA0_A11748g,['gene:KLLA0_A11748g'],1,1
Cluster5775,CAGL0K03982r,['CAGL0K03982r'],1,1
Cluster5776,orf19.6703,['orf19.6703'],1,1
Cluster5777,orf19.6704,['orf19.6704'],1,1
Cluster5778,orf19.1539,['orf19.1539'],1,1
Cluster5779,orf19.1544,['orf19.1544'],1,1
Cluster5780,orf19.1601 gene:KLLA0_F16511g gene-YOR063W CAGL0G02079g,"['orf19.1601', 'gene:KLLA0_F16511g', 'gene-YOR063W', 'CAGL0G02079g']",4,4
Cluster5781,CAGL0K04059g gene-YGR033C gene:KLLA0_B05786g orf19.3691,"['CAGL0K04059g', 'gene-YGR033C', 'gene:KLLA0_B05786g', 'orf19.3691']",4,4
Cluster5782,gene-YKL205W CAGL0K00473g gene:KLLA0_B14036g orf19.7153,"['gene-YKL205W', 'CAGL0K00473g', 'gene:KLLA0_B14036g', 'orf19.7153']",4,4
