species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. albicans,orf19.269,K. lactis,KLLA0A10593g,CGOB/YGOB_bridge,-1,"('orf19.269', 'KLLA0A10593g')"
K. lactis,KLLA0A10593g,C. albicans,orf19.269,CGOB/YGOB_bridge,-1,"('KLLA0A10593g', 'orf19.269')"
C. albicans,orf19.6551,K. lactis,KLLA0E00639g,CGOB/YGOB_bridge,-1,"('orf19.6551', 'KLLA0E00639g')"
K. lactis,KLLA0E00639g,C. albicans,orf19.6551,CGOB/YGOB_bridge,-1,"('KLLA0E00639g', 'orf19.6551')"
C. albicans,orf19.4582,K. lactis,KLLA0D09625g,CGOB/YGOB_bridge,-1,"('orf19.4582', 'KLLA0D09625g')"
K. lactis,KLLA0D09625g,C. albicans,orf19.4582,CGOB/YGOB_bridge,-1,"('KLLA0D09625g', 'orf19.4582')"
C. albicans,orf19.3789,K. lactis,KLLA0E10869g,CGOB/YGOB_bridge,-1,"('orf19.3789', 'KLLA0E10869g')"
K. lactis,KLLA0E10869g,C. albicans,orf19.3789,CGOB/YGOB_bridge,-1,"('KLLA0E10869g', 'orf19.3789')"
C. albicans,orf19.3683,K. lactis,KLLA0D18942g,CGOB/YGOB_bridge,-1,"('orf19.3683', 'KLLA0D18942g')"
K. lactis,KLLA0D18942g,C. albicans,orf19.3683,CGOB/YGOB_bridge,-1,"('KLLA0D18942g', 'orf19.3683')"
C. albicans,orf19.5830,K. lactis,KLLA0F26455g,CGOB/YGOB_bridge,-1,"('orf19.5830', 'KLLA0F26455g')"
K. lactis,KLLA0F26455g,C. albicans,orf19.5830,CGOB/YGOB_bridge,-1,"('KLLA0F26455g', 'orf19.5830')"
C. albicans,orf19.3960,K. lactis,KLLA0F14949g,CGOB/YGOB_bridge,-1,"('orf19.3960', 'KLLA0F14949g')"
K. lactis,KLLA0F14949g,C. albicans,orf19.3960,CGOB/YGOB_bridge,-1,"('KLLA0F14949g', 'orf19.3960')"
C. albicans,orf19.6693,K. lactis,KLLA0F27071g,CGOB/YGOB_bridge,-1,"('orf19.6693', 'KLLA0F27071g')"
K. lactis,KLLA0F27071g,C. albicans,orf19.6693,CGOB/YGOB_bridge,-1,"('KLLA0F27071g', 'orf19.6693')"
C. albicans,orf19.4390,K. lactis,KLLA0F27225g,CGOB/YGOB_bridge,-1,"('orf19.4390', 'KLLA0F27225g')"
K. lactis,KLLA0F27225g,C. albicans,orf19.4390,CGOB/YGOB_bridge,-1,"('KLLA0F27225g', 'orf19.4390')"
C. albicans,orf19.697,K. lactis,KLLA0A08382g,CGOB/YGOB_bridge,-1,"('orf19.697', 'KLLA0A08382g')"
K. lactis,KLLA0A08382g,C. albicans,orf19.697,CGOB/YGOB_bridge,-1,"('KLLA0A08382g', 'orf19.697')"
C. albicans,orf19.4423,K. lactis,KLLA0E16919g,CGOB/YGOB_bridge,-1,"('orf19.4423', 'KLLA0E16919g')"
K. lactis,KLLA0E16919g,C. albicans,orf19.4423,CGOB/YGOB_bridge,-1,"('KLLA0E16919g', 'orf19.4423')"
C. albicans,orf19.7057,K. lactis,KLLA0A00682g,CGOB/YGOB_bridge,-1,"('orf19.7057', 'KLLA0A00682g')"
K. lactis,KLLA0A00682g,C. albicans,orf19.7057,CGOB/YGOB_bridge,-1,"('KLLA0A00682g', 'orf19.7057')"
C. albicans,orf19.4611,K. lactis,KLLA0E20373g,CGOB/YGOB_bridge,-1,"('orf19.4611', 'KLLA0E20373g')"
K. lactis,KLLA0E20373g,C. albicans,orf19.4611,CGOB/YGOB_bridge,-1,"('KLLA0E20373g', 'orf19.4611')"
C. albicans,orf19.5009,K. lactis,KLLA0D00836g,CGOB/YGOB_bridge,-1,"('orf19.5009', 'KLLA0D00836g')"
K. lactis,KLLA0D00836g,C. albicans,orf19.5009,CGOB/YGOB_bridge,-1,"('KLLA0D00836g', 'orf19.5009')"
C. albicans,orf19.4474,K. lactis,KLLA0D10978g,CGOB/YGOB_bridge,-1,"('orf19.4474', 'KLLA0D10978g')"
K. lactis,KLLA0D10978g,C. albicans,orf19.4474,CGOB/YGOB_bridge,-1,"('KLLA0D10978g', 'orf19.4474')"
C. albicans,orf19.2384,K. lactis,KLLA0F02904g,CGOB/YGOB_bridge,-1,"('orf19.2384', 'KLLA0F02904g')"
K. lactis,KLLA0F02904g,C. albicans,orf19.2384,CGOB/YGOB_bridge,-1,"('KLLA0F02904g', 'orf19.2384')"
C. albicans,orf19.5855,K. lactis,KLLA0E05413g,CGOB/YGOB_bridge,-1,"('orf19.5855', 'KLLA0E05413g')"
K. lactis,KLLA0E05413g,C. albicans,orf19.5855,CGOB/YGOB_bridge,-1,"('KLLA0E05413g', 'orf19.5855')"
C. albicans,orf19.6719,K. lactis,KLLA0B03850g,CGOB/YGOB_bridge,-1,"('orf19.6719', 'KLLA0B03850g')"
K. lactis,KLLA0B03850g,C. albicans,orf19.6719,CGOB/YGOB_bridge,-1,"('KLLA0B03850g', 'orf19.6719')"
C. albicans,orf19.2926,K. lactis,KLLA0F17094g,CGOB/YGOB_bridge,-1,"('orf19.2926', 'KLLA0F17094g')"
K. lactis,KLLA0F17094g,C. albicans,orf19.2926,CGOB/YGOB_bridge,-1,"('KLLA0F17094g', 'orf19.2926')"
C. albicans,orf19.1876,K. lactis,KLLA0F14861g,CGOB/YGOB_bridge,-1,"('orf19.1876', 'KLLA0F14861g')"
K. lactis,KLLA0F14861g,C. albicans,orf19.1876,CGOB/YGOB_bridge,-1,"('KLLA0F14861g', 'orf19.1876')"
C. albicans,orf19.4816,K. lactis,KLLA0C07403g,CGOB/YGOB_bridge,-1,"('orf19.4816', 'KLLA0C07403g')"
K. lactis,KLLA0C07403g,C. albicans,orf19.4816,CGOB/YGOB_bridge,-1,"('KLLA0C07403g', 'orf19.4816')"
C. albicans,orf19.229,K. lactis,KLLA0B08679g,CGOB/YGOB_bridge,-1,"('orf19.229', 'KLLA0B08679g')"
K. lactis,KLLA0B08679g,C. albicans,orf19.229,CGOB/YGOB_bridge,-1,"('KLLA0B08679g', 'orf19.229')"
C. albicans,orf19.4600,K. lactis,KLLA0E24619g,CGOB/YGOB_bridge,-1,"('orf19.4600', 'KLLA0E24619g')"
K. lactis,KLLA0E24619g,C. albicans,orf19.4600,CGOB/YGOB_bridge,-1,"('KLLA0E24619g', 'orf19.4600')"
C. albicans,orf19.6203,K. lactis,KLLA0E18129g,CGOB/YGOB_bridge,-1,"('orf19.6203', 'KLLA0E18129g')"
K. lactis,KLLA0E18129g,C. albicans,orf19.6203,CGOB/YGOB_bridge,-1,"('KLLA0E18129g', 'orf19.6203')"
C. albicans,orf19.4718,K. lactis,KLLA0E10649g,CGOB/YGOB_bridge,-1,"('orf19.4718', 'KLLA0E10649g')"
K. lactis,KLLA0E10649g,C. albicans,orf19.4718,CGOB/YGOB_bridge,-1,"('KLLA0E10649g', 'orf19.4718')"
C. albicans,orf19.3171,K. lactis,KLLA0E10561g,CGOB/YGOB_bridge,-1,"('orf19.3171', 'KLLA0E10561g')"
K. lactis,KLLA0E10561g,C. albicans,orf19.3171,CGOB/YGOB_bridge,-1,"('KLLA0E10561g', 'orf19.3171')"
C. albicans,orf19.6889,K. lactis,KLLA0D07304g,CGOB/YGOB_bridge,-1,"('orf19.6889', 'KLLA0D07304g')"
K. lactis,KLLA0D07304g,C. albicans,orf19.6889,CGOB/YGOB_bridge,-1,"('KLLA0D07304g', 'orf19.6889')"
C. albicans,orf19.6133,K. lactis,KLLA0B05137g,CGOB/YGOB_bridge,-1,"('orf19.6133', 'KLLA0B05137g')"
K. lactis,KLLA0B05137g,C. albicans,orf19.6133,CGOB/YGOB_bridge,-1,"('KLLA0B05137g', 'orf19.6133')"
C. albicans,orf19.1161,K. lactis,KLLA0F21274g,CGOB/YGOB_bridge,-1,"('orf19.1161', 'KLLA0F21274g')"
K. lactis,KLLA0F21274g,C. albicans,orf19.1161,CGOB/YGOB_bridge,-1,"('KLLA0F21274g', 'orf19.1161')"
C. albicans,orf19.3809,K. lactis,KLLA0F10978g,CGOB/YGOB_bridge,-1,"('orf19.3809', 'KLLA0F10978g')"
K. lactis,KLLA0F10978g,C. albicans,orf19.3809,CGOB/YGOB_bridge,-1,"('KLLA0F10978g', 'orf19.3809')"
C. albicans,orf19.5516,K. lactis,KLLA0B02288g,CGOB/YGOB_bridge,-1,"('orf19.5516', 'KLLA0B02288g')"
K. lactis,KLLA0B02288g,C. albicans,orf19.5516,CGOB/YGOB_bridge,-1,"('KLLA0B02288g', 'orf19.5516')"
C. albicans,orf19.6886,K. lactis,KLLA0F11506g,CGOB/YGOB_bridge,-1,"('orf19.6886', 'KLLA0F11506g')"
K. lactis,KLLA0F11506g,C. albicans,orf19.6886,CGOB/YGOB_bridge,-1,"('KLLA0F11506g', 'orf19.6886')"
C. albicans,orf19.6812,K. lactis,KLLA0F15829g,CGOB/YGOB_bridge,-1,"('orf19.6812', 'KLLA0F15829g')"
K. lactis,KLLA0F15829g,C. albicans,orf19.6812,CGOB/YGOB_bridge,-1,"('KLLA0F15829g', 'orf19.6812')"
C. albicans,orf19.6442,K. lactis,KLLA0A05280g,CGOB/YGOB_bridge,-1,"('orf19.6442', 'KLLA0A05280g')"
K. lactis,KLLA0A05280g,C. albicans,orf19.6442,CGOB/YGOB_bridge,-1,"('KLLA0A05280g', 'orf19.6442')"
C. albicans,orf19.5117,K. lactis,KLLA0C05566g,CGOB/YGOB_bridge,-1,"('orf19.5117', 'KLLA0C05566g')"
K. lactis,KLLA0C05566g,C. albicans,orf19.5117,CGOB/YGOB_bridge,-1,"('KLLA0C05566g', 'orf19.5117')"
C. albicans,orf19.2250,K. lactis,KLLA0B09372g,CGOB/YGOB_bridge,-1,"('orf19.2250', 'KLLA0B09372g')"
K. lactis,KLLA0B09372g,C. albicans,orf19.2250,CGOB/YGOB_bridge,-1,"('KLLA0B09372g', 'orf19.2250')"
C. albicans,orf19.4044,K. lactis,KLLA0F18722g,CGOB/YGOB_bridge,-1,"('orf19.4044', 'KLLA0F18722g')"
K. lactis,KLLA0F18722g,C. albicans,orf19.4044,CGOB/YGOB_bridge,-1,"('KLLA0F18722g', 'orf19.4044')"
C. albicans,orf19.5812,K. lactis,KLLA0F16148g,CGOB/YGOB_bridge,-1,"('orf19.5812', 'KLLA0F16148g')"
K. lactis,KLLA0F16148g,C. albicans,orf19.5812,CGOB/YGOB_bridge,-1,"('KLLA0F16148g', 'orf19.5812')"
C. albicans,orf19.1801,K. lactis,KLLA0F27621g,CGOB/YGOB_bridge,-1,"('orf19.1801', 'KLLA0F27621g')"
K. lactis,KLLA0F27621g,C. albicans,orf19.1801,CGOB/YGOB_bridge,-1,"('KLLA0F27621g', 'orf19.1801')"
C. albicans,orf19.3575,K. lactis,KLLA0F23397g,CGOB/YGOB_bridge,-1,"('orf19.3575', 'KLLA0F23397g')"
K. lactis,KLLA0F23397g,C. albicans,orf19.3575,CGOB/YGOB_bridge,-1,"('KLLA0F23397g', 'orf19.3575')"
C. albicans,orf19.414,K. lactis,KLLA0E11683g,CGOB/YGOB_bridge,-1,"('orf19.414', 'KLLA0E11683g')"
K. lactis,KLLA0E11683g,C. albicans,orf19.414,CGOB/YGOB_bridge,-1,"('KLLA0E11683g', 'orf19.414')"
C. albicans,orf19.6243,K. lactis,KLLA0D18645g,CGOB/YGOB_bridge,-1,"('orf19.6243', 'KLLA0D18645g')"
K. lactis,KLLA0D18645g,C. albicans,orf19.6243,CGOB/YGOB_bridge,-1,"('KLLA0D18645g', 'orf19.6243')"
C. albicans,orf19.2146,K. lactis,KLLA0D00814g,CGOB/YGOB_bridge,-1,"('orf19.2146', 'KLLA0D00814g')"
K. lactis,KLLA0D00814g,C. albicans,orf19.2146,CGOB/YGOB_bridge,-1,"('KLLA0D00814g', 'orf19.2146')"
C. albicans,orf19.2863.1,K. lactis,KLLA0B06061g,CGOB/YGOB_bridge,-1,"('orf19.2863.1', 'KLLA0B06061g')"
K. lactis,KLLA0B06061g,C. albicans,orf19.2863.1,CGOB/YGOB_bridge,-1,"('KLLA0B06061g', 'orf19.2863.1')"
C. albicans,orf19.1317,K. lactis,KLLA0C16797g,CGOB/YGOB_bridge,-1,"('orf19.1317', 'KLLA0C16797g')"
K. lactis,KLLA0C16797g,C. albicans,orf19.1317,CGOB/YGOB_bridge,-1,"('KLLA0C16797g', 'orf19.1317')"
C. albicans,orf19.1275,K. lactis,KLLA0F25300g,CGOB/YGOB_bridge,-1,"('orf19.1275', 'KLLA0F25300g')"
K. lactis,KLLA0F25300g,C. albicans,orf19.1275,CGOB/YGOB_bridge,-1,"('KLLA0F25300g', 'orf19.1275')"
C. albicans,orf19.7298,K. lactis,KLLA0F20966g,CGOB/YGOB_bridge,-1,"('orf19.7298', 'KLLA0F20966g')"
K. lactis,KLLA0F20966g,C. albicans,orf19.7298,CGOB/YGOB_bridge,-1,"('KLLA0F20966g', 'orf19.7298')"
C. albicans,orf19.2613,K. lactis,KLLA0F12056g,CGOB/YGOB_bridge,-1,"('orf19.2613', 'KLLA0F12056g')"
K. lactis,KLLA0F12056g,C. albicans,orf19.2613,CGOB/YGOB_bridge,-1,"('KLLA0F12056g', 'orf19.2613')"
C. albicans,orf19.2303,K. lactis,KLLA0D03795g,CGOB/YGOB_bridge,-1,"('orf19.2303', 'KLLA0D03795g')"
K. lactis,KLLA0D03795g,C. albicans,orf19.2303,CGOB/YGOB_bridge,-1,"('KLLA0D03795g', 'orf19.2303')"
C. albicans,orf19.4948,K. lactis,KLLA0F19910g,CGOB/YGOB_bridge,-1,"('orf19.4948', 'KLLA0F19910g')"
K. lactis,KLLA0F19910g,C. albicans,orf19.4948,CGOB/YGOB_bridge,-1,"('KLLA0F19910g', 'orf19.4948')"
C. albicans,orf19.6929,K. lactis,KLLA0F20570g,CGOB/YGOB_bridge,-1,"('orf19.6929', 'KLLA0F20570g')"
K. lactis,KLLA0F20570g,C. albicans,orf19.6929,CGOB/YGOB_bridge,-1,"('KLLA0F20570g', 'orf19.6929')"
C. albicans,orf19.4529,K. lactis,KLLA0B12782g,CGOB/YGOB_bridge,-1,"('orf19.4529', 'KLLA0B12782g')"
K. lactis,KLLA0B12782g,C. albicans,orf19.4529,CGOB/YGOB_bridge,-1,"('KLLA0B12782g', 'orf19.4529')"
C. albicans,orf19.4966,K. lactis,KLLA0E13443g,CGOB/YGOB_bridge,-1,"('orf19.4966', 'KLLA0E13443g')"
K. lactis,KLLA0E13443g,C. albicans,orf19.4966,CGOB/YGOB_bridge,-1,"('KLLA0E13443g', 'orf19.4966')"
C. albicans,orf19.1693,K. lactis,KLLA0F04587g,CGOB/YGOB_bridge,-1,"('orf19.1693', 'KLLA0F04587g')"
K. lactis,KLLA0F04587g,C. albicans,orf19.1693,CGOB/YGOB_bridge,-1,"('KLLA0F04587g', 'orf19.1693')"
C. albicans,orf19.2673,K. lactis,KLLA0D08734g,CGOB/YGOB_bridge,-1,"('orf19.2673', 'KLLA0D08734g')"
K. lactis,KLLA0D08734g,C. albicans,orf19.2673,CGOB/YGOB_bridge,-1,"('KLLA0D08734g', 'orf19.2673')"
C. albicans,orf19.3080,K. lactis,KLLA0D18194g,CGOB/YGOB_bridge,-1,"('orf19.3080', 'KLLA0D18194g')"
K. lactis,KLLA0D18194g,C. albicans,orf19.3080,CGOB/YGOB_bridge,-1,"('KLLA0D18194g', 'orf19.3080')"
C. albicans,orf19.5751,K. lactis,KLLA0B05621g,CGOB/YGOB_bridge,-1,"('orf19.5751', 'KLLA0B05621g')"
K. lactis,KLLA0B05621g,C. albicans,orf19.5751,CGOB/YGOB_bridge,-1,"('KLLA0B05621g', 'orf19.5751')"
C. albicans,orf19.5623,K. lactis,KLLA0D02288g,CGOB/YGOB_bridge,-1,"('orf19.5623', 'KLLA0D02288g')"
K. lactis,KLLA0D02288g,C. albicans,orf19.5623,CGOB/YGOB_bridge,-1,"('KLLA0D02288g', 'orf19.5623')"
C. albicans,orf19.7506,K. lactis,KLLA0F19514g,CGOB/YGOB_bridge,-1,"('orf19.7506', 'KLLA0F19514g')"
K. lactis,KLLA0F19514g,C. albicans,orf19.7506,CGOB/YGOB_bridge,-1,"('KLLA0F19514g', 'orf19.7506')"
C. albicans,orf19.5013,K. lactis,KLLA0D00858g,CGOB/YGOB_bridge,-1,"('orf19.5013', 'KLLA0D00858g')"
K. lactis,KLLA0D00858g,C. albicans,orf19.5013,CGOB/YGOB_bridge,-1,"('KLLA0D00858g', 'orf19.5013')"
C. albicans,orf19.7411,K. lactis,KLLA0B12826g,CGOB/YGOB_bridge,-1,"('orf19.7411', 'KLLA0B12826g')"
K. lactis,KLLA0B12826g,C. albicans,orf19.7411,CGOB/YGOB_bridge,-1,"('KLLA0B12826g', 'orf19.7411')"
C. albicans,orf19.4381,K. lactis,KLLA0E12101g,CGOB/YGOB_bridge,-1,"('orf19.4381', 'KLLA0E12101g')"
K. lactis,KLLA0E12101g,C. albicans,orf19.4381,CGOB/YGOB_bridge,-1,"('KLLA0E12101g', 'orf19.4381')"
C. albicans,orf19.4380.1,K. lactis,KLLA0C13948g,CGOB/YGOB_bridge,-1,"('orf19.4380.1', 'KLLA0C13948g')"
K. lactis,KLLA0C13948g,C. albicans,orf19.4380.1,CGOB/YGOB_bridge,-1,"('KLLA0C13948g', 'orf19.4380.1')"
C. albicans,orf19.2186,K. lactis,KLLA0F06754g,CGOB/YGOB_bridge,-1,"('orf19.2186', 'KLLA0F06754g')"
K. lactis,KLLA0F06754g,C. albicans,orf19.2186,CGOB/YGOB_bridge,-1,"('KLLA0F06754g', 'orf19.2186')"
C. albicans,orf19.5806,K. lactis,KLLA0C07777g,CGOB/YGOB_bridge,-1,"('orf19.5806', 'KLLA0C07777g')"
K. lactis,KLLA0C07777g,C. albicans,orf19.5806,CGOB/YGOB_bridge,-1,"('KLLA0C07777g', 'orf19.5806')"
C. albicans,orf19.6598,K. lactis,KLLA0C04774g,CGOB/YGOB_bridge,-1,"('orf19.6598', 'KLLA0C04774g')"
K. lactis,KLLA0C04774g,C. albicans,orf19.6598,CGOB/YGOB_bridge,-1,"('KLLA0C04774g', 'orf19.6598')"
C. albicans,orf19.4927,K. lactis,KLLA0C02321g,CGOB/YGOB_bridge,-1,"('orf19.4927', 'KLLA0C02321g')"
K. lactis,KLLA0C02321g,C. albicans,orf19.4927,CGOB/YGOB_bridge,-1,"('KLLA0C02321g', 'orf19.4927')"
C. albicans,orf19.4349,K. lactis,KLLA0E13421g,CGOB/YGOB_bridge,-1,"('orf19.4349', 'KLLA0E13421g')"
K. lactis,KLLA0E13421g,C. albicans,orf19.4349,CGOB/YGOB_bridge,-1,"('KLLA0E13421g', 'orf19.4349')"
C. albicans,orf19.6358,K. lactis,KLLA0E19119g,CGOB/YGOB_bridge,-1,"('orf19.6358', 'KLLA0E19119g')"
K. lactis,KLLA0E19119g,C. albicans,orf19.6358,CGOB/YGOB_bridge,-1,"('KLLA0E19119g', 'orf19.6358')"
C. albicans,orf19.685,K. lactis,KLLA0F13464g,CGOB/YGOB_bridge,-1,"('orf19.685', 'KLLA0F13464g')"
K. lactis,KLLA0F13464g,C. albicans,orf19.685,CGOB/YGOB_bridge,-1,"('KLLA0F13464g', 'orf19.685')"
C. albicans,orf19.1963,K. lactis,KLLA0C13013g,CGOB/YGOB_bridge,-1,"('orf19.1963', 'KLLA0C13013g')"
K. lactis,KLLA0C13013g,C. albicans,orf19.1963,CGOB/YGOB_bridge,-1,"('KLLA0C13013g', 'orf19.1963')"
C. albicans,orf19.2782,K. lactis,KLLA0B09636g,CGOB/YGOB_bridge,-1,"('orf19.2782', 'KLLA0B09636g')"
K. lactis,KLLA0B09636g,C. albicans,orf19.2782,CGOB/YGOB_bridge,-1,"('KLLA0B09636g', 'orf19.2782')"
C. albicans,orf19.5553,K. lactis,KLLA0F26587g,CGOB/YGOB_bridge,-1,"('orf19.5553', 'KLLA0F26587g')"
K. lactis,KLLA0F26587g,C. albicans,orf19.5553,CGOB/YGOB_bridge,-1,"('KLLA0F26587g', 'orf19.5553')"
C. albicans,orf19.498,K. lactis,KLLA0A11660g,CGOB/YGOB_bridge,-1,"('orf19.498', 'KLLA0A11660g')"
K. lactis,KLLA0A11660g,C. albicans,orf19.498,CGOB/YGOB_bridge,-1,"('KLLA0A11660g', 'orf19.498')"
C. albicans,orf19.516,K. lactis,KLLA0E10451g,CGOB/YGOB_bridge,-1,"('orf19.516', 'KLLA0E10451g')"
K. lactis,KLLA0E10451g,C. albicans,orf19.516,CGOB/YGOB_bridge,-1,"('KLLA0E10451g', 'orf19.516')"
C. albicans,orf19.7088,K. lactis,KLLA0A03135g,CGOB/YGOB_bridge,-1,"('orf19.7088', 'KLLA0A03135g')"
K. lactis,KLLA0A03135g,C. albicans,orf19.7088,CGOB/YGOB_bridge,-1,"('KLLA0A03135g', 'orf19.7088')"
C. albicans,orf19.3815,K. lactis,KLLA0A00396g,CGOB/YGOB_bridge,-1,"('orf19.3815', 'KLLA0A00396g')"
K. lactis,KLLA0A00396g,C. albicans,orf19.3815,CGOB/YGOB_bridge,-1,"('KLLA0A00396g', 'orf19.3815')"
C. albicans,orf19.2395,K. lactis,KLLA0F02838g,CGOB/YGOB_bridge,-1,"('orf19.2395', 'KLLA0F02838g')"
K. lactis,KLLA0F02838g,C. albicans,orf19.2395,CGOB/YGOB_bridge,-1,"('KLLA0F02838g', 'orf19.2395')"
C. albicans,orf19.2772,K. lactis,KLLA0F00858g,CGOB/YGOB_bridge,-1,"('orf19.2772', 'KLLA0F00858g')"
K. lactis,KLLA0F00858g,C. albicans,orf19.2772,CGOB/YGOB_bridge,-1,"('KLLA0F00858g', 'orf19.2772')"
C. albicans,orf19.1026,K. lactis,KLLA0D19701g,CGOB/YGOB_bridge,-1,"('orf19.1026', 'KLLA0D19701g')"
K. lactis,KLLA0D19701g,C. albicans,orf19.1026,CGOB/YGOB_bridge,-1,"('KLLA0D19701g', 'orf19.1026')"
C. albicans,orf19.706,K. lactis,KLLA0A05159g,CGOB/YGOB_bridge,-1,"('orf19.706', 'KLLA0A05159g')"
K. lactis,KLLA0A05159g,C. albicans,orf19.706,CGOB/YGOB_bridge,-1,"('KLLA0A05159g', 'orf19.706')"
C. albicans,orf19.4004,K. lactis,KLLA0F22583g,CGOB/YGOB_bridge,-1,"('orf19.4004', 'KLLA0F22583g')"
K. lactis,KLLA0F22583g,C. albicans,orf19.4004,CGOB/YGOB_bridge,-1,"('KLLA0F22583g', 'orf19.4004')"
C. albicans,orf19.2335,K. lactis,KLLA0E21297g,CGOB/YGOB_bridge,-1,"('orf19.2335', 'KLLA0E21297g')"
K. lactis,KLLA0E21297g,C. albicans,orf19.2335,CGOB/YGOB_bridge,-1,"('KLLA0E21297g', 'orf19.2335')"
C. albicans,orf19.4131,K. lactis,KLLA0C01067g,CGOB/YGOB_bridge,-1,"('orf19.4131', 'KLLA0C01067g')"
K. lactis,KLLA0C01067g,C. albicans,orf19.4131,CGOB/YGOB_bridge,-1,"('KLLA0C01067g', 'orf19.4131')"
C. albicans,orf19.7469,K. lactis,KLLA0C04037g,CGOB/YGOB_bridge,-1,"('orf19.7469', 'KLLA0C04037g')"
K. lactis,KLLA0C04037g,C. albicans,orf19.7469,CGOB/YGOB_bridge,-1,"('KLLA0C04037g', 'orf19.7469')"
C. albicans,orf19.3527,K. lactis,KLLA0F16555g,CGOB/YGOB_bridge,-1,"('orf19.3527', 'KLLA0F16555g')"
K. lactis,KLLA0F16555g,C. albicans,orf19.3527,CGOB/YGOB_bridge,-1,"('KLLA0F16555g', 'orf19.3527')"
C. albicans,orf19.1792,K. lactis,KLLA0E08009g,CGOB/YGOB_bridge,-1,"('orf19.1792', 'KLLA0E08009g')"
K. lactis,KLLA0E08009g,C. albicans,orf19.1792,CGOB/YGOB_bridge,-1,"('KLLA0E08009g', 'orf19.1792')"
C. albicans,orf19.1968.1,K. lactis,KLLA0A11220g,CGOB/YGOB_bridge,-1,"('orf19.1968.1', 'KLLA0A11220g')"
K. lactis,KLLA0A11220g,C. albicans,orf19.1968.1,CGOB/YGOB_bridge,-1,"('KLLA0A11220g', 'orf19.1968.1')"
C. albicans,orf19.3902,K. lactis,KLLA0D08646g,CGOB/YGOB_bridge,-1,"('orf19.3902', 'KLLA0D08646g')"
K. lactis,KLLA0D08646g,C. albicans,orf19.3902,CGOB/YGOB_bridge,-1,"('KLLA0D08646g', 'orf19.3902')"
C. albicans,orf19.1251,K. lactis,KLLA0E06733g,CGOB/YGOB_bridge,-1,"('orf19.1251', 'KLLA0E06733g')"
K. lactis,KLLA0E06733g,C. albicans,orf19.1251,CGOB/YGOB_bridge,-1,"('KLLA0E06733g', 'orf19.1251')"
C. albicans,orf19.1955,K. lactis,KLLA0A07535g,CGOB/YGOB_bridge,-1,"('orf19.1955', 'KLLA0A07535g')"
K. lactis,KLLA0A07535g,C. albicans,orf19.1955,CGOB/YGOB_bridge,-1,"('KLLA0A07535g', 'orf19.1955')"
C. albicans,orf19.2000,K. lactis,KLLA0F27181g,CGOB/YGOB_bridge,-1,"('orf19.2000', 'KLLA0F27181g')"
K. lactis,KLLA0F27181g,C. albicans,orf19.2000,CGOB/YGOB_bridge,-1,"('KLLA0F27181g', 'orf19.2000')"
C. albicans,orf19.5010,K. lactis,KLLA0D00594g,CGOB/YGOB_bridge,-1,"('orf19.5010', 'KLLA0D00594g')"
K. lactis,KLLA0D00594g,C. albicans,orf19.5010,CGOB/YGOB_bridge,-1,"('KLLA0D00594g', 'orf19.5010')"
C. albicans,orf19.3867,K. lactis,KLLA0D04884g,CGOB/YGOB_bridge,-1,"('orf19.3867', 'KLLA0D04884g')"
K. lactis,KLLA0D04884g,C. albicans,orf19.3867,CGOB/YGOB_bridge,-1,"('KLLA0D04884g', 'orf19.3867')"
C. albicans,orf19.7261,K. lactis,KLLA0F09185g,CGOB/YGOB_bridge,-1,"('orf19.7261', 'KLLA0F09185g')"
K. lactis,KLLA0F09185g,C. albicans,orf19.7261,CGOB/YGOB_bridge,-1,"('KLLA0F09185g', 'orf19.7261')"
C. albicans,orf19.7485,K. lactis,KLLA0E16039g,CGOB/YGOB_bridge,-1,"('orf19.7485', 'KLLA0E16039g')"
K. lactis,KLLA0E16039g,C. albicans,orf19.7485,CGOB/YGOB_bridge,-1,"('KLLA0E16039g', 'orf19.7485')"
C. albicans,orf19.6018,K. lactis,KLLA0F06380g,CGOB/YGOB_bridge,-1,"('orf19.6018', 'KLLA0F06380g')"
K. lactis,KLLA0F06380g,C. albicans,orf19.6018,CGOB/YGOB_bridge,-1,"('KLLA0F06380g', 'orf19.6018')"
C. albicans,orf19.4748,K. lactis,KLLA0B11594g,CGOB/YGOB_bridge,-1,"('orf19.4748', 'KLLA0B11594g')"
K. lactis,KLLA0B11594g,C. albicans,orf19.4748,CGOB/YGOB_bridge,-1,"('KLLA0B11594g', 'orf19.4748')"
C. albicans,orf19.1043,K. lactis,KLLA0B11000g,CGOB/YGOB_bridge,-1,"('orf19.1043', 'KLLA0B11000g')"
K. lactis,KLLA0B11000g,C. albicans,orf19.1043,CGOB/YGOB_bridge,-1,"('KLLA0B11000g', 'orf19.1043')"
C. albicans,orf19.3183,K. lactis,KLLA0A07513g,CGOB/YGOB_bridge,-1,"('orf19.3183', 'KLLA0A07513g')"
K. lactis,KLLA0A07513g,C. albicans,orf19.3183,CGOB/YGOB_bridge,-1,"('KLLA0A07513g', 'orf19.3183')"
C. albicans,orf19.7374,K. lactis,KLLA0A03443g,CGOB/YGOB_bridge,-1,"('orf19.7374', 'KLLA0A03443g')"
K. lactis,KLLA0A03443g,C. albicans,orf19.7374,CGOB/YGOB_bridge,-1,"('KLLA0A03443g', 'orf19.7374')"
