species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. glabrata,CAGL0C02651g,K. lactis,KLLA0E04973g,YGOB,8422,"('CAGL0C02651g', 'KLLA0E04973g')"
K. lactis,KLLA0E04973g,C. glabrata,CAGL0C02651g,YGOB,8422,"('KLLA0E04973g', 'CAGL0C02651g')"
C. glabrata,CAGL0C02629g,K. lactis,KLLA0B03333g,YGOB,8433,"('CAGL0C02629g', 'KLLA0B03333g')"
K. lactis,KLLA0B03333g,C. glabrata,CAGL0C02629g,YGOB,8433,"('KLLA0B03333g', 'CAGL0C02629g')"
C. glabrata,CAGL0C02623g,K. lactis,KLLA0B03311g,YGOB,8443,"('CAGL0C02623g', 'KLLA0B03311g')"
K. lactis,KLLA0B03311g,C. glabrata,CAGL0C02623g,YGOB,8443,"('KLLA0B03311g', 'CAGL0C02623g')"
C. glabrata,CAGL0M06105g,K. lactis,KLLA0E24575g,YGOB,8452,"('CAGL0M06105g', 'KLLA0E24575g')"
K. lactis,KLLA0E24575g,C. glabrata,CAGL0M06105g,YGOB,8452,"('KLLA0E24575g', 'CAGL0M06105g')"
C. glabrata,CAGL0C02607g,K. lactis,KLLA0B03267g,YGOB,8453,"('CAGL0C02607g', 'KLLA0B03267g')"
K. lactis,KLLA0B03267g,C. glabrata,CAGL0C02607g,YGOB,8453,"('KLLA0B03267g', 'CAGL0C02607g')"
C. glabrata,CAGL0C02585g,K. lactis,KLLA0B03234g,YGOB,8458,"('CAGL0C02585g', 'KLLA0B03234g')"
K. lactis,KLLA0B03234g,C. glabrata,CAGL0C02585g,YGOB,8458,"('KLLA0B03234g', 'CAGL0C02585g')"
C. glabrata,CAGL0C02563g,K. lactis,KLLA0B03179g,YGOB,8466,"('CAGL0C02563g', 'KLLA0B03179g')"
K. lactis,KLLA0B03179g,C. glabrata,CAGL0C02563g,YGOB,8466,"('KLLA0B03179g', 'CAGL0C02563g')"
C. glabrata,CAGL0M09977g,K. lactis,KLLA0B03069g,YGOB,8474,"('CAGL0M09977g', 'KLLA0B03069g')"
K. lactis,KLLA0B03069g,C. glabrata,CAGL0M09977g,YGOB,8474,"('KLLA0B03069g', 'CAGL0M09977g')"
C. glabrata,CAGL0D00682g,K. lactis,KLLA0B03047g,YGOB,8486,"('CAGL0D00682g', 'KLLA0B03047g')"
K. lactis,KLLA0B03047g,C. glabrata,CAGL0D00682g,YGOB,8486,"('KLLA0B03047g', 'CAGL0D00682g')"
C. glabrata,CAGL0M09933g,K. lactis,KLLA0B03025g,YGOB,8495,"('CAGL0M09933g', 'KLLA0B03025g')"
K. lactis,KLLA0B03025g,C. glabrata,CAGL0M09933g,YGOB,8495,"('KLLA0B03025g', 'CAGL0M09933g')"
C. glabrata,CAGL0M09911g,K. lactis,KLLA0B02959g,YGOB,8506,"('CAGL0M09911g', 'KLLA0B02959g')"
K. lactis,KLLA0B02959g,C. glabrata,CAGL0M09911g,YGOB,8506,"('KLLA0B02959g', 'CAGL0M09911g')"
C. glabrata,CAGL0M09889g,K. lactis,KLLA0B02893g,YGOB,8515,"('CAGL0M09889g', 'KLLA0B02893g')"
K. lactis,KLLA0B02893g,C. glabrata,CAGL0M09889g,YGOB,8515,"('KLLA0B02893g', 'CAGL0M09889g')"
C. glabrata,CAGL0M09867g,K. lactis,KLLA0B02871g,YGOB,8524,"('CAGL0M09867g', 'KLLA0B02871g')"
K. lactis,KLLA0B02871g,C. glabrata,CAGL0M09867g,YGOB,8524,"('KLLA0B02871g', 'CAGL0M09867g')"
C. glabrata,CAGL0M06127g,K. lactis,KLLA0E24553g,YGOB,8533,"('CAGL0M06127g', 'KLLA0E24553g')"
K. lactis,KLLA0E24553g,C. glabrata,CAGL0M06127g,YGOB,8533,"('KLLA0E24553g', 'CAGL0M06127g')"
C. glabrata,CAGL0M09845g,K. lactis,KLLA0B02827g,YGOB,8534,"('CAGL0M09845g', 'KLLA0B02827g')"
K. lactis,KLLA0B02827g,C. glabrata,CAGL0M09845g,YGOB,8534,"('KLLA0B02827g', 'CAGL0M09845g')"
C. glabrata,CAGL0M09823g,K. lactis,KLLA0B02805g,YGOB,8543,"('CAGL0M09823g', 'KLLA0B02805g')"
K. lactis,KLLA0B02805g,C. glabrata,CAGL0M09823g,YGOB,8543,"('KLLA0B02805g', 'CAGL0M09823g')"
C. glabrata,CAGL0F05093g,K. lactis,KLLA0B02739g,YGOB,8559,"('CAGL0F05093g', 'KLLA0B02739g')"
K. lactis,KLLA0B02739g,C. glabrata,CAGL0F05093g,YGOB,8559,"('KLLA0B02739g', 'CAGL0F05093g')"
C. glabrata,CAGL0J04466g,K. lactis,KLLA0B02585g,YGOB,8566,"('CAGL0J04466g', 'KLLA0B02585g')"
K. lactis,KLLA0B02585g,C. glabrata,CAGL0J04466g,YGOB,8566,"('KLLA0B02585g', 'CAGL0J04466g')"
C. glabrata,CAGL0J04488g,K. lactis,KLLA0B02541g,YGOB,8580,"('CAGL0J04488g', 'KLLA0B02541g')"
K. lactis,KLLA0B02541g,C. glabrata,CAGL0J04488g,YGOB,8580,"('KLLA0B02541g', 'CAGL0J04488g')"
C. glabrata,CAGL0J04510g,K. lactis,KLLA0D03036g,YGOB,8584,"('CAGL0J04510g', 'KLLA0D03036g')"
K. lactis,KLLA0D03036g,C. glabrata,CAGL0J04510g,YGOB,8584,"('KLLA0D03036g', 'CAGL0J04510g')"
C. glabrata,CAGL0J04532g,K. lactis,KLLA0D03058g,YGOB,8594,"('CAGL0J04532g', 'KLLA0D03058g')"
K. lactis,KLLA0D03058g,C. glabrata,CAGL0J04532g,YGOB,8594,"('KLLA0D03058g', 'CAGL0J04532g')"
C. glabrata,CAGL0J04598g,K. lactis,KLLA0D02926g,YGOB,8601,"('CAGL0J04598g', 'KLLA0D02926g')"
K. lactis,KLLA0D02926g,C. glabrata,CAGL0J04598g,YGOB,8601,"('KLLA0D02926g', 'CAGL0J04598g')"
C. glabrata,CAGL0H05929g,K. lactis,KLLA0E24531g,YGOB,8611,"('CAGL0H05929g', 'KLLA0E24531g')"
K. lactis,KLLA0E24531g,C. glabrata,CAGL0H05929g,YGOB,8611,"('KLLA0E24531g', 'CAGL0H05929g')"
C. glabrata,CAGL0J04620g,K. lactis,KLLA0D02882g,YGOB,8612,"('CAGL0J04620g', 'KLLA0D02882g')"
K. lactis,KLLA0D02882g,C. glabrata,CAGL0J04620g,YGOB,8612,"('KLLA0D02882g', 'CAGL0J04620g')"
C. glabrata,CAGL0J04642g,K. lactis,KLLA0D02860g,YGOB,8622,"('CAGL0J04642g', 'KLLA0D02860g')"
K. lactis,KLLA0D02860g,C. glabrata,CAGL0J04642g,YGOB,8622,"('KLLA0D02860g', 'CAGL0J04642g')"
C. glabrata,CAGL0J04686g,K. lactis,KLLA0D02750g,YGOB,8627,"('CAGL0J04686g', 'KLLA0D02750g')"
K. lactis,KLLA0D02750g,C. glabrata,CAGL0J04686g,YGOB,8627,"('KLLA0D02750g', 'CAGL0J04686g')"
C. glabrata,CAGL0J04708g,K. lactis,KLLA0D02728g,YGOB,8634,"('CAGL0J04708g', 'KLLA0D02728g')"
K. lactis,KLLA0D02728g,C. glabrata,CAGL0J04708g,YGOB,8634,"('KLLA0D02728g', 'CAGL0J04708g')"
C. glabrata,CAGL0J04752g,K. lactis,KLLA0D02618g,YGOB,8643,"('CAGL0J04752g', 'KLLA0D02618g')"
K. lactis,KLLA0D02618g,C. glabrata,CAGL0J04752g,YGOB,8643,"('KLLA0D02618g', 'CAGL0J04752g')"
C. glabrata,CAGL0J04796g,K. lactis,KLLA0D02552g,YGOB,8649,"('CAGL0J04796g', 'KLLA0D02552g')"
K. lactis,KLLA0D02552g,C. glabrata,CAGL0J04796g,YGOB,8649,"('KLLA0D02552g', 'CAGL0J04796g')"
C. glabrata,CAGL0J04818g,K. lactis,KLLA0D02530g,YGOB,8652,"('CAGL0J04818g', 'KLLA0D02530g')"
K. lactis,KLLA0D02530g,C. glabrata,CAGL0J04818g,YGOB,8652,"('KLLA0D02530g', 'CAGL0J04818g')"
C. glabrata,CAGL0M00990g,K. lactis,KLLA0B05555g,YGOB,8661,"('CAGL0M00990g', 'KLLA0B05555g')"
K. lactis,KLLA0B05555g,C. glabrata,CAGL0M00990g,YGOB,8661,"('KLLA0B05555g', 'CAGL0M00990g')"
C. glabrata,CAGL0M00968g,K. lactis,KLLA0B05533g,YGOB,8667,"('CAGL0M00968g', 'KLLA0B05533g')"
K. lactis,KLLA0B05533g,C. glabrata,CAGL0M00968g,YGOB,8667,"('KLLA0B05533g', 'CAGL0M00968g')"
C. glabrata,CAGL0M06171g,K. lactis,KLLA0E24509g,YGOB,8678,"('CAGL0M06171g', 'KLLA0E24509g')"
K. lactis,KLLA0E24509g,C. glabrata,CAGL0M06171g,YGOB,8678,"('KLLA0E24509g', 'CAGL0M06171g')"
C. glabrata,CAGL0L11110g,K. lactis,KLLA0B05489g,YGOB,8679,"('CAGL0L11110g', 'KLLA0B05489g')"
K. lactis,KLLA0B05489g,C. glabrata,CAGL0L11110g,YGOB,8679,"('KLLA0B05489g', 'CAGL0L11110g')"
C. glabrata,CAGL0M00946g,K. lactis,KLLA0B05467g,YGOB,8689,"('CAGL0M00946g', 'KLLA0B05467g')"
K. lactis,KLLA0B05467g,C. glabrata,CAGL0M00946g,YGOB,8689,"('KLLA0B05467g', 'CAGL0M00946g')"
C. glabrata,CAGL0M00924g,K. lactis,KLLA0B05445g,YGOB,8699,"('CAGL0M00924g', 'KLLA0B05445g')"
K. lactis,KLLA0B05445g,C. glabrata,CAGL0M00924g,YGOB,8699,"('KLLA0B05445g', 'CAGL0M00924g')"
C. glabrata,CAGL0L11132g,K. lactis,KLLA0B05423g,YGOB,8702,"('CAGL0L11132g', 'KLLA0B05423g')"
K. lactis,KLLA0B05423g,C. glabrata,CAGL0L11132g,YGOB,8702,"('KLLA0B05423g', 'CAGL0L11132g')"
C. glabrata,CAGL0M00880g,K. lactis,KLLA0B05247g,YGOB,8708,"('CAGL0M00880g', 'KLLA0B05247g')"
K. lactis,KLLA0B05247g,C. glabrata,CAGL0M00880g,YGOB,8708,"('KLLA0B05247g', 'CAGL0M00880g')"
C. glabrata,CAGL0M00874g,K. lactis,KLLA0B05203g,YGOB,8719,"('CAGL0M00874g', 'KLLA0B05203g')"
K. lactis,KLLA0B05203g,C. glabrata,CAGL0M00874g,YGOB,8719,"('KLLA0B05203g', 'CAGL0M00874g')"
C. glabrata,CAGL0M00858g,K. lactis,KLLA0B05181g,YGOB,8726,"('CAGL0M00858g', 'KLLA0B05181g')"
K. lactis,KLLA0B05181g,C. glabrata,CAGL0M00858g,YGOB,8726,"('KLLA0B05181g', 'CAGL0M00858g')"
C. glabrata,CAGL0M00836g,K. lactis,KLLA0B05115g,YGOB,8734,"('CAGL0M00836g', 'KLLA0B05115g')"
K. lactis,KLLA0B05115g,C. glabrata,CAGL0M00836g,YGOB,8734,"('KLLA0B05115g', 'CAGL0M00836g')"
C. glabrata,CAGL0M00814g,K. lactis,KLLA0B05060g,YGOB,8742,"('CAGL0M00814g', 'KLLA0B05060g')"
K. lactis,KLLA0B05060g,C. glabrata,CAGL0M00814g,YGOB,8742,"('KLLA0B05060g', 'CAGL0M00814g')"
C. glabrata,CAGL0L11264g,K. lactis,KLLA0B05016g,YGOB,8747,"('CAGL0L11264g', 'KLLA0B05016g')"
K. lactis,KLLA0B05016g,C. glabrata,CAGL0L11264g,YGOB,8747,"('KLLA0B05016g', 'CAGL0L11264g')"
C. glabrata,CAGL0M11792g,K. lactis,KLLA0F02497g,YGOB,8755,"('CAGL0M11792g', 'KLLA0F02497g')"
K. lactis,KLLA0F02497g,C. glabrata,CAGL0M11792g,YGOB,8755,"('KLLA0F02497g', 'CAGL0M11792g')"
C. glabrata,CAGL0M06193g,K. lactis,KLLA0E24487g,YGOB,8756,"('CAGL0M06193g', 'KLLA0E24487g')"
K. lactis,KLLA0E24487g,C. glabrata,CAGL0M06193g,YGOB,8756,"('KLLA0E24487g', 'CAGL0M06193g')"
C. glabrata,CAGL0M00748g,K. lactis,KLLA0B04994g,YGOB,8757,"('CAGL0M00748g', 'KLLA0B04994g')"
K. lactis,KLLA0B04994g,C. glabrata,CAGL0M00748g,YGOB,8757,"('KLLA0B04994g', 'CAGL0M00748g')"
C. glabrata,CAGL0M00726g,K. lactis,KLLA0B04928g,YGOB,8766,"('CAGL0M00726g', 'KLLA0B04928g')"
K. lactis,KLLA0B04928g,C. glabrata,CAGL0M00726g,YGOB,8766,"('KLLA0B04928g', 'CAGL0M00726g')"
C. glabrata,CAGL0M00660g,K. lactis,KLLA0B04752g,YGOB,8779,"('CAGL0M00660g', 'KLLA0B04752g')"
K. lactis,KLLA0B04752g,C. glabrata,CAGL0M00660g,YGOB,8779,"('KLLA0B04752g', 'CAGL0M00660g')"
C. glabrata,CAGL0L11462g,K. lactis,KLLA0B04686g,YGOB,8781,"('CAGL0L11462g', 'KLLA0B04686g')"
K. lactis,KLLA0B04686g,C. glabrata,CAGL0L11462g,YGOB,8781,"('KLLA0B04686g', 'CAGL0L11462g')"
C. glabrata,CAGL0L11484g,K. lactis,KLLA0B04664g,YGOB,8792,"('CAGL0L11484g', 'KLLA0B04664g')"
K. lactis,KLLA0B04664g,C. glabrata,CAGL0L11484g,YGOB,8792,"('KLLA0B04664g', 'CAGL0L11484g')"
C. glabrata,CAGL0L11506g,K. lactis,KLLA0B04642g,YGOB,8799,"('CAGL0L11506g', 'KLLA0B04642g')"
K. lactis,KLLA0B04642g,C. glabrata,CAGL0L11506g,YGOB,8799,"('KLLA0B04642g', 'CAGL0L11506g')"
C. glabrata,CAGL0H00396g,K. lactis,KLLA0D10593g,YGOB,8806,"('CAGL0H00396g', 'KLLA0D10593g')"
K. lactis,KLLA0D10593g,C. glabrata,CAGL0H00396g,YGOB,8806,"('KLLA0D10593g', 'CAGL0H00396g')"
C. glabrata,CAGL0H00374g,K. lactis,KLLA0D10549g,YGOB,8813,"('CAGL0H00374g', 'KLLA0D10549g')"
K. lactis,KLLA0D10549g,C. glabrata,CAGL0H00374g,YGOB,8813,"('KLLA0D10549g', 'CAGL0H00374g')"
C. glabrata,CAGL0M06215g,K. lactis,KLLA0E24399g,YGOB,8828,"('CAGL0M06215g', 'KLLA0E24399g')"
K. lactis,KLLA0E24399g,C. glabrata,CAGL0M06215g,YGOB,8828,"('KLLA0E24399g', 'CAGL0M06215g')"
C. glabrata,CAGL0H00330g,K. lactis,KLLA0B10582g,YGOB,8829,"('CAGL0H00330g', 'KLLA0B10582g')"
K. lactis,KLLA0B10582g,C. glabrata,CAGL0H00330g,YGOB,8829,"('KLLA0B10582g', 'CAGL0H00330g')"
C. glabrata,CAGL0H00308g,K. lactis,KLLA0B10802g,YGOB,8838,"('CAGL0H00308g', 'KLLA0B10802g')"
K. lactis,KLLA0B10802g,C. glabrata,CAGL0H00308g,YGOB,8838,"('KLLA0B10802g', 'CAGL0H00308g')"
C. glabrata,CAGL0I06424g,K. lactis,KLLA0B10824g,YGOB,8846,"('CAGL0I06424g', 'KLLA0B10824g')"
K. lactis,KLLA0B10824g,C. glabrata,CAGL0I06424g,YGOB,8846,"('KLLA0B10824g', 'CAGL0I06424g')"
C. glabrata,CAGL0H00264g,K. lactis,KLLA0E04753g,YGOB,8847,"('CAGL0H00264g', 'KLLA0E04753g')"
K. lactis,KLLA0E04753g,C. glabrata,CAGL0H00264g,YGOB,8847,"('KLLA0E04753g', 'CAGL0H00264g')"
C. glabrata,CAGL0H00220g,K. lactis,KLLA0E04907g,YGOB,8848,"('CAGL0H00220g', 'KLLA0E04907g')"
K. lactis,KLLA0E04907g,C. glabrata,CAGL0H00220g,YGOB,8848,"('KLLA0E04907g', 'CAGL0H00220g')"
C. glabrata,CAGL0M06237g,K. lactis,KLLA0E24201g,YGOB,8887,"('CAGL0M06237g', 'KLLA0E24201g')"
K. lactis,KLLA0E24201g,C. glabrata,CAGL0M06237g,YGOB,8887,"('KLLA0E24201g', 'CAGL0M06237g')"
C. glabrata,CAGL0H06919g,K. lactis,KLLA0D10241g,YGOB,8929,"('CAGL0H06919g', 'KLLA0D10241g')"
K. lactis,KLLA0D10241g,C. glabrata,CAGL0H06919g,YGOB,8929,"('KLLA0D10241g', 'CAGL0H06919g')"
C. glabrata,CAGL0K10956g,K. lactis,KLLA0D10417g,YGOB,8939,"('CAGL0K10956g', 'KLLA0D10417g')"
K. lactis,KLLA0D10417g,C. glabrata,CAGL0K10956g,YGOB,8939,"('KLLA0D10417g', 'CAGL0K10956g')"
C. glabrata,CAGL0B02563g,K. lactis,KLLA0D10439g,YGOB,8949,"('CAGL0B02563g', 'KLLA0D10439g')"
K. lactis,KLLA0D10439g,C. glabrata,CAGL0B02563g,YGOB,8949,"('KLLA0D10439g', 'CAGL0B02563g')"
C. glabrata,CAGL0B02541g,K. lactis,KLLA0D10461g,YGOB,8957,"('CAGL0B02541g', 'KLLA0D10461g')"
K. lactis,KLLA0D10461g,C. glabrata,CAGL0B02541g,YGOB,8957,"('KLLA0D10461g', 'CAGL0B02541g')"
C. glabrata,CAGL0H04081g,K. lactis,KLLA0D10505g,YGOB,8968,"('CAGL0H04081g', 'KLLA0D10505g')"
K. lactis,KLLA0D10505g,C. glabrata,CAGL0H04081g,YGOB,8968,"('KLLA0D10505g', 'CAGL0H04081g')"
C. glabrata,CAGL0B02519g,K. lactis,KLLA0C16918g,YGOB,8979,"('CAGL0B02519g', 'KLLA0C16918g')"
K. lactis,KLLA0C16918g,C. glabrata,CAGL0B02519g,YGOB,8979,"('KLLA0C16918g', 'CAGL0B02519g')"
C. glabrata,CAGL0M06259g,K. lactis,KLLA0E24179g,YGOB,8989,"('CAGL0M06259g', 'KLLA0E24179g')"
K. lactis,KLLA0E24179g,C. glabrata,CAGL0M06259g,YGOB,8989,"('KLLA0E24179g', 'CAGL0M06259g')"
C. glabrata,CAGL0B02497g,K. lactis,KLLA0C16874g,YGOB,8990,"('CAGL0B02497g', 'KLLA0C16874g')"
K. lactis,KLLA0C16874g,C. glabrata,CAGL0B02497g,YGOB,8990,"('KLLA0C16874g', 'CAGL0B02497g')"
C. glabrata,CAGL0B02475g,K. lactis,Klac_YGOB_Anc_8.858,YGOB,9000,"('CAGL0B02475g', 'Klac_YGOB_Anc_8.858')"
K. lactis,Klac_YGOB_Anc_8.858,C. glabrata,CAGL0B02475g,YGOB,9000,"('Klac_YGOB_Anc_8.858', 'CAGL0B02475g')"
C. glabrata,CAGL0B02453g,K. lactis,KLLA0C06358g,YGOB,9002,"('CAGL0B02453g', 'KLLA0C06358g')"
K. lactis,KLLA0C06358g,C. glabrata,CAGL0B02453g,YGOB,9002,"('KLLA0C06358g', 'CAGL0B02453g')"
C. glabrata,CAGL0B02431g,K. lactis,KLLA0C06336g,YGOB,9003,"('CAGL0B02431g', 'KLLA0C06336g')"
K. lactis,KLLA0C06336g,C. glabrata,CAGL0B02431g,YGOB,9003,"('KLLA0C06336g', 'CAGL0B02431g')"
C. glabrata,CAGL0B02409g,K. lactis,KLLA0C06292g,YGOB,9004,"('CAGL0B02409g', 'KLLA0C06292g')"
K. lactis,KLLA0C06292g,C. glabrata,CAGL0B02409g,YGOB,9004,"('KLLA0C06292g', 'CAGL0B02409g')"
C. glabrata,CAGL0I02684g,K. lactis,KLLA0C06248g,YGOB,9005,"('CAGL0I02684g', 'KLLA0C06248g')"
K. lactis,KLLA0C06248g,C. glabrata,CAGL0I02684g,YGOB,9005,"('KLLA0C06248g', 'CAGL0I02684g')"
C. glabrata,CAGL0B02365g,K. lactis,KLLA0D01485g,YGOB,9006,"('CAGL0B02365g', 'KLLA0D01485g')"
K. lactis,KLLA0D01485g,C. glabrata,CAGL0B02365g,YGOB,9006,"('KLLA0D01485g', 'CAGL0B02365g')"
C. glabrata,CAGL0B02321g,K. lactis,KLLA0D01529g,YGOB,9008,"('CAGL0B02321g', 'KLLA0D01529g')"
K. lactis,KLLA0D01529g,C. glabrata,CAGL0B02321g,YGOB,9008,"('KLLA0D01529g', 'CAGL0B02321g')"
C. glabrata,CAGL0B02299g,K. lactis,KLLA0D01617g,YGOB,9009,"('CAGL0B02299g', 'KLLA0D01617g')"
K. lactis,KLLA0D01617g,C. glabrata,CAGL0B02299g,YGOB,9009,"('KLLA0D01617g', 'CAGL0B02299g')"
C. glabrata,CAGL0M06281g,K. lactis,KLLA0E24113g,YGOB,9010,"('CAGL0M06281g', 'KLLA0E24113g')"
K. lactis,KLLA0E24113g,C. glabrata,CAGL0M06281g,YGOB,9010,"('KLLA0E24113g', 'CAGL0M06281g')"
C. glabrata,CAGL0B02277g,K. lactis,KLLA0D01837g,YGOB,9011,"('CAGL0B02277g', 'KLLA0D01837g')"
K. lactis,KLLA0D01837g,C. glabrata,CAGL0B02277g,YGOB,9011,"('KLLA0D01837g', 'CAGL0B02277g')"
C. glabrata,CAGL0J06754g,K. lactis,KLLA0D01815g,YGOB,9012,"('CAGL0J06754g', 'KLLA0D01815g')"
K. lactis,KLLA0D01815g,C. glabrata,CAGL0J06754g,YGOB,9012,"('KLLA0D01815g', 'CAGL0J06754g')"
C. glabrata,CAGL0J06732g,K. lactis,KLLA0D01793g,YGOB,9013,"('CAGL0J06732g', 'KLLA0D01793g')"
K. lactis,KLLA0D01793g,C. glabrata,CAGL0J06732g,YGOB,9013,"('KLLA0D01793g', 'CAGL0J06732g')"
C. glabrata,CAGL0J06710g,K. lactis,KLLA0D01771g,YGOB,9014,"('CAGL0J06710g', 'KLLA0D01771g')"
K. lactis,KLLA0D01771g,C. glabrata,CAGL0J06710g,YGOB,9014,"('KLLA0D01771g', 'CAGL0J06710g')"
C. glabrata,CAGL0F03421g,K. lactis,KLLA0D01683g,YGOB,9015,"('CAGL0F03421g', 'KLLA0D01683g')"
K. lactis,KLLA0D01683g,C. glabrata,CAGL0F03421g,YGOB,9015,"('KLLA0D01683g', 'CAGL0F03421g')"
C. glabrata,CAGL0J06666g,K. lactis,KLLA0D01661g,YGOB,9016,"('CAGL0J06666g', 'KLLA0D01661g')"
K. lactis,KLLA0D01661g,C. glabrata,CAGL0J06666g,YGOB,9016,"('KLLA0D01661g', 'CAGL0J06666g')"
C. glabrata,CAGL0J06622g,K. lactis,KLLA0D01881g,YGOB,9017,"('CAGL0J06622g', 'KLLA0D01881g')"
K. lactis,KLLA0D01881g,C. glabrata,CAGL0J06622g,YGOB,9017,"('KLLA0D01881g', 'CAGL0J06622g')"
C. glabrata,CAGL0J06600g,K. lactis,KLLA0D01903g,YGOB,9018,"('CAGL0J06600g', 'KLLA0D01903g')"
K. lactis,KLLA0D01903g,C. glabrata,CAGL0J06600g,YGOB,9018,"('KLLA0D01903g', 'CAGL0J06600g')"
C. glabrata,CAGL0J06578g,K. lactis,KLLA0D01925g,YGOB,9019,"('CAGL0J06578g', 'KLLA0D01925g')"
K. lactis,KLLA0D01925g,C. glabrata,CAGL0J06578g,YGOB,9019,"('KLLA0D01925g', 'CAGL0J06578g')"
C. glabrata,CAGL0J06556g,K. lactis,KLLA0D01958g,YGOB,9020,"('CAGL0J06556g', 'KLLA0D01958g')"
K. lactis,KLLA0D01958g,C. glabrata,CAGL0J06556g,YGOB,9020,"('KLLA0D01958g', 'CAGL0J06556g')"
C. glabrata,CAGL0M06303g,K. lactis,KLLA0E24047g,YGOB,9021,"('CAGL0M06303g', 'KLLA0E24047g')"
K. lactis,KLLA0E24047g,C. glabrata,CAGL0M06303g,YGOB,9021,"('KLLA0E24047g', 'CAGL0M06303g')"
C. glabrata,CAGL0J06534g,K. lactis,KLLA0E11067g,YGOB,9022,"('CAGL0J06534g', 'KLLA0E11067g')"
K. lactis,KLLA0E11067g,C. glabrata,CAGL0J06534g,YGOB,9022,"('KLLA0E11067g', 'CAGL0J06534g')"
C. glabrata,CAGL0J06512g,K. lactis,KLLA0E11177g,YGOB,9023,"('CAGL0J06512g', 'KLLA0E11177g')"
K. lactis,KLLA0E11177g,C. glabrata,CAGL0J06512g,YGOB,9023,"('KLLA0E11177g', 'CAGL0J06512g')"
C. glabrata,CAGL0H02387g,K. lactis,KLLA0E11265g,YGOB,9024,"('CAGL0H02387g', 'KLLA0E11265g')"
K. lactis,KLLA0E11265g,C. glabrata,CAGL0H02387g,YGOB,9024,"('KLLA0E11265g', 'CAGL0H02387g')"
C. glabrata,CAGL0H06875g,K. lactis,KLLA0D10197g,YGOB,9025,"('CAGL0H06875g', 'KLLA0D10197g')"
K. lactis,KLLA0D10197g,C. glabrata,CAGL0H06875g,YGOB,9025,"('KLLA0D10197g', 'CAGL0H06875g')"
C. glabrata,CAGL0H06897g,K. lactis,KLLA0D10219g,YGOB,9026,"('CAGL0H06897g', 'KLLA0D10219g')"
K. lactis,KLLA0D10219g,C. glabrata,CAGL0H06897g,YGOB,9026,"('KLLA0D10219g', 'CAGL0H06897g')"
C. glabrata,CAGL0H06941g,K. lactis,KLLA0D10263g,YGOB,9027,"('CAGL0H06941g', 'KLLA0D10263g')"
K. lactis,KLLA0D10263g,C. glabrata,CAGL0H06941g,YGOB,9027,"('KLLA0D10263g', 'CAGL0H06941g')"
C. glabrata,CAGL0H06963g,K. lactis,KLLA0D10285g,YGOB,9028,"('CAGL0H06963g', 'KLLA0D10285g')"
K. lactis,KLLA0D10285g,C. glabrata,CAGL0H06963g,YGOB,9028,"('KLLA0D10285g', 'CAGL0H06963g')"
C. glabrata,CAGL0L00363g,K. lactis,KLLA0D10307g,YGOB,9029,"('CAGL0L00363g', 'KLLA0D10307g')"
K. lactis,KLLA0D10307g,C. glabrata,CAGL0L00363g,YGOB,9029,"('KLLA0D10307g', 'CAGL0L00363g')"
C. glabrata,CAGL0H05621g,K. lactis,KLLA0E24025g,YGOB,9030,"('CAGL0H05621g', 'KLLA0E24025g')"
K. lactis,KLLA0E24025g,C. glabrata,CAGL0H05621g,YGOB,9030,"('KLLA0E24025g', 'CAGL0H05621g')"
C. glabrata,CAGL0L00385g,K. lactis,KLLA0D10329g,YGOB,9031,"('CAGL0L00385g', 'KLLA0D10329g')"
K. lactis,KLLA0D10329g,C. glabrata,CAGL0L00385g,YGOB,9031,"('KLLA0D10329g', 'CAGL0L00385g')"
C. glabrata,CAGL0H06985g,K. lactis,KLLA0D10351g,YGOB,9032,"('CAGL0H06985g', 'KLLA0D10351g')"
K. lactis,KLLA0D10351g,C. glabrata,CAGL0H06985g,YGOB,9032,"('KLLA0D10351g', 'CAGL0H06985g')"
C. glabrata,CAGL0H07007g,K. lactis,KLLA0D10373g,YGOB,9033,"('CAGL0H07007g', 'KLLA0D10373g')"
K. lactis,KLLA0D10373g,C. glabrata,CAGL0H07007g,YGOB,9033,"('KLLA0D10373g', 'CAGL0H07007g')"
C. glabrata,CAGL0I06380g,K. lactis,KLLA0D10483g,YGOB,9034,"('CAGL0I06380g', 'KLLA0D10483g')"
K. lactis,KLLA0D10483g,C. glabrata,CAGL0I06380g,YGOB,9034,"('KLLA0D10483g', 'CAGL0I06380g')"
C. glabrata,CAGL0H04103g,K. lactis,KLLA0C16940g,YGOB,9035,"('CAGL0H04103g', 'KLLA0C16940g')"
K. lactis,KLLA0C16940g,C. glabrata,CAGL0H04103g,YGOB,9035,"('KLLA0C16940g', 'CAGL0H04103g')"
C. glabrata,CAGL0H04125g,K. lactis,KLLA0C16896g,YGOB,9036,"('CAGL0H04125g', 'KLLA0C16896g')"
K. lactis,KLLA0C16896g,C. glabrata,CAGL0H04125g,YGOB,9036,"('KLLA0C16896g', 'CAGL0H04125g')"
C. glabrata,CAGL0H04191g,K. lactis,KLLA0B04400g,YGOB,9038,"('CAGL0H04191g', 'KLLA0B04400g')"
K. lactis,KLLA0B04400g,C. glabrata,CAGL0H04191g,YGOB,9038,"('KLLA0B04400g', 'CAGL0H04191g')"
