species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. albicans,orf19.4420,S. cerevisiae,YBL014C,CGOB,10376,"('orf19.4420', 'YBL014C')"
S. cerevisiae,YBL014C,C. albicans,orf19.4420,CGOB,10376,"('YBL014C', 'orf19.4420')"
C. albicans,orf19.4719,S. cerevisiae,YGL027C,CGOB,10377,"('orf19.4719', 'YGL027C')"
S. cerevisiae,YGL027C,C. albicans,orf19.4719,CGOB,10377,"('YGL027C', 'orf19.4719')"
C. albicans,orf19.4718,S. cerevisiae,YGL026C,CGOB,10378,"('orf19.4718', 'YGL026C')"
S. cerevisiae,YGL026C,C. albicans,orf19.4718,CGOB,10378,"('YGL026C', 'orf19.4718')"
C. albicans,orf19.4716,S. cerevisiae,YAL062W,CGOB,10379,"('orf19.4716', 'YAL062W')"
S. cerevisiae,YAL062W,C. albicans,orf19.4716,CGOB,10379,"('YAL062W', 'orf19.4716')"
C. albicans,orf19.4715,S. cerevisiae,YDR150W,CGOB,10380,"('orf19.4715', 'YDR150W')"
S. cerevisiae,YDR150W,C. albicans,orf19.4715,CGOB,10380,"('YDR150W', 'orf19.4715')"
C. albicans,orf19.2922,S. cerevisiae,YGL033W,CGOB,10382,"('orf19.2922', 'YGL033W')"
S. cerevisiae,YGL033W,C. albicans,orf19.2922,CGOB,10382,"('YGL033W', 'orf19.2922')"
C. albicans,orf19.2921,S. cerevisiae,YER007W,CGOB,10383,"('orf19.2921', 'YER007W')"
S. cerevisiae,YER007W,C. albicans,orf19.2921,CGOB,10383,"('YER007W', 'orf19.2921')"
C. albicans,orf19.2920,S. cerevisiae,YER007C-A,CGOB,10384,"('orf19.2920', 'YER007C-A')"
S. cerevisiae,YER007C-A,C. albicans,orf19.2920,CGOB,10384,"('YER007C-A', 'orf19.2920')"
C. albicans,orf19.2919,S. cerevisiae,YIR002C,CGOB,10386,"('orf19.2919', 'YIR002C')"
S. cerevisiae,YIR002C,C. albicans,orf19.2919,CGOB,10386,"('YIR002C', 'orf19.2919')"
C. albicans,orf19.2917,S. cerevisiae,YER006W,CGOB,10388,"('orf19.2917', 'YER006W')"
S. cerevisiae,YER006W,C. albicans,orf19.2917,CGOB,10388,"('YER006W', 'orf19.2917')"
C. albicans,orf19.2915,S. cerevisiae,YER005W,CGOB,10390,"('orf19.2915', 'YER005W')"
S. cerevisiae,YER005W,C. albicans,orf19.2915,CGOB,10390,"('YER005W', 'orf19.2915')"
C. albicans,orf19.2911,S. cerevisiae,YER008C,CGOB,10392,"('orf19.2911', 'YER008C')"
S. cerevisiae,YER008C,C. albicans,orf19.2911,CGOB,10392,"('YER008C', 'orf19.2911')"
C. albicans,orf19.2909,S. cerevisiae,YGL001C,CGOB,10394,"('orf19.2909', 'YGL001C')"
S. cerevisiae,YGL001C,C. albicans,orf19.2909,CGOB,10394,"('YGL001C', 'orf19.2909')"
C. albicans,orf19.4468,S. cerevisiae,YDR178W,CGOB,10396,"('orf19.4468', 'YDR178W')"
S. cerevisiae,YDR178W,C. albicans,orf19.4468,CGOB,10396,"('YDR178W', 'orf19.4468')"
C. albicans,orf19.2907.1,S. cerevisiae,YKR095W-A,CGOB,10397,"('orf19.2907.1', 'YKR095W-A')"
S. cerevisiae,YKR095W-A,C. albicans,orf19.2907.1,CGOB,10397,"('YKR095W-A', 'orf19.2907.1')"
C. albicans,orf19.2901,S. cerevisiae,YAR002W,CGOB,10402,"('orf19.2901', 'YAR002W')"
S. cerevisiae,YAR002W,C. albicans,orf19.2901,CGOB,10402,"('YAR002W', 'orf19.2901')"
C. albicans,orf19.2898,S. cerevisiae,YNL275W,CGOB,10404,"('orf19.2898', 'YNL275W')"
S. cerevisiae,YNL275W,C. albicans,orf19.2898,CGOB,10404,"('YNL275W', 'orf19.2898')"
C. albicans,orf19.2895,S. cerevisiae,YEL051W,CGOB,10408,"('orf19.2895', 'YEL051W')"
S. cerevisiae,YEL051W,C. albicans,orf19.2895,CGOB,10408,"('YEL051W', 'orf19.2895')"
C. albicans,orf19.2893,S. cerevisiae,YDR416W,CGOB,10409,"('orf19.2893', 'YDR416W')"
S. cerevisiae,YDR416W,C. albicans,orf19.2893,CGOB,10409,"('YDR416W', 'orf19.2893')"
C. albicans,orf19.2891,S. cerevisiae,YEL052W,CGOB,10411,"('orf19.2891', 'YEL052W')"
S. cerevisiae,YEL052W,C. albicans,orf19.2891,CGOB,10411,"('YEL052W', 'orf19.2891')"
C. albicans,orf19.2889,S. cerevisiae,YEL044W,CGOB,10413,"('orf19.2889', 'YEL044W')"
S. cerevisiae,YEL044W,C. albicans,orf19.2889,CGOB,10413,"('YEL044W', 'orf19.2889')"
C. albicans,orf19.2888,S. cerevisiae,YEL048C,CGOB,10414,"('orf19.2888', 'YEL048C')"
S. cerevisiae,YEL048C,C. albicans,orf19.2888,CGOB,10414,"('YEL048C', 'orf19.2888')"
C. albicans,orf19.2887,S. cerevisiae,YMR295C,CGOB,10415,"('orf19.2887', 'YMR295C')"
S. cerevisiae,YMR295C,C. albicans,orf19.2887,CGOB,10415,"('YMR295C', 'orf19.2887')"
C. albicans,orf19.2886,S. cerevisiae,YBL016W,CGOB,10416,"('orf19.2886', 'YBL016W')"
S. cerevisiae,YBL016W,C. albicans,orf19.2886,CGOB,10416,"('YBL016W', 'orf19.2886')"
C. albicans,orf19.2885,S. cerevisiae,YKL045W,CGOB,10417,"('orf19.2885', 'YKL045W')"
S. cerevisiae,YKL045W,C. albicans,orf19.2885,CGOB,10417,"('YKL045W', 'orf19.2885')"
C. albicans,orf19.4471,S. cerevisiae,YDR200C,CGOB,10418,"('orf19.4471', 'YDR200C')"
S. cerevisiae,YDR200C,C. albicans,orf19.4471,CGOB,10418,"('YDR200C', 'orf19.4471')"
C. albicans,orf19.2884,S. cerevisiae,YGL207W,CGOB,10419,"('orf19.2884', 'YGL207W')"
S. cerevisiae,YGL207W,C. albicans,orf19.2884,CGOB,10419,"('YGL207W', 'orf19.2884')"
C. albicans,orf19.2877,S. cerevisiae,YLR044C,CGOB,10425,"('orf19.2877', 'YLR044C')"
S. cerevisiae,YLR044C,C. albicans,orf19.2877,CGOB,10425,"('YLR044C', 'orf19.2877')"
C. albicans,orf19.2876,S. cerevisiae,YJR060W,CGOB,10426,"('orf19.2876', 'YJR060W')"
S. cerevisiae,YJR060W,C. albicans,orf19.2876,CGOB,10426,"('YJR060W', 'orf19.2876')"
C. albicans,orf19.2873,S. cerevisiae,YNL088W,CGOB,10428,"('orf19.2873', 'YNL088W')"
S. cerevisiae,YNL088W,C. albicans,orf19.2873,CGOB,10428,"('YNL088W', 'orf19.2873')"
C. albicans,orf19.2867,S. cerevisiae,YOR069W,CGOB,10434,"('orf19.2867', 'YOR069W')"
S. cerevisiae,YOR069W,C. albicans,orf19.2867,CGOB,10434,"('YOR069W', 'orf19.2867')"
C. albicans,orf19.3141,S. cerevisiae,YBR172C,CGOB,10437,"('orf19.3141', 'YBR172C')"
S. cerevisiae,YBR172C,C. albicans,orf19.3141,CGOB,10437,"('YBR172C', 'orf19.3141')"
C. albicans,orf19.3140.1,S. cerevisiae,YBR173C,CGOB,10438,"('orf19.3140.1', 'YBR173C')"
S. cerevisiae,YBR173C,C. albicans,orf19.3140.1,CGOB,10438,"('YBR173C', 'orf19.3140.1')"
C. albicans,orf19.4473,S. cerevisiae,YDR201W,CGOB,10440,"('orf19.4473', 'YDR201W')"
S. cerevisiae,YDR201W,C. albicans,orf19.4473,CGOB,10440,"('YDR201W', 'orf19.4473')"
C. albicans,orf19.3138,S. cerevisiae,YDL014W,CGOB,10442,"('orf19.3138', 'YDL014W')"
S. cerevisiae,YDL014W,C. albicans,orf19.3138,CGOB,10442,"('YDL014W', 'orf19.3138')"
C. albicans,orf19.3136,S. cerevisiae,YIL154C,CGOB,10443,"('orf19.3136', 'YIL154C')"
S. cerevisiae,YIL154C,C. albicans,orf19.3136,CGOB,10443,"('YIL154C', 'orf19.3136')"
C. albicans,orf19.3135,S. cerevisiae,YML013W,CGOB,10444,"('orf19.3135', 'YML013W')"
S. cerevisiae,YML013W,C. albicans,orf19.3135,CGOB,10444,"('YML013W', 'orf19.3135')"
C. albicans,orf19.3133,S. cerevisiae,YIL155C,CGOB,10446,"('orf19.3133', 'YIL155C')"
S. cerevisiae,YIL155C,C. albicans,orf19.3133,CGOB,10446,"('YIL155C', 'orf19.3133')"
C. albicans,orf19.3132,S. cerevisiae,YDR205W,CGOB,10447,"('orf19.3132', 'YDR205W')"
S. cerevisiae,YDR205W,C. albicans,orf19.3132,CGOB,10447,"('YDR205W', 'orf19.3132')"
C. albicans,orf19.3130,S. cerevisiae,YLR243W,CGOB,10449,"('orf19.3130', 'YLR243W')"
S. cerevisiae,YLR243W,C. albicans,orf19.3130,CGOB,10449,"('YLR243W', 'orf19.3130')"
C. albicans,orf19.3129,S. cerevisiae,YDR190C,CGOB,10450,"('orf19.3129', 'YDR190C')"
S. cerevisiae,YDR190C,C. albicans,orf19.3129,CGOB,10450,"('YDR190C', 'orf19.3129')"
C. albicans,orf19.6066,S. cerevisiae,YMR110C,CGOB,10451,"('orf19.6066', 'YMR110C')"
S. cerevisiae,YMR110C,C. albicans,orf19.6066,CGOB,10451,"('YMR110C', 'orf19.6066')"
C. albicans,orf19.4474,S. cerevisiae,YNL155W,CGOB,10452,"('orf19.4474', 'YNL155W')"
S. cerevisiae,YNL155W,C. albicans,orf19.4474,CGOB,10452,"('YNL155W', 'orf19.4474')"
C. albicans,orf19.3128,S. cerevisiae,YDR189W,CGOB,10453,"('orf19.3128', 'YDR189W')"
S. cerevisiae,YDR189W,C. albicans,orf19.3128,CGOB,10453,"('YDR189W', 'orf19.3128')"
C. albicans,orf19.3126,S. cerevisiae,YDR188W,CGOB,10455,"('orf19.3126', 'YDR188W')"
S. cerevisiae,YDR188W,C. albicans,orf19.3126,CGOB,10455,"('YDR188W', 'orf19.3126')"
C. albicans,orf19.3124,S. cerevisiae,YLR244C,CGOB,10457,"('orf19.3124', 'YLR244C')"
S. cerevisiae,YLR244C,C. albicans,orf19.3124,CGOB,10457,"('YLR244C', 'orf19.3124')"
C. albicans,orf19.3123.2,S. cerevisiae,YLR245C,CGOB,10458,"('orf19.3123.2', 'YLR245C')"
S. cerevisiae,YLR245C,C. albicans,orf19.3123.2,CGOB,10458,"('YLR245C', 'orf19.3123.2')"
C. albicans,orf19.3123,S. cerevisiae,YOR117W,CGOB,10459,"('orf19.3123', 'YOR117W')"
S. cerevisiae,YOR117W,C. albicans,orf19.3123,CGOB,10459,"('YOR117W', 'orf19.3123')"
C. albicans,orf19.3122.2,S. cerevisiae,YDR363W-A,CGOB,10460,"('orf19.3122.2', 'YDR363W-A')"
S. cerevisiae,YDR363W-A,C. albicans,orf19.3122.2,CGOB,10460,"('YDR363W-A', 'orf19.3122.2')"
C. albicans,orf19.3122,S. cerevisiae,YPR201W,CGOB,10461,"('orf19.3122', 'YPR201W')"
S. cerevisiae,YPR201W,C. albicans,orf19.3122,CGOB,10461,"('YPR201W', 'orf19.3122')"
C. albicans,orf19.4475,S. cerevisiae,YBR199W,CGOB,10463,"('orf19.4475', 'YBR199W')"
S. cerevisiae,YBR199W,C. albicans,orf19.4475,CGOB,10463,"('YBR199W', 'orf19.4475')"
C. albicans,orf19.3116,S. cerevisiae,YDL087C,CGOB,10466,"('orf19.3116', 'YDL087C')"
S. cerevisiae,YDL087C,C. albicans,orf19.3116,CGOB,10466,"('YDL087C', 'orf19.3116')"
C. albicans,orf19.3114,S. cerevisiae,YLR165C,CGOB,10468,"('orf19.3114', 'YLR165C')"
S. cerevisiae,YLR165C,C. albicans,orf19.3114,CGOB,10468,"('YLR165C', 'orf19.3114')"
C. albicans,orf19.3111,S. cerevisiae,YOL154W,CGOB,10471,"('orf19.3111', 'YOL154W')"
S. cerevisiae,YOL154W,C. albicans,orf19.3111,CGOB,10471,"('YOL154W', 'orf19.3111')"
C. albicans,orf19.3108,S. cerevisiae,YDL200C,CGOB,10475,"('orf19.3108', 'YDL200C')"
S. cerevisiae,YDL200C,C. albicans,orf19.3108,CGOB,10475,"('YDL200C', 'orf19.3108')"
C. albicans,orf19.3106,S. cerevisiae,YPR167C,CGOB,10477,"('orf19.3106', 'YPR167C')"
S. cerevisiae,YPR167C,C. albicans,orf19.3106,CGOB,10477,"('YPR167C', 'orf19.3106')"
C. albicans,orf19.3104,S. cerevisiae,YPL087W,CGOB,10479,"('orf19.3104', 'YPL087W')"
S. cerevisiae,YPL087W,C. albicans,orf19.3104,CGOB,10479,"('YPL087W', 'orf19.3104')"
C. albicans,orf19.3103,S. cerevisiae,YOR116C,CGOB,10480,"('orf19.3103', 'YOR116C')"
S. cerevisiae,YOR116C,C. albicans,orf19.3103,CGOB,10480,"('YOR116C', 'orf19.3103')"
C. albicans,orf19.3099,S. cerevisiae,YDR354W,CGOB,10483,"('orf19.3099', 'YDR354W')"
S. cerevisiae,YDR354W,C. albicans,orf19.3099,CGOB,10483,"('YDR354W', 'orf19.3099')"
C. albicans,orf19.3098,S. cerevisiae,YER172C,CGOB,10484,"('orf19.3098', 'YER172C')"
S. cerevisiae,YER172C,C. albicans,orf19.3098,CGOB,10484,"('YER172C', 'orf19.3098')"
C. albicans,orf19.3097,S. cerevisiae,YER178W,CGOB,10486,"('orf19.3097', 'YER178W')"
S. cerevisiae,YER178W,C. albicans,orf19.3097,CGOB,10486,"('YER178W', 'orf19.3097')"
C. albicans,orf19.3093,S. cerevisiae,YOL090W,CGOB,10487,"('orf19.3093', 'YOL090W')"
S. cerevisiae,YOL090W,C. albicans,orf19.3093,CGOB,10487,"('YOL090W', 'orf19.3093')"
C. albicans,orf19.3089,S. cerevisiae,YLR168C,CGOB,10489,"('orf19.3089', 'YLR168C')"
S. cerevisiae,YLR168C,C. albicans,orf19.3089,CGOB,10489,"('YLR168C', 'orf19.3089')"
C. albicans,orf19.3088,S. cerevisiae,YDR184C,CGOB,10490,"('orf19.3088', 'YDR184C')"
S. cerevisiae,YDR184C,C. albicans,orf19.3088,CGOB,10490,"('YDR184C', 'orf19.3088')"
C. albicans,orf19.3087,S. cerevisiae,YLR167W,CGOB,10493,"('orf19.3087', 'YLR167W')"
S. cerevisiae,YLR167W,C. albicans,orf19.3087,CGOB,10493,"('YLR167W', 'orf19.3087')"
C. albicans,orf19.3086,S. cerevisiae,YLR166C,CGOB,10494,"('orf19.3086', 'YLR166C')"
S. cerevisiae,YLR166C,C. albicans,orf19.3086,CGOB,10494,"('YLR166C', 'orf19.3086')"
C. albicans,orf19.3083,S. cerevisiae,YDR182W,CGOB,10495,"('orf19.3083', 'YDR182W')"
S. cerevisiae,YDR182W,C. albicans,orf19.3083,CGOB,10495,"('YDR182W', 'orf19.3083')"
C. albicans,orf19.4478,S. cerevisiae,YPL104W,CGOB,10496,"('orf19.4478', 'YPL104W')"
S. cerevisiae,YPL104W,C. albicans,orf19.4478,CGOB,10496,"('YPL104W', 'orf19.4478')"
C. albicans,orf19.3084,S. cerevisiae,YDR181C,CGOB,10497,"('orf19.3084', 'YDR181C')"
S. cerevisiae,YDR181C,C. albicans,orf19.3084,CGOB,10497,"('YDR181C', 'orf19.3084')"
C. albicans,orf19.3080,S. cerevisiae,YDR180W,CGOB,10498,"('orf19.3080', 'YDR180W')"
S. cerevisiae,YDR180W,C. albicans,orf19.3080,CGOB,10498,"('YDR180W', 'orf19.3080')"
C. albicans,orf19.3077,S. cerevisiae,YDR359C,CGOB,10499,"('orf19.3077', 'YDR359C')"
S. cerevisiae,YDR359C,C. albicans,orf19.3077,CGOB,10499,"('YDR359C', 'orf19.3077')"
C. albicans,orf19.3076,S. cerevisiae,YDR100W,CGOB,10500,"('orf19.3076', 'YDR100W')"
S. cerevisiae,YDR100W,C. albicans,orf19.3076,CGOB,10500,"('YDR100W', 'orf19.3076')"
C. albicans,orf19.5698,S. cerevisiae,YDR116C,CGOB,10504,"('orf19.5698', 'YDR116C')"
S. cerevisiae,YDR116C,C. albicans,orf19.5698,CGOB,10504,"('YDR116C', 'orf19.5698')"
C. albicans,orf19.5693,S. cerevisiae,YLR088W,CGOB,10505,"('orf19.5693', 'YLR088W')"
S. cerevisiae,YLR088W,C. albicans,orf19.5693,CGOB,10505,"('YLR088W', 'orf19.5693')"
C. albicans,orf19.4479,S. cerevisiae,YJL010C,CGOB,10507,"('orf19.4479', 'YJL010C')"
S. cerevisiae,YJL010C,C. albicans,orf19.4479,CGOB,10507,"('YJL010C', 'orf19.4479')"
C. albicans,orf19.5692,S. cerevisiae,YDR118W,CGOB,10508,"('orf19.5692', 'YDR118W')"
S. cerevisiae,YDR118W,C. albicans,orf19.5692,CGOB,10508,"('YDR118W', 'orf19.5692')"
C. albicans,orf19.5691,S. cerevisiae,YJR076C,CGOB,10509,"('orf19.5691', 'YJR076C')"
S. cerevisiae,YJR076C,C. albicans,orf19.5691,CGOB,10509,"('YJR076C', 'orf19.5691')"
C. albicans,orf19.5689,S. cerevisiae,YIL076W,CGOB,10510,"('orf19.5689', 'YIL076W')"
S. cerevisiae,YIL076W,C. albicans,orf19.5689,CGOB,10510,"('YIL076W', 'orf19.5689')"
C. albicans,orf19.5688,S. cerevisiae,YIL077C,CGOB,10511,"('orf19.5688', 'YIL077C')"
S. cerevisiae,YIL077C,C. albicans,orf19.5688,CGOB,10511,"('YIL077C', 'orf19.5688')"
C. albicans,orf19.5685,S. cerevisiae,YIL078W,CGOB,10513,"('orf19.5685', 'YIL078W')"
S. cerevisiae,YIL078W,C. albicans,orf19.5685,CGOB,10513,"('YIL078W', 'orf19.5685')"
C. albicans,orf19.5684,S. cerevisiae,YKL170W,CGOB,10515,"('orf19.5684', 'YKL170W')"
S. cerevisiae,YKL170W,C. albicans,orf19.5684,CGOB,10515,"('YKL170W', 'orf19.5684')"
C. albicans,orf19.5683,S. cerevisiae,YHR140W,CGOB,10516,"('orf19.5683', 'YHR140W')"
S. cerevisiae,YHR140W,C. albicans,orf19.5683,CGOB,10516,"('YHR140W', 'orf19.5683')"
C. albicans,orf19.5682,S. cerevisiae,YNL189W,CGOB,10517,"('orf19.5682', 'YNL189W')"
S. cerevisiae,YNL189W,C. albicans,orf19.5682,CGOB,10517,"('YNL189W', 'orf19.5682')"
C. albicans,orf19.980,S. cerevisiae,YLR410W,CGOB,10521,"('orf19.980', 'YLR410W')"
S. cerevisiae,YLR410W,C. albicans,orf19.980,CGOB,10521,"('YLR410W', 'orf19.980')"
C. albicans,orf19.979,S. cerevisiae,YKL182W,CGOB,10522,"('orf19.979', 'YKL182W')"
S. cerevisiae,YKL182W,C. albicans,orf19.979,CGOB,10522,"('YKL182W', 'orf19.979')"
C. albicans,orf19.978,S. cerevisiae,YLR399C,CGOB,10523,"('orf19.978', 'YLR399C')"
S. cerevisiae,YLR399C,C. albicans,orf19.978,CGOB,10523,"('YLR399C', 'orf19.978')"
C. albicans,orf19.976,S. cerevisiae,YDL074C,CGOB,10524,"('orf19.976', 'YDL074C')"
S. cerevisiae,YDL074C,C. albicans,orf19.976,CGOB,10524,"('YDL074C', 'orf19.976')"
C. albicans,orf19.974,S. cerevisiae,YBR229C,CGOB,10525,"('orf19.974', 'YBR229C')"
S. cerevisiae,YBR229C,C. albicans,orf19.974,CGOB,10525,"('YBR229C', 'orf19.974')"
C. albicans,orf19.972,S. cerevisiae,YBR228W,CGOB,10526,"('orf19.972', 'YBR228W')"
S. cerevisiae,YBR228W,C. albicans,orf19.972,CGOB,10526,"('YBR228W', 'orf19.972')"
C. albicans,orf19.971,S. cerevisiae,YHR206W,CGOB,10527,"('orf19.971', 'YHR206W')"
S. cerevisiae,YHR206W,C. albicans,orf19.971,CGOB,10527,"('YHR206W', 'orf19.971')"
C. albicans,orf19.970,S. cerevisiae,YLR412W,CGOB,10528,"('orf19.970', 'YLR412W')"
S. cerevisiae,YLR412W,C. albicans,orf19.970,CGOB,10528,"('YLR412W', 'orf19.970')"
C. albicans,orf19.969,S. cerevisiae,YKL181W,CGOB,10530,"('orf19.969', 'YKL181W')"
S. cerevisiae,YKL181W,C. albicans,orf19.969,CGOB,10530,"('YKL181W', 'orf19.969')"
C. albicans,orf19.968,S. cerevisiae,YNL190W,CGOB,10531,"('orf19.968', 'YNL190W')"
S. cerevisiae,YNL190W,C. albicans,orf19.968,CGOB,10531,"('YNL190W', 'orf19.968')"
C. albicans,orf19.967,S. cerevisiae,YJL208C,CGOB,10532,"('orf19.967', 'YJL208C')"
S. cerevisiae,YJL208C,C. albicans,orf19.967,CGOB,10532,"('YJL208C', 'orf19.967')"
C. albicans,orf19.966,S. cerevisiae,YLR405W,CGOB,10533,"('orf19.966', 'YLR405W')"
S. cerevisiae,YLR405W,C. albicans,orf19.966,CGOB,10533,"('YLR405W', 'orf19.966')"
C. albicans,orf19.964,S. cerevisiae,YLR086W,CGOB,10534,"('orf19.964', 'YLR086W')"
S. cerevisiae,YLR086W,C. albicans,orf19.964,CGOB,10534,"('YLR086W', 'orf19.964')"
C. albicans,orf19.961.2,S. cerevisiae,YDR115W,CGOB,10536,"('orf19.961.2', 'YDR115W')"
S. cerevisiae,YDR115W,C. albicans,orf19.961.2,CGOB,10536,"('YDR115W', 'orf19.961.2')"
C. albicans,orf19.956,S. cerevisiae,YLR087C,CGOB,10537,"('orf19.956', 'YLR087C')"
S. cerevisiae,YLR087C,C. albicans,orf19.956,CGOB,10537,"('YLR087C', 'orf19.956')"
C. albicans,orf19.954,S. cerevisiae,YLR090W,CGOB,10539,"('orf19.954', 'YLR090W')"
S. cerevisiae,YLR090W,C. albicans,orf19.954,CGOB,10539,"('YLR090W', 'orf19.954')"
C. albicans,orf19.1039,S. cerevisiae,YJL031C,CGOB,10540,"('orf19.1039', 'YJL031C')"
S. cerevisiae,YJL031C,C. albicans,orf19.1039,CGOB,10540,"('YJL031C', 'orf19.1039')"
C. albicans,orf19.953.1,S. cerevisiae,YLL050C,CGOB,10541,"('orf19.953.1', 'YLL050C')"
S. cerevisiae,YLL050C,C. albicans,orf19.953.1,CGOB,10541,"('YLL050C', 'orf19.953.1')"
C. albicans,orf19.947,S. cerevisiae,YKL003C,CGOB,10546,"('orf19.947', 'YKL003C')"
S. cerevisiae,YKL003C,C. albicans,orf19.947,CGOB,10546,"('YKL003C', 'orf19.947')"
C. albicans,orf19.946,S. cerevisiae,YKL001C,CGOB,10547,"('orf19.946', 'YKL001C')"
S. cerevisiae,YKL001C,C. albicans,orf19.946,CGOB,10547,"('YKL001C', 'orf19.946')"
C. albicans,orf19.945,S. cerevisiae,YKL002W,CGOB,10548,"('orf19.945', 'YKL002W')"
S. cerevisiae,YKL002W,C. albicans,orf19.945,CGOB,10548,"('YKL002W', 'orf19.945')"
C. albicans,orf19.943,S. cerevisiae,YDR506C,CGOB,10550,"('orf19.943', 'YDR506C')"
S. cerevisiae,YDR506C,C. albicans,orf19.943,CGOB,10550,"('YDR506C', 'orf19.943')"
C. albicans,orf19.1040,S. cerevisiae,YJL030W,CGOB,10551,"('orf19.1040', 'YJL030W')"
S. cerevisiae,YJL030W,C. albicans,orf19.1040,CGOB,10551,"('YJL030W', 'orf19.1040')"
C. albicans,orf19.941,S. cerevisiae,YMR079W,CGOB,10553,"('orf19.941', 'YMR079W')"
S. cerevisiae,YMR079W,C. albicans,orf19.941,CGOB,10553,"('YMR079W', 'orf19.941')"
C. albicans,orf19.940,S. cerevisiae,YKL092C,CGOB,10554,"('orf19.940', 'YKL092C')"
S. cerevisiae,YKL092C,C. albicans,orf19.940,CGOB,10554,"('YKL092C', 'orf19.940')"
C. albicans,orf19.939,S. cerevisiae,YMR080C,CGOB,10555,"('orf19.939', 'YMR080C')"
S. cerevisiae,YMR080C,C. albicans,orf19.939,CGOB,10555,"('YMR080C', 'orf19.939')"
C. albicans,orf19.933,S. cerevisiae,YDR092W,CGOB,10561,"('orf19.933', 'YDR092W')"
S. cerevisiae,YDR092W,C. albicans,orf19.933,CGOB,10561,"('YDR092W', 'orf19.933')"
C. albicans,orf19.1041,S. cerevisiae,YJL006C,CGOB,10563,"('orf19.1041', 'YJL006C')"
S. cerevisiae,YJL006C,C. albicans,orf19.1041,CGOB,10563,"('YJL006C', 'orf19.1041')"
C. albicans,orf19.932,S. cerevisiae,YER166W,CGOB,10564,"('orf19.932', 'YER166W')"
S. cerevisiae,YER166W,C. albicans,orf19.932,CGOB,10564,"('YER166W', 'orf19.932')"
C. albicans,orf19.930,S. cerevisiae,YBL030C,CGOB,10566,"('orf19.930', 'YBL030C')"
S. cerevisiae,YBL030C,C. albicans,orf19.930,CGOB,10566,"('YBL030C', 'orf19.930')"
C. albicans,orf19.927,S. cerevisiae,YML036W,CGOB,10569,"('orf19.927', 'YML036W')"
S. cerevisiae,YML036W,C. albicans,orf19.927,CGOB,10569,"('YML036W', 'orf19.927')"
C. albicans,orf19.926,S. cerevisiae,YOR033C,CGOB,10570,"('orf19.926', 'YOR033C')"
S. cerevisiae,YOR033C,C. albicans,orf19.926,CGOB,10570,"('YOR033C', 'orf19.926')"
C. albicans,orf19.923,S. cerevisiae,YHR025W,CGOB,10572,"('orf19.923', 'YHR025W')"
S. cerevisiae,YHR025W,C. albicans,orf19.923,CGOB,10572,"('YHR025W', 'orf19.923')"
C. albicans,orf19.922,S. cerevisiae,YHR007C,CGOB,10573,"('orf19.922', 'YHR007C')"
S. cerevisiae,YHR007C,C. albicans,orf19.922,CGOB,10573,"('YHR007C', 'orf19.922')"
C. albicans,orf19.1042,S. cerevisiae,YNL055C,CGOB,10574,"('orf19.1042', 'YNL055C')"
S. cerevisiae,YNL055C,C. albicans,orf19.1042,CGOB,10574,"('YNL055C', 'orf19.1042')"
C. albicans,orf19.920,S. cerevisiae,YDR465C,CGOB,10576,"('orf19.920', 'YDR465C')"
S. cerevisiae,YDR465C,C. albicans,orf19.920,CGOB,10576,"('YDR465C', 'orf19.920')"
C. albicans,orf19.567,S. cerevisiae,YDR460W,CGOB,10577,"('orf19.567', 'YDR460W')"
S. cerevisiae,YDR460W,C. albicans,orf19.567,CGOB,10577,"('YDR460W', 'orf19.567')"
C. albicans,orf19.568,S. cerevisiae,YOL052C,CGOB,10578,"('orf19.568', 'YOL052C')"
S. cerevisiae,YOL052C,C. albicans,orf19.568,CGOB,10578,"('YOL052C', 'orf19.568')"
C. albicans,orf19.576,S. cerevisiae,YHR191C,CGOB,10581,"('orf19.576', 'YHR191C')"
S. cerevisiae,YHR191C,C. albicans,orf19.576,CGOB,10581,"('YHR191C', 'orf19.576')"
C. albicans,orf19.577,S. cerevisiae,YDL057W,CGOB,10582,"('orf19.577', 'YDL057W')"
S. cerevisiae,YDL057W,C. albicans,orf19.577,CGOB,10582,"('YDL057W', 'orf19.577')"
C. albicans,orf19.578,S. cerevisiae,YNL293W,CGOB,10583,"('orf19.578', 'YNL293W')"
S. cerevisiae,YNL293W,C. albicans,orf19.578,CGOB,10583,"('YNL293W', 'orf19.578')"
C. albicans,orf19.579,S. cerevisiae,YNL256W,CGOB,10584,"('orf19.579', 'YNL256W')"
S. cerevisiae,YNL256W,C. albicans,orf19.579,CGOB,10584,"('YNL256W', 'orf19.579')"
C. albicans,orf19.1043,S. cerevisiae,YPR139C,CGOB,10585,"('orf19.1043', 'YPR139C')"
S. cerevisiae,YPR139C,C. albicans,orf19.1043,CGOB,10585,"('YPR139C', 'orf19.1043')"
C. albicans,orf19.580,S. cerevisiae,YNL254C,CGOB,10586,"('orf19.580', 'YNL254C')"
S. cerevisiae,YNL254C,C. albicans,orf19.580,CGOB,10586,"('YNL254C', 'orf19.580')"
C. albicans,orf19.581,S. cerevisiae,YNL251C,CGOB,10587,"('orf19.581', 'YNL251C')"
S. cerevisiae,YNL251C,C. albicans,orf19.581,CGOB,10587,"('YNL251C', 'orf19.581')"
