cluster_id,gene_id,species,homology_class,ohnolog_partner,ohnolog_evidence,outgroup_orthologs
Cluster1909,gene-YBR294W,S_cerevisiae,ohnolog,gene-YLR092W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2738', 'K_lactis': 'gene:KLLA0_F19338g'}"
Cluster1909,gene-YLR092W,S_cerevisiae,ohnolog,gene-YBR294W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2738', 'K_lactis': 'gene:KLLA0_F19338g'}"
Cluster2264,gene-YKL198C,S_cerevisiae,ohnolog,gene-YJR059W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3415', 'K_lactis': 'gene:KLLA0_B06501g'}"
Cluster2264,gene-YJR059W,S_cerevisiae,ohnolog,gene-YKL198C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3415', 'K_lactis': 'gene:KLLA0_B06501g'}"
Cluster2264,CAGL0H09152g,C_glabrata,ohnolog,CAGL0H01837g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3415', 'K_lactis': 'gene:KLLA0_B06501g'}"
Cluster2264,CAGL0H01837g,C_glabrata,ohnolog,CAGL0H09152g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3415', 'K_lactis': 'gene:KLLA0_B06501g'}"
Cluster4171,gene-YKL129C,S_cerevisiae,ohnolog,gene-YMR109W,WGD_2:1_pattern,"{'C_albicans': 'orf19.738', 'K_lactis': 'gene:KLLA0_B12562g'}"
Cluster4171,gene-YMR109W,S_cerevisiae,ohnolog,gene-YKL129C,WGD_2:1_pattern,"{'C_albicans': 'orf19.738', 'K_lactis': 'gene:KLLA0_B12562g'}"
Cluster4171,CAGL0K07590g,C_glabrata,ohnolog,CAGL0K03487g,WGD_2:1_pattern,"{'C_albicans': 'orf19.738', 'K_lactis': 'gene:KLLA0_B12562g'}"
Cluster4171,CAGL0K03487g,C_glabrata,ohnolog,CAGL0K07590g,WGD_2:1_pattern,"{'C_albicans': 'orf19.738', 'K_lactis': 'gene:KLLA0_B12562g'}"
Cluster6816,gene-YFL039C,S_cerevisiae,ohnolog,gene-YHR129C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2641', 'K_lactis': 'gene:KLLA0_E22925g'}"
Cluster6816,gene-YHR129C,S_cerevisiae,ohnolog,gene-YFL039C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2641', 'K_lactis': 'gene:KLLA0_E22925g'}"
Cluster7885,gene-YNR016C,S_cerevisiae,ohnolog,gene-YMR207C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7466', 'K_lactis': 'gene:KLLA0_F06072g'}"
Cluster7885,gene-YMR207C,S_cerevisiae,ohnolog,gene-YNR016C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7466', 'K_lactis': 'gene:KLLA0_F06072g'}"
Cluster1223,CAGL0I04312g,C_glabrata,ohnolog,CAGL0J01870g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7089', 'K_lactis': 'gene:KLLA0_A03157g'}"
Cluster1223,CAGL0J01870g,C_glabrata,ohnolog,CAGL0I04312g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7089', 'K_lactis': 'gene:KLLA0_A03157g'}"
Cluster2217,gene-YCR031C,S_cerevisiae,ohnolog,gene-YJL191W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6265.1', 'K_lactis': 'gene:KLLA0_B07623g'}"
Cluster2217,gene-YJL191W,S_cerevisiae,ohnolog,gene-YCR031C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6265.1', 'K_lactis': 'gene:KLLA0_B07623g'}"
Cluster7750,CAGL0G02915g,C_glabrata,ohnolog,CAGL0L08932g,WGD_2:1_pattern,"{'C_albicans': 'orf19.778', 'K_lactis': 'gene:KLLA0_E14411g'}"
Cluster7750,CAGL0L08932g,C_glabrata,ohnolog,CAGL0G02915g,WGD_2:1_pattern,"{'C_albicans': 'orf19.778', 'K_lactis': 'gene:KLLA0_E14411g'}"
Cluster868,gene-YMR121C,S_cerevisiae,ohnolog,gene-YLR029C,WGD_2:1_pattern,"{'C_albicans': 'orf19.493', 'K_lactis': 'gene:KLLA0_F17633g'}"
Cluster868,gene-YLR029C,S_cerevisiae,ohnolog,gene-YMR121C,WGD_2:1_pattern,"{'C_albicans': 'orf19.493', 'K_lactis': 'gene:KLLA0_F17633g'}"
Cluster412,gene-YMR118C,S_cerevisiae,ohnolog,gene-YKL141W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1480', 'K_lactis': 'gene:KLLA0_E12123g'}"
Cluster412,gene-YKL141W,S_cerevisiae,ohnolog,gene-YMR118C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1480', 'K_lactis': 'gene:KLLA0_E12123g'}"
Cluster2761,gene-YML024W,S_cerevisiae,ohnolog,gene-YDR447C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2329.1', 'K_lactis': 'gene:KLLA0_B01474g'}"
Cluster2761,gene-YDR447C,S_cerevisiae,ohnolog,gene-YML024W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2329.1', 'K_lactis': 'gene:KLLA0_B01474g'}"
Cluster5647,gene-YLR441C,S_cerevisiae,ohnolog,gene-YML063W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3002', 'K_lactis': 'gene:KLLA0_B05060g'}"
Cluster5647,gene-YML063W,S_cerevisiae,ohnolog,gene-YLR441C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3002', 'K_lactis': 'gene:KLLA0_B05060g'}"
Cluster1331,gene-YGL225W,S_cerevisiae,ohnolog,gene-YER039C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1232', 'K_lactis': 'gene:KLLA0_A01364g'}"
Cluster1331,gene-YER039C,S_cerevisiae,ohnolog,gene-YGL225W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1232', 'K_lactis': 'gene:KLLA0_A01364g'}"
Cluster8813,gene-YEL041W,S_cerevisiae,ohnolog,gene-YJR049C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7393', 'K_lactis': 'gene:KLLA0_F16885g'}"
Cluster8813,gene-YJR049C,S_cerevisiae,ohnolog,gene-YEL041W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7393', 'K_lactis': 'gene:KLLA0_F16885g'}"
Cluster8813,CAGL0L01265g,C_glabrata,ohnolog,CAGL0I01386g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7393', 'K_lactis': 'gene:KLLA0_F16885g'}"
Cluster8813,CAGL0I01386g,C_glabrata,ohnolog,CAGL0L01265g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7393', 'K_lactis': 'gene:KLLA0_F16885g'}"
Cluster8219,CAGL0E03850g,C_glabrata,ohnolog,CAGL0C03223g,WGD_2:1_pattern,"{'C_albicans': 'orf19.637', 'K_lactis': 'gene:KLLA0_E00683g'}"
Cluster8219,CAGL0C03223g,C_glabrata,ohnolog,CAGL0E03850g,WGD_2:1_pattern,"{'C_albicans': 'orf19.637', 'K_lactis': 'gene:KLLA0_E00683g'}"
Cluster4475,gene-YER056C-A,S_cerevisiae,ohnolog,gene-YIL052C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6220.4', 'K_lactis': 'gene:KLLA0_C08371g'}"
Cluster4475,gene-YIL052C,S_cerevisiae,ohnolog,gene-YER056C-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.6220.4', 'K_lactis': 'gene:KLLA0_C08371g'}"
Cluster6220,gene-YMR042W,S_cerevisiae,ohnolog,gene-YMR043W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7025', 'K_lactis': 'gene:KLLA0_F26807g'}"
Cluster6220,gene-YMR043W,S_cerevisiae,ohnolog,gene-YMR042W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7025', 'K_lactis': 'gene:KLLA0_F26807g'}"
Cluster1881,CAGL0C05027g,C_glabrata,ohnolog,CAGL0K01771g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4551', 'K_lactis': 'gene:KLLA0_C04169g'}"
Cluster1881,CAGL0K01771g,C_glabrata,ohnolog,CAGL0C05027g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4551', 'K_lactis': 'gene:KLLA0_C04169g'}"
Cluster462,gene-YLR061W,S_cerevisiae,ohnolog,gene-YFL034C-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.1409.1', 'K_lactis': 'gene:KLLA0_D05181g'}"
Cluster462,gene-YFL034C-A,S_cerevisiae,ohnolog,gene-YLR061W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1409.1', 'K_lactis': 'gene:KLLA0_D05181g'}"
Cluster7063,gene-YJL136C,S_cerevisiae,ohnolog,gene-YKR057W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3325.3', 'K_lactis': 'gene:KLLA0_A05700g'}"
Cluster7063,gene-YKR057W,S_cerevisiae,ohnolog,gene-YJL136C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3325.3', 'K_lactis': 'gene:KLLA0_A05700g'}"
Cluster4244,gene-YIL172C,S_cerevisiae,ohnolog,gene-YGR287C,WGD_2:1_pattern,{'C_albicans': 'orf19.3982'}
Cluster4244,gene-YGR287C,S_cerevisiae,ohnolog,gene-YIL172C,WGD_2:1_pattern,{'C_albicans': 'orf19.3982'}
Cluster1557,gene-YNL066W,S_cerevisiae,ohnolog,gene-YIL123W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F04433g'}
Cluster1557,gene-YIL123W,S_cerevisiae,ohnolog,gene-YNL066W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F04433g'}
Cluster1557,CAGL0J09922g,C_glabrata,ohnolog,CAGL0G08668g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F04433g'}
Cluster1557,CAGL0G08668g,C_glabrata,ohnolog,CAGL0J09922g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_F04433g'}
Cluster4676,gene-YBR161W,S_cerevisiae,ohnolog,gene-YPL057C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4077', 'K_lactis': 'gene:KLLA0_B09768g'}"
Cluster4676,gene-YPL057C,S_cerevisiae,ohnolog,gene-YBR161W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4077', 'K_lactis': 'gene:KLLA0_B09768g'}"
Cluster4676,CAGL0M05621g,C_glabrata,ohnolog,CAGL0M07315g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4077', 'K_lactis': 'gene:KLLA0_B09768g'}"
Cluster4676,CAGL0M07315g,C_glabrata,ohnolog,CAGL0M05621g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4077', 'K_lactis': 'gene:KLLA0_B09768g'}"
Cluster5273,gene-YHR061C,S_cerevisiae,ohnolog,gene-YDR309C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C14762g'}
Cluster5273,gene-YDR309C,S_cerevisiae,ohnolog,gene-YHR061C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C14762g'}
Cluster5273,CAGL0D03762g,C_glabrata,ohnolog,CAGL0J10978g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C14762g'}
Cluster5273,CAGL0J10978g,C_glabrata,ohnolog,CAGL0D03762g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C14762g'}
Cluster8413,gene-YPL141C,S_cerevisiae,ohnolog,gene-YOR233W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3751', 'K_lactis': 'gene:KLLA0_D07348g'}"
Cluster8413,gene-YOR233W,S_cerevisiae,ohnolog,gene-YPL141C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3751', 'K_lactis': 'gene:KLLA0_D07348g'}"
Cluster9453,gene-YLR048W,S_cerevisiae,ohnolog,gene-YGR214W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6975', 'K_lactis': 'gene:KLLA0_E16171g'}"
Cluster9453,gene-YGR214W,S_cerevisiae,ohnolog,gene-YLR048W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6975', 'K_lactis': 'gene:KLLA0_E16171g'}"
Cluster8229,CAGL0M02893g,C_glabrata,ohnolog,CAGL0L08074g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5671', 'K_lactis': 'gene:KLLA0_A06105g'}"
Cluster8229,CAGL0L08074g,C_glabrata,ohnolog,CAGL0M02893g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5671', 'K_lactis': 'gene:KLLA0_A06105g'}"
Cluster410,gene-YJR133W,S_cerevisiae,ohnolog,gene-YDR399W,WGD_2:1_pattern,{'C_albicans': 'orf19.5832'}
Cluster410,gene-YDR399W,S_cerevisiae,ohnolog,gene-YJR133W,WGD_2:1_pattern,{'C_albicans': 'orf19.5832'}
Cluster410,CAGL0M00484g,C_glabrata,ohnolog,CAGL0F02563g,WGD_2:1_pattern,{'C_albicans': 'orf19.5832'}
Cluster410,CAGL0F02563g,C_glabrata,ohnolog,CAGL0M00484g,WGD_2:1_pattern,{'C_albicans': 'orf19.5832'}
Cluster7210,gene-YPL095C,S_cerevisiae,ohnolog,gene-YBR177C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3040', 'K_lactis': 'gene:KLLA0_E24201g'}"
Cluster7210,gene-YBR177C,S_cerevisiae,ohnolog,gene-YPL095C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3040', 'K_lactis': 'gene:KLLA0_E24201g'}"
Cluster8107,gene-YOL036W,S_cerevisiae,ohnolog,gene-YIR016W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4818', 'K_lactis': 'gene:KLLA0_B11858g'}"
Cluster8107,gene-YIR016W,S_cerevisiae,ohnolog,gene-YOL036W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4818', 'K_lactis': 'gene:KLLA0_B11858g'}"
Cluster8107,CAGL0F01177g,C_glabrata,ohnolog,CAGL0K08690g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4818', 'K_lactis': 'gene:KLLA0_B11858g'}"
Cluster8107,CAGL0K08690g,C_glabrata,ohnolog,CAGL0F01177g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4818', 'K_lactis': 'gene:KLLA0_B11858g'}"
Cluster1826,gene-YPL274W,S_cerevisiae,ohnolog,gene-YLL061W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4456', 'K_lactis': 'gene:KLLA0_B06776g'}"
Cluster1826,gene-YLL061W,S_cerevisiae,ohnolog,gene-YPL274W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4456', 'K_lactis': 'gene:KLLA0_B06776g'}"
Cluster9279,CAGL0I11000g,C_glabrata,ohnolog,CAGL0E06600g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3279', 'K_lactis': 'gene:KLLA0_B14498g'}"
Cluster9279,CAGL0E06600g,C_glabrata,ohnolog,CAGL0I11000g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3279', 'K_lactis': 'gene:KLLA0_B14498g'}"
Cluster7338,CAGL0H05995g,C_glabrata,ohnolog,CAGL0J07128g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4612', 'K_lactis': 'gene:KLLA0_A03377g'}"
Cluster7338,CAGL0J07128g,C_glabrata,ohnolog,CAGL0H05995g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4612', 'K_lactis': 'gene:KLLA0_A03377g'}"
Cluster531,gene-YLR080W,S_cerevisiae,ohnolog,gene-YFL048C,WGD_2:1_pattern,"{'C_albicans': 'orf19.731', 'K_lactis': 'gene:KLLA0_D05863g'}"
Cluster531,gene-YFL048C,S_cerevisiae,ohnolog,gene-YLR080W,WGD_2:1_pattern,"{'C_albicans': 'orf19.731', 'K_lactis': 'gene:KLLA0_D05863g'}"
Cluster531,CAGL0K12914g,C_glabrata,ohnolog,CAGL0L13244g,WGD_2:1_pattern,"{'C_albicans': 'orf19.731', 'K_lactis': 'gene:KLLA0_D05863g'}"
Cluster531,CAGL0L13244g,C_glabrata,ohnolog,CAGL0K12914g,WGD_2:1_pattern,"{'C_albicans': 'orf19.731', 'K_lactis': 'gene:KLLA0_D05863g'}"
Cluster5497,gene-YER059W,S_cerevisiae,ohnolog,gene-YIL050W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6225', 'K_lactis': 'gene:KLLA0_C08305g'}"
Cluster5497,gene-YIL050W,S_cerevisiae,ohnolog,gene-YER059W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6225', 'K_lactis': 'gene:KLLA0_C08305g'}"
Cluster3768,gene-YGL208W,S_cerevisiae,ohnolog,gene-YER027C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4084', 'K_lactis': 'gene:KLLA0_B00583g'}"
Cluster3768,gene-YER027C,S_cerevisiae,ohnolog,gene-YGL208W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4084', 'K_lactis': 'gene:KLLA0_B00583g'}"
Cluster3768,CAGL0K09350g,C_glabrata,ohnolog,CAGL0A03696g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4084', 'K_lactis': 'gene:KLLA0_B00583g'}"
Cluster3768,CAGL0A03696g,C_glabrata,ohnolog,CAGL0K09350g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4084', 'K_lactis': 'gene:KLLA0_B00583g'}"
Cluster5051,gene-YGR131W,S_cerevisiae,ohnolog,gene-YPR149W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5960', 'K_lactis': 'gene:KLLA0_D16280g'}"
Cluster5051,gene-YPR149W,S_cerevisiae,ohnolog,gene-YGR131W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5960', 'K_lactis': 'gene:KLLA0_D16280g'}"
Cluster5051,CAGL0I10494g,C_glabrata,ohnolog,CAGL0L08448g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5960', 'K_lactis': 'gene:KLLA0_D16280g'}"
Cluster5051,CAGL0L08448g,C_glabrata,ohnolog,CAGL0I10494g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5960', 'K_lactis': 'gene:KLLA0_D16280g'}"
Cluster4895,gene-YJR145C,S_cerevisiae,ohnolog,gene-YHR203C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_B03652g'}
Cluster4895,gene-YHR203C,S_cerevisiae,ohnolog,gene-YJR145C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_B03652g'}
Cluster5293,gene-YLR342W,S_cerevisiae,ohnolog,gene-YGR032W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2929', 'K_lactis': 'gene:KLLA0_B05841g'}"
Cluster5293,gene-YGR032W,S_cerevisiae,ohnolog,gene-YLR342W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2929', 'K_lactis': 'gene:KLLA0_B05841g'}"
Cluster5293,CAGL0G01034g,C_glabrata,ohnolog,CAGL0K04037g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2929', 'K_lactis': 'gene:KLLA0_B05841g'}"
Cluster5293,CAGL0K04037g,C_glabrata,ohnolog,CAGL0G01034g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2929', 'K_lactis': 'gene:KLLA0_B05841g'}"
Cluster761,gene-YPL187W,S_cerevisiae,ohnolog,gene-YGL089C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E19075g'}
Cluster761,gene-YGL089C,S_cerevisiae,ohnolog,gene-YPL187W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E19075g'}
Cluster9400,gene-YML100W,S_cerevisiae,ohnolog,gene-YMR261C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5348', 'K_lactis': 'gene:KLLA0_E11265g'}"
Cluster9400,gene-YMR261C,S_cerevisiae,ohnolog,gene-YML100W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5348', 'K_lactis': 'gene:KLLA0_E11265g'}"
Cluster9400,CAGL0J06468g,C_glabrata,ohnolog,CAGL0H02387g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5348', 'K_lactis': 'gene:KLLA0_E11265g'}"
Cluster9400,CAGL0H02387g,C_glabrata,ohnolog,CAGL0J06468g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5348', 'K_lactis': 'gene:KLLA0_E11265g'}"
Cluster3127,CAGL0I03894g,C_glabrata,ohnolog,CAGL0J09042g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5963', 'K_lactis': 'gene:KLLA0_F05203g'}"
Cluster3127,CAGL0J09042g,C_glabrata,ohnolog,CAGL0I03894g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5963', 'K_lactis': 'gene:KLLA0_F05203g'}"
Cluster9354,gene-YCR010C,S_cerevisiae,ohnolog,gene-YNR002C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1571', 'K_lactis': 'gene:KLLA0_E11881g'}"
Cluster9354,gene-YNR002C,S_cerevisiae,ohnolog,gene-YCR010C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1571', 'K_lactis': 'gene:KLLA0_E11881g'}"
Cluster9354,CAGL0L07766g,C_glabrata,ohnolog,CAGL0M03465g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1571', 'K_lactis': 'gene:KLLA0_E11881g'}"
Cluster9354,CAGL0M03465g,C_glabrata,ohnolog,CAGL0L07766g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1571', 'K_lactis': 'gene:KLLA0_E11881g'}"
Cluster6884,CAGL0J11660g,C_glabrata,ohnolog,CAGL0E02431g,WGD_2:1_pattern,"{'C_albicans': 'orf19.96', 'K_lactis': 'gene:KLLA0_C06116g'}"
Cluster6884,CAGL0E02431g,C_glabrata,ohnolog,CAGL0J11660g,WGD_2:1_pattern,"{'C_albicans': 'orf19.96', 'K_lactis': 'gene:KLLA0_C06116g'}"
Cluster1111,gene-YLR228C,S_cerevisiae,ohnolog,gene-YDR213W,WGD_2:1_pattern,"{'C_albicans': 'orf19.391', 'K_lactis': 'gene:KLLA0_A04169g'}"
Cluster1111,gene-YDR213W,S_cerevisiae,ohnolog,gene-YLR228C,WGD_2:1_pattern,"{'C_albicans': 'orf19.391', 'K_lactis': 'gene:KLLA0_A04169g'}"
Cluster1111,CAGL0C01199g,C_glabrata,ohnolog,CAGL0F07865g,WGD_2:1_pattern,"{'C_albicans': 'orf19.391', 'K_lactis': 'gene:KLLA0_A04169g'}"
Cluster1111,CAGL0F07865g,C_glabrata,ohnolog,CAGL0C01199g,WGD_2:1_pattern,"{'C_albicans': 'orf19.391', 'K_lactis': 'gene:KLLA0_A04169g'}"
Cluster9518,CAGL0E02915g,C_glabrata,ohnolog,CAGL0A01474g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3893', 'K_lactis': 'gene:KLLA0_E10715g'}"
Cluster9518,CAGL0A01474g,C_glabrata,ohnolog,CAGL0E02915g,WGD_2:1_pattern,"{'C_albicans': 'orf19.3893', 'K_lactis': 'gene:KLLA0_E10715g'}"
Cluster2757,gene-YER105C,S_cerevisiae,ohnolog,gene-YBL079W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2485', 'K_lactis': 'gene:KLLA0_E20615g'}"
Cluster2757,gene-YBL079W,S_cerevisiae,ohnolog,gene-YER105C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2485', 'K_lactis': 'gene:KLLA0_E20615g'}"
Cluster651,gene-YAL062W,S_cerevisiae,ohnolog,gene-YOR375C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4716', 'K_lactis': 'gene:KLLA0_F00594g'}"
Cluster651,gene-YOR375C,S_cerevisiae,ohnolog,gene-YAL062W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4716', 'K_lactis': 'gene:KLLA0_F00594g'}"
Cluster5913,gene-YEL066W,S_cerevisiae,ohnolog,gene-YPR193C,WGD_2:1_pattern,{'C_albicans': 'orf19.6323'}
Cluster5913,gene-YPR193C,S_cerevisiae,ohnolog,gene-YEL066W,WGD_2:1_pattern,{'C_albicans': 'orf19.6323'}
Cluster4217,CAGL0L08624g,C_glabrata,ohnolog,CAGL0F02101g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2182', 'K_lactis': 'gene:KLLA0_E12057g'}"
Cluster4217,CAGL0F02101g,C_glabrata,ohnolog,CAGL0L08624g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2182', 'K_lactis': 'gene:KLLA0_E12057g'}"
Cluster331,CAGL0D01100g,C_glabrata,ohnolog,CAGL0C01397g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4753', 'K_lactis': 'gene:KLLA0_F03773g'}"
Cluster331,CAGL0C01397g,C_glabrata,ohnolog,CAGL0D01100g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4753', 'K_lactis': 'gene:KLLA0_F03773g'}"
Cluster8600,gene-YLR187W,S_cerevisiae,ohnolog,gene-YNL278W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5274', 'K_lactis': 'gene:KLLA0_C01969g'}"
Cluster8600,gene-YNL278W,S_cerevisiae,ohnolog,gene-YLR187W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5274', 'K_lactis': 'gene:KLLA0_C01969g'}"
Cluster6518,gene-YHR198C,S_cerevisiae,ohnolog,gene-YHR199C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6189', 'K_lactis': 'gene:KLLA0_B03982g'}"
Cluster6518,gene-YHR199C,S_cerevisiae,ohnolog,gene-YHR198C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6189', 'K_lactis': 'gene:KLLA0_B03982g'}"
Cluster3477,gene-YPL221W,S_cerevisiae,ohnolog,gene-YGL139W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2501', 'K_lactis': 'gene:KLLA0_B01914g'}"
Cluster3477,gene-YGL139W,S_cerevisiae,ohnolog,gene-YPL221W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2501', 'K_lactis': 'gene:KLLA0_B01914g'}"
Cluster3477,CAGL0H08888g,C_glabrata,ohnolog,CAGL0E05940g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2501', 'K_lactis': 'gene:KLLA0_B01914g'}"
Cluster3477,CAGL0E05940g,C_glabrata,ohnolog,CAGL0H08888g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2501', 'K_lactis': 'gene:KLLA0_B01914g'}"
Cluster3024,gene-YGL062W,S_cerevisiae,ohnolog,gene-YBR218C,WGD_2:1_pattern,"{'C_albicans': 'orf19.789', 'K_lactis': 'gene:KLLA0_C05764g'}"
Cluster3024,gene-YBR218C,S_cerevisiae,ohnolog,gene-YGL062W,WGD_2:1_pattern,"{'C_albicans': 'orf19.789', 'K_lactis': 'gene:KLLA0_C05764g'}"
Cluster3024,CAGL0F06941g,C_glabrata,ohnolog,CAGL0K06787g,WGD_2:1_pattern,"{'C_albicans': 'orf19.789', 'K_lactis': 'gene:KLLA0_C05764g'}"
Cluster3024,CAGL0K06787g,C_glabrata,ohnolog,CAGL0F06941g,WGD_2:1_pattern,"{'C_albicans': 'orf19.789', 'K_lactis': 'gene:KLLA0_C05764g'}"
Cluster6736,gene-YPL216W,S_cerevisiae,ohnolog,gene-YGL133W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5510', 'K_lactis': 'gene:KLLA0_B02090g'}"
Cluster6736,gene-YGL133W,S_cerevisiae,ohnolog,gene-YPL216W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5510', 'K_lactis': 'gene:KLLA0_B02090g'}"
Cluster8144,gene-YOR321W,S_cerevisiae,ohnolog,gene-YAL023C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6812', 'K_lactis': 'gene:KLLA0_F15829g'}"
Cluster8144,gene-YAL023C,S_cerevisiae,ohnolog,gene-YOR321W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6812', 'K_lactis': 'gene:KLLA0_F15829g'}"
