cluster_id,gene_id,species,homology_class
Cluster6609,gene:KLLA0_E01607g,K_lactis,pure_ortholog
Cluster6609,gene-YDL102W,S_cerevisiae,pure_ortholog
Cluster6609,CAGL0L07348g,C_glabrata,pure_ortholog
Cluster6609,orf19.5182,C_albicans,pure_ortholog
Cluster661,orf19.5230,C_albicans,pure_ortholog
Cluster661,gene:KLLA0_F21032g,K_lactis,pure_ortholog
Cluster661,CAGL0L06732g,C_glabrata,pure_ortholog
Cluster661,gene-YBR146W,S_cerevisiae,pure_ortholog
Cluster6610,orf19.3007,C_albicans,pure_ortholog
Cluster6610,gene:KLLA0_E21495g,K_lactis,pure_ortholog
Cluster6610,gene-YDR357C,S_cerevisiae,pure_ortholog
Cluster6610,CAGL0A02618g,C_glabrata,pure_ortholog
Cluster6611,CAGL0L06754g,C_glabrata,pure_ortholog
Cluster6611,gene-YBR143C,S_cerevisiae,pure_ortholog
Cluster6611,gene:KLLA0_C11231g,K_lactis,pure_ortholog
Cluster6611,orf19.3541,C_albicans,pure_ortholog
Cluster6612,orf19.367,C_albicans,pure_ortholog
Cluster6612,CAGL0M04433g,C_glabrata,pure_ortholog
Cluster6612,gene-YLR138W,S_cerevisiae,pure_ortholog
Cluster6612,gene:KLLA0_D16797g,K_lactis,pure_ortholog
Cluster6613,gene-YFR005C,S_cerevisiae,pure_ortholog
Cluster6613,CAGL0L09174g,C_glabrata,pure_ortholog
Cluster6613,gene:KLLA0_E14125g,K_lactis,pure_ortholog
Cluster6613,orf19.7265,C_albicans,pure_ortholog
Cluster6614,gene:KLLA0_D01980g,K_lactis,pure_ortholog
Cluster6614,gene-YMR269W,S_cerevisiae,pure_ortholog
Cluster6614,CAGL0H02189g,C_glabrata,pure_ortholog
Cluster6614,orf19.2564,C_albicans,pure_ortholog
Cluster662,gene:KLLA0_D14355g,K_lactis,pure_ortholog
Cluster662,CAGL0H09108g,C_glabrata,pure_ortholog
Cluster662,gene-YPL260W,S_cerevisiae,pure_ortholog
Cluster662,orf19.4850,C_albicans,pure_ortholog
Cluster6629,orf19.7485,C_albicans,pure_ortholog
Cluster6629,CAGL0B02167g,C_glabrata,pure_ortholog
Cluster6629,gene-YGR220C,S_cerevisiae,pure_ortholog
Cluster6629,gene:KLLA0_E16039g,K_lactis,pure_ortholog
Cluster663,orf19.7212,C_albicans,pure_ortholog
Cluster663,gene:KLLA0_E09527g,K_lactis,pure_ortholog
Cluster663,CAGL0G04103g,C_glabrata,pure_ortholog
Cluster663,gene-YJR005W,S_cerevisiae,pure_ortholog
Cluster6631,gene:KLLA0_F14058g,K_lactis,pure_ortholog
Cluster6631,CAGL0L03630g,C_glabrata,pure_ortholog
Cluster6631,gene-YJL101C,S_cerevisiae,pure_ortholog
Cluster6631,orf19.5059,C_albicans,pure_ortholog
Cluster6632,orf19.5064,C_albicans,pure_ortholog
Cluster6632,gene:KLLA0_E07635g,K_lactis,pure_ortholog
Cluster6632,CAGL0M07513g,C_glabrata,pure_ortholog
Cluster6632,gene-YMR024W,S_cerevisiae,pure_ortholog
Cluster6633,orf19.3994,C_albicans,pure_ortholog
Cluster6633,gene:KLLA0_C13904g,K_lactis,pure_ortholog
Cluster6633,CAGL0J08569g,C_glabrata,pure_ortholog
Cluster6633,gene-YOR085W,S_cerevisiae,pure_ortholog
Cluster6634,orf19.4372,C_albicans,pure_ortholog
Cluster6634,gene:KLLA0_C15191g,K_lactis,pure_ortholog
Cluster6634,gene-YDL206W,S_cerevisiae,pure_ortholog
Cluster6634,CAGL0J09658g,C_glabrata,pure_ortholog
Cluster6636,gene:KLLA0_C05258g,K_lactis,pure_ortholog
Cluster6636,CAGL0G09559g,C_glabrata,pure_ortholog
Cluster6636,gene-YOR188W,S_cerevisiae,pure_ortholog
Cluster6636,orf19.1133,C_albicans,pure_ortholog
Cluster6637,gene:KLLA0_E17183g,K_lactis,pure_ortholog
Cluster6637,CAGL0C04257g,C_glabrata,pure_ortholog
Cluster6637,gene-YBR003W,S_cerevisiae,pure_ortholog
Cluster6637,orf19.7478,C_albicans,pure_ortholog
Cluster6638,orf19.2841,C_albicans,pure_ortholog
Cluster6638,gene-YMR105C,S_cerevisiae,pure_ortholog
Cluster6638,CAGL0K03421g,C_glabrata,pure_ortholog
Cluster6638,gene:KLLA0_B12694g,K_lactis,pure_ortholog
Cluster6639,gene-YAL002W,S_cerevisiae,pure_ortholog
Cluster6639,CAGL0A00781g,C_glabrata,pure_ortholog
Cluster6639,gene:KLLA0_C18491g,K_lactis,pure_ortholog
Cluster6639,orf19.5387,C_albicans,pure_ortholog
Cluster6642,orf19.2400,C_albicans,pure_ortholog
Cluster6642,gene:KLLA0_D19558g,K_lactis,pure_ortholog
Cluster6642,CAGL0J07326g,C_glabrata,pure_ortholog
Cluster6642,gene-YNL224C,S_cerevisiae,pure_ortholog
Cluster6643,orf19.1111,C_albicans,pure_ortholog
Cluster6643,gene-YMR236W,S_cerevisiae,pure_ortholog
Cluster6643,CAGL0M05005g,C_glabrata,pure_ortholog
Cluster6643,gene:KLLA0_F25003g,K_lactis,pure_ortholog
Cluster6654,orf19.2376,C_albicans,pure_ortholog
Cluster6654,gene:KLLA0_C09625g,K_lactis,pure_ortholog
Cluster6654,gene-YOR258W,S_cerevisiae,pure_ortholog
Cluster6654,CAGL0K08932g,C_glabrata,pure_ortholog
Cluster6680,CAGL0E02233g,C_glabrata,pure_ortholog
Cluster6680,gene-YNL289W,S_cerevisiae,pure_ortholog
Cluster6680,gene:KLLA0_E13223g,K_lactis,pure_ortholog
Cluster6680,orf19.2649,C_albicans,pure_ortholog
Cluster6681,gene-YGL185C,S_cerevisiae,pure_ortholog
Cluster6681,CAGL0L06116g,C_glabrata,pure_ortholog
Cluster6681,gene:KLLA0_F09163g,K_lactis,pure_ortholog
Cluster6681,orf19.1796,C_albicans,pure_ortholog
Cluster6696,gene:KLLA0_E21451g,K_lactis,pure_ortholog
Cluster6696,CAGL0A02651g,C_glabrata,pure_ortholog
Cluster6696,gene-YDR359C,S_cerevisiae,pure_ortholog
Cluster6696,orf19.3077,C_albicans,pure_ortholog
Cluster6697,CAGL0E05346g,C_glabrata,pure_ortholog
Cluster6697,gene-YOR332W,S_cerevisiae,pure_ortholog
Cluster6697,gene:KLLA0_F02541g,K_lactis,pure_ortholog
Cluster6697,orf19.2598,C_albicans,pure_ortholog
Cluster6698,gene-YNL280C,S_cerevisiae,pure_ortholog
Cluster6698,CAGL0I02970g,C_glabrata,pure_ortholog
Cluster6698,gene:KLLA0_C12265g,K_lactis,pure_ortholog
Cluster6698,orf19.1598,C_albicans,pure_ortholog
Cluster6699,orf19.6517,C_albicans,pure_ortholog
Cluster6699,gene:KLLA0_F06424g,K_lactis,pure_ortholog
Cluster6699,gene-YMR201C,S_cerevisiae,pure_ortholog
Cluster6699,CAGL0L10692g,C_glabrata,pure_ortholog
Cluster6700,orf19.2956,C_albicans,pure_ortholog
Cluster6700,gene:KLLA0_B03740g,K_lactis,pure_ortholog
Cluster6700,gene-YJR144W,S_cerevisiae,pure_ortholog
Cluster6700,CAGL0M00198g,C_glabrata,pure_ortholog
Cluster6701,orf19.7449,C_albicans,pure_ortholog
Cluster6701,gene-YMR211W,S_cerevisiae,pure_ortholog
Cluster6701,CAGL0F03795g,C_glabrata,pure_ortholog
Cluster6701,gene:KLLA0_C07381g,K_lactis,pure_ortholog
Cluster6702,gene-YLR242C,S_cerevisiae,pure_ortholog
Cluster6702,CAGL0G08316g,C_glabrata,pure_ortholog
Cluster6702,gene:KLLA0_D18601g,K_lactis,pure_ortholog
Cluster6702,orf19.5931,C_albicans,pure_ortholog
Cluster6703,orf19.2318.1,C_albicans,pure_ortholog
Cluster6703,gene-YDR367W,S_cerevisiae,pure_ortholog
Cluster6703,CAGL0A02794g,C_glabrata,pure_ortholog
Cluster6703,gene:KLLA0_E21099g,K_lactis,pure_ortholog
Cluster6705,orf19.6416,C_albicans,pure_ortholog
Cluster6705,gene-YNL080C,S_cerevisiae,pure_ortholog
Cluster6705,CAGL0J05456g,C_glabrata,pure_ortholog
Cluster6705,gene:KLLA0_E17909g,K_lactis,pure_ortholog
Cluster6706,gene-YFR041C,S_cerevisiae,pure_ortholog
Cluster6706,CAGL0C02123g,C_glabrata,pure_ortholog
Cluster6706,gene:KLLA0_A01133g,K_lactis,pure_ortholog
Cluster6706,orf19.641,C_albicans,pure_ortholog
Cluster6710,orf19.3422,C_albicans,pure_ortholog
Cluster6710,CAGL0H00330g,C_glabrata,pure_ortholog
Cluster6710,gene-YLR454W,S_cerevisiae,pure_ortholog
Cluster6710,gene:KLLA0_B10582g,K_lactis,pure_ortholog
Cluster6711,orf19.4307,C_albicans,pure_ortholog
Cluster6711,gene-YKR035W-A,S_cerevisiae,pure_ortholog
Cluster6711,CAGL0L03179g,C_glabrata,pure_ortholog
Cluster6711,gene:KLLA0_F21318g,K_lactis,pure_ortholog
Cluster6712,orf19.5066,C_albicans,pure_ortholog
Cluster6712,gene:KLLA0_A02079g,K_lactis,pure_ortholog
Cluster6712,CAGL0F02849g,C_glabrata,pure_ortholog
Cluster6712,gene-YDR412W,S_cerevisiae,pure_ortholog
Cluster6713,orf19.2325,C_albicans,pure_ortholog
Cluster6713,gene:KLLA0_E21341g,K_lactis,pure_ortholog
Cluster6713,gene-YDR362C,S_cerevisiae,pure_ortholog
Cluster6713,CAGL0A02695g,C_glabrata,pure_ortholog
Cluster6714,orf19.3393,C_albicans,pure_ortholog
Cluster6714,gene:KLLA0_C04576g,K_lactis,pure_ortholog
Cluster6714,gene-YLR276C,S_cerevisiae,pure_ortholog
Cluster6714,CAGL0F04983g,C_glabrata,pure_ortholog
Cluster6715,gene:KLLA0_C02651g,K_lactis,pure_ortholog
Cluster6715,CAGL0J07986g,C_glabrata,pure_ortholog
Cluster6715,gene-YNL260C,S_cerevisiae,pure_ortholog
Cluster6715,orf19.2367,C_albicans,pure_ortholog
Cluster6717,gene:KLLA0_F13376g,K_lactis,pure_ortholog
Cluster6717,CAGL0K11418g,C_glabrata,pure_ortholog
Cluster6717,gene-YDR226W,S_cerevisiae,pure_ortholog
Cluster6717,orf19.3391,C_albicans,pure_ortholog
Cluster6719,gene-YLR066W,S_cerevisiae,pure_ortholog
Cluster6719,CAGL0F01595g,C_glabrata,pure_ortholog
Cluster6719,gene:KLLA0_D05401g,K_lactis,pure_ortholog
Cluster6719,orf19.4930,C_albicans,pure_ortholog
Cluster6720,gene:KLLA0_E10781g,K_lactis,pure_ortholog
Cluster6720,gene-YGL029W,S_cerevisiae,pure_ortholog
Cluster6720,CAGL0E02937g,C_glabrata,pure_ortholog
Cluster6720,orf19.2314,C_albicans,pure_ortholog
Cluster6721,gene:KLLA0_C16357g,K_lactis,pure_ortholog
Cluster6721,CAGL0I03652g,C_glabrata,pure_ortholog
Cluster6721,gene-YDL149W,S_cerevisiae,pure_ortholog
Cluster6721,orf19.5974,C_albicans,pure_ortholog
Cluster6722,orf19.5033,C_albicans,pure_ortholog
Cluster6722,gene:KLLA0_C05720g,K_lactis,pure_ortholog
Cluster6722,CAGL0K06765g,C_glabrata,pure_ortholog
Cluster6722,gene-YBR217W,S_cerevisiae,pure_ortholog
Cluster6727,gene:KLLA0_D13882g,K_lactis,pure_ortholog
Cluster6727,gene-YEL002C,S_cerevisiae,pure_ortholog
Cluster6727,CAGL0L02365g,C_glabrata,pure_ortholog
Cluster6727,orf19.2298,C_albicans,pure_ortholog
Cluster6729,CAGL0L03025g,C_glabrata,pure_ortholog
Cluster6729,gene-YKR025W,S_cerevisiae,pure_ortholog
Cluster6729,gene:KLLA0_F13948g,K_lactis,pure_ortholog
Cluster6729,orf19.6903,C_albicans,pure_ortholog
Cluster6733,orf19.5487,C_albicans,pure_ortholog
Cluster6733,gene-YLR274W,S_cerevisiae,pure_ortholog
Cluster6733,CAGL0F04939g,C_glabrata,pure_ortholog
Cluster6733,gene:KLLA0_D09262g,K_lactis,pure_ortholog
Cluster6734,gene-YPL233W,S_cerevisiae,pure_ortholog
Cluster6734,CAGL0E06182g,C_glabrata,pure_ortholog
Cluster6734,gene:KLLA0_C15939g,K_lactis,pure_ortholog
Cluster6734,orf19.6537,C_albicans,pure_ortholog
Cluster6738,orf19.3797,C_albicans,pure_ortholog
Cluster6738,gene:KLLA0_A03267g,K_lactis,pure_ortholog
Cluster6738,CAGL0J09724g,C_glabrata,pure_ortholog
Cluster6738,gene-YDL202W,S_cerevisiae,pure_ortholog
Cluster6739,gene:KLLA0_E09989g,K_lactis,pure_ortholog
Cluster6739,CAGL0H08690g,C_glabrata,pure_ortholog
Cluster6739,gene-YPR045C,S_cerevisiae,pure_ortholog
Cluster6739,orf19.6271,C_albicans,pure_ortholog
Cluster6740,orf19.767,C_albicans,pure_ortholog
Cluster6740,CAGL0F01793g,C_glabrata,pure_ortholog
Cluster6740,gene-YLR056W,S_cerevisiae,pure_ortholog
Cluster6740,gene:KLLA0_F08855g,K_lactis,pure_ortholog
Cluster6741,orf19.7670,C_albicans,pure_ortholog
Cluster6741,CAGL0M04147g,C_glabrata,pure_ortholog
Cluster6741,gene-YNL321W,S_cerevisiae,pure_ortholog
Cluster6741,gene:KLLA0_E21033g,K_lactis,pure_ortholog
Cluster6742,gene:KLLA0_F17160g,K_lactis,pure_ortholog
Cluster6742,CAGL0K03927g,C_glabrata,pure_ortholog
Cluster6742,gene-YMR134W,S_cerevisiae,pure_ortholog
Cluster6742,orf19.3804,C_albicans,pure_ortholog
Cluster6743,CAGL0I08503g,C_glabrata,pure_ortholog
Cluster6743,gene-YPR167C,S_cerevisiae,pure_ortholog
Cluster6743,gene:KLLA0_B10692g,K_lactis,pure_ortholog
Cluster6743,orf19.3106,C_albicans,pure_ortholog
Cluster6744,gene:KLLA0_E16963g,K_lactis,pure_ortholog
Cluster6744,gene-YDR329C,S_cerevisiae,pure_ortholog
Cluster6744,CAGL0M01342g,C_glabrata,pure_ortholog
Cluster6744,orf19.4426,C_albicans,pure_ortholog
Cluster6745,gene-YFR030W,S_cerevisiae,pure_ortholog
Cluster6745,CAGL0D05280g,C_glabrata,pure_ortholog
Cluster6745,gene:KLLA0_D15983g,K_lactis,pure_ortholog
Cluster6745,orf19.4076,C_albicans,pure_ortholog
Cluster677,orf19.2998,C_albicans,pure_ortholog
Cluster677,gene-YLR435W,S_cerevisiae,pure_ortholog
Cluster677,CAGL0M00946g,C_glabrata,pure_ortholog
Cluster677,gene:KLLA0_B05467g,K_lactis,pure_ortholog
Cluster678,orf19.2995,C_albicans,pure_ortholog
Cluster678,gene:KLLA0_B02695g,K_lactis,pure_ortholog
Cluster678,gene-YKL183W,S_cerevisiae,pure_ortholog
Cluster678,CAGL0D00506g,C_glabrata,pure_ortholog
Cluster6789,gene:KLLA0_B02541g,K_lactis,pure_ortholog
Cluster6789,gene-YLR417W,S_cerevisiae,pure_ortholog
Cluster6789,CAGL0J04488g,C_glabrata,pure_ortholog
Cluster6789,orf19.795,C_albicans,pure_ortholog
Cluster679,CAGL0A03971g,C_glabrata,pure_ortholog
Cluster679,gene-YLR200W,S_cerevisiae,pure_ortholog
Cluster679,gene:KLLA0_D12298g,K_lactis,pure_ortholog
Cluster679,orf19.6601.1,C_albicans,pure_ortholog
Cluster6790,orf19.4181,C_albicans,pure_ortholog
Cluster6790,CAGL0K10758g,C_glabrata,pure_ortholog
Cluster6790,gene-YML055W,S_cerevisiae,pure_ortholog
Cluster6790,gene:KLLA0_D02574g,K_lactis,pure_ortholog
Cluster6791,CAGL0J03190g,C_glabrata,pure_ortholog
Cluster6791,gene-YER071C,S_cerevisiae,pure_ortholog
Cluster6791,gene:KLLA0_C07821g,K_lactis,pure_ortholog
Cluster6791,orf19.5840,C_albicans,pure_ortholog
Cluster6792,gene-YAR002W,S_cerevisiae,pure_ortholog
Cluster6792,CAGL0G00660g,C_glabrata,pure_ortholog
Cluster6792,gene:KLLA0_A08756g,K_lactis,pure_ortholog
Cluster6792,orf19.2901,C_albicans,pure_ortholog
Cluster6793,orf19.796,C_albicans,pure_ortholog
Cluster6793,CAGL0D00330g,C_glabrata,pure_ortholog
Cluster6793,gene-YKL189W,S_cerevisiae,pure_ortholog
Cluster6793,gene:KLLA0_B02519g,K_lactis,pure_ortholog
Cluster6794,orf19.4090.1,C_albicans,pure_ortholog
Cluster6794,gene-YGR105W,S_cerevisiae,pure_ortholog
Cluster6794,CAGL0G07881g,C_glabrata,pure_ortholog
Cluster6794,gene:KLLA0_D15312g,K_lactis,pure_ortholog
Cluster6795,CAGL0J05302g,C_glabrata,pure_ortholog
Cluster6795,gene-YJL066C,S_cerevisiae,pure_ortholog
Cluster6795,gene:KLLA0_F01881g,K_lactis,pure_ortholog
Cluster6795,orf19.2414,C_albicans,pure_ortholog
Cluster6796,gene:KLLA0_D06765g,K_lactis,pure_ortholog
Cluster6796,gene-YPL128C,S_cerevisiae,pure_ortholog
Cluster6796,CAGL0M02761g,C_glabrata,pure_ortholog
Cluster6796,orf19.801,C_albicans,pure_ortholog
Cluster6797,orf19.4091,C_albicans,pure_ortholog
Cluster6797,gene-YGR104C,S_cerevisiae,pure_ortholog
Cluster6797,CAGL0G07865g,C_glabrata,pure_ortholog
Cluster6797,gene:KLLA0_D15290g,K_lactis,pure_ortholog
Cluster6798,orf19.2909,C_albicans,pure_ortholog
Cluster6798,CAGL0G00594g,C_glabrata,pure_ortholog
Cluster6798,gene-YGL001C,S_cerevisiae,pure_ortholog
Cluster6798,gene:KLLA0_C18513g,K_lactis,pure_ortholog
Cluster680,gene-YLR201C,S_cerevisiae,pure_ortholog
Cluster680,CAGL0A03949g,C_glabrata,pure_ortholog
Cluster680,gene:KLLA0_D12320g,K_lactis,pure_ortholog
Cluster680,orf19.6602,C_albicans,pure_ortholog
Cluster6801,orf19.2397.3,C_albicans,pure_ortholog
Cluster6801,gene:KLLA0_E04687g,K_lactis,pure_ortholog
Cluster6801,CAGL0I10582g,C_glabrata,pure_ortholog
Cluster6801,gene-YGR127W,S_cerevisiae,pure_ortholog
Cluster681,orf19.3057,C_albicans,pure_ortholog
Cluster681,gene:KLLA0_D10780g,K_lactis,pure_ortholog
Cluster681,gene-YJR118C,S_cerevisiae,pure_ortholog
Cluster681,CAGL0H00550g,C_glabrata,pure_ortholog
Cluster6813,gene:KLLA0_B08437g,K_lactis,pure_ortholog
Cluster6813,CAGL0D01562g,C_glabrata,pure_ortholog
Cluster6813,gene-YPR062W,S_cerevisiae,pure_ortholog
Cluster6813,orf19.4195.1,C_albicans,pure_ortholog
Cluster6814,orf19.3027,C_albicans,pure_ortholog
Cluster6814,CAGL0K05335g,C_glabrata,pure_ortholog
Cluster6814,gene-YPR034W,S_cerevisiae,pure_ortholog
Cluster6814,gene:KLLA0_E06315g,K_lactis,pure_ortholog
Cluster6815,gene:KLLA0_E15049g,K_lactis,pure_ortholog
Cluster6815,CAGL0M05973g,C_glabrata,pure_ortholog
Cluster6815,gene-YKR048C,S_cerevisiae,pure_ortholog
Cluster6815,orf19.7501,C_albicans,pure_ortholog
Cluster6817,CAGL0G05489g,C_glabrata,pure_ortholog
Cluster6817,gene-YDL225W,S_cerevisiae,pure_ortholog
Cluster6817,gene:KLLA0_F20812g,K_lactis,pure_ortholog
Cluster6817,orf19.3680,C_albicans,pure_ortholog
Cluster6818,gene:KLLA0_F13112g,K_lactis,pure_ortholog
Cluster6818,gene-YDR218C,S_cerevisiae,pure_ortholog
Cluster6818,CAGL0E04840g,C_glabrata,pure_ortholog
Cluster6818,orf19.4266,C_albicans,pure_ortholog
Cluster6819,orf19.1055,C_albicans,pure_ortholog
Cluster6819,gene:KLLA0_D04114g,K_lactis,pure_ortholog
Cluster6819,gene-YLR314C,S_cerevisiae,pure_ortholog
Cluster6819,CAGL0E03564g,C_glabrata,pure_ortholog
Cluster682,orf19.5654,C_albicans,pure_ortholog
Cluster682,CAGL0I08217g,C_glabrata,pure_ortholog
Cluster682,gene-YJR117W,S_cerevisiae,pure_ortholog
Cluster682,gene:KLLA0_D10846g,K_lactis,pure_ortholog
Cluster6820,gene-YPL147W,S_cerevisiae,pure_ortholog
Cluster6820,CAGL0M02387g,C_glabrata,pure_ortholog
Cluster6820,gene:KLLA0_F11484g,K_lactis,pure_ortholog
Cluster6820,orf19.7500,C_albicans,pure_ortholog
Cluster6821,orf19.7469,C_albicans,pure_ortholog
Cluster6821,CAGL0C05115g,C_glabrata,pure_ortholog
Cluster6821,gene-YOL058W,S_cerevisiae,pure_ortholog
Cluster6821,gene:KLLA0_C04037g,K_lactis,pure_ortholog
Cluster6822,orf19.4862.2,C_albicans,pure_ortholog
Cluster6822,gene:KLLA0_C11693g,K_lactis,pure_ortholog
Cluster6822,gene-YDR079W,S_cerevisiae,pure_ortholog
Cluster6822,CAGL0K10120g,C_glabrata,pure_ortholog
Cluster683,gene:KLLA0_D10681g,K_lactis,pure_ortholog
Cluster683,gene-YJR122W,S_cerevisiae,pure_ortholog
Cluster683,CAGL0H00484g,C_glabrata,pure_ortholog
Cluster683,orf19.318,C_albicans,pure_ortholog
Cluster6840,orf19.4459,C_albicans,pure_ortholog
Cluster6840,gene-YNL234W,S_cerevisiae,pure_ortholog
Cluster6840,CAGL0J07502g,C_glabrata,pure_ortholog
Cluster6840,gene:KLLA0_D19745g,K_lactis,pure_ortholog
Cluster6847,orf19.7602,C_albicans,pure_ortholog
Cluster6847,CAGL0E04906g,C_glabrata,pure_ortholog
Cluster6847,gene-YDR214W,S_cerevisiae,pure_ortholog
Cluster6847,gene:KLLA0_A04147g,K_lactis,pure_ortholog
Cluster685,orf19.2977,C_albicans,pure_ortholog
Cluster685,gene-YKL195W,S_cerevisiae,pure_ortholog
Cluster685,CAGL0D03520g,C_glabrata,pure_ortholog
Cluster685,gene:KLLA0_D02706g,K_lactis,pure_ortholog
Cluster6853,gene-YPR082C,S_cerevisiae,pure_ortholog
Cluster6853,CAGL0K07854g,C_glabrata,pure_ortholog
Cluster6853,gene:KLLA0_B08910g,K_lactis,pure_ortholog
Cluster6853,orf19.1975,C_albicans,pure_ortholog
Cluster6857,CAGL0M03223g,C_glabrata,pure_ortholog
Cluster6857,gene-YJL080C,S_cerevisiae,pure_ortholog
Cluster6857,gene:KLLA0_D02398g,K_lactis,pure_ortholog
Cluster6857,orf19.5281,C_albicans,pure_ortholog
Cluster686,orf19.2996,C_albicans,pure_ortholog
Cluster686,gene-YLR436C,S_cerevisiae,pure_ortholog
Cluster686,CAGL0M00924g,C_glabrata,pure_ortholog
Cluster686,gene:KLLA0_B05445g,K_lactis,pure_ortholog
Cluster6861,CAGL0M02871g,C_glabrata,pure_ortholog
Cluster6861,gene-YJL186W,S_cerevisiae,pure_ortholog
Cluster6861,gene:KLLA0_C16467g,K_lactis,pure_ortholog
Cluster6861,orf19.1011,C_albicans,pure_ortholog
Cluster6863,orf19.1995,C_albicans,pure_ortholog
Cluster6863,gene:KLLA0_E17755g,K_lactis,pure_ortholog
Cluster6863,CAGL0I04532g,C_glabrata,pure_ortholog
Cluster6863,gene-YBR015C,S_cerevisiae,pure_ortholog
Cluster6867,gene:KLLA0_C05368g,K_lactis,pure_ortholog
Cluster6867,CAGL0G09493g,C_glabrata,pure_ortholog
Cluster6867,gene-YOR191W,S_cerevisiae,pure_ortholog
Cluster6867,orf19.5675,C_albicans,pure_ortholog
Cluster6868,gene:KLLA0_E04159g,K_lactis,pure_ortholog
Cluster6868,CAGL0J02662g,C_glabrata,pure_ortholog
Cluster6868,gene-YFR038W,S_cerevisiae,pure_ortholog
Cluster6868,orf19.1720,C_albicans,pure_ortholog
Cluster6869,orf19.229,C_albicans,pure_ortholog
Cluster6869,gene-YOL054W,S_cerevisiae,pure_ortholog
Cluster6869,CAGL0I09988g,C_glabrata,pure_ortholog
Cluster6869,gene:KLLA0_B08679g,K_lactis,pure_ortholog
Cluster6870,orf19.1217,C_albicans,pure_ortholog
Cluster6870,gene:KLLA0_C14344g,K_lactis,pure_ortholog
Cluster6870,CAGL0H02651g,C_glabrata,pure_ortholog
Cluster6870,gene-YMR247C,S_cerevisiae,pure_ortholog
Cluster6871,orf19.1923,C_albicans,pure_ortholog
Cluster6871,CAGL0M05203g,C_glabrata,pure_ortholog
Cluster6871,gene-YKL125W,S_cerevisiae,pure_ortholog
Cluster6871,gene:KLLA0_B12738g,K_lactis,pure_ortholog
Cluster6872,gene:KLLA0_B10450g,K_lactis,pure_ortholog
Cluster6872,CAGL0C01551g,C_glabrata,pure_ortholog
Cluster6872,gene-YPL177C,S_cerevisiae,pure_ortholog
Cluster6872,orf19.6514,C_albicans,pure_ortholog
Cluster6873,CAGL0I04224g,C_glabrata,pure_ortholog
Cluster6873,gene-YGL163C,S_cerevisiae,pure_ortholog
Cluster6873,gene:KLLA0_A03069g,K_lactis,pure_ortholog
Cluster6873,orf19.5004,C_albicans,pure_ortholog
Cluster6874,CAGL0I04840g,C_glabrata,pure_ortholog
Cluster6874,gene-YBR023C,S_cerevisiae,pure_ortholog
Cluster6874,gene:KLLA0_D03498g,K_lactis,pure_ortholog
Cluster6874,orf19.4937,C_albicans,pure_ortholog
Cluster6877,gene:KLLA0_C02541g,K_lactis,pure_ortholog
Cluster6877,CAGL0I09526g,C_glabrata,pure_ortholog
Cluster6877,gene-YGL128C,S_cerevisiae,pure_ortholog
Cluster6877,orf19.3785,C_albicans,pure_ortholog
Cluster6878,orf19.506,C_albicans,pure_ortholog
Cluster6878,CAGL0J09966g,C_glabrata,pure_ortholog
Cluster6878,gene-YNL064C,S_cerevisiae,pure_ortholog
Cluster6878,gene:KLLA0_F03333g,K_lactis,pure_ortholog
Cluster6881,gene-YJR097W,S_cerevisiae,pure_ortholog
Cluster6881,CAGL0C04565g,C_glabrata,pure_ortholog
Cluster6881,gene:KLLA0_C02981g,K_lactis,pure_ortholog
Cluster6881,orf19.2018,C_albicans,pure_ortholog
Cluster6882,orf19.6672,C_albicans,pure_ortholog
Cluster6882,gene-YFL016C,S_cerevisiae,pure_ortholog
Cluster6882,CAGL0J04224g,C_glabrata,pure_ortholog
Cluster6882,gene:KLLA0_D07656g,K_lactis,pure_ortholog
Cluster6887,gene-YHL013C,S_cerevisiae,pure_ortholog
Cluster6887,CAGL0J01485g,C_glabrata,pure_ortholog
Cluster6887,gene:KLLA0_F25586g,K_lactis,pure_ortholog
Cluster6887,orf19.1959,C_albicans,pure_ortholog
Cluster6888,CAGL0G04895g,C_glabrata,pure_ortholog
Cluster6888,gene-YLR370C,S_cerevisiae,pure_ortholog
Cluster6888,gene:KLLA0_B07821g,K_lactis,pure_ortholog
Cluster6888,orf19.121,C_albicans,pure_ortholog
Cluster6890,orf19.2112,C_albicans,pure_ortholog
Cluster6890,gene:KLLA0_C18172g,K_lactis,pure_ortholog
Cluster6890,gene-YGR006W,S_cerevisiae,pure_ortholog
Cluster6890,CAGL0F08701g,C_glabrata,pure_ortholog
Cluster6897,gene:KLLA0_B04609g,K_lactis,pure_ortholog
Cluster6897,gene-YML077W,S_cerevisiae,pure_ortholog
Cluster6897,CAGL0H04345g,C_glabrata,pure_ortholog
Cluster6897,orf19.302,C_albicans,pure_ortholog
Cluster6898,gene-YBR056W,S_cerevisiae,pure_ortholog
Cluster6898,CAGL0H10120g,C_glabrata,pure_ortholog
Cluster6898,gene:KLLA0_F18788g,K_lactis,pure_ortholog
Cluster6898,orf19.7214,C_albicans,pure_ortholog
Cluster6901,orf19.4010,C_albicans,pure_ortholog
Cluster6901,gene-YKL025C,S_cerevisiae,pure_ortholog
Cluster6901,CAGL0L09889g,C_glabrata,pure_ortholog
Cluster6901,gene:KLLA0_E08097g,K_lactis,pure_ortholog
Cluster6903,orf19.1668,C_albicans,pure_ortholog
Cluster6903,CAGL0I03850g,C_glabrata,pure_ortholog
