cluster_id,gene_id,species,homology_class,ortholog_partners
Cluster6555,gene-YOR242C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F11275g', 'C_glabrata': 'CAGL0J03740g', 'C_albicans': 'orf19.1746'}"
Cluster6555,CAGL0J03740g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F11275g', 'S_cerevisiae': 'gene-YOR242C', 'C_albicans': 'orf19.1746'}"
Cluster6555,orf19.1746,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F11275g', 'S_cerevisiae': 'gene-YOR242C', 'C_glabrata': 'CAGL0J03740g'}"
Cluster6556,gene:KLLA0_A10021g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0G00418g', 'S_cerevisiae': 'gene-YGR274C', 'C_albicans': 'orf19.6193'}"
Cluster6556,CAGL0G00418g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A10021g', 'S_cerevisiae': 'gene-YGR274C', 'C_albicans': 'orf19.6193'}"
Cluster6556,gene-YGR274C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A10021g', 'C_glabrata': 'CAGL0G00418g', 'C_albicans': 'orf19.6193'}"
Cluster6556,orf19.6193,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A10021g', 'C_glabrata': 'CAGL0G00418g', 'S_cerevisiae': 'gene-YGR274C'}"
Cluster6557,gene:KLLA0_E03851g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0F04851g', 'S_cerevisiae': 'gene-YPR155C', 'C_albicans': 'orf19.349'}"
Cluster6557,CAGL0F04851g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E03851g', 'S_cerevisiae': 'gene-YPR155C', 'C_albicans': 'orf19.349'}"
Cluster6557,gene-YPR155C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E03851g', 'C_glabrata': 'CAGL0F04851g', 'C_albicans': 'orf19.349'}"
Cluster6557,orf19.349,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E03851g', 'C_glabrata': 'CAGL0F04851g', 'S_cerevisiae': 'gene-YPR155C'}"
Cluster6559,orf19.7367,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YDL122W', 'C_glabrata': 'CAGL0H10582g', 'K_lactis': 'gene:KLLA0_E08801g'}"
Cluster6559,gene-YDL122W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.7367', 'C_glabrata': 'CAGL0H10582g', 'K_lactis': 'gene:KLLA0_E08801g'}"
Cluster6559,CAGL0H10582g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.7367', 'S_cerevisiae': 'gene-YDL122W', 'K_lactis': 'gene:KLLA0_E08801g'}"
Cluster6559,gene:KLLA0_E08801g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.7367', 'S_cerevisiae': 'gene-YDL122W', 'C_glabrata': 'CAGL0H10582g'}"
Cluster656,gene:KLLA0_D19294g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YNL216W', 'C_glabrata': 'CAGL0K04917g', 'C_albicans': 'orf19.1773'}"
Cluster656,gene-YNL216W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19294g', 'C_glabrata': 'CAGL0K04917g', 'C_albicans': 'orf19.1773'}"
Cluster656,CAGL0K04917g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19294g', 'S_cerevisiae': 'gene-YNL216W', 'C_albicans': 'orf19.1773'}"
Cluster656,orf19.1773,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19294g', 'S_cerevisiae': 'gene-YNL216W', 'C_glabrata': 'CAGL0K04917g'}"
Cluster6562,orf19.2346,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B01848g', 'C_glabrata': 'CAGL0E05962g', 'S_cerevisiae': 'gene-YPL222W'}"
Cluster6562,gene:KLLA0_B01848g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2346', 'C_glabrata': 'CAGL0E05962g', 'S_cerevisiae': 'gene-YPL222W'}"
Cluster6562,CAGL0E05962g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2346', 'K_lactis': 'gene:KLLA0_B01848g', 'S_cerevisiae': 'gene-YPL222W'}"
Cluster6562,gene-YPL222W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2346', 'K_lactis': 'gene:KLLA0_B01848g', 'C_glabrata': 'CAGL0E05962g'}"
Cluster6565,CAGL0K11044g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDR237W', 'K_lactis': 'gene:KLLA0_C15257g', 'C_albicans': 'orf19.2214'}"
Cluster6565,gene-YDR237W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K11044g', 'K_lactis': 'gene:KLLA0_C15257g', 'C_albicans': 'orf19.2214'}"
Cluster6565,gene:KLLA0_C15257g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K11044g', 'S_cerevisiae': 'gene-YDR237W', 'C_albicans': 'orf19.2214'}"
Cluster6565,orf19.2214,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0K11044g', 'S_cerevisiae': 'gene-YDR237W', 'K_lactis': 'gene:KLLA0_C15257g'}"
Cluster6566,orf19.4019,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E05721g', 'S_cerevisiae': 'gene-YBL046W', 'C_glabrata': 'CAGL0F04587g'}"
Cluster6566,gene:KLLA0_E05721g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4019', 'S_cerevisiae': 'gene-YBL046W', 'C_glabrata': 'CAGL0F04587g'}"
Cluster6566,gene-YBL046W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4019', 'K_lactis': 'gene:KLLA0_E05721g', 'C_glabrata': 'CAGL0F04587g'}"
Cluster6566,CAGL0F04587g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4019', 'K_lactis': 'gene:KLLA0_E05721g', 'S_cerevisiae': 'gene-YBL046W'}"
Cluster6567,gene-YKR042W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L03289g', 'K_lactis': 'gene:KLLA0_E14939g', 'C_albicans': 'orf19.5032'}"
Cluster6567,CAGL0L03289g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YKR042W', 'K_lactis': 'gene:KLLA0_E14939g', 'C_albicans': 'orf19.5032'}"
Cluster6567,gene:KLLA0_E14939g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YKR042W', 'C_glabrata': 'CAGL0L03289g', 'C_albicans': 'orf19.5032'}"
Cluster6567,orf19.5032,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YKR042W', 'C_glabrata': 'CAGL0L03289g', 'K_lactis': 'gene:KLLA0_E14939g'}"
Cluster6569,CAGL0L01925g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YKL035W', 'K_lactis': 'gene:KLLA0_F25652g', 'C_albicans': 'orf19.1738'}"
Cluster6569,gene-YKL035W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L01925g', 'K_lactis': 'gene:KLLA0_F25652g', 'C_albicans': 'orf19.1738'}"
Cluster6569,gene:KLLA0_F25652g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0L01925g', 'S_cerevisiae': 'gene-YKL035W', 'C_albicans': 'orf19.1738'}"
Cluster6569,orf19.1738,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0L01925g', 'S_cerevisiae': 'gene-YKL035W', 'K_lactis': 'gene:KLLA0_F25652g'}"
Cluster657,CAGL0M12276g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YAL048C', 'K_lactis': 'gene:KLLA0_A03465g', 'C_albicans': 'orf19.6016'}"
Cluster657,gene-YAL048C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0M12276g', 'K_lactis': 'gene:KLLA0_A03465g', 'C_albicans': 'orf19.6016'}"
Cluster657,gene:KLLA0_A03465g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0M12276g', 'S_cerevisiae': 'gene-YAL048C', 'C_albicans': 'orf19.6016'}"
Cluster657,orf19.6016,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0M12276g', 'S_cerevisiae': 'gene-YAL048C', 'K_lactis': 'gene:KLLA0_A03465g'}"
Cluster6570,orf19.6783,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D06237g', 'C_glabrata': 'CAGL0J07260g', 'S_cerevisiae': 'gene-YOR370C'}"
Cluster6570,gene:KLLA0_D06237g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6783', 'C_glabrata': 'CAGL0J07260g', 'S_cerevisiae': 'gene-YOR370C'}"
Cluster6570,CAGL0J07260g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6783', 'K_lactis': 'gene:KLLA0_D06237g', 'S_cerevisiae': 'gene-YOR370C'}"
Cluster6570,gene-YOR370C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6783', 'K_lactis': 'gene:KLLA0_D06237g', 'C_glabrata': 'CAGL0J07260g'}"
Cluster6572,CAGL0J02112g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YIL003W', 'K_lactis': 'gene:KLLA0_D13970g', 'C_albicans': 'orf19.1387'}"
Cluster6572,gene-YIL003W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0J02112g', 'K_lactis': 'gene:KLLA0_D13970g', 'C_albicans': 'orf19.1387'}"
Cluster6572,gene:KLLA0_D13970g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0J02112g', 'S_cerevisiae': 'gene-YIL003W', 'C_albicans': 'orf19.1387'}"
Cluster6572,orf19.1387,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0J02112g', 'S_cerevisiae': 'gene-YIL003W', 'K_lactis': 'gene:KLLA0_D13970g'}"
Cluster6574,orf19.5689,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C09174g', 'C_glabrata': 'CAGL0M12903g', 'S_cerevisiae': 'gene-YIL076W'}"
Cluster6574,gene:KLLA0_C09174g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.5689', 'C_glabrata': 'CAGL0M12903g', 'S_cerevisiae': 'gene-YIL076W'}"
Cluster6574,CAGL0M12903g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.5689', 'K_lactis': 'gene:KLLA0_C09174g', 'S_cerevisiae': 'gene-YIL076W'}"
Cluster6574,gene-YIL076W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.5689', 'K_lactis': 'gene:KLLA0_C09174g', 'C_glabrata': 'CAGL0M12903g'}"
Cluster6575,gene-YBR276C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0B03377g', 'K_lactis': 'gene:KLLA0_F01837g', 'C_albicans': 'orf19.7033'}"
Cluster6575,CAGL0B03377g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR276C', 'K_lactis': 'gene:KLLA0_F01837g', 'C_albicans': 'orf19.7033'}"
Cluster6575,gene:KLLA0_F01837g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YBR276C', 'C_glabrata': 'CAGL0B03377g', 'C_albicans': 'orf19.7033'}"
Cluster6575,orf19.7033,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YBR276C', 'C_glabrata': 'CAGL0B03377g', 'K_lactis': 'gene:KLLA0_F01837g'}"
Cluster6576,gene-YBR167C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0M06039g', 'K_lactis': 'gene:KLLA0_E24663g', 'C_albicans': 'orf19.4168'}"
Cluster6576,CAGL0M06039g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR167C', 'K_lactis': 'gene:KLLA0_E24663g', 'C_albicans': 'orf19.4168'}"
Cluster6576,gene:KLLA0_E24663g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YBR167C', 'C_glabrata': 'CAGL0M06039g', 'C_albicans': 'orf19.4168'}"
Cluster6576,orf19.4168,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YBR167C', 'C_glabrata': 'CAGL0M06039g', 'K_lactis': 'gene:KLLA0_E24663g'}"
Cluster6577,gene:KLLA0_E04181g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YIL033C', 'C_glabrata': 'CAGL0I05236g', 'C_albicans': 'orf19.2014'}"
Cluster6577,gene-YIL033C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04181g', 'C_glabrata': 'CAGL0I05236g', 'C_albicans': 'orf19.2014'}"
Cluster6577,CAGL0I05236g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04181g', 'S_cerevisiae': 'gene-YIL033C', 'C_albicans': 'orf19.2014'}"
Cluster6577,orf19.2014,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E04181g', 'S_cerevisiae': 'gene-YIL033C', 'C_glabrata': 'CAGL0I05236g'}"
Cluster6578,orf19.3705,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F06985g', 'C_glabrata': 'CAGL0E00649g', 'S_cerevisiae': 'gene-YCR079W'}"
Cluster6578,gene:KLLA0_F06985g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3705', 'C_glabrata': 'CAGL0E00649g', 'S_cerevisiae': 'gene-YCR079W'}"
Cluster6578,CAGL0E00649g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3705', 'K_lactis': 'gene:KLLA0_F06985g', 'S_cerevisiae': 'gene-YCR079W'}"
Cluster6578,gene-YCR079W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3705', 'K_lactis': 'gene:KLLA0_F06985g', 'C_glabrata': 'CAGL0E00649g'}"
Cluster6579,orf19.596.2,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0H07073g', 'S_cerevisiae': 'gene-YDR320C-A', 'K_lactis': 'gene:KLLA0_C16775g'}"
Cluster6579,CAGL0H07073g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.596.2', 'S_cerevisiae': 'gene-YDR320C-A', 'K_lactis': 'gene:KLLA0_C16775g'}"
Cluster6579,gene-YDR320C-A,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.596.2', 'C_glabrata': 'CAGL0H07073g', 'K_lactis': 'gene:KLLA0_C16775g'}"
Cluster6579,gene:KLLA0_C16775g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.596.2', 'C_glabrata': 'CAGL0H07073g', 'S_cerevisiae': 'gene-YDR320C-A'}"
Cluster658,orf19.1119,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0L04356g', 'S_cerevisiae': 'gene-YOR160W', 'K_lactis': 'gene:KLLA0_A02321g'}"
Cluster658,CAGL0L04356g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.1119', 'S_cerevisiae': 'gene-YOR160W', 'K_lactis': 'gene:KLLA0_A02321g'}"
Cluster658,gene-YOR160W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.1119', 'C_glabrata': 'CAGL0L04356g', 'K_lactis': 'gene:KLLA0_A02321g'}"
Cluster658,gene:KLLA0_A02321g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.1119', 'C_glabrata': 'CAGL0L04356g', 'S_cerevisiae': 'gene-YOR160W'}"
Cluster6580,gene:KLLA0_C03674g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YOL095C', 'C_glabrata': 'CAGL0I07623g', 'C_albicans': 'orf19.7661'}"
Cluster6580,gene-YOL095C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C03674g', 'C_glabrata': 'CAGL0I07623g', 'C_albicans': 'orf19.7661'}"
Cluster6580,CAGL0I07623g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C03674g', 'S_cerevisiae': 'gene-YOL095C', 'C_albicans': 'orf19.7661'}"
Cluster6580,orf19.7661,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C03674g', 'S_cerevisiae': 'gene-YOL095C', 'C_glabrata': 'CAGL0I07623g'}"
Cluster6581,gene-YCR098C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0A01243g', 'K_lactis': 'gene:KLLA0_A01694g', 'C_albicans': 'orf19.34'}"
Cluster6581,CAGL0A01243g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YCR098C', 'K_lactis': 'gene:KLLA0_A01694g', 'C_albicans': 'orf19.34'}"
Cluster6581,gene:KLLA0_A01694g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YCR098C', 'C_glabrata': 'CAGL0A01243g', 'C_albicans': 'orf19.34'}"
Cluster6581,orf19.34,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YCR098C', 'C_glabrata': 'CAGL0A01243g', 'K_lactis': 'gene:KLLA0_A01694g'}"
Cluster659,CAGL0H10186g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR058C', 'K_lactis': 'gene:KLLA0_F18700g', 'C_albicans': 'orf19.1516'}"
Cluster659,gene-YBR058C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0H10186g', 'K_lactis': 'gene:KLLA0_F18700g', 'C_albicans': 'orf19.1516'}"
Cluster659,gene:KLLA0_F18700g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0H10186g', 'S_cerevisiae': 'gene-YBR058C', 'C_albicans': 'orf19.1516'}"
Cluster659,orf19.1516,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0H10186g', 'S_cerevisiae': 'gene-YBR058C', 'K_lactis': 'gene:KLLA0_F18700g'}"
Cluster6594,orf19.3055,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D10802g', 'S_cerevisiae': 'gene-YER022W', 'C_glabrata': 'CAGL0I08261g'}"
Cluster6594,gene:KLLA0_D10802g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3055', 'S_cerevisiae': 'gene-YER022W', 'C_glabrata': 'CAGL0I08261g'}"
Cluster6594,gene-YER022W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3055', 'K_lactis': 'gene:KLLA0_D10802g', 'C_glabrata': 'CAGL0I08261g'}"
Cluster6594,CAGL0I08261g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3055', 'K_lactis': 'gene:KLLA0_D10802g', 'S_cerevisiae': 'gene-YER022W'}"
Cluster6595,orf19.2682,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0J07106g', 'S_cerevisiae': 'gene-YOR194C', 'K_lactis': 'gene:KLLA0_F00748g'}"
Cluster6595,CAGL0J07106g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2682', 'S_cerevisiae': 'gene-YOR194C', 'K_lactis': 'gene:KLLA0_F00748g'}"
Cluster6595,gene-YOR194C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2682', 'C_glabrata': 'CAGL0J07106g', 'K_lactis': 'gene:KLLA0_F00748g'}"
Cluster6595,gene:KLLA0_F00748g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2682', 'C_glabrata': 'CAGL0J07106g', 'S_cerevisiae': 'gene-YOR194C'}"
Cluster6596,gene-YNR036C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0G07931g', 'K_lactis': 'gene:KLLA0_F07007g', 'C_albicans': 'orf19.2438'}"
Cluster6596,CAGL0G07931g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YNR036C', 'K_lactis': 'gene:KLLA0_F07007g', 'C_albicans': 'orf19.2438'}"
Cluster6596,gene:KLLA0_F07007g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YNR036C', 'C_glabrata': 'CAGL0G07931g', 'C_albicans': 'orf19.2438'}"
Cluster6596,orf19.2438,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YNR036C', 'C_glabrata': 'CAGL0G07931g', 'K_lactis': 'gene:KLLA0_F07007g'}"
Cluster6597,gene-YJR121W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0H00506g', 'K_lactis': 'gene:KLLA0_D10703g', 'C_albicans': 'orf19.5653'}"
Cluster6597,CAGL0H00506g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YJR121W', 'K_lactis': 'gene:KLLA0_D10703g', 'C_albicans': 'orf19.5653'}"
Cluster6597,gene:KLLA0_D10703g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YJR121W', 'C_glabrata': 'CAGL0H00506g', 'C_albicans': 'orf19.5653'}"
Cluster6597,orf19.5653,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YJR121W', 'C_glabrata': 'CAGL0H00506g', 'K_lactis': 'gene:KLLA0_D10703g'}"
Cluster6599,gene:KLLA0_E13839g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YHR001W-A', 'C_glabrata': 'CAGL0K02893g', 'C_albicans': 'orf19.2439.1'}"
Cluster6599,gene-YHR001W-A,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13839g', 'C_glabrata': 'CAGL0K02893g', 'C_albicans': 'orf19.2439.1'}"
Cluster6599,CAGL0K02893g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13839g', 'S_cerevisiae': 'gene-YHR001W-A', 'C_albicans': 'orf19.2439.1'}"
Cluster6599,orf19.2439.1,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13839g', 'S_cerevisiae': 'gene-YHR001W-A', 'C_glabrata': 'CAGL0K02893g'}"
Cluster66,orf19.6031,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F06446g', 'C_glabrata': 'CAGL0I05830g', 'S_cerevisiae': 'gene-YNR006W'}"
Cluster66,gene:KLLA0_F06446g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6031', 'C_glabrata': 'CAGL0I05830g', 'S_cerevisiae': 'gene-YNR006W'}"
Cluster66,CAGL0I05830g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6031', 'K_lactis': 'gene:KLLA0_F06446g', 'S_cerevisiae': 'gene-YNR006W'}"
Cluster66,gene-YNR006W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6031', 'K_lactis': 'gene:KLLA0_F06446g', 'C_glabrata': 'CAGL0I05830g'}"
Cluster660,gene-YDR454C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K06281g', 'K_lactis': 'gene:KLLA0_B01694g', 'C_albicans': 'orf19.1115'}"
Cluster660,CAGL0K06281g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDR454C', 'K_lactis': 'gene:KLLA0_B01694g', 'C_albicans': 'orf19.1115'}"
Cluster660,gene:KLLA0_B01694g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YDR454C', 'C_glabrata': 'CAGL0K06281g', 'C_albicans': 'orf19.1115'}"
Cluster660,orf19.1115,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YDR454C', 'C_glabrata': 'CAGL0K06281g', 'K_lactis': 'gene:KLLA0_B01694g'}"
Cluster6600,orf19.728,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E20131g', 'C_glabrata': 'CAGL0I04950g', 'S_cerevisiae': 'gene-YER093C'}"
Cluster6600,gene:KLLA0_E20131g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.728', 'C_glabrata': 'CAGL0I04950g', 'S_cerevisiae': 'gene-YER093C'}"
Cluster6600,CAGL0I04950g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.728', 'K_lactis': 'gene:KLLA0_E20131g', 'S_cerevisiae': 'gene-YER093C'}"
Cluster6600,gene-YER093C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.728', 'K_lactis': 'gene:KLLA0_E20131g', 'C_glabrata': 'CAGL0I04950g'}"
Cluster6601,gene-YER023W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0I08283g', 'K_lactis': 'gene:KLLA0_D10736g', 'C_albicans': 'orf19.5650'}"
Cluster6601,CAGL0I08283g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YER023W', 'K_lactis': 'gene:KLLA0_D10736g', 'C_albicans': 'orf19.5650'}"
Cluster6601,gene:KLLA0_D10736g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YER023W', 'C_glabrata': 'CAGL0I08283g', 'C_albicans': 'orf19.5650'}"
Cluster6601,orf19.5650,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YER023W', 'C_glabrata': 'CAGL0I08283g', 'K_lactis': 'gene:KLLA0_D10736g'}"
Cluster6603,gene-YOR210W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L02799g', 'K_lactis': 'gene:KLLA0_D06699g', 'C_albicans': 'orf19.2687.1'}"
Cluster6603,CAGL0L02799g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YOR210W', 'K_lactis': 'gene:KLLA0_D06699g', 'C_albicans': 'orf19.2687.1'}"
Cluster6603,gene:KLLA0_D06699g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YOR210W', 'C_glabrata': 'CAGL0L02799g', 'C_albicans': 'orf19.2687.1'}"
Cluster6603,orf19.2687.1,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YOR210W', 'C_glabrata': 'CAGL0L02799g', 'K_lactis': 'gene:KLLA0_D06699g'}"
Cluster6604,gene-YCR042C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L00297g', 'K_lactis': 'gene:KLLA0_C02189g', 'C_albicans': 'orf19.2135'}"
Cluster6604,CAGL0L00297g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YCR042C', 'K_lactis': 'gene:KLLA0_C02189g', 'C_albicans': 'orf19.2135'}"
Cluster6604,gene:KLLA0_C02189g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YCR042C', 'C_glabrata': 'CAGL0L00297g', 'C_albicans': 'orf19.2135'}"
Cluster6604,orf19.2135,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YCR042C', 'C_glabrata': 'CAGL0L00297g', 'K_lactis': 'gene:KLLA0_C02189g'}"
Cluster6608,gene:KLLA0_F19360g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YPL088W', 'C_glabrata': 'CAGL0E05214g', 'C_albicans': 'orf19.3311'}"
Cluster6608,gene-YPL088W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F19360g', 'C_glabrata': 'CAGL0E05214g', 'C_albicans': 'orf19.3311'}"
Cluster6608,CAGL0E05214g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F19360g', 'S_cerevisiae': 'gene-YPL088W', 'C_albicans': 'orf19.3311'}"
Cluster6608,orf19.3311,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F19360g', 'S_cerevisiae': 'gene-YPL088W', 'C_glabrata': 'CAGL0E05214g'}"
Cluster6609,gene:KLLA0_E01607g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YDL102W', 'C_glabrata': 'CAGL0L07348g', 'C_albicans': 'orf19.5182'}"
Cluster6609,gene-YDL102W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E01607g', 'C_glabrata': 'CAGL0L07348g', 'C_albicans': 'orf19.5182'}"
