species1,gene1,species2,gene2,cluster_id
C. albicans,orf19.5221,S. cerevisiae,gene-YOL078W,Cluster3973
S. cerevisiae,gene-YBL001C,C. albicans,orf19.7436.1,Cluster3974
S. cerevisiae,gene-YEL043W,C. albicans,orf19.985,Cluster3975
S. cerevisiae,gene-YPR024W,C. albicans,orf19.1252,Cluster3976
C. albicans,orf19.2707.1,S. cerevisiae,gene-YGR183C,Cluster3977
S. cerevisiae,gene-YPL079W,C. albicans,orf19.840,Cluster4017
S. cerevisiae,gene-YBR191W,C. albicans,orf19.840,Cluster4017
S. cerevisiae,gene-YMR127C,C. albicans,orf19.2087,Cluster4020
S. cerevisiae,gene-YCL057W,C. albicans,orf19.434,Cluster4032
S. cerevisiae,gene-YER129W,C. albicans,orf19.3840,Cluster4034
C. albicans,orf19.460,S. cerevisiae,gene-YBL016W,Cluster4038
C. albicans,orf19.7652,S. cerevisiae,gene-YIL035C,Cluster4039
S. cerevisiae,gene-YKL009W,C. albicans,orf19.5550,Cluster4040
C. albicans,orf19.2886,S. cerevisiae,gene-YGR040W,Cluster4041
C. albicans,orf19.3530,S. cerevisiae,gene-YOR061W,Cluster4044
C. albicans,orf19.792,S. cerevisiae,gene-YMR139W,Cluster4045
C. albicans,orf19.792,S. cerevisiae,gene-YDL079C,Cluster4045
S. cerevisiae,gene-YMR139W,C. albicans,orf19.791,Cluster4045
C. albicans,orf19.791,S. cerevisiae,gene-YDL079C,Cluster4045
C. albicans,orf19.665,S. cerevisiae,gene-YLR186W,Cluster4057
C. albicans,orf19.843,S. cerevisiae,gene-YLR361C,Cluster4058
S. cerevisiae,gene-YFR045W,C. albicans,orf19.5052,Cluster4060
C. albicans,orf19.961.2,S. cerevisiae,gene-YDR115W,Cluster4121
S. cerevisiae,gene-YLR355C,C. albicans,orf19.88,Cluster4122
S. cerevisiae,gene-YPL254W,C. albicans,orf19.307,Cluster4123
C. albicans,orf19.3722,S. cerevisiae,gene-YNL023C,Cluster4124
S. cerevisiae,gene-YPL216W,C. albicans,orf19.5510,Cluster4125
S. cerevisiae,gene-YGL133W,C. albicans,orf19.5510,Cluster4125
S. cerevisiae,gene-YIL019W,C. albicans,orf19.1250,Cluster4126
S. cerevisiae,gene-YCR012W,C. albicans,orf19.3651,Cluster4127
S. cerevisiae,gene-YBR101C,C. albicans,orf19.3649,Cluster4128
S. cerevisiae,gene-YGR024C,C. albicans,orf19.7063,Cluster4129
S. cerevisiae,gene-YDR051C,C. albicans,orf19.6747,Cluster4131
S. cerevisiae,gene-YKL045W,C. albicans,orf19.2885,Cluster4132
S. cerevisiae,gene-YPL078C,C. albicans,orf19.3579,Cluster4133
S. cerevisiae,gene-YPL072W,C. albicans,orf19.3661,Cluster4134
C. albicans,orf19.2334,S. cerevisiae,gene-YHR101C,Cluster4135
C. albicans,orf19.4907,S. cerevisiae,gene-YCR061W,Cluster4136
C. albicans,orf19.6317,S. cerevisiae,gene-YGR061C,Cluster4137
C. albicans,orf19.4184,S. cerevisiae,gene-YHR161C,Cluster4138
C. albicans,orf19.4184,S. cerevisiae,gene-YGR241C,Cluster4138
C. albicans,orf19.7491,S. cerevisiae,gene-YLL002W,Cluster4139
C. albicans,orf19.3150,S. cerevisiae,gene-YGL039W,Cluster4140
S. cerevisiae,gene-YBR271W,C. albicans,orf19.5808,Cluster4141
S. cerevisiae,gene-YOR176W,C. albicans,orf19.1880,Cluster4142
S. cerevisiae,gene-YNL274C,C. albicans,orf19.2989,Cluster4143
C. albicans,orf19.4160,S. cerevisiae,gene-YDL104C,Cluster4144
S. cerevisiae,gene-YJL178C,C. albicans,orf19.5322,Cluster4146
C. albicans,orf19.1864,S. cerevisiae,gene-YDR333C,Cluster4147
C. albicans,orf19.4589,S. cerevisiae,gene-YMR020W,Cluster4149
C. albicans,orf19.7323,S. cerevisiae,gene-YMR020W,Cluster4149
S. cerevisiae,gene-YDL219W,C. albicans,orf19.297,Cluster415
C. albicans,orf19.1036,S. cerevisiae,gene-YJR131W,Cluster416
S. cerevisiae,gene-YPR124W,C. albicans,orf19.3646,Cluster4162
S. cerevisiae,gene-YDR315C,C. albicans,orf19.1439,Cluster4163
S. cerevisiae,gene-YNL244C,C. albicans,orf19.1280,Cluster4164
S. cerevisiae,gene-YNL238W,C. albicans,orf19.4755,Cluster4165
S. cerevisiae,gene-YJL126W,C. albicans,orf19.7279,Cluster4166
C. albicans,orf19.838.1,S. cerevisiae,gene-YBR189W,Cluster4167
S. cerevisiae,gene-YGR217W,C. albicans,orf19.3298,Cluster4168
S. cerevisiae,gene-YBL071W-A,C. albicans,orf19.6873.1,Cluster4169
S. cerevisiae,gene-YKR051W,C. albicans,orf19.6981,Cluster4170
C. albicans,orf19.4597,S. cerevisiae,gene-YIL034C,Cluster4171
S. cerevisiae,gene-YDL061C,C. albicans,orf19.6415.1,Cluster4173
C. albicans,orf19.6415.1,S. cerevisiae,gene-YLR388W,Cluster4173
S. cerevisiae,gene-YLL029W,C. albicans,orf19.2095,Cluster4174
C. albicans,orf19.5066,S. cerevisiae,gene-YDR412W,Cluster4175
S. cerevisiae,gene-YLL014W,C. albicans,orf19.2698,Cluster4176
C. albicans,orf19.3686,S. cerevisiae,gene-YJL180C,Cluster4177
C. albicans,orf19.7667,S. cerevisiae,gene-YOR126C,Cluster4178
C. albicans,orf19.1634,S. cerevisiae,gene-YGR037C,Cluster4179
S. cerevisiae,gene-YKR016W,C. albicans,orf19.4396,Cluster418
C. albicans,orf19.5058,S. cerevisiae,gene-YGR229C,Cluster4180
C. albicans,orf19.6972,S. cerevisiae,gene-YGR229C,Cluster4180
S. cerevisiae,gene-YJR056C,C. albicans,orf19.480,Cluster4181
C. albicans,orf19.3089,S. cerevisiae,gene-YDR185C,Cluster4182
C. albicans,orf19.1235,S. cerevisiae,gene-YER052C,Cluster4183
C. albicans,orf19.4133,S. cerevisiae,gene-YDR527W,Cluster4185
S. cerevisiae,gene-YER046W,C. albicans,orf19.6103,Cluster4186
C. albicans,orf19.4033,S. cerevisiae,gene-YER013W,Cluster4189
C. albicans,orf19.6872,S. cerevisiae,gene-YLR126C,Cluster4192
C. albicans,orf19.2183,S. cerevisiae,gene-YER036C,Cluster4193
S. cerevisiae,gene-YOR211C,C. albicans,orf19.2690,Cluster4194
C. albicans,orf19.5959,S. cerevisiae,gene-YDL148C,Cluster4195
S. cerevisiae,gene-YGR158C,C. albicans,orf19.168,Cluster4196
C. albicans,orf19.6674,S. cerevisiae,gene-YPL069C,Cluster4197
C. albicans,orf19.4222,S. cerevisiae,gene-YLR452C,Cluster4198
S. cerevisiae,gene-YMR231W,C. albicans,orf19.4403,Cluster420
C. albicans,orf19.4681,S. cerevisiae,gene-YOR048C,Cluster4200
C. albicans,orf19.4031,S. cerevisiae,gene-YIR007W,Cluster4201
S. cerevisiae,gene-YMR012W,C. albicans,orf19.51,Cluster4202
C. albicans,orf19.2029,S. cerevisiae,gene-YBR087W,Cluster421
S. cerevisiae,gene-YCR092C,C. albicans,orf19.3608,Cluster422
C. albicans,orf19.7638,S. cerevisiae,gene-YDR300C,Cluster423
C. albicans,orf19.7638,S. cerevisiae,gene-YHR033W,Cluster423
S. cerevisiae,gene-YDL126C,C. albicans,orf19.2340,Cluster4239
S. cerevisiae,gene-YNR051C,C. albicans,orf19.1086,Cluster424
S. cerevisiae,gene-YKL197C,C. albicans,orf19.6460,Cluster4240
C. albicans,orf19.2859,S. cerevisiae,gene-YKR092C,Cluster4241
S. cerevisiae,gene-YPL235W,C. albicans,orf19.6539,Cluster4242
C. albicans,orf19.1626,S. cerevisiae,gene-YHR068W,Cluster4243
S. cerevisiae,gene-YER061C,C. albicans,orf19.5977,Cluster4244
S. cerevisiae,gene-YER009W,C. albicans,orf19.4879.2,Cluster4245
S. cerevisiae,gene-YGL048C,C. albicans,orf19.3593,Cluster4246
C. albicans,orf19.441,S. cerevisiae,gene-YKL145W,Cluster4247
C. albicans,orf19.163,S. cerevisiae,gene-YIL145C,Cluster4248
C. albicans,orf19.7102,S. cerevisiae,gene-YDR514C,Cluster4252
C. albicans,orf19.3366,S. cerevisiae,gene-YDL212W,Cluster4271
C. albicans,orf19.3359,S. cerevisiae,gene-YOR141C,Cluster4272
S. cerevisiae,gene-YMR290C,C. albicans,orf19.3962,Cluster4273
S. cerevisiae,gene-YJL012C,C. albicans,orf19.3363,Cluster4274
C. albicans,orf19.7635,S. cerevisiae,gene-YLL008W,Cluster4275
S. cerevisiae,gene-YGL078C,C. albicans,orf19.4870,Cluster4276
S. cerevisiae,gene-YHR169W,C. albicans,orf19.6652,Cluster4277
S. cerevisiae,gene-YPL283C,C. albicans,orf19.5469,Cluster4278
C. albicans,orf19.2488,S. cerevisiae,gene-YDR021W,Cluster4279
C. albicans,orf19.7546,S. cerevisiae,gene-YHR065C,Cluster4280
C. albicans,orf19.6369,S. cerevisiae,gene-YNL207W,Cluster4283
C. albicans,orf19.2611,S. cerevisiae,gene-YGL201C,Cluster4285
S. cerevisiae,gene-YPR067W,C. albicans,orf19.6811,Cluster4286
S. cerevisiae,gene-YPL243W,C. albicans,orf19.6804,Cluster4287
C. albicans,orf19.6803,S. cerevisiae,gene-YPL244C,Cluster4288
C. albicans,orf19.1941,S. cerevisiae,gene-YOL069W,Cluster4289
C. albicans,orf19.6373,S. cerevisiae,gene-YNL118C,Cluster4292
C. albicans,orf19.637,S. cerevisiae,gene-YLL041C,Cluster4293
C. albicans,orf19.6058,S. cerevisiae,gene-YML004C,Cluster4294
C. albicans,orf19.2304,S. cerevisiae,gene-YPR148C,Cluster4295
C. albicans,orf19.7409,S. cerevisiae,gene-YML012W,Cluster4296
C. albicans,orf19.4626,S. cerevisiae,gene-YMR028W,Cluster4297
S. cerevisiae,gene-YBR287W,C. albicans,orf19.733,Cluster4298
S. cerevisiae,gene-YDR295C,C. albicans,orf19.6952,Cluster4299
S. cerevisiae,gene-YLR058C,C. albicans,orf19.5750,Cluster4300
S. cerevisiae,gene-YBR263W,C. albicans,orf19.1342,Cluster4301
C. albicans,orf19.7344,S. cerevisiae,gene-YPR179C,Cluster4303
C. albicans,orf19.4262,S. cerevisiae,gene-YJR091C,Cluster4304
C. albicans,orf19.4262,S. cerevisiae,gene-YPR042C,Cluster4304
C. albicans,orf19.5541,S. cerevisiae,gene-YPL184C,Cluster4321
C. albicans,orf19.2289,S. cerevisiae,gene-YJR065C,Cluster4324
S. cerevisiae,gene-YDL159W,C. albicans,orf19.469,Cluster433
S. cerevisiae,gene-YNL131W,C. albicans,orf19.3696,Cluster4330
S. cerevisiae,gene-YNL127W,C. albicans,orf19.3697,Cluster4331
S. cerevisiae,gene-YPR054W,C. albicans,orf19.7208,Cluster434
S. cerevisiae,gene-YHR082C,C. albicans,orf19.4432,Cluster435
S. cerevisiae,gene-YPR066W,C. albicans,orf19.4209,Cluster4352
S. cerevisiae,gene-YOR338W,C. albicans,orf19.1363,Cluster4353
S. cerevisiae,gene-YAL034C,C. albicans,orf19.1363,Cluster4353
S. cerevisiae,gene-YBL057C,C. albicans,orf19.2544,Cluster4354
C. albicans,orf19.6716,S. cerevisiae,gene-YBR236C,Cluster4358
C. albicans,orf19.6562,S. cerevisiae,gene-YNL072W,Cluster4359
C. albicans,orf19.5224,S. cerevisiae,gene-YOL100W,Cluster436
C. albicans,orf19.5224,S. cerevisiae,gene-YDR490C,Cluster436
C. albicans,orf19.5428,S. cerevisiae,gene-YOR079C,Cluster4368
S. cerevisiae,gene-YGL056C,C. albicans,orf19.5118,Cluster4369
C. albicans,orf19.7018,S. cerevisiae,gene-YML026C,Cluster4370
C. albicans,orf19.2994,S. cerevisiae,gene-YDL082W,Cluster4372
C. albicans,orf19.2211,S. cerevisiae,gene-YGL138C,Cluster4373
C. albicans,orf19.2794,S. cerevisiae,gene-YBL036C,Cluster4374
C. albicans,orf19.1650,S. cerevisiae,gene-YOR045W,Cluster4379
C. albicans,orf19.2365,S. cerevisiae,gene-YNL262W,Cluster438
S. cerevisiae,gene-YBL008W,C. albicans,orf19.2099,Cluster4455
S. cerevisiae,gene-YJL049W,C. albicans,orf19.746,Cluster4468
C. albicans,orf19.5533,S. cerevisiae,gene-YML097C,Cluster4469
C. albicans,orf19.3417,S. cerevisiae,gene-YLR144C,Cluster4470
C. albicans,orf19.3066,S. cerevisiae,gene-YNR067C,Cluster4471
C. albicans,orf19.6040,S. cerevisiae,gene-YLR025W,Cluster4472
C. albicans,orf19.2597,S. cerevisiae,gene-YOR334W,Cluster4473
C. albicans,orf19.3455,S. cerevisiae,gene-YPL060W,Cluster4474
C. albicans,orf19.2020,S. cerevisiae,gene-YDR343C,Cluster4476
C. albicans,orf19.2020,S. cerevisiae,gene-YHR092C,Cluster4476
C. albicans,orf19.2020,S. cerevisiae,gene-YDR342C,Cluster4476
C. albicans,orf19.6422,S. cerevisiae,gene-YJL156C,Cluster4477
S. cerevisiae,gene-YPR191W,C. albicans,orf19.2644,Cluster4478
S. cerevisiae,gene-YDL206W,C. albicans,orf19.4372,Cluster4479
C. albicans,orf19.4981,S. cerevisiae,gene-YJR106W,Cluster4480
C. albicans,orf19.1135,S. cerevisiae,gene-YMR284W,Cluster4481
C. albicans,orf19.3981,S. cerevisiae,gene-YJR160C,Cluster4483
C. albicans,orf19.3981,S. cerevisiae,gene-YBR298C,Cluster4483
C. albicans,orf19.5507,S. cerevisiae,gene-YBR247C,Cluster4497
C. albicans,orf19.4746,S. cerevisiae,gene-YPR169W,Cluster4508
C. albicans,orf19.215,S. cerevisiae,gene-YMR068W,Cluster4519
S. cerevisiae,gene-YCR051W,C. albicans,orf19.2256,Cluster4520
S. cerevisiae,gene-YCL029C,C. albicans,orf19.6170,Cluster4521
C. albicans,orf19.486,S. cerevisiae,gene-YPL174C,Cluster4522
S. cerevisiae,gene-YIL112W,C. albicans,orf19.4728,Cluster4523
C. albicans,orf19.4725,S. cerevisiae,gene-YLR182W,Cluster4524
S. cerevisiae,gene-YDL056W,C. albicans,orf19.5855,Cluster4525
C. albicans,orf19.4545,S. cerevisiae,gene-YER111C,Cluster4526
C. albicans,orf19.5961,S. cerevisiae,gene-YGR232W,Cluster4527
C. albicans,orf19.5210,S. cerevisiae,gene-YIL101C,Cluster4528
C. albicans,orf19.3399,S. cerevisiae,gene-YDR485C,Cluster4541
C. albicans,orf19.6396,S. cerevisiae,gene-YML059C,Cluster4544
S. cerevisiae,gene-YAL036C,C. albicans,orf19.5083,Cluster4546
C. albicans,orf19.1939,S. cerevisiae,gene-YDR374C,Cluster4547
C. albicans,orf19.3226,S. cerevisiae,gene-YDL046W,Cluster4550
S. cerevisiae,gene-YOR002W,C. albicans,orf19.1843,Cluster4568
S. cerevisiae,gene-YGL115W,C. albicans,orf19.5768,Cluster4569
C. albicans,orf19.6903,S. cerevisiae,gene-YKR025W,Cluster4570
C. albicans,orf19.515,S. cerevisiae,gene-YER137C,Cluster4571
C. albicans,orf19.7355,S. cerevisiae,gene-YNL025C,Cluster4572
S. cerevisiae,gene-YNL045W,C. albicans,orf19.992,Cluster4573
C. albicans,orf19.2369,S. cerevisiae,gene-YNL261W,Cluster4574
S. cerevisiae,gene-YHR132C,C. albicans,orf19.299,Cluster4575
S. cerevisiae,gene-YLL006W,C. albicans,orf19.4187,Cluster4576
C. albicans,orf19.2149,S. cerevisiae,gene-YPR003C,Cluster4577
C. albicans,orf19.2889,S. cerevisiae,gene-YEL044W,Cluster458
S. cerevisiae,gene-YGR208W,C. albicans,orf19.5838,Cluster459
C. albicans,orf19.7611,S. cerevisiae,gene-YLR043C,Cluster4595
S. cerevisiae,gene-YER056C-A,C. albicans,orf19.6220.4,Cluster460
S. cerevisiae,gene-YIL052C,C. albicans,orf19.6220.4,Cluster460
S. cerevisiae,gene-YCL043C,C. albicans,orf19.5130,Cluster4601
S. cerevisiae,gene-YCR083W,C. albicans,orf19.2516,Cluster4602
C. albicans,orf19.5986,S. cerevisiae,gene-YGR144W,Cluster4603
S. cerevisiae,gene-YJR057W,C. albicans,orf19.1137,Cluster4604
C. albicans,orf19.1359,S. cerevisiae,gene-YMR067C,Cluster4605
C. albicans,orf19.4760,S. cerevisiae,gene-YIL110W,Cluster4606
S. cerevisiae,gene-YBR060C,C. albicans,orf19.5358,Cluster4607
C. albicans,orf19.2803,S. cerevisiae,gene-YDR044W,Cluster4608
C. albicans,orf19.5818,S. cerevisiae,gene-YDR297W,Cluster4609
S. cerevisiae,gene-YJL191W,C. albicans,orf19.6265.1,Cluster461
C. albicans,orf19.439,S. cerevisiae,gene-YDR296W,Cluster4610
C. albicans,orf19.3939,S. cerevisiae,gene-YJR088C,Cluster4611
C. albicans,orf19.6511,S. cerevisiae,gene-YJL087C,Cluster4612
S. cerevisiae,gene-YMR130W,C. albicans,orf19.2076,Cluster4613
S. cerevisiae,gene-YOR144C,C. albicans,orf19.7621,Cluster4614
S. cerevisiae,gene-YER136W,C. albicans,orf19.7261,Cluster4615
S. cerevisiae,gene-YGL123W,C. albicans,orf19.3334,Cluster4616
C. albicans,orf19.589,S. cerevisiae,gene-YOR089C,Cluster4618
S. cerevisiae,gene-YNL119W,C. albicans,orf19.4399,Cluster462
C. albicans,orf19.1702,S. cerevisiae,gene-YOR094W,Cluster4620
C. albicans,orf19.5493,S. cerevisiae,gene-YLR293C,Cluster4623
C. albicans,orf19.1166,S. cerevisiae,gene-YBL047C,Cluster4629
S. cerevisiae,gene-YJR033C,C. albicans,orf19.5395,Cluster463
C. albicans,orf19.1229,S. cerevisiae,gene-YGL238W,Cluster4630
S. cerevisiae,gene-YOR326W,C. albicans,orf19.5015,Cluster4635
S. cerevisiae,gene-YAL029C,C. albicans,orf19.5015,Cluster4635
C. albicans,orf19.3700,S. cerevisiae,gene-YHR117W,Cluster4636
S. cerevisiae,gene-YCL027W,C. albicans,orf19.1156,Cluster4637
S. cerevisiae,gene-YGR094W,C. albicans,orf19.1295,Cluster4638
C. albicans,orf19.6927,S. cerevisiae,gene-YJL053W,Cluster464
C. albicans,orf19.4312,S. cerevisiae,gene-YLR055C,Cluster4640
S. cerevisiae,gene-YDR124W,C. albicans,orf19.7567,Cluster465
C. albicans,orf19.4647,S. cerevisiae,gene-YBL021C,Cluster4675
C. albicans,orf19.4909,S. cerevisiae,gene-YNL161W,Cluster4676
C. albicans,orf19.2711,S. cerevisiae,gene-YGR200C,Cluster4679
C. albicans,orf19.3581,S. cerevisiae,gene-YBR195C,Cluster4680
C. albicans,orf19.2324,S. cerevisiae,gene-YHR111W,Cluster4681
C. albicans,orf19.6347,S. cerevisiae,gene-YDR364C,Cluster4682
S. cerevisiae,gene-YIL046W,C. albicans,orf19.3301,Cluster4683
C. albicans,orf19.6109,S. cerevisiae,gene-YCR084C,Cluster4684
C. albicans,orf19.3457,S. cerevisiae,gene-YBR175W,Cluster4685
C. albicans,orf19.6906,S. cerevisiae,gene-YMR116C,Cluster4686
S. cerevisiae,gene-YGL137W,C. albicans,orf19.3467,Cluster4687
S. cerevisiae,gene-YGR225W,C. albicans,orf19.5954,Cluster4688
C. albicans,orf19.6829,S. cerevisiae,gene-YMR282C,Cluster469
C. albicans,orf19.3466,S. cerevisiae,gene-YGL136C,Cluster4690
S. cerevisiae,gene-YOL001W,C. albicans,orf19.5755,Cluster4691
S. cerevisiae,gene-YBL023C,C. albicans,orf19.4354,Cluster47
S. cerevisiae,gene-YER145C,C. albicans,orf19.7231,Cluster4703
S. cerevisiae,gene-YER145C,C. albicans,orf19.7219,Cluster4703
S. cerevisiae,gene-YPL179W,C. albicans,orf19.5758,Cluster4704
S. cerevisiae,gene-YGR167W,C. albicans,orf19.4594,Cluster4705
S. cerevisiae,gene-YHR148W,C. albicans,orf19.7488,Cluster4706
C. albicans,orf19.2939,S. cerevisiae,gene-YFL046W,Cluster4707
C. albicans,orf19.7492,S. cerevisiae,gene-YGR002C,Cluster4708
S. cerevisiae,gene-YOR252W,C. albicans,orf19.4793,Cluster4709
S. cerevisiae,gene-YPL009C,C. albicans,orf19.2582,Cluster4710
C. albicans,orf19.2867,S. cerevisiae,gene-YOR069W,Cluster4711
S. cerevisiae,gene-YPL193W,C. albicans,orf19.259,Cluster4712
S. cerevisiae,gene-YJL187C,C. albicans,orf19.4867,Cluster4714
C. albicans,orf19.3350,S. cerevisiae,gene-YDR405W,Cluster4717
C. albicans,orf19.3406,S. cerevisiae,gene-YHL008C,Cluster4718
C. albicans,orf19.5971,S. cerevisiae,gene-YHR151C,Cluster4719
C. albicans,orf19.2362,S. cerevisiae,gene-YOR287C,Cluster4720
C. albicans,orf19.5408,S. cerevisiae,gene-YOR267C,Cluster4722
S. cerevisiae,gene-YBR035C,C. albicans,orf19.550,Cluster4723
S. cerevisiae,gene-YNL107W,C. albicans,orf19.5501,Cluster4724
S. cerevisiae,gene-YLR244C,C. albicans,orf19.3124,Cluster4725
S. cerevisiae,gene-YAR002W,C. albicans,orf19.2901,Cluster4727
S. cerevisiae,gene-YLR066W,C. albicans,orf19.4930,Cluster4728
C. albicans,orf19.5027,S. cerevisiae,gene-YDR062W,Cluster4731
S. cerevisiae,gene-YMR311C,C. albicans,orf19.2710,Cluster4734
C. albicans,orf19.4299,S. cerevisiae,gene-YDR268W,Cluster4735
C. albicans,orf19.669,S. cerevisiae,gene-YNL279W,Cluster4737
C. albicans,orf19.1803,S. cerevisiae,gene-YGL155W,Cluster4738
S. cerevisiae,gene-YDL090C,C. albicans,orf19.5046,Cluster4739
C. albicans,orf19.3569,S. cerevisiae,gene-YLR407W,Cluster474
S. cerevisiae,gene-YMR246W,C. albicans,orf19.7592,Cluster4740
C. albicans,orf19.5155,S. cerevisiae,gene-YKR027W,Cluster4741
C. albicans,orf19.4991,S. cerevisiae,gene-YGL178W,Cluster4743
S. cerevisiae,gene-YGL014W,C. albicans,orf19.5381,Cluster4744
S. cerevisiae,gene-YOR202W,C. albicans,orf19.183,Cluster4745
C. albicans,orf19.7509.1,S. cerevisiae,gene-YDR377W,Cluster475
S. cerevisiae,gene-YGR172C,C. albicans,orf19.3951,Cluster476
C. albicans,orf19.7059,S. cerevisiae,gene-YOR166C,Cluster477
S. cerevisiae,gene-YDL230W,C. albicans,orf19.6365,Cluster4773
S. cerevisiae,gene-YIL115C,C. albicans,orf19.6171,Cluster478
S. cerevisiae,gene-YOR174W,C. albicans,orf19.1878,Cluster4780
C. albicans,orf19.3128,S. cerevisiae,gene-YDR189W,Cluster4781
C. albicans,orf19.1773,S. cerevisiae,gene-YNL216W,Cluster4782
S. cerevisiae,gene-YNL293W,C. albicans,orf19.578,Cluster4783
C. albicans,orf19.578,S. cerevisiae,gene-YOL112W,Cluster4783
C. albicans,orf19.2288,S. cerevisiae,gene-YJR064W,Cluster4784
S. cerevisiae,gene-YAR009C,C. albicans,orf19.2372,Cluster4785
S. cerevisiae,gene-YAR009C,C. albicans,orf19.2669,Cluster4785
C. albicans,orf19.2372,S. cerevisiae,gene-YLR035C-A,Cluster4785
S. cerevisiae,gene-YLR035C-A,C. albicans,orf19.2669,Cluster4785
C. albicans,orf19.6544,S. cerevisiae,gene-YOR227W,Cluster4788
S. cerevisiae,gene-YBR217W,C. albicans,orf19.5033,Cluster479
C. albicans,orf19.1598,S. cerevisiae,gene-YNL280C,Cluster48
C. albicans,orf19.3185,S. cerevisiae,gene-YDL040C,Cluster480
C. albicans,orf19.1153,S. cerevisiae,gene-YMR250W,Cluster481
C. albicans,orf19.1395,S. cerevisiae,gene-YER053C,Cluster4814
C. albicans,orf19.6070,S. cerevisiae,gene-YDR039C,Cluster4816
S. cerevisiae,gene-YHR011W,C. albicans,orf19.1201,Cluster4817
S. cerevisiae,gene-YGL008C,C. albicans,orf19.5383,Cluster4818
S. cerevisiae,gene-YDR040C,C. albicans,orf19.5170,Cluster4819
S. cerevisiae,gene-YBR215W,C. albicans,orf19.5035,Cluster482
C. albicans,orf19.2786,S. cerevisiae,gene-YBL037W,Cluster483
S. cerevisiae,gene-YGL001C,C. albicans,orf19.2909,Cluster4831
C. albicans,orf19.4531,S. cerevisiae,gene-YOL075C,Cluster4835
C. albicans,orf19.7501,S. cerevisiae,gene-YKR048C,Cluster484
C. albicans,orf19.6073,S. cerevisiae,gene-YLR205C,Cluster4875
S. cerevisiae,gene-YIL087C,C. albicans,orf19.1852,Cluster4876
C. albicans,orf19.2823,S. cerevisiae,gene-YPR065W,Cluster4877
S. cerevisiae,gene-YLR440C,C. albicans,orf19.6134,Cluster4878
S. cerevisiae,gene-YMR240C,C. albicans,orf19.7581,Cluster4879
S. cerevisiae,gene-YDL201W,C. albicans,orf19.3798,Cluster4880
C. albicans,orf19.3077,S. cerevisiae,gene-YDR359C,Cluster4881
S. cerevisiae,gene-YKR080W,C. albicans,orf19.3810,Cluster4882
S. cerevisiae,gene-YDR158W,C. albicans,orf19.1559,Cluster4883
C. albicans,orf19.3557,S. cerevisiae,gene-YDR437W,Cluster4884
S. cerevisiae,gene-YDR361C,C. albicans,orf19.6346,Cluster4885
C. albicans,orf19.2065,S. cerevisiae,gene-YIR029W,Cluster4886
C. albicans,orf19.3553,S. cerevisiae,gene-YKR081C,Cluster49
C. albicans,orf19.1449,S. cerevisiae,gene-YNL335W,Cluster4958
C. albicans,orf19.4251,S. cerevisiae,gene-YDR207C,Cluster496
S. cerevisiae,gene-YKR072C,C. albicans,orf19.7378,Cluster497
S. cerevisiae,gene-YOR054C,C. albicans,orf19.7378,Cluster497
S. cerevisiae,gene-YJL210W,C. albicans,orf19.3546,Cluster4970
S. cerevisiae,gene-YHR056C,C. albicans,orf19.4767,Cluster498
C. albicans,orf19.4767,S. cerevisiae,gene-YBL005W,Cluster498
S. cerevisiae,gene-YCL011C,C. albicans,orf19.7076,Cluster5
S. cerevisiae,gene-YNL004W,C. albicans,orf19.7076,Cluster5
C. albicans,orf19.4628,S. cerevisiae,gene-YKL059C,Cluster50
C. albicans,orf19.4491,S. cerevisiae,gene-YJL167W,Cluster500
C. albicans,orf19.4778,S. cerevisiae,gene-YDR034C,Cluster501
C. albicans,orf19.393,S. cerevisiae,gene-YJL024C,Cluster5016
S. cerevisiae,gene-YGL010W,C. albicans,orf19.1477,Cluster5017
S. cerevisiae,gene-YKL049C,C. albicans,orf19.6163,Cluster5018
C. albicans,orf19.24,S. cerevisiae,gene-YOR049C,Cluster5019
C. albicans,orf19.3190,S. cerevisiae,gene-YOL089C,Cluster502
S. cerevisiae,gene-YBR029C,C. albicans,orf19.1279,Cluster5021
S. cerevisiae,gene-YML036W,C. albicans,orf19.927,Cluster5022
C. albicans,orf19.3234.1,S. cerevisiae,gene-YKL006C-A,Cluster5023
C. albicans,orf19.1136,S. cerevisiae,gene-YJR058C,Cluster5024
C. albicans,orf19.1012,S. cerevisiae,gene-YLR170C,Cluster5025
C. albicans,orf19.5806,S. cerevisiae,gene-YOR374W,Cluster503
C. albicans,orf19.3540,S. cerevisiae,gene-YBR142W,Cluster5039
S. cerevisiae,gene-YIL022W,C. albicans,orf19.5444,Cluster504
C. albicans,orf19.6863,S. cerevisiae,gene-YOR270C,Cluster5043
C. albicans,orf19.1190,S. cerevisiae,gene-YMR054W,Cluster5044
C. albicans,orf19.1686,S. cerevisiae,gene-YNL249C,Cluster5045
C. albicans,orf19.974,S. cerevisiae,gene-YBR229C,Cluster5046
C. albicans,orf19.6138,S. cerevisiae,gene-YNR060W,Cluster5047
S. cerevisiae,gene-YKL220C,C. albicans,orf19.3538,Cluster5048
S. cerevisiae,gene-YOR384W,C. albicans,orf19.1270,Cluster5049
S. cerevisiae,gene-YOR381W,C. albicans,orf19.6139,Cluster5050
S. cerevisiae,gene-YPL054W,C. albicans,orf19.7385,Cluster5052
C. albicans,orf19.7381,S. cerevisiae,gene-YBR240C,Cluster506
