species1,gene1,species2,gene2,cluster_id
S. cerevisiae,gene-YDL212W,K. lactis,gene:KLLA0_D08283g,Cluster4271
S. cerevisiae,gene-YOR141C,K. lactis,gene:KLLA0_E03213g,Cluster4272
S. cerevisiae,gene-YMR290C,K. lactis,gene:KLLA0_A09669g,Cluster4273
K. lactis,gene:KLLA0_F22627g,S. cerevisiae,gene-YJL012C,Cluster4274
K. lactis,gene:KLLA0_F15752g,S. cerevisiae,gene-YLL008W,Cluster4275
K. lactis,gene:KLLA0_C15499g,S. cerevisiae,gene-YGL078C,Cluster4276
S. cerevisiae,gene-YHR169W,K. lactis,gene:KLLA0_A05203g,Cluster4277
K. lactis,gene:KLLA0_A10659g,S. cerevisiae,gene-YDR021W,Cluster4279
S. cerevisiae,gene-YHR065C,K. lactis,gene:KLLA0_C14608g,Cluster4280
S. cerevisiae,gene-YNL207W,K. lactis,gene:KLLA0_D19008g,Cluster4283
S. cerevisiae,gene-YGL201C,K. lactis,gene:KLLA0_F10087g,Cluster4285
K. lactis,gene:KLLA0_B09504g,S. cerevisiae,gene-YPR067W,Cluster4286
S. cerevisiae,gene-YPL243W,K. lactis,gene:KLLA0_D12870g,Cluster4287
K. lactis,gene:KLLA0_D12848g,S. cerevisiae,gene-YPL244C,Cluster4288
S. cerevisiae,gene-YOL069W,K. lactis,gene:KLLA0_F22451g,Cluster4289
K. lactis,gene:KLLA0_F23980g,S. cerevisiae,gene-YNL118C,Cluster4292
K. lactis,gene:KLLA0_E00683g,S. cerevisiae,gene-YLL041C,Cluster4293
K. lactis,gene:KLLA0_F06226g,S. cerevisiae,gene-YML004C,Cluster4294
S. cerevisiae,gene-YPR148C,K. lactis,gene:KLLA0_E04621g,Cluster4295
K. lactis,gene:KLLA0_B00935g,S. cerevisiae,gene-YML012W,Cluster4296
K. lactis,gene:KLLA0_C12793g,S. cerevisiae,gene-YMR028W,Cluster4297
K. lactis,gene:KLLA0_D06380g,S. cerevisiae,gene-YBR287W,Cluster4298
K. lactis,gene:KLLA0_C10483g,S. cerevisiae,gene-YDR295C,Cluster4299
K. lactis,gene:KLLA0_F08921g,S. cerevisiae,gene-YLR058C,Cluster4300
S. cerevisiae,gene-YBR263W,K. lactis,gene:KLLA0_F01210g,Cluster4301
S. cerevisiae,gene-YPR179C,K. lactis,gene:KLLA0_E04841g,Cluster4303
S. cerevisiae,gene-YJR091C,K. lactis,gene:KLLA0_E06029g,Cluster4304
K. lactis,gene:KLLA0_E06029g,S. cerevisiae,gene-YPR042C,Cluster4304
K. lactis,gene:KLLA0_E19031g,S. cerevisiae,gene-YPL184C,Cluster4321
K. lactis,gene:KLLA0_B13904g,S. cerevisiae,gene-YJR065C,Cluster4324
S. cerevisiae,gene-YPR111W,K. lactis,gene:KLLA0_D14905g,Cluster4327
K. lactis,gene:KLLA0_C16577g,S. cerevisiae,gene-YDL159W,Cluster433
K. lactis,gene:KLLA0_F24376g,S. cerevisiae,gene-YNL131W,Cluster4330
S. cerevisiae,gene-YNL127W,K. lactis,gene:KLLA0_F24244g,Cluster4331
K. lactis,gene:KLLA0_E21979g,S. cerevisiae,gene-YDL083C,Cluster4334
K. lactis,gene:KLLA0_A06820g,S. cerevisiae,gene-YKL168C,Cluster4337
K. lactis,gene:KLLA0_B11946g,S. cerevisiae,gene-YPR054W,Cluster434
K. lactis,gene:KLLA0_F01276g,S. cerevisiae,gene-YBR274W,Cluster4342
K. lactis,gene:KLLA0_B07689g,S. cerevisiae,gene-YJL193W,Cluster4345
S. cerevisiae,gene-YGR052W,K. lactis,gene:KLLA0_A02717g,Cluster4347
K. lactis,gene:KLLA0_E17073g,S. cerevisiae,gene-YHR082C,Cluster435
K. lactis,gene:KLLA0_B09526g,S. cerevisiae,gene-YPR066W,Cluster4352
S. cerevisiae,gene-YOR338W,K. lactis,gene:KLLA0_F02365g,Cluster4353
K. lactis,gene:KLLA0_F02365g,S. cerevisiae,gene-YAL034C,Cluster4353
S. cerevisiae,gene-YBL057C,K. lactis,gene:KLLA0_E20021g,Cluster4354
K. lactis,gene:KLLA0_D12980g,S. cerevisiae,gene-YDR321W,Cluster4356
K. lactis,gene:KLLA0_F10527g,S. cerevisiae,gene-YBR236C,Cluster4358
K. lactis,gene:KLLA0_F04774g,S. cerevisiae,gene-YNL072W,Cluster4359
K. lactis,gene:KLLA0_C12485g,S. cerevisiae,gene-YOL100W,Cluster436
K. lactis,gene:KLLA0_C12485g,S. cerevisiae,gene-YDR490C,Cluster436
K. lactis,gene:KLLA0_E10517g,S. cerevisiae,gene-YNR065C,Cluster4362
S. cerevisiae,gene-YOR079C,K. lactis,gene:KLLA0_A07601g,Cluster4368
S. cerevisiae,gene-YML026C,K. lactis,gene:KLLA0_B01562g,Cluster4370
S. cerevisiae,gene-YGL138C,K. lactis,gene:KLLA0_B01936g,Cluster4373
K. lactis,gene:KLLA0_B12265g,S. cerevisiae,gene-YBL036C,Cluster4374
S. cerevisiae,gene-YOR045W,K. lactis,gene:KLLA0_F15961g,Cluster4379
S. cerevisiae,gene-YNL262W,K. lactis,gene:KLLA0_C02585g,Cluster438
K. lactis,gene:KLLA0_B05511g,S. cerevisiae,gene-YLR432W,Cluster4381
S. cerevisiae,gene-YFL059W,K. lactis,gene:KLLA0_A00374g,Cluster4382
S. cerevisiae,gene-YCR005C,K. lactis,gene:KLLA0_F12760g,Cluster4383
S. cerevisiae,gene-YPR104C,K. lactis,gene:KLLA0_F08206g,Cluster4388
S. cerevisiae,gene-YDR123C,K. lactis,gene:KLLA0_F19558g,Cluster4393
S. cerevisiae,gene-YJR094C,K. lactis,gene:KLLA0_E05963g,Cluster4416
S. cerevisiae,gene-YBL031W,K. lactis,gene:KLLA0_E12343g,Cluster4417
K. lactis,gene:KLLA0_E11441g,S. cerevisiae,gene-YHL025W,Cluster4425
S. cerevisiae,gene-YBL008W,K. lactis,gene:KLLA0_A04928g,Cluster4455
S. cerevisiae,gene-YJL049W,K. lactis,gene:KLLA0_F01320g,Cluster4468
K. lactis,gene:KLLA0_D10263g,S. cerevisiae,gene-YML097C,Cluster4469
S. cerevisiae,gene-YIL017C,K. lactis,gene:KLLA0_D15961g,Cluster447
S. cerevisiae,gene-YLR144C,K. lactis,gene:KLLA0_D17050g,Cluster4470
S. cerevisiae,gene-YNR067C,K. lactis,gene:KLLA0_F11704g,Cluster4471
S. cerevisiae,gene-YLR025W,K. lactis,gene:KLLA0_F17820g,Cluster4472
K. lactis,gene:KLLA0_F02519g,S. cerevisiae,gene-YOR334W,Cluster4473
S. cerevisiae,gene-YPL060W,K. lactis,gene:KLLA0_F28017g,Cluster4474
S. cerevisiae,gene-YJL156C,K. lactis,gene:KLLA0_B07491g,Cluster4477
S. cerevisiae,gene-YPR191W,K. lactis,gene:KLLA0_B03564g,Cluster4478
K. lactis,gene:KLLA0_C15191g,S. cerevisiae,gene-YDL206W,Cluster4479
K. lactis,gene:KLLA0_D10912g,S. cerevisiae,gene-YJR106W,Cluster4480
S. cerevisiae,gene-YMR284W,K. lactis,gene:KLLA0_C06226g,Cluster4481
S. cerevisiae,gene-YJR160C,K. lactis,gene:KLLA0_D00253g,Cluster4483
S. cerevisiae,gene-YJR160C,K. lactis,gene:KLLA0_D19953g,Cluster4483
K. lactis,gene:KLLA0_D00253g,S. cerevisiae,gene-YBR298C,Cluster4483
K. lactis,gene:KLLA0_D19953g,S. cerevisiae,gene-YBR298C,Cluster4483
S. cerevisiae,gene-YMR133W,K. lactis,gene:KLLA0_F17198g,Cluster4496
K. lactis,gene:KLLA0_F06622g,S. cerevisiae,gene-YBR247C,Cluster4497
K. lactis,gene:KLLA0_F22792g,S. cerevisiae,gene-YMR252C,Cluster4507
S. cerevisiae,gene-YPR169W,K. lactis,gene:KLLA0_B10736g,Cluster4508
K. lactis,gene:KLLA0_E23277g,S. cerevisiae,gene-YBR201W,Cluster4510
K. lactis,gene:KLLA0_F26004g,S. cerevisiae,gene-YMR068W,Cluster4519
S. cerevisiae,gene-YCR051W,K. lactis,gene:KLLA0_C09108g,Cluster4520
S. cerevisiae,gene-YCL029C,K. lactis,gene:KLLA0_C01474g,Cluster4521
S. cerevisiae,gene-YPL174C,K. lactis,gene:KLLA0_C09691g,Cluster4522
S. cerevisiae,gene-YIL112W,K. lactis,gene:KLLA0_F03619g,Cluster4523
K. lactis,gene:KLLA0_C01826g,S. cerevisiae,gene-YLR182W,Cluster4524
S. cerevisiae,gene-YDL056W,K. lactis,gene:KLLA0_E05413g,Cluster4525
K. lactis,gene:KLLA0_E20791g,S. cerevisiae,gene-YER111C,Cluster4526
S. cerevisiae,gene-YGR232W,K. lactis,gene:KLLA0_E15709g,Cluster4527
S. cerevisiae,gene-YIL101C,K. lactis,gene:KLLA0_F04015g,Cluster4528
K. lactis,gene:KLLA0_C03652g,S. cerevisiae,gene-YDR485C,Cluster4541
K. lactis,gene:KLLA0_B05225g,S. cerevisiae,gene-YML059C,Cluster4544
K. lactis,gene:KLLA0_F23287g,S. cerevisiae,gene-YAL036C,Cluster4546
K. lactis,gene:KLLA0_E02443g,S. cerevisiae,gene-YDR374C,Cluster4547
K. lactis,gene:KLLA0_E13311g,S. cerevisiae,gene-YDL046W,Cluster4550
S. cerevisiae,gene-YER033C,K. lactis,gene:KLLA0_B00715g,Cluster4551
K. lactis,gene:KLLA0_C08151g,S. cerevisiae,gene-YIL056W,Cluster4554
S. cerevisiae,gene-YGL002W,K. lactis,gene:KLLA0_E21385g,Cluster4560
K. lactis,gene:KLLA0_A08778g,S. cerevisiae,gene-YAR002C-A,Cluster4563
S. cerevisiae,gene-YOR002W,K. lactis,gene:KLLA0_D01221g,Cluster4568
K. lactis,gene:KLLA0_F10769g,S. cerevisiae,gene-YGL115W,Cluster4569
K. lactis,gene:KLLA0_F13948g,S. cerevisiae,gene-YKR025W,Cluster4570
K. lactis,gene:KLLA0_F09229g,S. cerevisiae,gene-YER137C,Cluster4571
K. lactis,gene:KLLA0_F03883g,S. cerevisiae,gene-YNL045W,Cluster4573
S. cerevisiae,gene-YNL261W,K. lactis,gene:KLLA0_C02607g,Cluster4574
S. cerevisiae,gene-YHR132C,K. lactis,gene:KLLA0_F27929g,Cluster4575
S. cerevisiae,gene-YLL006W,K. lactis,gene:KLLA0_F15796g,Cluster4576
K. lactis,gene:KLLA0_E14059g,S. cerevisiae,gene-YPR003C,Cluster4577
S. cerevisiae,gene-YEL044W,K. lactis,gene:KLLA0_F16797g,Cluster458
K. lactis,gene:KLLA0_E00441g,S. cerevisiae,gene-YHL039W,Cluster4581
S. cerevisiae,gene-YNL142W,K. lactis,gene:KLLA0_D07744g,Cluster4583
K. lactis,gene:KLLA0_F15994g,S. cerevisiae,gene-YOR042W,Cluster4585
K. lactis,gene:KLLA0_F20504g,S. cerevisiae,gene-YLR260W,Cluster4589
K. lactis,gene:KLLA0_E16369g,S. cerevisiae,gene-YGR208W,Cluster459
K. lactis,gene:KLLA0_E16347g,S. cerevisiae,gene-YLR043C,Cluster4595
S. cerevisiae,gene-YER056C-A,K. lactis,gene:KLLA0_C08371g,Cluster460
S. cerevisiae,gene-YIL052C,K. lactis,gene:KLLA0_C08371g,Cluster460
K. lactis,gene:KLLA0_C01111g,S. cerevisiae,gene-YCL043C,Cluster4601
S. cerevisiae,gene-YCR083W,K. lactis,gene:KLLA0_F10351g,Cluster4602
K. lactis,gene:KLLA0_A00198g,S. cerevisiae,gene-YGR144W,Cluster4603
K. lactis,gene:KLLA0_F26026g,S. cerevisiae,gene-YMR067C,Cluster4605
S. cerevisiae,gene-YIL110W,K. lactis,gene:KLLA0_F03663g,Cluster4606
S. cerevisiae,gene-YBR060C,K. lactis,gene:KLLA0_F18590g,Cluster4607
K. lactis,gene:KLLA0_F18546g,S. cerevisiae,gene-YDR044W,Cluster4608
K. lactis,gene:KLLA0_C10406g,S. cerevisiae,gene-YDR297W,Cluster4609
S. cerevisiae,gene-YJL191W,K. lactis,gene:KLLA0_B07623g,Cluster461
K. lactis,gene:KLLA0_C10439g,S. cerevisiae,gene-YDR296W,Cluster4610
S. cerevisiae,gene-YJR088C,K. lactis,gene:KLLA0_E06117g,Cluster4611
S. cerevisiae,gene-YJL087C,K. lactis,gene:KLLA0_F14399g,Cluster4612
S. cerevisiae,gene-YMR130W,K. lactis,gene:KLLA0_F17325g,Cluster4613
K. lactis,gene:KLLA0_E03301g,S. cerevisiae,gene-YOR144C,Cluster4614
S. cerevisiae,gene-YER136W,K. lactis,gene:KLLA0_F09185g,Cluster4615
K. lactis,gene:KLLA0_F09812g,S. cerevisiae,gene-YGL123W,Cluster4616
S. cerevisiae,gene-YOR089C,K. lactis,gene:KLLA0_C13728g,Cluster4618
K. lactis,gene:KLLA0_B03003g,S. cerevisiae,gene-YDL073W,Cluster4619
K. lactis,gene:KLLA0_F24002g,S. cerevisiae,gene-YNL119W,Cluster462
K. lactis,gene:KLLA0_C13563g,S. cerevisiae,gene-YOR094W,Cluster4620
S. cerevisiae,gene-YKR085C,K. lactis,gene:KLLA0_A07755g,Cluster4622
K. lactis,gene:KLLA0_C05126g,S. cerevisiae,gene-YLR293C,Cluster4623
S. cerevisiae,gene-YLR173W,K. lactis,gene:KLLA0_F22858g,Cluster4626
S. cerevisiae,gene-YLR263W,K. lactis,gene:KLLA0_F20405g,Cluster4627
S. cerevisiae,gene-YBL047C,K. lactis,gene:KLLA0_E05787g,Cluster4629
S. cerevisiae,gene-YJR033C,K. lactis,gene:KLLA0_E22683g,Cluster463
K. lactis,gene:KLLA0_A00869g,S. cerevisiae,gene-YGL238W,Cluster4630
S. cerevisiae,gene-YOR326W,K. lactis,gene:KLLA0_A03905g,Cluster4635
K. lactis,gene:KLLA0_A03905g,S. cerevisiae,gene-YAL029C,Cluster4635
K. lactis,gene:KLLA0_C01540g,S. cerevisiae,gene-YCL027W,Cluster4637
K. lactis,gene:KLLA0_D14971g,S. cerevisiae,gene-YGR094W,Cluster4638
K. lactis,gene:KLLA0_F01419g,S. cerevisiae,gene-YJL053W,Cluster464
K. lactis,gene:KLLA0_F08811g,S. cerevisiae,gene-YLR055C,Cluster4640
S. cerevisiae,gene-YPR116W,K. lactis,gene:KLLA0_D15125g,Cluster4662
K. lactis,gene:KLLA0_E22419g,S. cerevisiae,gene-YJR043C,Cluster4663
S. cerevisiae,gene-YBL021C,K. lactis,gene:KLLA0_E10429g,Cluster4675
K. lactis,gene:KLLA0_D07810g,S. cerevisiae,gene-YNL161W,Cluster4676
S. cerevisiae,gene-YGR200C,K. lactis,gene:KLLA0_F22000g,Cluster4679
K. lactis,gene:KLLA0_E23541g,S. cerevisiae,gene-YBR195C,Cluster4680
K. lactis,gene:KLLA0_E21363g,S. cerevisiae,gene-YHR111W,Cluster4681
K. lactis,gene:KLLA0_E21187g,S. cerevisiae,gene-YDR364C,Cluster4682
S. cerevisiae,gene-YIL046W,K. lactis,gene:KLLA0_F27511g,Cluster4683
K. lactis,gene:KLLA0_F10263g,S. cerevisiae,gene-YCR084C,Cluster4684
K. lactis,gene:KLLA0_E24487g,S. cerevisiae,gene-YBR175W,Cluster4685
K. lactis,gene:KLLA0_E12277g,S. cerevisiae,gene-YMR116C,Cluster4686
K. lactis,gene:KLLA0_B01958g,S. cerevisiae,gene-YGL137W,Cluster4687
K. lactis,gene:KLLA0_E15863g,S. cerevisiae,gene-YGR225W,Cluster4688
S. cerevisiae,gene-YMR282C,K. lactis,gene:KLLA0_D01408g,Cluster469
K. lactis,gene:KLLA0_B01980g,S. cerevisiae,gene-YGL136C,Cluster4690
S. cerevisiae,gene-YOL001W,K. lactis,gene:KLLA0_D01287g,Cluster4691
K. lactis,gene:KLLA0_F12584g,S. cerevisiae,gene-YBL023C,Cluster47
K. lactis,gene:KLLA0_A03025g,S. cerevisiae,gene-YER145C,Cluster4703
K. lactis,gene:KLLA0_F14619g,S. cerevisiae,gene-YGR167W,Cluster4705
K. lactis,gene:KLLA0_E15995g,S. cerevisiae,gene-YHR148W,Cluster4706
K. lactis,gene:KLLA0_D05731g,S. cerevisiae,gene-YFL046W,Cluster4707
K. lactis,gene:KLLA0_C18315g,S. cerevisiae,gene-YGR002C,Cluster4708
S. cerevisiae,gene-YOR252W,K. lactis,gene:KLLA0_C09889g,Cluster4709
S. cerevisiae,gene-YPL009C,K. lactis,gene:KLLA0_F27335g,Cluster4710
S. cerevisiae,gene-YOR069W,K. lactis,gene:KLLA0_F16643g,Cluster4711
S. cerevisiae,gene-YPL193W,K. lactis,gene:KLLA0_E19339g,Cluster4712
S. cerevisiae,gene-YJL187C,K. lactis,gene:KLLA0_B07579g,Cluster4714
S. cerevisiae,gene-YDR405W,K. lactis,gene:KLLA0_B05599g,Cluster4717
K. lactis,gene:KLLA0_F25784g,S. cerevisiae,gene-YHL008C,Cluster4718
K. lactis,gene:KLLA0_E15819g,S. cerevisiae,gene-YHR151C,Cluster4719
S. cerevisiae,gene-YOR287C,K. lactis,gene:KLLA0_C06842g,Cluster4720
K. lactis,gene:KLLA0_C07535g,S. cerevisiae,gene-YOR267C,Cluster4722
S. cerevisiae,gene-YBR035C,K. lactis,gene:KLLA0_B07062g,Cluster4723
K. lactis,gene:KLLA0_F23584g,S. cerevisiae,gene-YNL107W,Cluster4724
S. cerevisiae,gene-YLR244C,K. lactis,gene:KLLA0_D18436g,Cluster4725
S. cerevisiae,gene-YAR002W,K. lactis,gene:KLLA0_A08756g,Cluster4727
K. lactis,gene:KLLA0_D05401g,S. cerevisiae,gene-YLR066W,Cluster4728
K. lactis,gene:KLLA0_D02244g,S. cerevisiae,gene-YKR018C,Cluster473
K. lactis,gene:KLLA0_D02134g,S. cerevisiae,gene-YDR062W,Cluster4731
K. lactis,gene:KLLA0_F03080g,S. cerevisiae,gene-YMR311C,Cluster4734
S. cerevisiae,gene-YDR268W,K. lactis,gene:KLLA0_E21825g,Cluster4735
K. lactis,gene:KLLA0_C01936g,S. cerevisiae,gene-YNL279W,Cluster4737
S. cerevisiae,gene-YGL155W,K. lactis,gene:KLLA0_E08889g,Cluster4738
K. lactis,gene:KLLA0_F07161g,S. cerevisiae,gene-YDL090C,Cluster4739
S. cerevisiae,gene-YLR407W,K. lactis,gene:KLLA0_B02893g,Cluster474
S. cerevisiae,gene-YGL178W,K. lactis,gene:KLLA0_E13597g,Cluster4743
S. cerevisiae,gene-YGL014W,K. lactis,gene:KLLA0_A09097g,Cluster4744
K. lactis,gene:KLLA0_F00968g,S. cerevisiae,gene-YOR202W,Cluster4745
K. lactis,gene:KLLA0_E02553g,S. cerevisiae,gene-YDR377W,Cluster475
K. lactis,gene:KLLA0_F13618g,S. cerevisiae,gene-YMR086W,Cluster4756
K. lactis,gene:KLLA0_F15015g,S. cerevisiae,gene-YGR172C,Cluster476
S. cerevisiae,gene-YOR166C,K. lactis,gene:KLLA0_F20361g,Cluster477
S. cerevisiae,gene-YMR168C,K. lactis,gene:KLLA0_D09977g,Cluster4770
S. cerevisiae,gene-YNR063W,K. lactis,gene:KLLA0_C19228g,Cluster4774
S. cerevisiae,gene-YKR064W,K. lactis,gene:KLLA0_A06039g,Cluster4775
S. cerevisiae,gene-YIL115C,K. lactis,gene:KLLA0_F03531g,Cluster478
S. cerevisiae,gene-YOR174W,K. lactis,gene:KLLA0_F20185g,Cluster4780
K. lactis,gene:KLLA0_D18480g,S. cerevisiae,gene-YDR189W,Cluster4781
K. lactis,gene:KLLA0_D19294g,S. cerevisiae,gene-YNL216W,Cluster4782
S. cerevisiae,gene-YNL293W,K. lactis,gene:KLLA0_A07491g,Cluster4783
K. lactis,gene:KLLA0_A07491g,S. cerevisiae,gene-YOL112W,Cluster4783
S. cerevisiae,gene-YJR064W,K. lactis,gene:KLLA0_B13882g,Cluster4784
S. cerevisiae,gene-YBR217W,K. lactis,gene:KLLA0_C05720g,Cluster479
K. lactis,gene:KLLA0_C12265g,S. cerevisiae,gene-YNL280C,Cluster48
K. lactis,gene:KLLA0_F08459g,S. cerevisiae,gene-YDL040C,Cluster480
K. lactis,gene:KLLA0_C14432g,S. cerevisiae,gene-YMR250W,Cluster481
S. cerevisiae,gene-YOR162C,K. lactis,gene:KLLA0_F09559g,Cluster4813
K. lactis,gene:KLLA0_C11341g,S. cerevisiae,gene-YIL139C,Cluster4815
S. cerevisiae,gene-YDR039C,K. lactis,gene:KLLA0_F20658g,Cluster4816
S. cerevisiae,gene-YHR011W,K. lactis,gene:KLLA0_E03433g,Cluster4817
K. lactis,gene:KLLA0_A09031g,S. cerevisiae,gene-YGL008C,Cluster4818
K. lactis,gene:KLLA0_E14587g,S. cerevisiae,gene-YDR040C,Cluster4819
K. lactis,gene:KLLA0_C05676g,S. cerevisiae,gene-YBR215W,Cluster482
K. lactis,gene:KLLA0_B12243g,S. cerevisiae,gene-YBL037W,Cluster483
K. lactis,gene:KLLA0_C18513g,S. cerevisiae,gene-YGL001C,Cluster4831
K. lactis,gene:KLLA0_C04477g,S. cerevisiae,gene-YOL075C,Cluster4835
S. cerevisiae,gene-YKR048C,K. lactis,gene:KLLA0_E15049g,Cluster484
K. lactis,gene:KLLA0_D12826g,S. cerevisiae,gene-YPL245W,Cluster4864
K. lactis,gene:KLLA0_E14235g,S. cerevisiae,gene-YPR001W,Cluster487
S. cerevisiae,gene-YKR046C,K. lactis,gene:KLLA0_E15027g,Cluster4874
S. cerevisiae,gene-YLR205C,K. lactis,gene:KLLA0_D12474g,Cluster4875
S. cerevisiae,gene-YIL087C,K. lactis,gene:KLLA0_E08603g,Cluster4876
K. lactis,gene:KLLA0_B11495g,S. cerevisiae,gene-YPR065W,Cluster4877
K. lactis,gene:KLLA0_B05115g,S. cerevisiae,gene-YLR440C,Cluster4878
K. lactis,gene:KLLA0_F08481g,S. cerevisiae,gene-YMR240C,Cluster4879
K. lactis,gene:KLLA0_A03245g,S. cerevisiae,gene-YDL201W,Cluster4880
S. cerevisiae,gene-YDR359C,K. lactis,gene:KLLA0_E21451g,Cluster4881
S. cerevisiae,gene-YKR080W,K. lactis,gene:KLLA0_A07953g,Cluster4882
K. lactis,gene:KLLA0_D16731g,S. cerevisiae,gene-YDR158W,Cluster4883
K. lactis,gene:KLLA0_B01133g,S. cerevisiae,gene-YDR437W,Cluster4884
S. cerevisiae,gene-YDR361C,K. lactis,gene:KLLA0_E21429g,Cluster4885
K. lactis,gene:KLLA0_B04422g,S. cerevisiae,gene-YIR029W,Cluster4886
K. lactis,gene:KLLA0_F07425g,S. cerevisiae,gene-YDL085C-A,Cluster489
K. lactis,gene:KLLA0_A07931g,S. cerevisiae,gene-YKR081C,Cluster49
S. cerevisiae,gene-YLR225C,K. lactis,gene:KLLA0_F13200g,Cluster491
K. lactis,gene:KLLA0_F00572g,S. cerevisiae,gene-YDR207C,Cluster496
S. cerevisiae,gene-YGL146C,K. lactis,gene:KLLA0_E09241g,Cluster4961
S. cerevisiae,gene-YPL161C,K. lactis,gene:KLLA0_C10098g,Cluster4967
S. cerevisiae,gene-YKR072C,K. lactis,gene:KLLA0_F16258g,Cluster497
S. cerevisiae,gene-YOR054C,K. lactis,gene:KLLA0_F16258g,Cluster497
K. lactis,gene:KLLA0_D00418g,S. cerevisiae,gene-YJL210W,Cluster4970
S. cerevisiae,gene-YKR049C,K. lactis,gene:KLLA0_E15137g,Cluster4973
S. cerevisiae,gene-YHR056C,K. lactis,gene:KLLA0_A09119g,Cluster498
K. lactis,gene:KLLA0_A09119g,S. cerevisiae,gene-YBL005W,Cluster498
K. lactis,gene:KLLA0_E08669g,S. cerevisiae,gene-YNL029C,Cluster4980
K. lactis,gene:KLLA0_E08669g,S. cerevisiae,gene-YIL085C,Cluster4980
S. cerevisiae,gene-YCL011C,K. lactis,gene:KLLA0_D05016g,Cluster5
S. cerevisiae,gene-YNL004W,K. lactis,gene:KLLA0_D05016g,Cluster5
K. lactis,gene:KLLA0_C12837g,S. cerevisiae,gene-YKL059C,Cluster50
S. cerevisiae,gene-YJL167W,K. lactis,gene:KLLA0_A06732g,Cluster500
K. lactis,gene:KLLA0_C11825g,S. cerevisiae,gene-YDR082W,Cluster5005
K. lactis,gene:KLLA0_F04213g,S. cerevisiae,gene-YDR034C,Cluster501
K. lactis,gene:KLLA0_E10891g,S. cerevisiae,gene-YGL032C,Cluster5011
K. lactis,gene:KLLA0_A05005g,S. cerevisiae,gene-YGL010W,Cluster5017
S. cerevisiae,gene-YKL049C,K. lactis,gene:KLLA0_C12529g,Cluster5018
K. lactis,gene:KLLA0_F16082g,S. cerevisiae,gene-YOR049C,Cluster5019
K. lactis,gene:KLLA0_F02750g,S. cerevisiae,gene-YOL089C,Cluster502
S. cerevisiae,gene-YBR029C,K. lactis,gene:KLLA0_F24640g,Cluster5021
S. cerevisiae,gene-YML036W,K. lactis,gene:KLLA0_C14894g,Cluster5022
S. cerevisiae,gene-YKL006C-A,K. lactis,gene:KLLA0_B13431g,Cluster5023
K. lactis,gene:KLLA0_F22814g,S. cerevisiae,gene-YJR058C,Cluster5024
K. lactis,gene:KLLA0_B06545g,S. cerevisiae,gene-YJR058C,Cluster5024
S. cerevisiae,gene-YPR032W,K. lactis,gene:KLLA0_E06425g,Cluster5027
K. lactis,gene:KLLA0_F00440g,S. cerevisiae,gene-YOR374W,Cluster503
S. cerevisiae,gene-YOR320C,K. lactis,gene:KLLA0_C14366g,Cluster5031
K. lactis,gene:KLLA0_E24883g,S. cerevisiae,gene-YJL163C,Cluster5032
S. cerevisiae,gene-YPR052C,K. lactis,gene:KLLA0_B12056g,Cluster5033
S. cerevisiae,gene-YBR183W,K. lactis,gene:KLLA0_E23981g,Cluster5034
K. lactis,gene:KLLA0_C11253g,S. cerevisiae,gene-YBR142W,Cluster5039
S. cerevisiae,gene-YIL022W,K. lactis,gene:KLLA0_D16214g,Cluster504
S. cerevisiae,gene-YOR270C,K. lactis,gene:KLLA0_C07491g,Cluster5043
K. lactis,gene:KLLA0_F26477g,S. cerevisiae,gene-YMR054W,Cluster5044
S. cerevisiae,gene-YNL249C,K. lactis,gene:KLLA0_C02937g,Cluster5045
S. cerevisiae,gene-YBR229C,K. lactis,gene:KLLA0_F09735g,Cluster5046
S. cerevisiae,gene-YOR384W,K. lactis,gene:KLLA0_C04906g,Cluster5049
S. cerevisiae,gene-YOR381W,K. lactis,gene:KLLA0_E14477g,Cluster5050
S. cerevisiae,gene-YPL054W,K. lactis,gene:KLLA0_B09878g,Cluster5052
S. cerevisiae,gene-YBR214W,K. lactis,gene:KLLA0_C05588g,Cluster5054
K. lactis,gene:KLLA0_F10373g,S. cerevisiae,gene-YBR240C,Cluster506
K. lactis,gene:KLLA0_B09746g,S. cerevisiae,gene-YBR162C,Cluster5061
S. cerevisiae,gene-YLR100W,K. lactis,gene:KLLA0_F19756g,Cluster5063
S. cerevisiae,gene-YDL077C,K. lactis,gene:KLLA0_B02849g,Cluster5065
K. lactis,gene:KLLA0_D16544g,S. cerevisiae,gene-YLR135W,Cluster5066
K. lactis,gene:KLLA0_A04059g,S. cerevisiae,gene-YAL024C,Cluster5067
S. cerevisiae,gene-YER091C,K. lactis,gene:KLLA0_E20065g,Cluster5078
S. cerevisiae,gene-YIL125W,K. lactis,gene:KLLA0_F04477g,Cluster5079
K. lactis,gene:KLLA0_D02266g,S. cerevisiae,gene-YKR017C,Cluster5080
S. cerevisiae,gene-YPR029C,K. lactis,gene:KLLA0_E06579g,Cluster51
K. lactis,gene:KLLA0_C05082g,S. cerevisiae,gene-YLR291C,Cluster5108
K. lactis,gene:KLLA0_A04433g,S. cerevisiae,gene-YLR291C,Cluster5108
S. cerevisiae,gene-YBR109C,K. lactis,gene:KLLA0_B09427g,Cluster5109
S. cerevisiae,gene-YLR295C,K. lactis,gene:KLLA0_C05170g,Cluster5110
