species1,gene1,species2,gene2,cluster_id
K. lactis,gene:KLLA0_F14619g,C. albicans,orf19.4594,Cluster4705
K. lactis,gene:KLLA0_E15995g,C. albicans,orf19.7488,Cluster4706
C. albicans,orf19.2939,K. lactis,gene:KLLA0_D05731g,Cluster4707
C. albicans,orf19.7492,K. lactis,gene:KLLA0_C18315g,Cluster4708
K. lactis,gene:KLLA0_C09889g,C. albicans,orf19.4793,Cluster4709
K. lactis,gene:KLLA0_F27335g,C. albicans,orf19.2582,Cluster4710
C. albicans,orf19.2867,K. lactis,gene:KLLA0_F16643g,Cluster4711
K. lactis,gene:KLLA0_E19339g,C. albicans,orf19.259,Cluster4712
K. lactis,gene:KLLA0_B07579g,C. albicans,orf19.4867,Cluster4714
C. albicans,orf19.3350,K. lactis,gene:KLLA0_B05599g,Cluster4717
C. albicans,orf19.3406,K. lactis,gene:KLLA0_F25784g,Cluster4718
C. albicans,orf19.5971,K. lactis,gene:KLLA0_E15819g,Cluster4719
C. albicans,orf19.2362,K. lactis,gene:KLLA0_C06842g,Cluster4720
C. albicans,orf19.5408,K. lactis,gene:KLLA0_C07535g,Cluster4722
K. lactis,gene:KLLA0_B07062g,C. albicans,orf19.550,Cluster4723
K. lactis,gene:KLLA0_F23584g,C. albicans,orf19.5501,Cluster4724
K. lactis,gene:KLLA0_D18436g,C. albicans,orf19.3124,Cluster4725
K. lactis,gene:KLLA0_A08756g,C. albicans,orf19.2901,Cluster4727
K. lactis,gene:KLLA0_D05401g,C. albicans,orf19.4930,Cluster4728
C. albicans,orf19.5027,K. lactis,gene:KLLA0_D02134g,Cluster4731
K. lactis,gene:KLLA0_F03080g,C. albicans,orf19.2710,Cluster4734
C. albicans,orf19.4299,K. lactis,gene:KLLA0_E21825g,Cluster4735
C. albicans,orf19.669,K. lactis,gene:KLLA0_C01936g,Cluster4737
C. albicans,orf19.1803,K. lactis,gene:KLLA0_E08889g,Cluster4738
K. lactis,gene:KLLA0_F07161g,C. albicans,orf19.5046,Cluster4739
C. albicans,orf19.3569,K. lactis,gene:KLLA0_B02893g,Cluster474
C. albicans,orf19.4991,K. lactis,gene:KLLA0_E13597g,Cluster4743
K. lactis,gene:KLLA0_A09097g,C. albicans,orf19.5381,Cluster4744
K. lactis,gene:KLLA0_F00968g,C. albicans,orf19.183,Cluster4745
C. albicans,orf19.7509.1,K. lactis,gene:KLLA0_E02553g,Cluster475
K. lactis,gene:KLLA0_F15015g,C. albicans,orf19.3951,Cluster476
C. albicans,orf19.7059,K. lactis,gene:KLLA0_F20361g,Cluster477
K. lactis,gene:KLLA0_F03531g,C. albicans,orf19.6171,Cluster478
K. lactis,gene:KLLA0_F20185g,C. albicans,orf19.1878,Cluster4780
C. albicans,orf19.3128,K. lactis,gene:KLLA0_D18480g,Cluster4781
C. albicans,orf19.1773,K. lactis,gene:KLLA0_D19294g,Cluster4782
K. lactis,gene:KLLA0_A07491g,C. albicans,orf19.578,Cluster4783
C. albicans,orf19.2288,K. lactis,gene:KLLA0_B13882g,Cluster4784
C. albicans,orf19.3065,K. lactis,gene:KLLA0_A08492g,Cluster4786
C. albicans,orf19.3365,K. lactis,gene:KLLA0_D07568g,Cluster4787
K. lactis,gene:KLLA0_C05720g,C. albicans,orf19.5033,Cluster479
C. albicans,orf19.1598,K. lactis,gene:KLLA0_C12265g,Cluster48
C. albicans,orf19.3185,K. lactis,gene:KLLA0_F08459g,Cluster480
C. albicans,orf19.1153,K. lactis,gene:KLLA0_C14432g,Cluster481
K. lactis,gene:KLLA0_A02475g,C. albicans,orf19.944,Cluster4812
C. albicans,orf19.6070,K. lactis,gene:KLLA0_F20658g,Cluster4816
K. lactis,gene:KLLA0_E03433g,C. albicans,orf19.1201,Cluster4817
K. lactis,gene:KLLA0_A09031g,C. albicans,orf19.5383,Cluster4818
K. lactis,gene:KLLA0_E14587g,C. albicans,orf19.5170,Cluster4819
K. lactis,gene:KLLA0_C05676g,C. albicans,orf19.5035,Cluster482
C. albicans,orf19.2786,K. lactis,gene:KLLA0_B12243g,Cluster483
K. lactis,gene:KLLA0_C18513g,C. albicans,orf19.2909,Cluster4831
C. albicans,orf19.4531,K. lactis,gene:KLLA0_C04477g,Cluster4835
C. albicans,orf19.7501,K. lactis,gene:KLLA0_E15049g,Cluster484
C. albicans,orf19.6073,K. lactis,gene:KLLA0_D12474g,Cluster4875
K. lactis,gene:KLLA0_E08603g,C. albicans,orf19.1852,Cluster4876
C. albicans,orf19.2823,K. lactis,gene:KLLA0_B11495g,Cluster4877
K. lactis,gene:KLLA0_B05115g,C. albicans,orf19.6134,Cluster4878
K. lactis,gene:KLLA0_F08481g,C. albicans,orf19.7581,Cluster4879
K. lactis,gene:KLLA0_A03245g,C. albicans,orf19.3798,Cluster4880
C. albicans,orf19.3077,K. lactis,gene:KLLA0_E21451g,Cluster4881
K. lactis,gene:KLLA0_A07953g,C. albicans,orf19.3810,Cluster4882
K. lactis,gene:KLLA0_D16731g,C. albicans,orf19.1559,Cluster4883
C. albicans,orf19.3557,K. lactis,gene:KLLA0_B01133g,Cluster4884
K. lactis,gene:KLLA0_E21429g,C. albicans,orf19.6346,Cluster4885
C. albicans,orf19.2065,K. lactis,gene:KLLA0_B04422g,Cluster4886
C. albicans,orf19.3553,K. lactis,gene:KLLA0_A07931g,Cluster49
C. albicans,orf19.1168,K. lactis,gene:KLLA0_C16489g,Cluster495
C. albicans,orf19.4251,K. lactis,gene:KLLA0_F00572g,Cluster496
K. lactis,gene:KLLA0_F16258g,C. albicans,orf19.7378,Cluster497
K. lactis,gene:KLLA0_D00418g,C. albicans,orf19.3546,Cluster4970
C. albicans,orf19.4767,K. lactis,gene:KLLA0_A09119g,Cluster498
K. lactis,gene:KLLA0_C17050g,C. albicans,orf19.1274,Cluster499
K. lactis,gene:KLLA0_D05016g,C. albicans,orf19.7076,Cluster5
C. albicans,orf19.4628,K. lactis,gene:KLLA0_C12837g,Cluster50
C. albicans,orf19.4491,K. lactis,gene:KLLA0_A06732g,Cluster500
C. albicans,orf19.4778,K. lactis,gene:KLLA0_F04213g,Cluster501
K. lactis,gene:KLLA0_A05005g,C. albicans,orf19.1477,Cluster5017
K. lactis,gene:KLLA0_C12529g,C. albicans,orf19.6163,Cluster5018
C. albicans,orf19.24,K. lactis,gene:KLLA0_F16082g,Cluster5019
C. albicans,orf19.3190,K. lactis,gene:KLLA0_F02750g,Cluster502
C. albicans,orf19.856,K. lactis,gene:KLLA0_D07414g,Cluster5020
K. lactis,gene:KLLA0_F24640g,C. albicans,orf19.1279,Cluster5021
K. lactis,gene:KLLA0_C14894g,C. albicans,orf19.927,Cluster5022
C. albicans,orf19.3234.1,K. lactis,gene:KLLA0_B13431g,Cluster5023
C. albicans,orf19.1136,K. lactis,gene:KLLA0_F22814g,Cluster5024
C. albicans,orf19.1136,K. lactis,gene:KLLA0_B06545g,Cluster5024
C. albicans,orf19.5806,K. lactis,gene:KLLA0_F00440g,Cluster503
C. albicans,orf19.3540,K. lactis,gene:KLLA0_C11253g,Cluster5039
K. lactis,gene:KLLA0_D16214g,C. albicans,orf19.5444,Cluster504
C. albicans,orf19.6863,K. lactis,gene:KLLA0_C07491g,Cluster5043
C. albicans,orf19.1190,K. lactis,gene:KLLA0_F26477g,Cluster5044
C. albicans,orf19.1686,K. lactis,gene:KLLA0_C02937g,Cluster5045
C. albicans,orf19.974,K. lactis,gene:KLLA0_F09735g,Cluster5046
K. lactis,gene:KLLA0_C04906g,C. albicans,orf19.1270,Cluster5049
K. lactis,gene:KLLA0_F20680g,C. albicans,orf19.2745,Cluster505
K. lactis,gene:KLLA0_E14477g,C. albicans,orf19.6139,Cluster5050
K. lactis,gene:KLLA0_D13002g,C. albicans,orf19.1306,Cluster5051
K. lactis,gene:KLLA0_B09878g,C. albicans,orf19.7385,Cluster5052
C. albicans,orf19.7381,K. lactis,gene:KLLA0_F10373g,Cluster506
K. lactis,gene:KLLA0_B09746g,C. albicans,orf19.1690,Cluster5061
K. lactis,gene:KLLA0_F19756g,C. albicans,orf19.3240,Cluster5063
K. lactis,gene:KLLA0_B02849g,C. albicans,orf19.1567,Cluster5065
C. albicans,orf19.2740,K. lactis,gene:KLLA0_D16544g,Cluster5066
K. lactis,gene:KLLA0_A04059g,C. albicans,orf19.2238,Cluster5067
K. lactis,gene:KLLA0_E20065g,C. albicans,orf19.2551,Cluster5078
K. lactis,gene:KLLA0_F04477g,C. albicans,orf19.6165,Cluster5079
C. albicans,orf19.7224,K. lactis,gene:KLLA0_D02266g,Cluster5080
K. lactis,gene:KLLA0_E06579g,C. albicans,orf19.2844,Cluster51
C. albicans,orf19.5492,K. lactis,gene:KLLA0_A04565g,Cluster5107
K. lactis,gene:KLLA0_C05082g,C. albicans,orf19.825,Cluster5108
K. lactis,gene:KLLA0_A04433g,C. albicans,orf19.825,Cluster5108
K. lactis,gene:KLLA0_B09427g,C. albicans,orf19.4413,Cluster5109
K. lactis,gene:KLLA0_C05170g,C. albicans,orf19.5491.1,Cluster5110
C. albicans,orf19.6518,K. lactis,gene:KLLA0_B12540g,Cluster5111
C. albicans,orf19.6066,K. lactis,gene:KLLA0_B12540g,Cluster5111
K. lactis,gene:KLLA0_F05511g,C. albicans,orf19.5201.1,Cluster5112
C. albicans,orf19.2416.1,K. lactis,gene:KLLA0_F10439g,Cluster5113
K. lactis,gene:KLLA0_A08624g,C. albicans,orf19.7202,Cluster5114
K. lactis,gene:KLLA0_F25278g,C. albicans,orf19.6175,Cluster5115
K. lactis,gene:KLLA0_B08019g,C. albicans,orf19.3946,Cluster5116
K. lactis,gene:KLLA0_C17094g,C. albicans,orf19.6142,Cluster5134
C. albicans,orf19.1267,K. lactis,gene:KLLA0_E04423g,Cluster5135
C. albicans,orf19.991,K. lactis,gene:KLLA0_D13464g,Cluster5136
C. albicans,orf19.6408,K. lactis,gene:KLLA0_E07899g,Cluster5137
K. lactis,gene:KLLA0_D09757g,C. albicans,orf19.1915,Cluster5138
C. albicans,orf19.3947,K. lactis,gene:KLLA0_B07997g,Cluster5139
C. albicans,orf19.4161,K. lactis,gene:KLLA0_D09933g,Cluster5140
C. albicans,orf19.5644,K. lactis,gene:KLLA0_B04972g,Cluster5141
K. lactis,gene:KLLA0_C07260g,C. albicans,orf19.3438,Cluster5142
C. albicans,orf19.954,K. lactis,gene:KLLA0_F19184g,Cluster5143
C. albicans,orf19.783,K. lactis,gene:KLLA0_C08393g,Cluster5145
K. lactis,gene:KLLA0_C11957g,C. albicans,orf19.6828.1,Cluster5176
K. lactis,gene:KLLA0_D11770g,C. albicans,orf19.6851,Cluster5178
K. lactis,gene:KLLA0_E19185g,C. albicans,orf19.4985,Cluster5179
K. lactis,gene:KLLA0_B03542g,C. albicans,orf19.2847,Cluster5181
K. lactis,gene:KLLA0_C05786g,C. albicans,orf19.1429,Cluster5182
C. albicans,orf19.1451,K. lactis,gene:KLLA0_B01353g,Cluster5183
C. albicans,orf19.3744,K. lactis,gene:KLLA0_F23694g,Cluster5184
K. lactis,gene:KLLA0_F11935g,C. albicans,orf19.3758,Cluster5185
K. lactis,gene:KLLA0_C10670g,C. albicans,orf19.1866,Cluster5186
K. lactis,gene:KLLA0_F25234g,C. albicans,orf19.2960,Cluster5187
C. albicans,orf19.587,K. lactis,gene:KLLA0_C02849g,Cluster519
K. lactis,gene:KLLA0_A04147g,C. albicans,orf19.7602,Cluster5193
K. lactis,gene:KLLA0_C12023g,C. albicans,orf19.2610,Cluster5195
K. lactis,gene:KLLA0_A04840g,C. albicans,orf19.2104,Cluster5198
K. lactis,gene:KLLA0_A00396g,C. albicans,orf19.3815,Cluster52
K. lactis,gene:KLLA0_E05303g,C. albicans,orf19.6568,Cluster5200
K. lactis,gene:KLLA0_D07920g,C. albicans,orf19.4455,Cluster5201
C. albicans,orf19.5023,K. lactis,gene:KLLA0_A04081g,Cluster5202
K. lactis,gene:KLLA0_D02156g,C. albicans,orf19.5029,Cluster5203
K. lactis,gene:KLLA0_C02893g,C. albicans,orf19.581,Cluster5204
K. lactis,gene:KLLA0_A06193g,C. albicans,orf19.5535,Cluster5205
C. albicans,orf19.3012,K. lactis,gene:KLLA0_A01804g,Cluster5206
C. albicans,orf19.1427,K. lactis,gene:KLLA0_E09571g,Cluster5207
K. lactis,gene:KLLA0_F02728g,C. albicans,orf19.2172,Cluster5208
K. lactis,gene:KLLA0_E18129g,C. albicans,orf19.6203,Cluster5209
C. albicans,orf19.5106,K. lactis,gene:KLLA0_D16390g,Cluster521
K. lactis,gene:KLLA0_E17491g,C. albicans,orf19.345,Cluster5210
C. albicans,orf19.3213,K. lactis,gene:KLLA0_F02684g,Cluster5211
C. albicans,orf19.132,K. lactis,gene:KLLA0_E11331g,Cluster522
C. albicans,orf19.5095,K. lactis,gene:KLLA0_C04147g,Cluster523
C. albicans,orf19.1674,K. lactis,gene:KLLA0_F05467g,Cluster5239
C. albicans,orf19.2967,K. lactis,gene:KLLA0_F07403g,Cluster524
K. lactis,gene:KLLA0_E13157g,C. albicans,orf19.1954,Cluster5241
K. lactis,gene:KLLA0_F08855g,C. albicans,orf19.767,Cluster5242
C. albicans,orf19.3542,K. lactis,gene:KLLA0_E02179g,Cluster5243
C. albicans,orf19.4109,K. lactis,gene:KLLA0_B03762g,Cluster5245
K. lactis,gene:KLLA0_E20725g,C. albicans,orf19.1093,Cluster525
C. albicans,orf19.6234,K. lactis,gene:KLLA0_D08371g,Cluster526
K. lactis,gene:KLLA0_C08976g,C. albicans,orf19.3276,Cluster527
K. lactis,gene:KLLA0_A07106g,C. albicans,orf19.2655,Cluster528
C. albicans,orf19.3252,K. lactis,gene:KLLA0_E18195g,Cluster5284
C. albicans,orf19.4288,K. lactis,gene:KLLA0_E02663g,Cluster5285
C. albicans,orf19.5940,K. lactis,gene:KLLA0_B14751g,Cluster5286
K. lactis,gene:KLLA0_D10197g,C. albicans,orf19.4766,Cluster5287
C. albicans,orf19.3609,K. lactis,gene:KLLA0_F13772g,Cluster529
C. albicans,orf19.5506,K. lactis,gene:KLLA0_D00638g,Cluster5294
K. lactis,gene:KLLA0_B13761g,C. albicans,orf19.2876,Cluster5295
K. lactis,gene:KLLA0_A05225g,C. albicans,orf19.6653,Cluster53
C. albicans,orf19.1352,K. lactis,gene:KLLA0_D08536g,Cluster530
K. lactis,gene:KLLA0_A04818g,C. albicans,orf19.2102,Cluster5316
K. lactis,gene:KLLA0_B04290g,C. albicans,orf19.5858,Cluster5338
K. lactis,gene:KLLA0_F20031g,C. albicans,orf19.4765,Cluster5345
C. albicans,orf19.4190,K. lactis,gene:KLLA0_E09461g,Cluster5347
K. lactis,gene:KLLA0_E18569g,C. albicans,orf19.4664,Cluster5353
K. lactis,gene:KLLA0_E18283g,C. albicans,orf19.7531,Cluster5354
K. lactis,gene:KLLA0_C09306g,C. albicans,orf19.5263,Cluster5355
K. lactis,gene:KLLA0_B00781g,C. albicans,orf19.1448.1,Cluster5356
K. lactis,gene:KLLA0_F27313g,C. albicans,orf19.4382,Cluster5357
K. lactis,gene:KLLA0_F05137g,C. albicans,orf19.1667.1,Cluster5358
K. lactis,gene:KLLA0_B11616g,C. albicans,orf19.4747,Cluster5359
C. albicans,orf19.3757,K. lactis,gene:KLLA0_C17446g,Cluster5360
K. lactis,gene:KLLA0_F03795g,C. albicans,orf19.5528,Cluster5361
K. lactis,gene:KLLA0_B07227g,C. albicans,orf19.6976,Cluster5362
K. lactis,gene:KLLA0_B12826g,C. albicans,orf19.7411,Cluster5363
C. albicans,orf19.7400,K. lactis,gene:KLLA0_E09681g,Cluster5364
K. lactis,gene:KLLA0_E03257g,C. albicans,orf19.1110,Cluster5367
C. albicans,orf19.829,K. lactis,gene:KLLA0_B03586g,Cluster5368
K. lactis,gene:KLLA0_A09383g,C. albicans,orf19.417,Cluster5369
K. lactis,gene:KLLA0_F07249g,C. albicans,orf19.3116,Cluster5381
K. lactis,gene:KLLA0_F00748g,C. albicans,orf19.2682,Cluster5385
C. albicans,orf19.6132,K. lactis,gene:KLLA0_F02079g,Cluster5395
K. lactis,gene:KLLA0_E01585g,C. albicans,orf19.4002,Cluster54
K. lactis,gene:KLLA0_C13948g,C. albicans,orf19.4380.1,Cluster5415
K. lactis,gene:KLLA0_C13948g,C. albicans,orf19.4379,Cluster5415
K. lactis,gene:KLLA0_F13860g,C. albicans,orf19.7222,Cluster5417
K. lactis,gene:KLLA0_E19823g,C. albicans,orf19.2533.1,Cluster5418
K. lactis,gene:KLLA0_B13255g,C. albicans,orf19.3197,Cluster5433
K. lactis,gene:KLLA0_B02827g,C. albicans,orf19.1566,Cluster5444
K. lactis,gene:KLLA0_D01045g,C. albicans,orf19.712,Cluster5453
K. lactis,gene:KLLA0_E21781g,C. albicans,orf19.4293,Cluster5454
C. albicans,orf19.3687,K. lactis,gene:KLLA0_A06281g,Cluster5456
K. lactis,gene:KLLA0_D15873g,C. albicans,orf19.4029,Cluster5458
C. albicans,orf19.518,K. lactis,gene:KLLA0_F12562g,Cluster5467
K. lactis,gene:KLLA0_D10780g,C. albicans,orf19.3057,Cluster5468
K. lactis,gene:KLLA0_A11308g,C. albicans,orf19.6858,Cluster5469
K. lactis,gene:KLLA0_D05533g,C. albicans,orf19.4348,Cluster5470
K. lactis,gene:KLLA0_E10935g,C. albicans,orf19.2114,Cluster5476
C. albicans,orf19.3629,K. lactis,gene:KLLA0_E13553g,Cluster5488
C. albicans,orf19.6905,K. lactis,gene:KLLA0_F12276g,Cluster5489
K. lactis,gene:KLLA0_A08932g,C. albicans,orf19.6879,Cluster5490
K. lactis,gene:KLLA0_E17535g,C. albicans,orf19.2173,Cluster5491
C. albicans,orf19.4175,K. lactis,gene:KLLA0_F14212g,Cluster5492
K. lactis,gene:KLLA0_C06182g,C. albicans,orf19.6011,Cluster5493
C. albicans,orf19.4301,K. lactis,gene:KLLA0_C16093g,Cluster5494
C. albicans,orf19.6662,K. lactis,gene:KLLA0_C06050g,Cluster5495
C. albicans,orf19.7642,K. lactis,gene:KLLA0_C12353g,Cluster5496
K. lactis,gene:KLLA0_F11363g,C. albicans,orf19.3677,Cluster5497
K. lactis,gene:KLLA0_E07239g,C. albicans,orf19.5356,Cluster5498
K. lactis,gene:KLLA0_D14806g,C. albicans,orf19.1569,Cluster5499
K. lactis,gene:KLLA0_E01101g,C. albicans,orf19.3938,Cluster55
K. lactis,gene:KLLA0_F18975g,C. albicans,orf19.3765,Cluster5500
C. albicans,orf19.3583,K. lactis,gene:KLLA0_C07953g,Cluster5501
K. lactis,gene:KLLA0_C12969g,C. albicans,orf19.3174,Cluster5513
C. albicans,orf19.2367,K. lactis,gene:KLLA0_C02651g,Cluster5514
C. albicans,orf19.2314,K. lactis,gene:KLLA0_E10781g,Cluster5515
C. albicans,orf19.7504,K. lactis,gene:KLLA0_C11539g,Cluster5516
K. lactis,gene:KLLA0_A09295g,C. albicans,orf19.1160,Cluster5517
K. lactis,gene:KLLA0_E16017g,C. albicans,orf19.7486,Cluster5518
C. albicans,orf19.7627,K. lactis,gene:KLLA0_E20989g,Cluster5519
C. albicans,orf19.5873,K. lactis,gene:KLLA0_C13255g,Cluster5520
K. lactis,gene:KLLA0_D09867g,C. albicans,orf19.1462,Cluster5521
K. lactis,gene:KLLA0_D16071g,C. albicans,orf19.2310.1,Cluster5522
C. albicans,orf19.7203,K. lactis,gene:KLLA0_F12386g,Cluster5523
K. lactis,gene:KLLA0_D10703g,C. albicans,orf19.5653,Cluster5535
C. albicans,orf19.3141,K. lactis,gene:KLLA0_E24531g,Cluster5536
C. albicans,orf19.499,K. lactis,gene:KLLA0_F03355g,Cluster5537
K. lactis,gene:KLLA0_E19955g,C. albicans,orf19.2541,Cluster5538
C. albicans,orf19.220,K. lactis,gene:KLLA0_B07447g,Cluster5539
K. lactis,gene:KLLA0_B07370g,C. albicans,orf19.1920,Cluster5540
C. albicans,orf19.555,K. lactis,gene:KLLA0_B07392g,Cluster5542
C. albicans,orf19.6994,K. lactis,gene:KLLA0_A10307g,Cluster5544
C. albicans,orf19.797,K. lactis,gene:KLLA0_A10307g,Cluster5544
K. lactis,gene:KLLA0_A02255g,C. albicans,orf19.7604,Cluster5545
C. albicans,orf19.5973,K. lactis,gene:KLLA0_E15731g,Cluster5549
K. lactis,gene:KLLA0_F05269g,C. albicans,orf19.5965,Cluster5550
K. lactis,gene:KLLA0_F25762g,C. albicans,orf19.3062,Cluster5554
C. albicans,orf19.5772,K. lactis,gene:KLLA0_F10725g,Cluster5555
K. lactis,gene:KLLA0_C08107g,C. albicans,orf19.6844,Cluster5558
K. lactis,gene:KLLA0_D02992g,C. albicans,orf19.4009,Cluster5560
C. albicans,orf19.3707,K. lactis,gene:KLLA0_B14476g,Cluster5581
K. lactis,gene:KLLA0_F20570g,C. albicans,orf19.6929,Cluster5585
K. lactis,gene:KLLA0_D00858g,C. albicans,orf19.5013,Cluster5586
K. lactis,gene:KLLA0_F16214g,C. albicans,orf19.5813,Cluster5587
K. lactis,gene:KLLA0_D03883g,C. albicans,orf19.6740,Cluster5589
K. lactis,gene:KLLA0_E06645g,C. albicans,orf19.6214,Cluster5593
C. albicans,orf19.5727,K. lactis,gene:KLLA0_B09108g,Cluster5594
K. lactis,gene:KLLA0_E14345g,C. albicans,orf19.6297,Cluster5597
C. albicans,orf19.1662,K. lactis,gene:KLLA0_F22176g,Cluster56
K. lactis,gene:KLLA0_C09669g,C. albicans,orf19.485,Cluster5606
C. albicans,orf19.6064,K. lactis,gene:KLLA0_D04664g,Cluster5610
C. albicans,orf19.3531,K. lactis,gene:KLLA0_F16445g,Cluster5614
K. lactis,gene:KLLA0_B05841g,C. albicans,orf19.2929,Cluster5620
K. lactis,gene:KLLA0_B05841g,C. albicans,orf19.3269,Cluster5620
K. lactis,gene:KLLA0_B11968g,C. albicans,orf19.5777,Cluster5632
C. albicans,orf19.1888,K. lactis,gene:KLLA0_C06721g,Cluster5637
C. albicans,orf19.4769,K. lactis,gene:KLLA0_E10187g,Cluster5638
K. lactis,gene:KLLA0_F16841g,C. albicans,orf19.6685,Cluster5639
K. lactis,gene:KLLA0_B01045g,C. albicans,orf19.6379,Cluster5641
K. lactis,gene:KLLA0_D07590g,C. albicans,orf19.835,Cluster5642
K. lactis,gene:KLLA0_D18645g,C. albicans,orf19.6243,Cluster5643
K. lactis,gene:KLLA0_E03961g,C. albicans,orf19.6220,Cluster5644
K. lactis,gene:KLLA0_D11506g,C. albicans,orf19.4230,Cluster5647
K. lactis,gene:KLLA0_B08976g,C. albicans,orf19.7375,Cluster5648
C. albicans,orf19.7375,K. lactis,gene:KLLA0_B11594g,Cluster5648
C. albicans,orf19.1548,K. lactis,gene:KLLA0_E01409g,Cluster5650
C. albicans,orf19.1547,K. lactis,gene:KLLA0_E01387g,Cluster5651
C. albicans,orf19.1336,K. lactis,gene:KLLA0_E20197g,Cluster5652
K. lactis,gene:KLLA0_D18777g,C. albicans,orf19.3010,Cluster5653
K. lactis,gene:KLLA0_F25806g,C. albicans,orf19.2216,Cluster5654
C. albicans,orf19.2227,K. lactis,gene:KLLA0_A03311g,Cluster5655
C. albicans,orf19.5833,K. lactis,gene:KLLA0_C02475g,Cluster5656
C. albicans,orf19.2549,K. lactis,gene:KLLA0_E20043g,Cluster5657
C. albicans,orf19.4825,K. lactis,gene:KLLA0_F04081g,Cluster5658
C. albicans,orf19.290,K. lactis,gene:KLLA0_F02409g,Cluster5659
C. albicans,orf19.5417,K. lactis,gene:KLLA0_D14333g,Cluster5663
K. lactis,gene:KLLA0_F22363g,C. albicans,orf19.4987,Cluster5665
K. lactis,gene:KLLA0_F21846g,C. albicans,orf19.124,Cluster5680
C. albicans,orf19.5934,K. lactis,gene:KLLA0_F20724g,Cluster5682
K. lactis,gene:KLLA0_E07173g,C. albicans,orf19.234,Cluster5683
K. lactis,gene:KLLA0_B01892g,C. albicans,orf19.6973,Cluster5685
C. albicans,orf19.6074,K. lactis,gene:KLLA0_D12386g,Cluster5687
C. albicans,orf19.1212,K. lactis,gene:KLLA0_E06865g,Cluster5689
K. lactis,gene:KLLA0_C01969g,C. albicans,orf19.5274,Cluster569
K. lactis,gene:KLLA0_F16324g,C. albicans,orf19.7377,Cluster5691
K. lactis,gene:KLLA0_C13926g,C. albicans,orf19.2664,Cluster5692
C. albicans,orf19.7267,K. lactis,gene:KLLA0_E17117g,Cluster57
K. lactis,gene:KLLA0_F09933g,C. albicans,orf19.1655,Cluster570
K. lactis,gene:KLLA0_E23893g,C. albicans,orf19.7386,Cluster5707
K. lactis,gene:KLLA0_E19977g,C. albicans,orf19.2538,Cluster571
C. albicans,orf19.1876,K. lactis,gene:KLLA0_F14861g,Cluster5710
C. albicans,orf19.2261,K. lactis,gene:KLLA0_C14388g,Cluster5711
C. albicans,orf19.2524,K. lactis,gene:KLLA0_D07326g,Cluster5712
K. lactis,gene:KLLA0_F20834g,C. albicans,orf19.6494,Cluster5713
K. lactis,gene:KLLA0_B00979g,C. albicans,orf19.7238,Cluster5714
K. lactis,gene:KLLA0_B10472g,C. albicans,orf19.763,Cluster5716
K. lactis,gene:KLLA0_E12255g,C. albicans,orf19.231,Cluster5718
K. lactis,gene:KLLA0_F22561g,C. albicans,orf19.5799,Cluster572
C. albicans,orf19.809,K. lactis,gene:KLLA0_F07799g,Cluster5720
C. albicans,orf19.6238,K. lactis,gene:KLLA0_E14763g,Cluster5721
K. lactis,gene:KLLA0_B02541g,C. albicans,orf19.795,Cluster5722
K. lactis,gene:KLLA0_E07393g,C. albicans,orf19.1609,Cluster5723
K. lactis,gene:KLLA0_E07063g,C. albicans,orf19.7490,Cluster573
K. lactis,gene:KLLA0_D02002g,C. albicans,orf19.1486,Cluster5735
K. lactis,gene:KLLA0_D09625g,C. albicans,orf19.4582,Cluster5738
C. albicans,orf19.7083,K. lactis,gene:KLLA0_D04972g,Cluster5739
K. lactis,gene:KLLA0_C14949g,C. albicans,orf19.4090,Cluster574
K. lactis,gene:KLLA0_F19338g,C. albicans,orf19.2738,Cluster5740
C. albicans,orf19.2980,K. lactis,gene:KLLA0_D02728g,Cluster575
K. lactis,gene:KLLA0_D06897g,C. albicans,orf19.6891,Cluster5754
C. albicans,orf19.1473,K. lactis,gene:KLLA0_F00792g,Cluster5759
C. albicans,orf19.1877,K. lactis,gene:KLLA0_F20207g,Cluster576
C. albicans,orf19.3140.1,K. lactis,gene:KLLA0_E24509g,Cluster5761
C. albicans,orf19.1643,K. lactis,gene:KLLA0_D15224g,Cluster5762
K. lactis,gene:KLLA0_A02321g,C. albicans,orf19.1119,Cluster5763
C. albicans,orf19.3244,K. lactis,gene:KLLA0_F24024g,Cluster5764
C. albicans,orf19.2214,K. lactis,gene:KLLA0_C15257g,Cluster5765
K. lactis,gene:KLLA0_E12783g,C. albicans,orf19.4012,Cluster5766
K. lactis,gene:KLLA0_E03895g,C. albicans,orf19.351,Cluster5767
C. albicans,orf19.349,K. lactis,gene:KLLA0_E03851g,Cluster5768
C. albicans,orf19.6712,K. lactis,gene:KLLA0_B04136g,Cluster5769
K. lactis,gene:KLLA0_C13365g,C. albicans,orf19.1761,Cluster5771
K. lactis,gene:KLLA0_E22771g,C. albicans,orf19.1716,Cluster5773
K. lactis,gene:KLLA0_E12893g,C. albicans,orf19.6230,Cluster5774
K. lactis,gene:KLLA0_E13223g,C. albicans,orf19.2649,Cluster5775
K. lactis,gene:KLLA0_E13685g,C. albicans,orf19.4479,Cluster5777
K. lactis,gene:KLLA0_A00352g,C. albicans,orf19.2948,Cluster578
C. albicans,orf19.1994,K. lactis,gene:KLLA0_B00803g,Cluster5784
K. lactis,gene:KLLA0_B08844g,C. albicans,orf19.6638,Cluster579
C. albicans,orf19.410.3,K. lactis,gene:KLLA0_E01959g,Cluster5796
