cgla_gene,scer_gene,cgla_cluster,scer_cluster
CAGL0K08404g,YLR166C,Cluster5845,Cluster12523
CAGL0G08173g,YLR167W,Cluster118,Cluster12339
CAGL0G08173g,YLR167W,Cluster118,Cluster12339
CAGL0B04961g,YLR172C,Cluster5024,Cluster9176
CAGL0B04961g,YLR172C,Cluster5024,Cluster9176
CAGL0B04939g,YLR173W,Cluster4761,Cluster4626
CAGL0B04939g,YLR173W,Cluster4761,Cluster4626
CAGL0B04917g,YLR174W,Cluster964,Cluster7278
CAGL0B04917g,YLR174W,Cluster964,Cluster7278
CAGL0H03751g,YLR176C,Cluster6099,Cluster8722
CAGL0H03751g,YLR176C,Cluster6099,Cluster8722
CAGL0H07425g,YBR155W,Cluster250,Cluster6689
CAGL0H07425g,YBR155W,Cluster250,Cluster6689
CAGL0B01166g,YLR182W,Cluster3127,Cluster4524
CAGL0B01166g,YLR182W,Cluster3127,Cluster4524
CAGL0B01232g,YLR186W,Cluster10132,Cluster4057
CAGL0B01232g,YLR186W,Cluster10132,Cluster4057
CAGL0J08349g,YLR187W,Cluster9203,Cluster569
CAGL0J08349g,YLR187W,Cluster9203,Cluster569
CAGL0E00385g,YLR188W,Cluster9192,Cluster1833
CAGL0E00385g,YLR188W,Cluster9192,Cluster1833
CAGL0A04169g,YLR190W,Cluster4448,Cluster4236
CAGL0A04169g,YLR190W,Cluster4448,Cluster4236
CAGL0A04147g,YLR191W,Cluster11798,Cluster11025
CAGL0A04147g,YLR191W,Cluster11798,Cluster11025
CAGL0A04125g,YLR192C,Cluster4445,Cluster6567
CAGL0A04125g,YLR192C,Cluster4445,Cluster6567
CAGL0A04103g,YLR193C,Cluster11046,Cluster2954
CAGL0A04103g,YLR193C,Cluster11046,Cluster2954
CAGL0A04059g,YLR195C,Cluster1305,Cluster8172
CAGL0A04059g,YLR195C,Cluster1305,Cluster8172
CAGL0A04037g,YLR196W,Cluster6001,Cluster7472
CAGL0A04037g,YLR196W,Cluster6001,Cluster7472
CAGL0A03971g,YLR200W,Cluster5992,Cluster10716
CAGL0A03971g,YLR200W,Cluster5992,Cluster10716
CAGL0A03949g,YLR201C,Cluster563,Cluster10715
CAGL0A03949g,YLR201C,Cluster563,Cluster10715
CAGL0A03927g,YLR203C,Cluster4641,Cluster9667
CAGL0A03927g,YLR203C,Cluster4641,Cluster9667
CAGL0A03905g,YLR205C,Cluster5616,Cluster4875
CAGL0A03905g,YLR205C,Cluster5616,Cluster4875
CAGL0J08756g,YLR207W,Cluster6519,Cluster7858
CAGL0J08756g,YLR207W,Cluster6519,Cluster7858
CAGL0J08778g,YLR208W,Cluster6516,Cluster6901
CAGL0J08778g,YLR208W,Cluster6516,Cluster6901
CAGL0J08800g,YLR209C,Cluster7619,Cluster8762
CAGL0J08800g,YLR209C,Cluster7619,Cluster8762
CAGL0J08888g,YLR212C,Cluster3055,Cluster10618
CAGL0J08888g,YLR212C,Cluster3055,Cluster10618
CAGL0J08910g,YLR213C,Cluster3057,Cluster9577
CAGL0J08910g,YLR213C,Cluster3057,Cluster9577
CAGL0H07491g,YBR158W,Cluster4050,Cluster9906
CAGL0H07491g,YBR158W,Cluster4050,Cluster9906
CAGL0J08932g,YLR215C,Cluster12448,Cluster733
CAGL0J08932g,YLR215C,Cluster12448,Cluster733
CAGL0J08954g,YLR216C,Cluster10286,Cluster12342
CAGL0J08954g,YLR216C,Cluster10286,Cluster12342
CAGL0J08976g,YLR218C,Cluster9902,Cluster5358
CAGL0J08976g,YLR218C,Cluster9902,Cluster5358
CAGL0C00671g,YLR219W,Cluster4403,Cluster6006
CAGL0C00671g,YLR219W,Cluster4403,Cluster6006
CAGL0C00693g,YLR220W,Cluster4260,Cluster863
CAGL0C00693g,YLR220W,Cluster4260,Cluster863
CAGL0C00715g,YLR221C,Cluster4259,Cluster5906
CAGL0C00715g,YLR221C,Cluster4259,Cluster5906
CAGL0F05269g,YLR229C,Cluster10072,Cluster10175
CAGL0F05269g,YLR229C,Cluster10072,Cluster10175
CAGL0G08470g,YLR234W,Cluster10678,Cluster5682
CAGL0G08470g,YLR234W,Cluster10678,Cluster5682
CAGL0G08448g,YLR237W,Cluster11614,Cluster8549
CAGL0G08448g,YLR237W,Cluster11614,Cluster8549
CAGL0G08360g,YLR240W,Cluster1465,Cluster5643
CAGL0G08360g,YLR240W,Cluster1465,Cluster5643
CAGL0G08316g,YLR242C,Cluster12089,Cluster9427
CAGL0G08316g,YLR242C,Cluster12089,Cluster9427
CAGL0G08228g,YLR245C,Cluster4992,Cluster11679
CAGL0G08228g,YLR245C,Cluster4992,Cluster11679
CAGL0B03487g,YLR249W,Cluster8136,Cluster5908
CAGL0B03487g,YLR249W,Cluster8136,Cluster5908
CAGL0B03421g,YLR256W,Cluster12051,Cluster108
CAGL0B03421g,YLR256W,Cluster12051,Cluster108
CAGL0F04697g,YLR257W,Cluster1540,Cluster8669
CAGL0F04697g,YLR257W,Cluster1540,Cluster8669
CAGL0M05621g,YBR161W,Cluster12316,Cluster9449
CAGL0M05621g,YBR161W,Cluster12316,Cluster9449
CAGL0K05973g,YLR259C,Cluster6254,Cluster6447
CAGL0K05973g,YLR259C,Cluster6254,Cluster6447
CAGL0L04554g,YLR260W,Cluster6528,Cluster4589
CAGL0L04554g,YLR260W,Cluster6528,Cluster4589
CAGL0K06017g,YLR262C,Cluster1268,Cluster10185
CAGL0K06017g,YLR262C,Cluster1268,Cluster10185
CAGL0K06033g,YLR262C-A,Cluster852,Cluster342
CAGL0K06033g,YLR262C-A,Cluster852,Cluster342
CAGL0K06039g,YLR263W,Cluster768,Cluster4627
CAGL0K06039g,YLR263W,Cluster768,Cluster4627
CAGL0L04510g,YLR264W,Cluster1507,Cluster274
CAGL0L04510g,YLR264W,Cluster1507,Cluster274
CAGL0K06083g,YLR265C,Cluster847,Cluster1599
CAGL0K06083g,YLR265C,Cluster847,Cluster1599
CAGL0L04400g,YLR266C,Cluster11756,Cluster109
CAGL0L04400g,YLR266C,Cluster11756,Cluster109
CAGL0C03179g,YLR268W,Cluster7435,Cluster9599
CAGL0C03179g,YLR268W,Cluster7435,Cluster9599
CAGL0C03113g,YLR270W,Cluster5103,Cluster751
CAGL0C03113g,YLR270W,Cluster5103,Cluster751
CAGL0F04917g,YLR273C,Cluster2201,Cluster8584
CAGL0F04917g,YLR273C,Cluster2201,Cluster8584
CAGL0F04939g,YLR274W,Cluster722,Cluster12299
CAGL0F04939g,YLR274W,Cluster722,Cluster12299
CAGL0F04961g,YLR275W,Cluster4213,Cluster597
CAGL0F04961g,YLR275W,Cluster4213,Cluster597
CAGL0F04983g,YLR276C,Cluster1986,Cluster8777
CAGL0F04983g,YLR276C,Cluster1986,Cluster8777
CAGL0F05005g,YLR277C,Cluster1983,Cluster749
CAGL0F05005g,YLR277C,Cluster1983,Cluster749
CAGL0M05593g,YBR162W-A,Cluster3488,Cluster10588
CAGL0M05593g,YBR162W-A,Cluster3488,Cluster10588
CAGL0F05049g,YLR283W,Cluster7477,Cluster186
CAGL0F05049g,YLR283W,Cluster7477,Cluster186
CAGL0M09779g,YLR286C,Cluster4485,Cluster7149
CAGL0M09779g,YLR286C,Cluster4485,Cluster7149
CAGL0G09713g,YLR287C-A,Cluster9297,Cluster5483
CAGL0G09713g,YLR287C-A,Cluster9297,Cluster5483
CAGL0M09735g,YLR288C,Cluster10564,Cluster12392
CAGL0M09735g,YLR288C,Cluster10564,Cluster12392
CAGL0I00638g,YLR290C,Cluster6622,Cluster12443
CAGL0I00638g,YLR290C,Cluster6622,Cluster12443
CAGL0G09669g,YLR291C,Cluster12485,Cluster5108
CAGL0G09669g,YLR291C,Cluster12485,Cluster5108
CAGL0M05577g,YBR163W,Cluster4080,Cluster9079
CAGL0M05577g,YBR163W,Cluster4080,Cluster9079
CAGL0I00616g,YLR292C,Cluster10739,Cluster8555
CAGL0I00616g,YLR292C,Cluster10739,Cluster8555
CAGL0I00594g,YLR293C,Cluster3266,Cluster4623
CAGL0I00594g,YLR293C,Cluster3266,Cluster4623
CAGL0I00572g,YLR295C,Cluster7166,Cluster5110
CAGL0I00572g,YLR295C,Cluster7166,Cluster5110
CAGL0I00528g,YLR298C,Cluster6699,Cluster12192
CAGL0I00528g,YLR298C,Cluster6699,Cluster12192
CAGL0I00506g,YLR299W,Cluster1065,Cluster11987
CAGL0I00506g,YLR299W,Cluster1065,Cluster11987
CAGL0I00462g,YLR301W,Cluster8662,Cluster10874
CAGL0I00462g,YLR301W,Cluster8662,Cluster10874
CAGL0D06424g,YLR304C,Cluster432,Cluster9888
CAGL0D06424g,YLR304C,Cluster432,Cluster9888
CAGL0D06446g,YLR305C,Cluster1158,Cluster8209
CAGL0D06446g,YLR305C,Cluster1158,Cluster8209
CAGL0M11814g,YAL032C,Cluster5624,Cluster1195
CAGL0M11814g,YAL032C,Cluster5624,Cluster1195
CAGL0D06468g,YLR306W,Cluster8336,Cluster7116
CAGL0D06468g,YLR306W,Cluster8336,Cluster7116
CAGL0E03421g,YLR308W,Cluster4732,Cluster5724
CAGL0E03421g,YLR308W,Cluster4732,Cluster5724
CAGL0E03454g,YLR309C,Cluster7713,Cluster6495
CAGL0E03454g,YLR309C,Cluster7713,Cluster6495
CAGL0E03520g,YLR312W-A,Cluster11621,Cluster3834
CAGL0E03520g,YLR312W-A,Cluster11621,Cluster3834
CAGL0E03564g,YLR314C,Cluster7253,Cluster7525
CAGL0E03564g,YLR314C,Cluster7253,Cluster7525
CAGL0F08591g,YLR315W,Cluster205,Cluster10931
CAGL0F08591g,YLR315W,Cluster205,Cluster10931
CAGL0A00847g,YLR316C,Cluster9305,Cluster3734
CAGL0A00847g,YLR316C,Cluster9305,Cluster3734
CAGL0A00869g,YLR318W,Cluster9308,Cluster6806
CAGL0A00869g,YLR318W,Cluster9308,Cluster6806
CAGL0I10813g,YBR165W,Cluster11097,Cluster395
CAGL0I10813g,YBR165W,Cluster11097,Cluster395
CAGL0F08569g,YLR321C,Cluster12518,Cluster8416
CAGL0F08569g,YLR321C,Cluster12518,Cluster8416
CAGL0A00935g,YLR323C,Cluster6705,Cluster11347
CAGL0A00935g,YLR323C,Cluster6705,Cluster11347
CAGL0A00979g,YLR325C,Cluster9307,Cluster9216
CAGL0A00979g,YLR325C,Cluster9307,Cluster9216
CAGL0G00902g,YLR335W,Cluster4087,Cluster2836
CAGL0G00902g,YLR335W,Cluster4087,Cluster2836
CAGL0G00924g,YLR336C,Cluster7133,Cluster3369
CAGL0G00924g,YLR336C,Cluster7133,Cluster3369
CAGL0G00968g,YLR337C,Cluster11366,Cluster7735
CAGL0G00968g,YLR337C,Cluster11366,Cluster7735
CAGL0M06017g,YBR166C,Cluster1059,Cluster11843
CAGL0M06017g,YBR166C,Cluster1059,Cluster11843
CAGL0G00990g,YLR340W,Cluster10038,Cluster10522
CAGL0G00990g,YLR340W,Cluster10038,Cluster10522
CAGL0G01012g,YLR341W,Cluster240,Cluster315
CAGL0G01012g,YLR341W,Cluster240,Cluster315
CAGL0G01100g,YLR345W,Cluster3647,Cluster11238
CAGL0G01100g,YLR345W,Cluster3647,Cluster11238
CAGL0G01144g,YLR347C,Cluster3356,Cluster6816
CAGL0G01144g,YLR347C,Cluster3356,Cluster6816
CAGL0G01210g,YLR351C,Cluster12271,Cluster8590
CAGL0G01210g,YLR351C,Cluster12271,Cluster8590
CAGL0B03047g,YLR355C,Cluster2445,Cluster4122
CAGL0B03047g,YLR355C,Cluster2445,Cluster4122
CAGL0M06039g,YBR167C,Cluster4643,Cluster2889
CAGL0M06039g,YBR167C,Cluster4643,Cluster2889
CAGL0B02739g,YLR362W,Cluster4460,Cluster9027
CAGL0B02739g,YLR362W,Cluster4460,Cluster9027
CAGL0G04983g,YLR363W-A,Cluster4231,Cluster11110
CAGL0G04983g,YLR363W-A,Cluster4231,Cluster11110
CAGL0G04939g,YLR368W,Cluster11632,Cluster10490
CAGL0G04939g,YLR368W,Cluster11632,Cluster10490
CAGL0G04917g,YLR369W,Cluster12256,Cluster10171
CAGL0G04917g,YLR369W,Cluster12256,Cluster10171
CAGL0G04895g,YLR370C,Cluster12007,Cluster8725
CAGL0G04895g,YLR370C,Cluster12007,Cluster8725
CAGL0H04939g,YLR377C,Cluster9690,Cluster6129
CAGL0H04939g,YLR377C,Cluster9690,Cluster6129
CAGL0H04961g,YLR378C,Cluster646,Cluster11263
CAGL0H04961g,YLR378C,Cluster646,Cluster11263
CAGL0H05005g,YLR380W,Cluster11044,Cluster10546
CAGL0H05005g,YLR380W,Cluster11044,Cluster10546
CAGL0H05071g,YLR383W,Cluster3797,Cluster5200
CAGL0H05071g,YLR383W,Cluster3797,Cluster5200
CAGL0H05093g,YLR384C,Cluster3792,Cluster10356
CAGL0H05093g,YLR384C,Cluster3792,Cluster10356
CAGL0H05115g,YLR385C,Cluster3799,Cluster11316
CAGL0H05115g,YLR385C,Cluster3799,Cluster11316
CAGL0H06479g,YLR387C,Cluster648,Cluster6838
CAGL0H06479g,YLR387C,Cluster648,Cluster6838
CAGL0H06435g,YLR390W,Cluster11221,Cluster12213
CAGL0H06435g,YLR390W,Cluster11221,Cluster12213
CAGL0H06413g,YLR390W-A,Cluster5931,Cluster6138
CAGL0H06413g,YLR390W-A,Cluster5931,Cluster6138
CAGL0C02673g,YLR392C,Cluster10323,Cluster12328
CAGL0C02673g,YLR392C,Cluster10323,Cluster12328
CAGL0C02651g,YLR393W,Cluster5725,Cluster10340
CAGL0C02651g,YLR393W,Cluster5725,Cluster10340
CAGL0C02629g,YLR394W,Cluster10052,Cluster11485
CAGL0C02629g,YLR394W,Cluster10052,Cluster11485
CAGL0M06105g,YBR170C,Cluster6936,Cluster3753
CAGL0M06105g,YBR170C,Cluster6936,Cluster3753
CAGL0C02607g,YLR396C,Cluster11484,Cluster11474
CAGL0C02607g,YLR396C,Cluster11484,Cluster11474
CAGL0C02585g,YLR397C,Cluster4096,Cluster11836
CAGL0C02585g,YLR397C,Cluster4096,Cluster11836
CAGL0C02563g,YLR398C,Cluster12214,Cluster1336
CAGL0C02563g,YLR398C,Cluster12214,Cluster1336
CAGL0M09977g,YLR401C,Cluster799,Cluster1169
CAGL0M09977g,YLR401C,Cluster799,Cluster1169
CAGL0D00682g,YLR403W,Cluster10735,Cluster222
CAGL0D00682g,YLR403W,Cluster10735,Cluster222
CAGL0M09933g,YLR404W,Cluster2852,Cluster10491
CAGL0M09933g,YLR404W,Cluster2852,Cluster10491
CAGL0M09911g,YLR405W,Cluster10565,Cluster12418
CAGL0M09911g,YLR405W,Cluster10565,Cluster12418
CAGL0M09889g,YLR407W,Cluster4407,Cluster474
CAGL0M09889g,YLR407W,Cluster4407,Cluster474
CAGL0M09823g,YLR410W,Cluster10568,Cluster861
CAGL0M09823g,YLR410W,Cluster10568,Cluster861
CAGL0F05093g,YLR412W,Cluster7489,Cluster3846
CAGL0F05093g,YLR412W,Cluster7489,Cluster3846
CAGL0J04488g,YLR417W,Cluster4593,Cluster5722
CAGL0J04488g,YLR417W,Cluster4593,Cluster5722
CAGL0J04510g,YLR418C,Cluster12016,Cluster8419
CAGL0J04510g,YLR418C,Cluster12016,Cluster8419
CAGL0J04532g,YLR419W,Cluster934,Cluster11876
CAGL0J04532g,YLR419W,Cluster934,Cluster11876
CAGL0J04598g,YLR420W,Cluster10445,Cluster9168
CAGL0J04598g,YLR420W,Cluster10445,Cluster9168
CAGL0J04620g,YLR421C,Cluster7873,Cluster10637
CAGL0J04620g,YLR421C,Cluster7873,Cluster10637
CAGL0J04642g,YLR422W,Cluster10455,Cluster11872
CAGL0J04642g,YLR422W,Cluster10455,Cluster11872
CAGL0J04818g,YLR429W,Cluster893,Cluster11735
CAGL0J04818g,YLR429W,Cluster893,Cluster11735
CAGL0M00946g,YLR435W,Cluster5928,Cluster8430
CAGL0M00946g,YLR435W,Cluster5928,Cluster8430
CAGL0M00924g,YLR436C,Cluster6684,Cluster11072
CAGL0M00924g,YLR436C,Cluster6684,Cluster11072
CAGL0L11132g,YLR437C,Cluster4941,Cluster5805
CAGL0L11132g,YLR437C,Cluster4941,Cluster5805
CAGL0M00874g,YLR438C-A,Cluster7815,Cluster598
CAGL0M00874g,YLR438C-A,Cluster7815,Cluster598
CAGL0M00836g,YLR440C,Cluster5557,Cluster4878
CAGL0M00836g,YLR440C,Cluster5557,Cluster4878
CAGL0L11264g,YLR442C,Cluster4022,Cluster5799
CAGL0L11264g,YLR442C,Cluster4022,Cluster5799
CAGL0M11792g,YAL031C,Cluster10266,Cluster3969
CAGL0M11792g,YAL031C,Cluster10266,Cluster3969
CAGL0M06193g,YBR175W,Cluster9823,Cluster4685
CAGL0M06193g,YBR175W,Cluster9823,Cluster4685
CAGL0M00726g,YLR445W,Cluster5270,Cluster12292
CAGL0M00726g,YLR445W,Cluster5270,Cluster12292
CAGL0M00682g,YLR446W,Cluster3812,Cluster3764
CAGL0M00682g,YLR446W,Cluster3812,Cluster3764
CAGL0M00660g,YLR447C,Cluster9512,Cluster3112
CAGL0M00660g,YLR447C,Cluster9512,Cluster3112
CAGL0L11506g,YLR450W,Cluster5402,Cluster11917
CAGL0L11506g,YLR450W,Cluster5402,Cluster11917
CAGL0H00396g,YLR451W,Cluster986,Cluster7806
CAGL0H00396g,YLR451W,Cluster986,Cluster7806
CAGL0M06215g,YBR176W,Cluster4802,Cluster11746
CAGL0M06215g,YBR176W,Cluster4802,Cluster11746
CAGL0H00330g,YLR454W,Cluster4964,Cluster6331
CAGL0H00330g,YLR454W,Cluster4964,Cluster6331
CAGL0H00308g,YLR455W,Cluster1684,Cluster7790
CAGL0H00308g,YLR455W,Cluster1684,Cluster7790
CAGL0K12958g,YML131W,Cluster12482,Cluster9910
CAGL0K12958g,YML131W,Cluster12482,Cluster9910
CAGL0K10956g,YML129C,Cluster10304,Cluster2770
CAGL0K10956g,YML129C,Cluster10304,Cluster2770
CAGL0B02563g,YML128C,Cluster6201,Cluster2976
CAGL0B02563g,YML128C,Cluster6201,Cluster2976
CAGL0B02519g,YML125C,Cluster139,Cluster11237
CAGL0B02519g,YML125C,Cluster139,Cluster11237
CAGL0B02497g,YML124C,Cluster10260,Cluster12424
CAGL0B02497g,YML124C,Cluster10260,Cluster12424
CAGL0B02475g,YML123C,Cluster4215,Cluster12370
CAGL0B02475g,YML123C,Cluster4215,Cluster12370
CAGL0B02453g,YML121W,Cluster2631,Cluster10645
CAGL0B02453g,YML121W,Cluster2631,Cluster10645
CAGL0B02431g,YML120C,Cluster5936,Cluster7928
CAGL0B02431g,YML120C,Cluster5936,Cluster7928
CAGL0I02684g,YML118W,Cluster5828,Cluster103
CAGL0I02684g,YML118W,Cluster5828,Cluster103
CAGL0B02365g,YML117W,Cluster1940,Cluster10592
CAGL0B02365g,YML117W,Cluster1940,Cluster10592
CAGL0B02343g,YML116W,Cluster1930,Cluster2407
CAGL0B02343g,YML116W,Cluster1930,Cluster2407
CAGL0B02321g,YML115C,Cluster2083,Cluster7042
CAGL0B02321g,YML115C,Cluster2083,Cluster7042
CAGL0B02299g,YML114C,Cluster8461,Cluster11158
CAGL0B02299g,YML114C,Cluster8461,Cluster11158
CAGL0M06281g,YBR180W,Cluster11772,Cluster6665
CAGL0M06281g,YBR180W,Cluster11772,Cluster6665
CAGL0J06732g,YML111W,Cluster1624,Cluster10004
CAGL0J06732g,YML111W,Cluster1624,Cluster10004
CAGL0J06710g,YML110C,Cluster300,Cluster6569
CAGL0J06710g,YML110C,Cluster300,Cluster6569
CAGL0F03421g,YML109W,Cluster10406,Cluster12318
CAGL0F03421g,YML109W,Cluster10406,Cluster12318
CAGL0J06666g,YML108W,Cluster7746,Cluster9346
CAGL0J06666g,YML108W,Cluster7746,Cluster9346
CAGL0J06622g,YML107C,Cluster4494,Cluster2482
CAGL0J06622g,YML107C,Cluster4494,Cluster2482
CAGL0J06600g,YML106W,Cluster971,Cluster8619
CAGL0J06600g,YML106W,Cluster971,Cluster8619
CAGL0J06578g,YML105C,Cluster2257,Cluster3330
CAGL0J06578g,YML105C,Cluster2257,Cluster3330
CAGL0J06534g,YML103C,Cluster6000,Cluster1854
CAGL0J06534g,YML103C,Cluster6000,Cluster1854
CAGL0J06512g,YML102W,Cluster10865,Cluster10896
CAGL0J06512g,YML102W,Cluster10865,Cluster10896
CAGL0H02387g,YML100W,Cluster5852,Cluster4328
CAGL0H02387g,YML100W,Cluster5852,Cluster4328
CAGL0H06875g,YML099C,Cluster6077,Cluster5287
CAGL0H06875g,YML099C,Cluster6077,Cluster5287
CAGL0H06897g,YML098W,Cluster5175,Cluster2344
CAGL0H06897g,YML098W,Cluster5175,Cluster2344
CAGL0H06941g,YML097C,Cluster7567,Cluster4469
CAGL0H06941g,YML097C,Cluster7567,Cluster4469
CAGL0H06963g,YML096W,Cluster4899,Cluster8141
CAGL0H06963g,YML096W,Cluster4899,Cluster8141
CAGL0L00363g,YML095C,Cluster7502,Cluster9213
CAGL0L00363g,YML095C,Cluster7502,Cluster9213
CAGL0L00385g,YML094W,Cluster9918,Cluster3966
CAGL0L00385g,YML094W,Cluster9918,Cluster3966
CAGL0H06985g,YML093W,Cluster9151,Cluster9795
CAGL0H06985g,YML093W,Cluster9151,Cluster9795
CAGL0H07007g,YML092C,Cluster9688,Cluster10427
CAGL0H07007g,YML092C,Cluster9688,Cluster10427
CAGL0I06380g,YML091C,Cluster3047,Cluster7758
CAGL0I06380g,YML091C,Cluster3047,Cluster7758
CAGL0H04103g,YML088W,Cluster8809,Cluster9089
CAGL0H04103g,YML088W,Cluster8809,Cluster9089
CAGL0H04235g,YML080W,Cluster10972,Cluster8065
CAGL0H04235g,YML080W,Cluster10972,Cluster8065
CAGL0H05599g,YBR183W,Cluster6036,Cluster5034
CAGL0H05599g,YBR183W,Cluster6036,Cluster5034
CAGL0H04301g,YML078W,Cluster7889,Cluster7571
CAGL0H04301g,YML078W,Cluster7889,Cluster7571
CAGL0H04345g,YML077W,Cluster9849,Cluster6159
CAGL0H04345g,YML077W,Cluster9849,Cluster6159
CAGL0L11440g,YML072C,Cluster552,Cluster2888
CAGL0L11440g,YML072C,Cluster552,Cluster2888
CAGL0L11352g,YML069W,Cluster11308,Cluster12177
CAGL0L11352g,YML069W,Cluster11308,Cluster12177
CAGL0L11330g,YML068W,Cluster1826,Cluster12459
CAGL0L11330g,YML068W,Cluster1826,Cluster12459
CAGL0L11286g,YML066C,Cluster10665,Cluster5141
CAGL0L11286g,YML066C,Cluster10665,Cluster5141
CAGL0L11242g,YML064C,Cluster9135,Cluster10174
CAGL0L11242g,YML064C,Cluster9135,Cluster10174
CAGL0L11198g,YML061C,Cluster4023,Cluster2834
CAGL0L11198g,YML061C,Cluster4023,Cluster2834
CAGL0L11176g,YML060W,Cluster3074,Cluster7853
CAGL0L11176g,YML060W,Cluster3074,Cluster7853
CAGL0M06391g,YBR185C,Cluster3509,Cluster5707
CAGL0M06391g,YBR185C,Cluster3509,Cluster5707
CAGL0L01551g,YML052W,Cluster7749,Cluster10271
CAGL0L01551g,YML052W,Cluster7749,Cluster10271
CAGL0L01529g,YML050W,Cluster7766,Cluster7148
CAGL0L01529g,YML050W,Cluster7766,Cluster7148
CAGL0L01507g,YML049C,Cluster4927,Cluster6380
CAGL0L01507g,YML049C,Cluster4927,Cluster6380
CAGL0L01485g,YML048W,Cluster4928,Cluster6067
CAGL0L01485g,YML048W,Cluster4928,Cluster6067
CAGL0L01441g,YML046W,Cluster2671,Cluster8004
CAGL0L01441g,YML046W,Cluster2671,Cluster8004
CAGL0J11792g,YML043C,Cluster8482,Cluster12223
CAGL0J11792g,YML043C,Cluster8482,Cluster12223
CAGL0J11836g,YML042W,Cluster2749,Cluster12228
CAGL0J11836g,YML042W,Cluster2749,Cluster12228
CAGL0G06358g,YAL030W,Cluster3359,Cluster1180
CAGL0G06358g,YAL030W,Cluster3359,Cluster1180
CAGL0E04246g,YML036W,Cluster11890,Cluster5022
CAGL0E04246g,YML036W,Cluster11890,Cluster5022
CAGL0G07425g,YML035C,Cluster3523,Cluster3387
CAGL0G07425g,YML035C,Cluster3523,Cluster3387
CAGL0G07359g,YML031W,Cluster10041,Cluster10081
CAGL0G07359g,YML031W,Cluster10041,Cluster10081
CAGL0G07315g,YML030W,Cluster12275,Cluster2879
CAGL0G07315g,YML030W,Cluster12275,Cluster2879
CAGL0G07293g,YML029W,Cluster8349,Cluster5922
CAGL0G07293g,YML029W,Cluster8349,Cluster5922
CAGL0G07128g,YML023C,Cluster7671,Cluster7258
CAGL0G07128g,YML023C,Cluster7671,Cluster7258
CAGL0M06457g,YBR187W,Cluster3785,Cluster10252
CAGL0M06457g,YBR187W,Cluster3785,Cluster10252
CAGL0G07084g,YML021C,Cluster16,Cluster2982
CAGL0G07084g,YML021C,Cluster16,Cluster2982
CAGL0G07040g,YML019W,Cluster888,Cluster2849
CAGL0G07040g,YML019W,Cluster888,Cluster2849
CAGL0H04829g,YML015C,Cluster7516,Cluster12230
CAGL0H04829g,YML015C,Cluster7516,Cluster12230
CAGL0H04807g,YML014W,Cluster4752,Cluster10786
CAGL0H04807g,YML014W,Cluster4752,Cluster10786
CAGL0H04741g,YML012W,Cluster12313,Cluster4296
CAGL0H04741g,YML012W,Cluster12313,Cluster4296
CAGL0M06479g,YBR188C,Cluster2998,Cluster2280
CAGL0M06479g,YBR188C,Cluster2998,Cluster2280
CAGL0H04691g,YML009C,Cluster2117,Cluster6981
CAGL0H04691g,YML009C,Cluster2117,Cluster6981
CAGL0F03069g,YML007W,Cluster11132,Cluster7788
CAGL0F03069g,YML007W,Cluster11132,Cluster7788
CAGL0K07271g,YML006C,Cluster5466,Cluster3363
CAGL0K07271g,YML006C,Cluster5466,Cluster3363
CAGL0M06809g,YML005W,Cluster3809,Cluster7398
CAGL0M06809g,YML005W,Cluster3809,Cluster7398
CAGL0E02607g,YML001W,Cluster12477,Cluster12285
CAGL0E02607g,YML001W,Cluster12477,Cluster12285
CAGL0H05511g,YBR189W,Cluster6787,Cluster4167
CAGL0H05511g,YBR189W,Cluster6787,Cluster4167
CAGL0J11638g,YMR001C,Cluster6585,Cluster2868
CAGL0J11638g,YMR001C,Cluster6585,Cluster2868
CAGL0J11682g,YMR002W,Cluster9354,Cluster2054
CAGL0J11682g,YMR002W,Cluster9354,Cluster2054
CAGL0J11704g,YMR004W,Cluster13,Cluster8907
CAGL0J11704g,YMR004W,Cluster13,Cluster8907
CAGL0J11748g,YMR006C,Cluster1063,Cluster12003
CAGL0J11748g,YMR006C,Cluster1063,Cluster12003
CAGL0E02321g,YMR008C,Cluster11993,Cluster12102
CAGL0E02321g,YMR008C,Cluster11993,Cluster12102
CAGL0M07722g,YMR012W,Cluster4498,Cluster4202
CAGL0M07722g,YMR012W,Cluster4498,Cluster4202
CAGL0M07656g,YMR015C,Cluster12384,Cluster8667
CAGL0M07656g,YMR015C,Cluster12384,Cluster8667
CAGL0M07612g,YMR020W,Cluster12092,Cluster4149
CAGL0M07612g,YMR020W,Cluster12092,Cluster4149
CAGL0M07590g,YMR021C,Cluster10035,Cluster1075
CAGL0M07590g,YMR021C,Cluster10035,Cluster1075
CAGL0M07546g,YMR023C,Cluster4674,Cluster9728
CAGL0M07546g,YMR023C,Cluster4674,Cluster9728
CAGL0M07491g,YMR025W,Cluster8536,Cluster8093
CAGL0M07491g,YMR025W,Cluster8536,Cluster8093
CAGL0M07447g,YMR027W,Cluster10030,Cluster976
CAGL0M07447g,YMR027W,Cluster10030,Cluster976
CAGL0L12848g,YMR029C,Cluster3361,Cluster10555
CAGL0L12848g,YMR029C,Cluster3361,Cluster10555
CAGL0F05885g,YMR032W,Cluster3111,Cluster8050
CAGL0F05885g,YMR032W,Cluster3111,Cluster8050
CAGL0F05907g,YMR033W,Cluster5937,Cluster1405
