cgla_gene,scer_gene,cluster
CAGL0M08008g,YJR033C,Cluster463
CAGL0M08008g,YJR033C,Cluster463
CAGL0I01672g,YJR036C,Cluster8928
CAGL0I01672g,YJR036C,Cluster8928
CAGL0I01628g,YJR040W,Cluster2236
CAGL0I01628g,YJR040W,Cluster2236
CAGL0I01606g,YJR041C,Cluster2648
CAGL0I01606g,YJR041C,Cluster2648
CAGL0I01518g,YJR044C,Cluster269
CAGL0I01518g,YJR044C,Cluster269
CAGL0D06094g,YJR055W,Cluster7617
CAGL0D06094g,YJR055W,Cluster7617
CAGL0H01837g,YJR059W,Cluster11831
CAGL0H01837g,YJR059W,Cluster11831
CAGL0F00561g,YJR063W,Cluster8913
CAGL0F00561g,YJR063W,Cluster8913
CAGL0F00517g,YJR065C,Cluster4324
CAGL0F00517g,YJR065C,Cluster4324
CAGL0K00429g,YJR072C,Cluster10818
CAGL0K00429g,YJR072C,Cluster10818
CAGL0F00363g,YJR073C,Cluster7731
CAGL0F00363g,YJR073C,Cluster7731
CAGL0F00297g,YJR075W,Cluster5916
CAGL0F00297g,YJR075W,Cluster5916
CAGL0F00231g,YJR077C,Cluster1572
CAGL0F00231g,YJR077C,Cluster1572
CAGL0M09317g,YJR080C,Cluster6910
CAGL0M09317g,YJR080C,Cluster6910
CAGL0M09295g,YJR082C,Cluster11302
CAGL0M09295g,YJR082C,Cluster11302
CAGL0M09229g,YJR085C,Cluster11874
CAGL0M09229g,YJR085C,Cluster11874
CAGL0M09207g,YJR086W,Cluster7199
CAGL0M09207g,YJR086W,Cluster7199
CAGL0M09185g,YJR088C,Cluster4611
CAGL0M09185g,YJR088C,Cluster4611
CAGL0M09086g,YJR092W,Cluster9560
CAGL0M09086g,YJR092W,Cluster9560
CAGL0M09042g,YJR094C,Cluster4416
CAGL0M09042g,YJR094C,Cluster4416
CAGL0M09020g,YJR095W,Cluster1323
CAGL0M09020g,YJR095W,Cluster1323
CAGL0C04609g,YJR099W,Cluster8125
CAGL0C04609g,YJR099W,Cluster8125
CAGL0C04631g,YJR100C,Cluster10778
CAGL0C04631g,YJR100C,Cluster10778
CAGL0C04697g,YJR101W,Cluster55
CAGL0C04697g,YJR101W,Cluster55
CAGL0C04961g,YJR106W,Cluster4480
CAGL0C04961g,YJR106W,Cluster4480
CAGL0C04939g,YJR107W,Cluster9472
CAGL0C04939g,YJR107W,Cluster9472
CAGL0C04895g,YJR110W,Cluster10028
CAGL0C04895g,YJR110W,Cluster10028
CAGL0C04851g,YJR112W,Cluster9789
CAGL0C04851g,YJR112W,Cluster9789
CAGL0H00572g,YJR116W,Cluster12375
CAGL0H00572g,YJR116W,Cluster12375
CAGL0H00528g,YJR119C,Cluster8324
CAGL0H00528g,YJR119C,Cluster8324
CAGL0H00462g,YJR123W,Cluster9781
CAGL0H00462g,YJR123W,Cluster9781
CAGL0E05522g,YAL037W,Cluster348
CAGL0E05522g,YAL037W,Cluster348
CAGL0M00594g,YJR127C,Cluster622
CAGL0M00594g,YJR127C,Cluster622
CAGL0M00572g,YJR129C,Cluster591
CAGL0M00572g,YJR129C,Cluster591
CAGL0M00528g,YJR131W,Cluster416
CAGL0M00528g,YJR131W,Cluster416
CAGL0M00462g,YJR134C,Cluster5769
CAGL0M00462g,YJR134C,Cluster5769
CAGL0M00418g,YJR135W-A,Cluster9742
CAGL0M00418g,YJR135W-A,Cluster9742
CAGL0M00396g,YJR136C,Cluster4115
CAGL0M00396g,YJR136C,Cluster4115
CAGL0M00374g,YJR137C,Cluster3051
CAGL0M00374g,YJR137C,Cluster3051
CAGL0M00330g,YJR139C,Cluster12470
CAGL0M00330g,YJR139C,Cluster12470
CAGL0M00264g,YJR141W,Cluster906
CAGL0M00264g,YJR141W,Cluster906
CAGL0M00242g,YJR142W,Cluster7081
CAGL0M00242g,YJR142W,Cluster7081
CAGL0M00220g,YJR143C,Cluster5245
CAGL0M00220g,YJR143C,Cluster5245
CAGL0D01606g,YBR104W,Cluster6657
CAGL0D01606g,YBR104W,Cluster6657
CAGL0K00253g,YKL214C,Cluster2861
CAGL0K00253g,YKL214C,Cluster2861
CAGL0F00253g,YKL211C,Cluster1333
CAGL0F00253g,YKL211C,Cluster1333
CAGL0K00363g,YKL209C,Cluster7732
CAGL0K00363g,YKL209C,Cluster7732
CAGL0K00473g,YKL205W,Cluster2166
CAGL0K00473g,YKL205W,Cluster2166
CAGL0H09174g,YKL197C,Cluster4240
CAGL0H09174g,YKL197C,Cluster4240
CAGL0D03542g,YKL194C,Cluster8471
CAGL0D03542g,YKL194C,Cluster8471
CAGL0J04576g,YKL191W,Cluster9462
CAGL0J04576g,YKL191W,Cluster9462
CAGL0D00330g,YKL189W,Cluster6449
CAGL0D00330g,YKL189W,Cluster6449
CAGL0D00352g,YKL188C,Cluster3756
CAGL0D00352g,YKL188C,Cluster3756
CAGL0D00418g,YKL187C,Cluster5346
CAGL0D00418g,YKL187C,Cluster5346
CAGL0D00440g,YKL186C,Cluster12341
CAGL0D00440g,YKL186C,Cluster12341
CAGL0D00550g,YKL181W,Cluster1830
CAGL0D00550g,YKL181W,Cluster1830
CAGL0M08294g,YKL173W,Cluster6379
CAGL0M08294g,YKL173W,Cluster6379
CAGL0M08338g,YKL170W,Cluster1194
CAGL0M08338g,YKL170W,Cluster1194
CAGL0M08382g,YKL167C,Cluster1611
CAGL0M08382g,YKL167C,Cluster1611
CAGL0E06314g,YKL155C,Cluster1168
CAGL0E06314g,YKL155C,Cluster1168
CAGL0E06358g,YKL152C,Cluster9337
CAGL0E06358g,YKL152C,Cluster9337
CAGL0E06424g,YKL150W,Cluster11236
CAGL0E06424g,YKL150W,Cluster11236
CAGL0E06468g,YKL146W,Cluster1769
CAGL0E06468g,YKL146W,Cluster1769
CAGL0M12122g,YAL036C,Cluster4546
CAGL0M12122g,YAL036C,Cluster4546
CAGL0J00869g,YKL144C,Cluster3233
CAGL0J00869g,YKL144C,Cluster3233
CAGL0J00891g,YKL143W,Cluster11988
CAGL0J00891g,YKL143W,Cluster11988
CAGL0E06512g,YKL142W,Cluster8745
CAGL0E06512g,YKL142W,Cluster8745
CAGL0D02002g,YKL139W,Cluster3702
CAGL0D02002g,YKL139W,Cluster3702
CAGL0D02046g,YKL137W,Cluster3335
CAGL0D02046g,YKL137W,Cluster3335
CAGL0D01364g,YBR112C,Cluster331
CAGL0D01364g,YBR112C,Cluster331
CAGL0M06545g,YKL124W,Cluster5909
CAGL0M06545g,YKL124W,Cluster5909
CAGL0K11660g,YKL122C,Cluster8738
CAGL0K11660g,YKL122C,Cluster8738
CAGL0K03377g,YKL121W,Cluster6389
CAGL0K03377g,YKL121W,Cluster6389
CAGL0K11616g,YKL120W,Cluster5363
CAGL0K11616g,YKL120W,Cluster5363
CAGL0K11550g,YKL116C,Cluster9031
CAGL0K11550g,YKL116C,Cluster9031
CAGL0K11506g,YKL113C,Cluster901
CAGL0K11506g,YKL113C,Cluster901
CAGL0K07766g,YBR114W,Cluster1973
CAGL0K07766g,YBR114W,Cluster1973
CAGL0K08602g,YKL108W,Cluster7783
CAGL0K08602g,YKL108W,Cluster7783
CAGL0K08580g,YKL106W,Cluster6407
CAGL0K08580g,YKL106W,Cluster6407
CAGL0K08558g,YKL104C,Cluster8616
CAGL0K08558g,YKL104C,Cluster8616
CAGL0K08536g,YKL103C,Cluster9914
CAGL0K08536g,YKL103C,Cluster9914
CAGL0F07557g,YKL095W,Cluster1020
CAGL0F07557g,YKL095W,Cluster1020
CAGL0F07535g,YKL094W,Cluster8411
CAGL0F07535g,YKL094W,Cluster8411
CAGL0L05302g,YKL088W,Cluster325
CAGL0L05302g,YKL088W,Cluster325
CAGL0L05280g,YKL087C,Cluster8565
CAGL0L05280g,YKL087C,Cluster8565
CAGL0L05258g,YKL086W,Cluster11918
CAGL0L05258g,YKL086W,Cluster11918
CAGL0L05126g,YKL080W,Cluster10556
CAGL0L05126g,YKL080W,Cluster10556
CAGL0F06523g,YKL078W,Cluster9071
CAGL0F06523g,YKL078W,Cluster9071
CAGL0F06127g,YKL069W,Cluster137
CAGL0F06127g,YKL069W,Cluster137
CAGL0F06171g,YKL068W,Cluster1521
CAGL0F06171g,YKL068W,Cluster1521
CAGL0M13255g,YKL065C,Cluster6169
CAGL0M13255g,YKL065C,Cluster6169
CAGL0M13211g,YKL063C,Cluster5842
CAGL0M13211g,YKL063C,Cluster5842
CAGL0I05456g,YKL059C,Cluster50
CAGL0I05456g,YKL059C,Cluster50
CAGL0L12870g,YKL056C,Cluster9723
CAGL0L12870g,YKL056C,Cluster9723
CAGL0M13035g,YKL054C,Cluster10207
CAGL0M13035g,YKL054C,Cluster10207
CAGL0M13057g,YKL053C-A,Cluster11288
CAGL0M13057g,YKL053C-A,Cluster11288
CAGL0L01705g,YKL047W,Cluster3731
CAGL0L01705g,YKL047W,Cluster3731
CAGL0L01727g,YKL046C,Cluster11466
CAGL0L01727g,YKL046C,Cluster11466
CAGL0L01859g,YKL040C,Cluster10540
CAGL0L01859g,YKL040C,Cluster10540
CAGL0L01991g,YKL033W,Cluster5554
CAGL0L01991g,YKL033W,Cluster5554
CAGL0M12144g,YAL035W,Cluster7113
CAGL0M12144g,YAL035W,Cluster7113
CAGL0L02035g,YKL029C,Cluster11086
CAGL0L02035g,YKL029C,Cluster11086
CAGL0L09889g,YKL025C,Cluster2405
CAGL0L09889g,YKL025C,Cluster2405
CAGL0L09823g,YKL022C,Cluster1096
CAGL0L09823g,YKL022C,Cluster1096
CAGL0J09878g,YBR123C,Cluster7393
CAGL0J09878g,YBR123C,Cluster7393
CAGL0L09779g,YKL018C-A,Cluster11832
CAGL0L09779g,YKL018C-A,Cluster11832
CAGL0L09713g,YKL016C,Cluster2819
CAGL0L09713g,YKL016C,Cluster2819
CAGL0L09669g,YKL014C,Cluster12429
CAGL0L09669g,YKL014C,Cluster12429
CAGL0M10175g,YKL010C,Cluster7537
CAGL0M10175g,YKL010C,Cluster7537
CAGL0M10285g,YKL005C,Cluster10650
CAGL0M10285g,YKL005C,Cluster10650
CAGL0M10307g,YKL004W,Cluster5702
CAGL0M10307g,YKL004W,Cluster5702
CAGL0M10329g,YKL003C,Cluster913
CAGL0M10329g,YKL003C,Cluster913
CAGL0K02827g,YKL002W,Cluster11363
CAGL0K02827g,YKL002W,Cluster11363
CAGL0L02299g,YKR001C,Cluster875
CAGL0L02299g,YKR001C,Cluster875
CAGL0L02255g,YKR004C,Cluster11427
CAGL0L02255g,YKR004C,Cluster11427
CAGL0J09812g,YBR126C,Cluster11656
CAGL0J09812g,YBR126C,Cluster11656
CAGL0L02189g,YKR008W,Cluster12255
CAGL0L02189g,YKR008W,Cluster12255
CAGL0G07689g,YKR014C,Cluster3265
CAGL0G07689g,YKR014C,Cluster3265
CAGL0G07711g,YKR016W,Cluster418
CAGL0G07711g,YKR016W,Cluster418
CAGL0L03025g,YKR025W,Cluster4570
CAGL0L03025g,YKR025W,Cluster4570
CAGL0L03003g,YKR026C,Cluster2058
CAGL0L03003g,YKR026C,Cluster2058
CAGL0L03113g,YKR030W,Cluster11866
CAGL0L03113g,YKR030W,Cluster11866
CAGL0L03223g,YKR037C,Cluster243
CAGL0L03223g,YKR037C,Cluster243
CAGL0L03245g,YKR038C,Cluster8810
CAGL0L03245g,YKR038C,Cluster8810
CAGL0L03333g,YKR044W,Cluster7396
CAGL0L03333g,YKR044W,Cluster7396
CAGL0M05973g,YKR048C,Cluster484
CAGL0M05973g,YKR048C,Cluster484
CAGL0M05885g,YKR063C,Cluster10046
CAGL0M05885g,YKR063C,Cluster10046
CAGL0M05907g,YKR064W,Cluster4775
CAGL0M05907g,YKR064W,Cluster4775
CAGL0K08184g,YKR066C,Cluster12242
CAGL0K08184g,YKR066C,Cluster12242
CAGL0G01903g,YKR069W,Cluster10395
CAGL0G01903g,YKR069W,Cluster10395
CAGL0G01925g,YKR070W,Cluster10581
CAGL0G01925g,YKR070W,Cluster10581
CAGL0G01947g,YKR071C,Cluster6984
CAGL0G01947g,YKR071C,Cluster6984
CAGL0G02013g,YKR074W,Cluster6499
CAGL0G02013g,YKR074W,Cluster6499
CAGL0C00561g,YBR131W,Cluster89
CAGL0C00561g,YBR131W,Cluster89
CAGL0G02189g,YKR080W,Cluster4882
CAGL0G02189g,YKR080W,Cluster4882
CAGL0L10516g,YKR081C,Cluster49
CAGL0L10516g,YKR081C,Cluster49
CAGL0G02233g,YKR083C,Cluster6510
CAGL0G02233g,YKR083C,Cluster6510
CAGL0C00539g,YBR132C,Cluster8773
CAGL0C00539g,YBR132C,Cluster8773
CAGL0G02321g,YKR087C,Cluster6958
CAGL0G02321g,YKR087C,Cluster6958
CAGL0G02343g,YKR088C,Cluster10239
CAGL0G02343g,YKR088C,Cluster10239
CAGL0G02409g,YKR092C,Cluster4241
CAGL0G02409g,YKR092C,Cluster4241
CAGL0M11924g,YAL034W-A,Cluster3720
CAGL0M11924g,YAL034W-A,Cluster3720
CAGL0C00517g,YBR133C,Cluster7882
CAGL0C00517g,YBR133C,Cluster7882
CAGL0C03245g,YLL042C,Cluster8716
CAGL0C03245g,YLL042C,Cluster8716
CAGL0D05082g,YLL039C,Cluster6945
CAGL0D05082g,YLL039C,Cluster6945
CAGL0D02772g,YLL036C,Cluster5589
CAGL0D02772g,YLL036C,Cluster5589
CAGL0D02838g,YLL034C,Cluster7475
CAGL0D02838g,YLL034C,Cluster7475
CAGL0D02860g,YLL033W,Cluster2791
CAGL0D02860g,YLL033W,Cluster2791
CAGL0G04037g,YLL032C,Cluster8767
CAGL0G04037g,YLL032C,Cluster8767
CAGL0G04015g,YLL031C,Cluster6662
CAGL0G04015g,YLL031C,Cluster6662
CAGL0G03971g,YLL029W,Cluster4174
CAGL0G03971g,YLL029W,Cluster4174
CAGL0G03883g,YLL026W,Cluster1258
CAGL0G03883g,YLL026W,Cluster1258
CAGL0M10021g,YBR138C,Cluster4067
CAGL0M10021g,YBR138C,Cluster4067
CAGL0D06578g,YLL018C-A,Cluster1449
CAGL0D06578g,YLL018C-A,Cluster1449
CAGL0D06556g,YLL018C,Cluster871
CAGL0D06556g,YLL018C,Cluster871
CAGL0D05588g,YLL011W,Cluster3922
CAGL0D05588g,YLL011W,Cluster3922
CAGL0D05632g,YLL009C,Cluster9224
CAGL0D05632g,YLL009C,Cluster9224
CAGL0D03124g,YLL008W,Cluster4275
CAGL0D03124g,YLL008W,Cluster4275
CAGL0D05720g,YLL005C,Cluster12151
CAGL0D05720g,YLL005C,Cluster12151
CAGL0D05764g,YLL003W,Cluster7776
CAGL0D05764g,YLL003W,Cluster7776
CAGL0M09999g,YBR140C,Cluster10780
CAGL0M09999g,YBR140C,Cluster10780
CAGL0D05808g,YLL001W,Cluster10795
CAGL0D05808g,YLL001W,Cluster10795
CAGL0J11066g,YLR002C,Cluster6540
CAGL0J11066g,YLR002C,Cluster6540
CAGL0G04081g,YLR004C,Cluster5207
CAGL0G04081g,YLR004C,Cluster5207
CAGL0G04059g,YLR005W,Cluster6450
CAGL0G04059g,YLR005W,Cluster6450
CAGL0J00913g,YLR007W,Cluster12101
CAGL0J00913g,YLR007W,Cluster12101
CAGL0A03674g,YBR141C,Cluster1774
CAGL0A03674g,YBR141C,Cluster1774
CAGL0D02904g,YLR014C,Cluster11968
CAGL0D02904g,YLR014C,Cluster11968
CAGL0D03212g,YLR018C,Cluster4110
CAGL0D03212g,YLR018C,Cluster4110
CAGL0D03278g,YLR021W,Cluster11852
CAGL0D03278g,YLR021W,Cluster11852
CAGL0A03652g,YBR142W,Cluster5039
CAGL0A03652g,YBR142W,Cluster5039
CAGL0D03322g,YLR023C,Cluster10857
CAGL0D03322g,YLR023C,Cluster10857
CAGL0D03344g,YLR024C,Cluster7580
CAGL0D03344g,YLR024C,Cluster7580
CAGL0D01936g,YLR025W,Cluster4472
CAGL0D01936g,YLR025W,Cluster4472
CAGL0D01914g,YLR026C,Cluster8759
CAGL0D01914g,YLR026C,Cluster8759
CAGL0D01892g,YLR027C,Cluster6406
CAGL0D01892g,YLR027C,Cluster6406
CAGL0A03366g,YLR028C,Cluster11693
CAGL0A03366g,YLR028C,Cluster11693
CAGL0A03454g,YLR033W,Cluster11958
CAGL0A03454g,YLR033W,Cluster11958
CAGL0A03586g,YLR040C,Cluster3945
CAGL0A03586g,YLR040C,Cluster3945
CAGL0M07920g,YLR044C,Cluster9793
CAGL0M07920g,YLR044C,Cluster9793
CAGL0F01991g,YLR050C,Cluster10554
CAGL0F01991g,YLR050C,Cluster10554
CAGL0L06732g,YBR146W,Cluster11203
CAGL0L06732g,YBR146W,Cluster11203
CAGL0F01793g,YLR056W,Cluster5242
CAGL0F01793g,YLR056W,Cluster5242
CAGL0F01639g,YLR064W,Cluster818
CAGL0F01639g,YLR064W,Cluster818
CAGL0F01617g,YLR065C,Cluster11419
CAGL0F01617g,YLR065C,Cluster11419
CAGL0F01595g,YLR066W,Cluster4728
CAGL0F01595g,YLR066W,Cluster4728
CAGL0F01551g,YLR068W,Cluster8746
CAGL0F01551g,YLR068W,Cluster8746
CAGL0F01529g,YLR069C,Cluster6052
CAGL0F01529g,YLR069C,Cluster6052
CAGL0L13156g,YLR073C,Cluster5349
CAGL0L13156g,YLR073C,Cluster5349
CAGL0K12826g,YLR075W,Cluster10088
CAGL0K12826g,YLR075W,Cluster10088
CAGL0L12210g,YLR087C,Cluster7003
CAGL0L12210g,YLR087C,Cluster7003
CAGL0L12276g,YLR090W,Cluster5143
CAGL0L12276g,YLR090W,Cluster5143
CAGL0C00407g,YLR094C,Cluster3383
CAGL0C00407g,YLR094C,Cluster3383
CAGL0M11506g,YLR100W,Cluster5063
CAGL0M11506g,YLR100W,Cluster5063
CAGL0M11550g,YLR103C,Cluster10217
CAGL0M11550g,YLR103C,Cluster10217
CAGL0M11594g,YLR105C,Cluster2348
CAGL0M11594g,YLR105C,Cluster2348
CAGL0M11616g,YLR106C,Cluster954
CAGL0M11616g,YLR106C,Cluster954
CAGL0M11638g,YLR107W,Cluster9886
CAGL0M11638g,YLR107W,Cluster9886
CAGL0M11704g,YLR109W,Cluster2579
CAGL0M11704g,YLR109W,Cluster2579
CAGL0M11770g,YLR114C,Cluster8104
CAGL0M11770g,YLR114C,Cluster8104
CAGL0D02332g,YLR115W,Cluster6497
CAGL0D02332g,YLR115W,Cluster6497
CAGL0F05247g,YBR151W,Cluster7145
CAGL0F05247g,YBR151W,Cluster7145
CAGL0D02398g,YLR118C,Cluster9729
CAGL0D02398g,YLR118C,Cluster9729
CAGL0D02420g,YLR119W,Cluster3686
CAGL0D02420g,YLR119W,Cluster3686
CAGL0M04235g,YLR127C,Cluster6059
CAGL0M04235g,YLR127C,Cluster6059
CAGL0M04257g,YLR128W,Cluster7200
CAGL0M04257g,YLR128W,Cluster7200
CAGL0F05225g,YBR152W,Cluster8
CAGL0F05225g,YBR152W,Cluster8
CAGL0M04345g,YLR132C,Cluster3577
CAGL0M04345g,YLR132C,Cluster3577
CAGL0M04411g,YLR137W,Cluster6492
CAGL0M04411g,YLR137W,Cluster6492
CAGL0M04499g,YLR142W,Cluster6353
CAGL0M04499g,YLR142W,Cluster6353
CAGL0I07799g,YBR154C,Cluster9077
CAGL0I07799g,YBR154C,Cluster9077
CAGL0H02739g,YLR163C,Cluster9654
CAGL0H02739g,YLR163C,Cluster9654
CAGL0H02717g,YLR165C,Cluster10820
CAGL0H02717g,YLR165C,Cluster10820
CAGL0B04983g,YLR170C,Cluster5025
CAGL0B04983g,YLR170C,Cluster5025
CAGL0H03685g,YLR175W,Cluster2476
CAGL0H03685g,YLR175W,Cluster2476
CAGL0M11836g,YAL033W,Cluster12169
CAGL0M11836g,YAL033W,Cluster12169
CAGL0B01100g,YLR178C,Cluster311
CAGL0B01100g,YLR178C,Cluster311
CAGL0B01144g,YLR181C,Cluster5905
CAGL0B01144g,YLR181C,Cluster5905
CAGL0H07447g,YBR156C,Cluster4001
CAGL0H07447g,YBR156C,Cluster4001
CAGL0A04081g,YLR194C,Cluster228
CAGL0A04081g,YLR194C,Cluster228
CAGL0A04015g,YLR197W,Cluster9303
CAGL0A04015g,YLR197W,Cluster9303
CAGL0A03993g,YLR199C,Cluster2207
CAGL0A03993g,YLR199C,Cluster2207
CAGL0H07469g,YBR157C,Cluster4000
CAGL0H07469g,YBR157C,Cluster4000
CAGL0J08866g,YLR211C,Cluster7197
CAGL0J08866g,YLR211C,Cluster7197
CAGL0C00737g,YLR222C,Cluster8623
CAGL0C00737g,YLR222C,Cluster8623
CAGL0C01155g,YLR224W,Cluster10094
CAGL0C01155g,YLR224W,Cluster10094
CAGL0C01177g,YLR226W,Cluster11992
CAGL0C01177g,YLR226W,Cluster11992
CAGL0H07513g,YBR159W,Cluster6803
CAGL0H07513g,YBR159W,Cluster6803
CAGL0G08404g,YLR239C,Cluster5653
CAGL0G08404g,YLR239C,Cluster5653
CAGL0G08338g,YLR241W,Cluster3596
CAGL0G08338g,YLR241W,Cluster3596
CAGL0G08294g,YLR243W,Cluster1364
CAGL0G08294g,YLR243W,Cluster1364
CAGL0G08250g,YLR244C,Cluster4725
CAGL0G08250g,YLR244C,Cluster4725
CAGL0H07535g,YBR160W,Cluster9760
CAGL0H07535g,YBR160W,Cluster9760
CAGL0G08217g,YLR246W,Cluster1995
CAGL0G08217g,YLR246W,Cluster1995
CAGL0B05049g,YLR247C,Cluster9875
CAGL0B05049g,YLR247C,Cluster9875
CAGL0H03597g,YLR250W,Cluster9664
CAGL0H03597g,YLR250W,Cluster9664
CAGL0B03465g,YLR251W,Cluster11336
CAGL0B03465g,YLR251W,Cluster11336
CAGL0B03443g,YLR253W,Cluster3612
CAGL0B03443g,YLR253W,Cluster3612
CAGL0K06105g,YLR267W,Cluster2171
CAGL0K06105g,YLR267W,Cluster2171
CAGL0M05599g,YBR162C,Cluster5061
CAGL0M05599g,YBR162C,Cluster5061
CAGL0C03135g,YLR272C,Cluster9900
CAGL0C03135g,YLR272C,Cluster9900
CAGL0G09757g,YLR278C,Cluster6610
CAGL0G09757g,YLR278C,Cluster6610
CAGL0F05027g,YLR281C,Cluster8994
CAGL0F05027g,YLR281C,Cluster8994
CAGL0F05071g,YLR284C,Cluster7144
CAGL0F05071g,YLR284C,Cluster7144
CAGL0M09801g,YLR285W,Cluster6837
CAGL0M09801g,YLR285W,Cluster6837
CAGL0M09757g,YLR287C,Cluster10711
CAGL0M09757g,YLR287C,Cluster10711
CAGL0I00660g,YLR289W,Cluster6061
CAGL0I00660g,YLR289W,Cluster6061
CAGL0I00484g,YLR300W,Cluster3758
CAGL0I00484g,YLR300W,Cluster3758
CAGL0I10835g,YBR164C,Cluster7492
CAGL0I10835g,YBR164C,Cluster7492
CAGL0A00891g,YLR319C,Cluster6413
CAGL0A00891g,YLR319C,Cluster6413
CAGL0A00913g,YLR320W,Cluster10061
CAGL0A00913g,YLR320W,Cluster10061
CAGL0A01001g,YLR326W,Cluster11980
CAGL0A01001g,YLR326W,Cluster11980
CAGL0G00792g,YLR329W,Cluster5244
CAGL0G00792g,YLR329W,Cluster5244
CAGL0G00814g,YLR330W,Cluster6551
CAGL0G00814g,YLR330W,Cluster6551
CAGL0G01056g,YLR343W,Cluster6747
CAGL0G01056g,YLR343W,Cluster6747
CAGL0B03113g,YLR352W,Cluster11031
CAGL0B03113g,YLR352W,Cluster11031
CAGL0B02794g,YLR359W,Cluster10230
CAGL0B02794g,YLR359W,Cluster10230
CAGL0B02772g,YLR360W,Cluster7103
CAGL0B02772g,YLR360W,Cluster7103
CAGL0B02761g,YLR361C,Cluster4058
CAGL0B02761g,YLR361C,Cluster4058
CAGL0G05005g,YLR363C,Cluster10616
CAGL0G05005g,YLR363C,Cluster10616
CAGL0G04961g,YLR364W,Cluster6751
CAGL0G04961g,YLR364W,Cluster6751
CAGL0M06061g,YBR168W,Cluster5944
CAGL0M06061g,YBR168W,Cluster5944
CAGL0G04851g,YLR372W,Cluster10822
CAGL0G04851g,YLR372W,Cluster10822
CAGL0H04895g,YLR376C,Cluster8081
CAGL0H04895g,YLR376C,Cluster8081
CAGL0H05027g,YLR381W,Cluster11785
CAGL0H05027g,YLR381W,Cluster11785
CAGL0H05049g,YLR382C,Cluster10655
CAGL0H05049g,YLR382C,Cluster10655
CAGL0M06083g,YBR169C,Cluster2373
CAGL0M06083g,YBR169C,Cluster2373
CAGL0H06501g,YLR386W,Cluster12304
CAGL0H06501g,YLR386W,Cluster12304
CAGL0H06457g,YLR389C,Cluster2640
CAGL0H06457g,YLR389C,Cluster2640
CAGL0C02623g,YLR395C,Cluster11484
CAGL0C02623g,YLR395C,Cluster11484
CAGL0M09867g,YLR408C,Cluster2589
CAGL0M09867g,YLR408C,Cluster2589
CAGL0M06127g,YBR171W,Cluster11753
CAGL0M06127g,YBR171W,Cluster11753
CAGL0M09845g,YLR409C,Cluster5444
CAGL0M09845g,YLR409C,Cluster5444
CAGL0J04466g,YLR414C,Cluster7443
CAGL0J04466g,YLR414C,Cluster7443
CAGL0H05929g,YBR172C,Cluster5536
CAGL0H05929g,YBR172C,Cluster5536
CAGL0J04686g,YLR423C,Cluster3989
CAGL0J04686g,YLR423C,Cluster3989
CAGL0J04708g,YLR424W,Cluster575
CAGL0J04708g,YLR424W,Cluster575
CAGL0J04752g,YLR425W,Cluster6538
CAGL0J04752g,YLR425W,Cluster6538
CAGL0J04796g,YLR427W,Cluster1740
CAGL0J04796g,YLR427W,Cluster1740
CAGL0M00990g,YLR430W,Cluster12333
CAGL0M00990g,YLR430W,Cluster12333
CAGL0M00968g,YLR431C,Cluster10807
CAGL0M00968g,YLR431C,Cluster10807
CAGL0M06171g,YBR173C,Cluster5761
CAGL0M06171g,YBR173C,Cluster5761
CAGL0L11110g,YLR433C,Cluster1077
CAGL0L11110g,YLR433C,Cluster1077
CAGL0M00880g,YLR438W,Cluster10686
CAGL0M00880g,YLR438W,Cluster10686
CAGL0M00858g,YLR439W,Cluster8566
CAGL0M00858g,YLR439W,Cluster8566
CAGL0M00814g,YLR441C,Cluster2883
CAGL0M00814g,YLR441C,Cluster2883
CAGL0M00748g,YLR443W,Cluster8562
CAGL0M00748g,YLR443W,Cluster8562
CAGL0L11462g,YLR448W,Cluster6143
CAGL0L11462g,YLR448W,Cluster6143
CAGL0L11484g,YLR449W,Cluster8587
CAGL0L11484g,YLR449W,Cluster8587
CAGL0H00374g,YLR452C,Cluster4198
CAGL0H00374g,YLR452C,Cluster4198
CAGL0I06424g,YLR456W,Cluster8311
CAGL0I06424g,YLR456W,Cluster8311
CAGL0H00264g,YLR457C,Cluster7139
CAGL0H00264g,YLR457C,Cluster7139
CAGL0H00220g,YLR459W,Cluster9784
CAGL0H00220g,YLR459W,Cluster9784
CAGL0M06237g,YBR177C,Cluster1829
CAGL0M06237g,YBR177C,Cluster1829
CAGL0H06919g,YML130C,Cluster11089
CAGL0H06919g,YML130C,Cluster11089
CAGL0B02541g,YML127W,Cluster1448
CAGL0B02541g,YML127W,Cluster1448
CAGL0H04081g,YML126C,Cluster6403
CAGL0H04081g,YML126C,Cluster6403
CAGL0M06259g,YBR179C,Cluster9321
CAGL0M06259g,YBR179C,Cluster9321
CAGL0B02409g,YML119W,Cluster9994
CAGL0B02409g,YML119W,Cluster9994
CAGL0B02277g,YML113W,Cluster4509
CAGL0B02277g,YML113W,Cluster4509
CAGL0J06754g,YML112W,Cluster7847
CAGL0J06754g,YML112W,Cluster7847
CAGL0J06556g,YML104C,Cluster8138
CAGL0J06556g,YML104C,Cluster8138
CAGL0M06303g,YBR181C,Cluster12107
CAGL0M06303g,YBR181C,Cluster12107
CAGL0H05621g,YBR182C,Cluster11334
CAGL0H05621g,YBR182C,Cluster11334
CAGL0H04125g,YML086C,Cluster1768
CAGL0H04125g,YML086C,Cluster1768
