Cluster1	orf19.2123
Cluster6608	CAGL0G04345g
Cluster6608	gene-YJL112W
Cluster6608	gene:KLLA0_F21406g
Cluster6609	gene:KLLA0_C01023g
Cluster6609	gene-YDR520C
Cluster6610	gene:KLLA0_C04620g
Cluster6610	CAGL0G09757g
Cluster6610	gene-YLR278C
Cluster6611	orf19.2623
Cluster6612	gene:KLLA0_A08866g
Cluster6612	gene-YGL004C
Cluster6613	CAGL0F01221g
Cluster6614	gene:KLLA0_E24817g
Cluster6615	gene-YDR153C
Cluster6615	gene:KLLA0_D16654g
Cluster6616	CAGL0G06578g
Cluster6616	gene-YNL099C
Cluster6616	gene:KLLA0_C13343g
Cluster6616	orf19.1762
Cluster6617	CAGL0B03520r
Cluster6618	CAGL0J10252g
Cluster6619	orf19.4067
Cluster6620	orf19.4066
Cluster6621	gene:KLLA0_C19250g
Cluster6621	gene-YNR062C
Cluster6622	CAGL0I00638g
Cluster6623	gene-YDR210W-A
Cluster6624	gene-YDR365W-B
Cluster6625	orf19.4062
Cluster6626	gene-YBL005W-A
Cluster6627	orf19.7204
Cluster6627	gene:KLLA0_A03289g
Cluster6627	gene-YJR149W
Cluster6628	orf19.6684
Cluster6628	gene-YGL037C
Cluster6628	gene:KLLA0_F22242g
Cluster6629	orf19.1494
Cluster6629	gene:KLLA0_E22133g
Cluster6629	gene-YEL037C
Cluster6630	orf19.5854.1
Cluster6630	gene-YKR104W
Cluster6631	orf19.6118
Cluster6631	gene-YPR017C
Cluster6632	gene:KLLA0_D12606g
Cluster6632	orf19.4546
Cluster6633	orf19.3060
Cluster6633	gene:KLLA0_F07315g
Cluster6633	gene-YMR149W
Cluster6634	gene-YKL184W
Cluster6634	gene:KLLA0_B02673g
Cluster6634	orf19.6032
Cluster6635	orf19.2676
Cluster6635	gene-YHR187W
Cluster6635	gene:KLLA0_A09493g
Cluster6636	orf19.4889
Cluster6636	gene-YNR055C
Cluster6636	gene:KLLA0_E09637g
Cluster6637	CAGL0E00407g
Cluster6637	gene-YCR095C
Cluster6637	gene:KLLA0_C18777g
Cluster6637	orf19.5247
Cluster6638	gene-YBR129C
Cluster6638	gene:KLLA0_D09064g
Cluster6638	orf19.4245
Cluster6639	CAGL0A04631g
Cluster6640	CAGL0L04290g
Cluster6641	CAGL0F05973g
Cluster6642	gene-YNL237W
Cluster6642	gene:KLLA0_D19789g
Cluster6642	orf19.4756
Cluster6643	gene:KLLA0_E05061g
Cluster6643	gene-YDL063C
Cluster6643	orf19.6418
Cluster6644	CAGL0K11209g
Cluster6645	CAGL0I06941g
Cluster6646	orf19.5592
Cluster6647	CAGL0K11231g
Cluster6648	CAGL0L08103r
Cluster6649	orf19.5589
Cluster6650	orf19.559
Cluster6651	orf19.3091
Cluster6652	CAGL0L08118g
Cluster6653	orf19.3087.1
Cluster6654	orf19.2178
Cluster6654	gene:KLLA0_E15445g
Cluster6654	gene-YJL133W
Cluster6654	gene-YKR052C
Cluster6655	gene:KLLA0_F12606g
Cluster6655	CAGL0K02013g
Cluster6655	orf19.524
Cluster6656	orf19.1393
Cluster6656	gene-YEL006W
Cluster6656	gene:KLLA0_D14036g
Cluster6657	orf19.4447
Cluster6657	gene:KLLA0_B08503g
Cluster6657	gene-YBR104W
Cluster6657	CAGL0D01606g
Cluster6657	gene-YPR058W
Cluster6658	gene:KLLA0_D13266g
Cluster6658	gene-YHR079C
Cluster6658	orf19.5068
Cluster6659	orf19.3518
Cluster6659	gene-YPL134C
Cluster6659	gene:KLLA0_D07073g
Cluster6660	gene-YGR025W
Cluster6661	orf19.4499
Cluster6661	gene-YBR192W
Cluster6661	gene:KLLA0_E23629g
Cluster6662	CAGL0G04015g
Cluster6662	gene-YLL031C
Cluster6662	gene:KLLA0_C17534g
Cluster6662	orf19.832
Cluster6663	gene-YBR061C
Cluster6663	gene:KLLA0_F18414g
Cluster6663	orf19.6751
Cluster6664	orf19.6225
Cluster6664	gene-YIL050W
Cluster6664	gene:KLLA0_C08305g
Cluster6665	gene-YBR180W
Cluster6665	gene:KLLA0_E24113g
Cluster6665	orf19.553
Cluster6666	gene-YKR099W
Cluster6666	gene:KLLA0_F10978g
Cluster6666	orf19.3809
Cluster6667	orf19.3441
Cluster6667	orf19.1571
Cluster6667	gene:KLLA0_E11881g
Cluster6667	gene-YCR010C
Cluster6668	gene:KLLA0_D12694g
Cluster6668	gene-YMR190C
Cluster6668	orf19.5335
Cluster6669	gene:KLLA0_E02905g
Cluster6669	gene:KLLA0_E02927g
Cluster6669	CAGL0A03212g
Cluster6669	gene-YDR384C
Cluster6669	orf19.3261
Cluster6670	orf19.6169
Cluster6670	gene-YNR002C
Cluster6670	gene:KLLA0_A00242g
Cluster6671	orf19.2039
Cluster6671	gene:KLLA0_B12177g
Cluster6671	gene-YPR047W
Cluster6672	orf19.2835
Cluster6672	gene:KLLA0_E04863g
Cluster6672	gene-YPR180W
Cluster6672	CAGL0G09889g
Cluster6673	gene-YOL039W
Cluster6673	gene:KLLA0_F07865g
Cluster6673	orf19.6403.1
Cluster6674	orf19.5928
Cluster6674	gene:KLLA0_E02861g
Cluster6674	gene-YDR382W
Cluster6675	gene:KLLA0_E14389g
Cluster6675	gene-YPL003W
Cluster6675	orf19.4153
Cluster6676	orf19.5312
Cluster6676	CAGL0G06688g
Cluster6676	gene-YNL103W
Cluster6676	gene:KLLA0_C13211g
Cluster6677	orf19.7447
Cluster6677	gene-YKL217W
Cluster6677	gene:KLLA0_E16259g
Cluster6678	gene-YNL073W
Cluster6678	CAGL0J10230g
Cluster6678	gene:KLLA0_F04796g
Cluster6678	orf19.6533
Cluster6679	gene-YDR376W
Cluster6679	CAGL0A03014g
Cluster6679	gene:KLLA0_E02531g
Cluster6679	orf19.3521
Cluster6680	gene-YNCG0011W
Cluster6681	gene:KLLA0_B12606g
Cluster6682	gene-YCR006C
Cluster6683	CAGL0D05896g
Cluster6684	CAGL0M00924g
Cluster6685	CAGL0E05654g
Cluster6686	gene:KLLA0_A07513g
Cluster6686	gene-YOL111C
Cluster6686	orf19.3183
Cluster6687	CAGL0D04004g
Cluster6688	gene-YNL130C-A
Cluster6689	orf19.6052
Cluster6689	gene-YBR155W
Cluster6689	gene:KLLA0_B09966g
Cluster6690	gene-YGR233C
Cluster6690	gene:KLLA0_E15687g
Cluster6690	orf19.7475
Cluster6691	orf19.4409
Cluster6691	CAGL0L07986g
Cluster6691	gene-YCR026C
Cluster6691	gene:KLLA0_A11374g
Cluster6691	gene-YEL016C
Cluster6692	orf19.3159
Cluster6692	gene-YBL004W
Cluster6692	gene:KLLA0_E17425g
Cluster6693	orf19.3158
Cluster6693	gene-YDL001W
Cluster6693	gene:KLLA0_E17381g
Cluster6694	gene-YNCA0002W
Cluster6694	tP(UGG)2
Cluster6695	CAGL0I02024g
Cluster6696	gene:KLLA0_E08229g
Cluster6696	gene-YIL091C
Cluster6696	orf19.1849
Cluster6697	tP(UGG)1
Cluster6697	CAGL0I01716r
Cluster6698	gene-YDR299W
Cluster6698	gene:KLLA0_C10362g
Cluster6698	orf19.7624
Cluster6699	CAGL0I00528g
Cluster6700	CAGL0F00957g
Cluster6701	orf19.7305
Cluster6702	CAGL0F01023g
Cluster6703	CAGL0F00979g
Cluster6704	gene:KLLA0_F11528g
Cluster6704	gene-YDR138W
Cluster6705	CAGL0A00935g
Cluster6706	CAGL0K02277g
Cluster6707	gene-YNCM0031W
Cluster6708	gene:KLLA0_C02387g
Cluster6708	gene-YNL267W
Cluster6708	orf19.3199
Cluster6709	gene:KLLA0_E00287g
Cluster6710	CAGL0L10538g
Cluster6711	CAGL0F01045g
Cluster6712	orf19.4388
Cluster6712	gene:KLLA0_F27291g
Cluster6712	CAGL0L08778g
Cluster6712	gene-YPL011C
Cluster6713	gene-YDR261C-D
Cluster6714	gene-YMR050C
Cluster6715	gene-YFL002W-B
Cluster6716	gene-YDR261W-A
Cluster6717	CAGL0M10043g
Cluster6718	CAGL0D06644g
Cluster6719	gene-tS(UGA)Q2
Cluster6719	CaglfMt37
Cluster6720	CAGL0A00253g
Cluster6721	CAGL0F01309r
Cluster6722	CAGL0M05533g
Cluster6723	gene-YPL257W-A
Cluster6724	gene-YLR256W-A
Cluster6725	orf19.822
Cluster6726	CAGL0L05830g
Cluster6727	CAGL0D04752g
Cluster6728	orf19.813
Cluster6729	CAGL0L11044g
Cluster6730	CAGL0A04675g
Cluster6731	gene-YDL242W
Cluster6732	orf19.267
Cluster6732	gene-YJL076W
Cluster6732	CAGL0B03179g
Cluster6732	gene:KLLA0_C09394g
Cluster6733	CAGL0E04752g
Cluster6734	orf19.2269
Cluster6734	gene-YNL010W
Cluster6734	gene:KLLA0_F12298g
Cluster6735	orf19.3223.1
Cluster6736	gene-YGL204C
Cluster6737	orf19.2853
Cluster6738	CAGL0F01771g
Cluster6739	CAGL0D02640g
Cluster6740	gene:KLLA0_D06083g
Cluster6741	gene-YOL030W
Cluster6741	orf19.4035
Cluster6742	gene-YOL132W
Cluster6742	gene:KLLA0_E07349g
Cluster6742	orf19.377
Cluster6743	gene-YLR036C
Cluster6744	gene-YPR109W
Cluster6744	CAGL0B04103g
Cluster6744	gene:KLLA0_D14828g
Cluster6745	gene:KLLA0_C01298g
Cluster6745	gene-YDR513W
Cluster6745	gene-YCL035C
Cluster6745	CAGL0K05813g
Cluster6745	orf19.6509
Cluster6746	orf19.4150
Cluster6746	CAGL0I04554g
Cluster6746	gene-YBR014C
Cluster6746	gene-YDL010W
Cluster6746	gene:KLLA0_E17733g
Cluster6747	orf19.3693
Cluster6747	CAGL0G01056g
Cluster6747	gene-YLR343W
Cluster6747	gene:KLLA0_B05808g
Cluster6748	CAGL0D03828g
Cluster6749	orf19.338
Cluster6749	gene:KLLA0_B10263g
Cluster6749	gene-YMR196W
Cluster6750	gene:KLLA0_E05017g
Cluster6750	gene-YDL065C
Cluster6750	orf19.6434
Cluster6751	orf19.6510
Cluster6751	gene:KLLA0_B07975g
Cluster6751	gene-YLR364W
Cluster6751	CAGL0G04961g
Cluster6752	gene-YPL059W
Cluster6752	gene:KLLA0_B09636g
Cluster6752	orf19.2782
Cluster6753	orf19.3893
Cluster6753	gene:KLLA0_E10715g
Cluster6753	gene-YGL028C
Cluster6753	CAGL0E02915g
Cluster6753	CAGL0A01474g
Cluster6754	orf19.1588
Cluster6754	CAGL0I09394g
Cluster6754	gene-YBR269C
Cluster6754	gene:KLLA0_F01639g
Cluster6755	gene:KLLA0_D09460g
Cluster6755	CAGL0J01067g
Cluster6755	gene-YJL031C
Cluster6755	orf19.1039
Cluster6756	gene-YMR204C
Cluster6756	CAGL0L10736g
Cluster6756	gene:KLLA0_F06270g
Cluster6756	orf19.6525
Cluster6757	CAGL0F01969g
Cluster6758	orf19.1353
Cluster6759	gene-YLR189C
Cluster6759	gene:KLLA0_C02035g
Cluster6759	orf19.2616
Cluster6760	CAGL0J08118g
Cluster6761	gene:KLLA0_B08657g
Cluster6761	CAGL0H02475g
Cluster6761	gene-YMR257C
Cluster6762	orf19.2670
Cluster6762	gene:KLLA0_E12651g
Cluster6762	gene-YHR067W
Cluster6762	CAGL0J10868g
Cluster6763	CAGL0C03850g
Cluster6764	orf19.4507
Cluster6765	orf19.984
Cluster6766	CAGL0K10604g
Cluster6767	orf19.333
Cluster6768	gene:KLLA0_D05907g
Cluster6768	gene-YKL107W
Cluster6769	orf19.2393
Cluster6770	gene:KLLA0_E09527g
Cluster6770	gene-YJR005W
Cluster6770	orf19.7212
Cluster6771	CAGL0L04832g
Cluster6772	CAGL0C01859g
Cluster6773	tE(UUC)5
Cluster6774	CAGL0L05236g
Cluster6775	gene-YDL181W
Cluster6776	gene:KLLA0_C09933g
Cluster6776	gene-YPL166W
Cluster6777	CAGL0J00407g
Cluster6778	orf19.4014
Cluster6779	CAGL0H04719g
Cluster6779	gene-YML011C
Cluster6779	gene:KLLA0_B00913g
Cluster6780	gene-YDL239C
Cluster6781	gene-YJL038C
Cluster6782	orf19.1225
Cluster6783	gene-YPR171W
Cluster6783	gene:KLLA0_B10780g
Cluster6784	gene-YOR012W
Cluster6785	CAGL0G05423g
Cluster6785	gene-YDL227C
Cluster6786	gene-YDR381C-A
Cluster6786	gene:KLLA0_E02773g
Cluster6787	CAGL0H05511g
Cluster6788	gene-YOL103W-B
Cluster6789	gene-YMR045C
Cluster6790	gene-YKL023W
Cluster6791	gene-YOL103W-A
Cluster6792	gene:KLLA0_C00176g
Cluster6793	CAGL0C00781g
Cluster6794	CAGL0H08129g
Cluster6795	CAGL0C03432r
Cluster6796	CAGL0C01325g
Cluster6797	CAGL0I09702g
Cluster6798	CAGL0F00671g
Cluster6799	orf19.1799
Cluster6799	gene:KLLA0_A06930g
Cluster6799	gene-YBR069C
Cluster6799	CAGL0K05753g
Cluster6800	gene:KLLA0_B06776g
Cluster6800	gene-YLL061W
Cluster6800	orf19.6659
Cluster6801	gene-YBR068C
Cluster6801	orf19.1193
Cluster6802	orf19.3195
Cluster6802	gene-YOL020W
Cluster6802	gene:KLLA0_A10813g
Cluster6803	orf19.3859
Cluster6803	gene:KLLA0_B09812g
Cluster6803	CAGL0H07513g
Cluster6803	gene-YBR159W
Cluster6804	orf19.1084
Cluster6804	gene-YCR093W
Cluster6804	gene:KLLA0_C18612g
Cluster6805	orf19.4456
Cluster6805	gene-YPL274W
Cluster6806	orf19.5089
Cluster6806	gene-YLR318W
Cluster6806	gene:KLLA0_C18381g
Cluster6807	CAGL0G04433g
Cluster6808	gene-YIL149C
Cluster6809	orf19.2945
Cluster6809	gene:KLLA0_F23419g
Cluster6809	gene-YOR348C
Cluster6810	orf19.4304
Cluster6810	gene-YCL025C
Cluster6810	gene-YDR508C
Cluster6810	gene:KLLA0_C01606g
Cluster6811	orf19.5908
Cluster6811	gene:KLLA0_E12497g
Cluster6811	CAGL0F04081g
Cluster6811	CAGL0M01716g
Cluster6811	gene-YBR083W
Cluster6812	orf19.5906
Cluster6812	gene:KLLA0_E02685g
Cluster6812	gene-YOR128C
Cluster6812	CAGL0K10340g
Cluster6813	orf19.3196
Cluster6814	gene-YJL203W
Cluster6814	gene:KLLA0_C03322g
Cluster6814	orf19.4659
Cluster6815	orf19.6071
Cluster6815	gene:KLLA0_E17777g
Cluster6815	gene-YOL076W
Cluster6816	gene:KLLA0_B05665g
Cluster6816	gene-YLR347C
Cluster6816	orf19.3681
Cluster6817	gene:KLLA0_B04840g
Cluster6817	orf19.5251
Cluster6818	orf19.3688
Cluster6818	gene:KLLA0_A06171g
Cluster6818	gene-YJL184W
Cluster6819	gene:KLLA0_A04653g
Cluster6819	gene-YGR145W
Cluster6819	CAGL0E03069g
Cluster6819	orf19.6686
Cluster6820	gene:KLLA0_B05687g
Cluster6820	gene-YGR036C
Cluster6820	orf19.3682
Cluster6821	gene-YOR014W
Cluster6821	gene:KLLA0_F08085g
Cluster6821	orf19.20
Cluster6822	CAGL0K02079g
Cluster6823	CAGL0K01961r
Cluster6824	orf19.7316
Cluster6825	CAGL0K05401g
Cluster6826	orf19.5337
Cluster6827	orf19.5634
Cluster6828	gene-YNCE0007C
Cluster6829	CAGL0H08063g
Cluster6830	CAGL0H08239g
Cluster6831	gene-YLL051C
Cluster6832	gene:KLLA0_F04950g
Cluster6832	gene-YLR214W
Cluster6833	CAGL0H08217g
Cluster6834	CAGL0K08338g
Cluster6835	gene-YHR014W
Cluster6836	orf19.2564
Cluster6836	gene:KLLA0_D01980g
Cluster6836	gene-YMR269W
Cluster6837	orf19.4375
Cluster6837	gene-YLR285W
Cluster6837	CAGL0M09801g
Cluster6837	gene:KLLA0_C04708g
Cluster6838	orf19.6407
Cluster6838	gene:KLLA0_E05171g
Cluster6838	gene-YLR387C
Cluster6839	gene:KLLA0_D05137g
Cluster6839	gene-YLR060W
Cluster6839	orf19.2573
Cluster6840	gene:KLLA0_D13926g
Cluster6840	gene-YEL004W
Cluster6840	orf19.1382
Cluster6841	orf19.7095
Cluster6841	gene:KLLA0_B07040g
Cluster6841	gene-YOR390W
Cluster6842	gene:KLLA0_C16181g
Cluster6842	gene-YMR177W
Cluster6842	orf19.52
Cluster6843	gene:KLLA0_E17271g
Cluster6843	CAGL0C04323g
Cluster6843	gene-YDR001C
Cluster6843	gene-YBR001C
Cluster6843	orf19.7479
Cluster6844	orf19.1706
Cluster6844	gene:KLLA0_F04565g
Cluster6844	gene-YIL128W
Cluster6845	orf19.323
Cluster6845	gene:KLLA0_C17644g
Cluster6845	gene-YDR093W
Cluster6846	orf19.932
Cluster6846	gene-YER166W
Cluster6847	orf19.1244
Cluster6847	gene:KLLA0_D15202g
Cluster6847	gene-YGR100W
Cluster6848	orf19.2228
Cluster6848	gene:KLLA0_C15719g
Cluster6848	gene-YGR080W
Cluster6848	CAGL0K01133g
Cluster6849	orf19.244
Cluster6849	gene-YIR030C
Cluster6849	gene:KLLA0_B10670g
Cluster6850	gene-YKL128C
Cluster6850	CAGL0K07546g
Cluster6850	gene:KLLA0_B12628g
Cluster6850	orf19.7597
Cluster6851	orf19.4193
Cluster6851	gene:KLLA0_F18062g
Cluster6851	gene-YDR063W
Cluster6851	CAGL0G05049g
Cluster6852	gene-YAL026C
Cluster6852	gene:KLLA0_A04015g
Cluster6852	orf19.6778
Cluster6853	CAGL0L12518g
Cluster6854	orf19.3582
Cluster6854	gene:KLLA0_C07931g
Cluster6854	gene-YIL064W
Cluster6855	gene:KLLA0_F09141g
Cluster6856	orf19.6507
Cluster6857	orf19.1656
Cluster6858	orf19.4539
Cluster6859	orf19.1307
Cluster6860	gene-YDR438W
Cluster6860	CAGL0F03641g
Cluster6861	gene-YGR180C
Cluster6862	orf19.1405
Cluster6863	orf19.7209
Cluster6864	orf19.3436
Cluster6865	orf19.6817
Cluster6865	gene:KLLA0_F14322g
Cluster6865	gene-YJL089W
Cluster6865	CAGL0L03377g
Cluster6865	orf19.2280
Cluster6866	gene-YKL038W
Cluster6866	gene:KLLA0_F25630g
Cluster6866	orf19.2747
Cluster6867	gene:KLLA0_A02585g
Cluster6867	orf19.2748
Cluster6868	orf19.4998
Cluster6868	gene:KLLA0_F10835g
Cluster6869	gene-YOR363C
Cluster6869	gene:KLLA0_A03443g
Cluster6869	gene-YAL051W
Cluster6869	orf19.7374
Cluster6870	gene:KLLA0_C18953g
Cluster6870	orf19.1496
Cluster6871	gene-YGL013C
Cluster6871	orf19.2647
Cluster6872	orf19.5338
Cluster6872	gene:KLLA0_D12672g
Cluster6872	gene-YPL248C
Cluster6873	orf19.1227
Cluster6873	gene-YOR172W
Cluster6873	gene:KLLA0_D10153g
Cluster6874	gene-YER184C
Cluster6874	orf19.5924
Cluster6874	orf19.1497
Cluster6875	gene-YIL097W
Cluster6875	gene:KLLA0_E08537g
Cluster6875	orf19.7365
Cluster6876	gene-YLR112W
Cluster6877	CAGL0D02574g
Cluster6878	orf19.3117
Cluster6879	gene-YIL014C-A
Cluster6880	orf19.3125
Cluster6881	CAGL0E05038g
Cluster6882	orf19.2512
Cluster6883	gene:KLLA0_B03718g
Cluster6884	gene-YBR012W-A
Cluster6885	orf19.3122.2
Cluster6886	CAGL0L04350g
Cluster6887	orf19.5228
Cluster6887	gene-YDR487C
Cluster6887	gene:KLLA0_B07755g
Cluster6888	orf19.638
Cluster6888	gene-YOR388C
Cluster6889	CAGL0E06688g
Cluster6890	gene-YMR008C-A
Cluster6891	gene:KLLA0_E08515g
Cluster6891	gene-YIL096C
Cluster6891	orf19.7366
Cluster6892	CAGL0M07535r
Cluster6893	CAGL0K00825g
Cluster6894	CAGL0H07755g
Cluster6895	CaalfMt18
Cluster6896	CAGL0H07799g
Cluster6897	CAGL0K04609g
Cluster6898	CAGL0H07777g
Cluster6899	gene-YDR512C
Cluster6899	CAGL0K05797g
Cluster6899	gene:KLLA0_C01364g
Cluster6899	orf19.3533
Cluster6900	gene:KLLA0_F09790g
Cluster6900	CAGL0C01793g
Cluster6901	orf19.316
Cluster6901	gene-YLR208W
Cluster6901	gene:KLLA0_C16643g
Cluster6902	gene:KLLA0_F13750g
Cluster6902	gene-YMR092C
Cluster6902	orf19.4395
Cluster6903	orf19.3796
Cluster6903	gene-YMR239C
Cluster6903	CAGL0I09636g
Cluster6903	gene:KLLA0_F24816g
Cluster6904	orf19.3341
Cluster6904	gene-YHR091C
Cluster6904	gene:KLLA0_A07040g
Cluster6905	orf19.2830
Cluster6905	gene:KLLA0_B11077g
Cluster6905	gene-YPR137W
Cluster6906	orf19.5596
Cluster6906	gene-YPR085C
Cluster6906	gene:KLLA0_D09086g
Cluster6907	gene:KLLA0_F11484g
Cluster6907	gene-YPL147W
Cluster6907	orf19.7500
Cluster6908	CAGL0G03399g
Cluster6908	gene-YER107C
Cluster6908	gene:KLLA0_E20703g
Cluster6908	orf19.1095
Cluster6909	CAGL0J09680g
Cluster6910	gene:KLLA0_E06359g
Cluster6910	gene-YJR080C
Cluster6910	CAGL0M09317g
Cluster6910	orf19.3154
Cluster6911	gene:KLLA0_A01826g
Cluster6911	orf19.1490
Cluster6912	gene-YMR259C
Cluster6912	gene:KLLA0_B08591g
Cluster6912	orf19.5365
Cluster6913	orf19.6840
Cluster6914	CAGL0M02387g
Cluster6915	CAGL0L10604g
Cluster6916	CAGL0L10582g
Cluster6917	gene-YER092W
Cluster6917	gene:KLLA0_E20109g
Cluster6918	orf19.3793
Cluster6919	gene:KLLA0_D11572g
Cluster6919	gene-YPL049C
Cluster6920	gene:KLLA0_C14971g
Cluster6920	gene-YDR229W
Cluster6921	orf19.6227
Cluster6922	orf19.6235
Cluster6923	orf19.4691
Cluster6924	CAGL0L01419g
Cluster6925	gene-YDR043C
Cluster6925	gene:KLLA0_F18524g
Cluster6925	orf19.723
Cluster6926	orf19.6017
Cluster6927	orf19.1835
Cluster6928	orf19.1841
Cluster6929	gene:KLLA0_D10021g
Cluster6929	orf19.6306
Cluster6930	gene:KLLA0_E01541g
Cluster6930	CAGL0M09471g
Cluster6930	gene-YMR159C
Cluster6931	gene-YDR463W
Cluster6931	gene:KLLA0_F10109g
Cluster6931	orf19.5917
Cluster6932	CAGL0E04884g
Cluster6932	gene-YDR216W
Cluster6932	gene:KLLA0_F13046g
Cluster6932	orf19.5975
Cluster6933	orf19.909
Cluster6933	gene:KLLA0_F07073g
Cluster6933	gene-YDL048C
Cluster6933	gene-YLR375W
Cluster6934	orf19.4961
Cluster6934	gene-YHR006W
Cluster6935	CAGL0D02024g
Cluster6936	CAGL0M06105g
Cluster6937	gene:KLLA0_F15202g
Cluster6937	gene-YOR377W
Cluster6937	orf19.5877
Cluster6938	gene:KLLA0_F18106g
Cluster6938	gene-YLL028W
Cluster6938	orf19.7148
Cluster6939	gene-YNCM0019W
Cluster6939	tF(GAA)2
Cluster6940	tF(GAA)5
Cluster6940	gene-YNCP0008C
Cluster6941	gene-YNCP0011C
Cluster6941	tF(GAA)3
Cluster6942	CAGL0D01837g
Cluster6943	CAGL0H06017g
Cluster6943	gene-YBR008C
Cluster6943	orf19.5604
Cluster6944	gene-YOL007C
Cluster6944	CAGL0E02409g
Cluster6944	gene:KLLA0_F03465g
Cluster6944	orf19.3535
Cluster6945	orf19.6771
Cluster6945	gene:KLLA0_E00749g
Cluster6945	gene-YLL039C
Cluster6945	CAGL0D05082g
Cluster6946	CAGL0K08668g
Cluster6947	tE(UUC)7
Cluster6948	CAGL0B01287g
Cluster6949	gene-YJL117W
Cluster6949	gene:KLLA0_E14983g
Cluster6949	orf19.2199
Cluster6950	orf19.4418
Cluster6950	gene:KLLA0_E10583g
Cluster6950	CAGL0E02871g
Cluster6950	gene-YBL013W
Cluster6951	tE(CUC)1
Cluster6952	tD(GUC)7
Cluster6953	tE(UUC)2
Cluster6954	gene:KLLA0_A02343g
Cluster6954	gene-YOR161C
Cluster6954	orf19.6077
Cluster6955	orf19.6045
Cluster6955	CAGL0J06226g
Cluster6955	gene-YNL169C
Cluster6955	gene:KLLA0_D08096g
Cluster6956	orf19.3942
Cluster6956	gene:KLLA0_E05501g
Cluster6956	gene-YJR102C
Cluster6957	orf19.4475
Cluster6957	gene-YBR199W
Cluster6958	orf19.3827
Cluster6958	gene:KLLA0_A07711g
Cluster6958	CAGL0G02321g
Cluster6958	gene-YKR087C
Cluster6959	orf19.3105
Cluster6959	gene:KLLA0_D11638g
Cluster6960	orf19.6978
Cluster6961	orf19.3831
Cluster6961	gene:KLLA0_C14135g
Cluster6961	gene-YGR280C
Cluster6962	orf19.6720
Cluster6962	gene:KLLA0_D02178g
Cluster6962	gene-YDR090C
Cluster6963	gene:KLLA0_D06281g
Cluster6964	orf19.5057
Cluster6965	CAGL0K01375g
Cluster6966	CAGL0I05764g
Cluster6967	gene:KLLA0_F00462g
Cluster6967	gene-YAL058W
Cluster6967	orf19.5300
Cluster6968	gene:KLLA0_C15477g
Cluster6968	gene-YDR245W
Cluster6968	orf19.5658
Cluster6969	gene:KLLA0_C18425g
Cluster6970	gene:KLLA0_C01342g
Cluster6970	gene-YCL033C
Cluster6970	orf19.3292
Cluster6971	orf19.4921
Cluster6972	gene-YJR115W
Cluster6972	CAGL0C04785g
Cluster6973	orf19.4970
Cluster6974	orf19.4918
Cluster6975	orf19.1417
Cluster6976	gene-YHR125W
Cluster6977	tN(GUU)4
Cluster6977	CAGL0D04906r
Cluster6978	gene:KLLA0_E11947g
Cluster6978	tN(GUU)1
Cluster6979	CAGL0K10384g
Cluster6980	gene:KLLA0_D10736g
Cluster6980	gene-YER023W
Cluster6980	CAGL0I08283g
Cluster6980	orf19.5650
Cluster6981	orf19.7409.1
Cluster6981	gene:KLLA0_B00869g
Cluster6981	gene-YML009C
Cluster6982	orf19.7350
Cluster6982	gene-YNL208W
Cluster6983	gene-YJR117W
Cluster6983	gene:KLLA0_D10846g
Cluster6983	orf19.5654
Cluster6984	orf19.2825
Cluster6984	gene-YKR071C
Cluster6984	CAGL0G01947g
Cluster6984	gene:KLLA0_F16236g
Cluster6985	orf19.2642
Cluster6985	gene:KLLA0_B03498g
Cluster6985	gene-YPR188C
Cluster6986	orf19.2712
Cluster6986	gene:KLLA0_D09504g
Cluster6986	CAGL0J01045g
Cluster6986	gene-YJL033W
Cluster6987	gene:KLLA0_A05621g
Cluster6987	gene-YKR054C
Cluster6987	orf19.5999
Cluster6988	orf19.171
Cluster6988	gene:KLLA0_F23716g
Cluster6988	CAGL0L03846g
Cluster6988	gene-YNL112W
Cluster6989	orf19.4689
Cluster6990	orf19.3940.1
Cluster6991	orf19.1412
Cluster6992	CAGL0G03465g
Cluster6993	orf19.4465
Cluster6994	orf19.446.1
Cluster6995	orf19.3159.4
Cluster6996	orf19.3163
Cluster6997	gene:KLLA0_C14740g
Cluster6998	CAGL0B02948g
Cluster6999	CAGL0H02519g
Cluster7000	CAGL0H02497g
Cluster7001	gene-YNCD0016C
Cluster7002	gene-YDR169C-A
Cluster7003	orf19.956
Cluster7003	gene-YLR087C
Cluster7003	CAGL0L12210g
Cluster7003	gene:KLLA0_F19096g
Cluster7004	gene-YPR078C
Cluster7005	orf19.4923.1
Cluster7006	gene-YER087W
Cluster7006	gene:KLLA0_E19801g
Cluster7006	orf19.2532
Cluster7007	CAGL0H00737g
Cluster7008	orf19.4921.1
Cluster7009	orf19.4654
Cluster7010	orf19.4924
Cluster7011	CAGL0E02541g
Cluster7012	CAGL0M12771g
Cluster7013	snR63
Cluster7014	CAGL0M12859g
Cluster7015	CAGL0G06160g
Cluster7016	snR66
Cluster7017	snR5d
Cluster7018	snR64
Cluster7019	snR65
Cluster7020	snR60
Cluster7021	snR61
Cluster7022	CAGL0L06622g
Cluster7023	CAGL0H08558g
Cluster7024	CAGL0L03498g
Cluster7025	CAGL0L03476g
Cluster7026	CAGL0E03267g
Cluster7027	CAGL0J01800g
