qseqid,sseqid,pident,qcovs,evalue,bitscore
root_000002;694,orf19.5725,98.988,99,0.0,1382.0
root_009658;437,orf19.1589,97.945,100,0.0,877.0
root_011136;509,orf19.508,98.431,100,0.0,1012.0
root_011136;509,orf19.6992,67.546,97,0.0,687.0
root_011135;504,orf19.6992,99.01,100,0.0,1008.0
root_011135;504,orf19.508,69.392,94,0.0,662.0
root_011137;386,orf19.3699,98.966,100,0.0,776.0
root_010399;462,orf19.2039,53.617,99,2.6200000000000002e-173,492.0
root_010670;742,orf19.1751,98.923,100,0.0,1511.0
root_011138;504,orf19.7569,77.878,88,0.0,724.0
root_010671;631,orf19.3175,60.591,96,0.0,785.0
root_009309;1251,orf19.5026,52.336,56,3.5300000000000003e-26,114.0
root_009309;1080,orf19.5026,60.256,66,2.18e-25,111.0
root_009309;1177,orf19.5026,98.048,100,0.0,2387.0
root_009230;137,orf19.3504,86.232,100,6.19e-88,250.0
root_009304;483,orf19.5507,50.497,95,4.15e-154,445.0
root_009306;1146,orf19.5105,98.169,100,0.0,2209.0
root_008328;751,orf19.5782,98.67,100,0.0,1511.0
root_009305;157,orf19.5104,61.039,97,2.7800000000000003e-73,215.0
root_009055;251,orf19.4018,99.603,100,0.0,512.0
root_009057;299,orf19.3659,98.333,100,0.0,599.0
root_009056;342,orf19.6588,99.417,100,0.0,687.0
root_009233;174,orf19.5858,53.448,97,1.56e-47,151.0
root_008439;710,orf19.6182,97.468,100,0.0,1430.0
root_009123;234,orf19.7030,100.0,100,1.83e-150,416.0
root_009234;324,orf19.7411,54.896,99,6.759999999999999e-128,367.0
root_009235;581,orf19.5300,99.313,100,0.0,1182.0
root_008438;449,orf19.1685,98.889,100,0.0,902.0
root_010678;163,orf19.86,72.671,98,2.73e-86,248.0
root_010678;163,orf19.85,60.87,98,7.390000000000001e-73,214.0
root_010678;163,orf19.87,55.346,97,1.71e-64,195.0
root_010678;163,orf19.4436,53.374,98,9.89e-60,181.0
root_009659;165,orf19.1635,87.952,100,3.97e-105,296.0
root_009307;616,orf19.3342,98.217,100,0.0,1224.0
root_010679;162,orf19.86,68.944,99,8.98e-80,231.0
root_010679;162,orf19.85,56.962,97,3.6300000000000003e-66,197.0
root_010679;162,orf19.4436,55.152,99,2.9799999999999998e-61,185.0
root_010679;162,orf19.87,53.165,97,4.09e-58,179.0
root_008435;342,orf19.771,58.333,97,5.63e-146,414.0
root_008435;342,orf19.3311,54.252,98,5.25e-135,386.0
root_008435;342,orf19.4476,51.051,97,4.44e-112,327.0
root_008435;342,orf19.1048,50.606,96,4.2100000000000004e-110,322.0
root_008435;342,orf19.4477,50.0,96,3.63e-107,315.0
root_009122;244,orf19.798,53.409,99,5.06e-93,272.0
root_009236;331,orf19.5658,63.607,90,7.36e-143,405.0
root_009300;841,orf19.3409,99.169,100,0.0,1613.0
root_008437;239,orf19.6628,98.333,100,2.5900000000000002e-169,464.0
root_008898;247,orf19.903,78.543,99,4.95e-134,375.0
root_008434;712,orf19.391,98.738,100,0.0,1439.0
root_008321;409,orf19.2128,53.904,96,3.24e-142,409.0
root_008320;345,orf19.2191,97.977,100,0.0,694.0
root_008436;576,orf19.3974,68.327,97,0.0,788.0
root_009302;967,orf19.7159,98.657,100,0.0,1912.0
root_008893;384,orf19.4121,98.442,100,0.0,789.0
root_009301;192,orf19.1115,74.054,96,2.14e-104,296.0
root_008892;413,orf19.1303,50.0,92,1.34e-117,346.0
root_008430;900,orf19.6985,98.668,100,0.0,1819.0
root_008433;501,orf19.7319,96.614,100,0.0,994.0
root_008432;312,orf19.6757,50.804,99,2.71e-107,312.0
root_011739;361,orf19.2394,98.889,99,0.0,727.0
root_011739;361,orf19.2908,59.497,99,1.65e-160,452.0
root_011739;361,orf19.2124,59.664,99,6.820000000000001e-157,442.0
root_011739;361,orf19.2396,58.38,99,8.69e-155,437.0
root_011739;361,orf19.1763,55.135,99,2.19e-140,401.0
root_008890;658,orf19.6319,99.241,100,0.0,1340.0
root_008891;487,orf19.1789,98.975,100,0.0,961.0
root_009058;183,orf19.3887,100.0,100,9.999999999999999e-135,372.0
root_010042;1967,orf19.3980,61.946,99,0.0,2492.0
root_010428;202,orf19.2336,98.03,100,4.99e-147,405.0
root_009059;573,orf19.4236,99.303,100,0.0,1160.0
root_010427;410,orf19.2787,99.513,100,0.0,790.0
root_011738;349,orf19.6869,100.0,100,0.0,706.0
root_010424;189,orf19.2863.1,51.099,95,2.4100000000000002e-70,209.0
root_010425;444,orf19.5645,75.113,99,0.0,681.0
root_010426;358,orf19.6202,99.443,100,0.0,717.0
root_010281;280,orf19.4496,53.086,84,4.32e-82,249.0
root_010281;350,orf19.4496,99.715,100,0.0,714.0
root_009053;434,orf19.4013,98.391,100,0.0,860.0
root_011049;680,orf19.5112,66.124,99,0.0,944.0
root_011048;265,orf19.119,99.248,100,0.0,520.0
root_011048;257,orf19.120,99.612,100,0.0,501.0
root_009437;461,orf19.3727,99.784,100,0.0,947.0
root_009437;461,orf19.2619,94.989,99,0.0,885.0
root_009437;461,orf19.4584,55.0,99,0.0,542.0
root_010423;196,orf19.6552,53.488,65,6.96e-51,162.0
root_010423;254,orf19.6552,99.608,100,0.0,529.0
root_010422;348,orf19.3291,61.919,99,1.35e-153,433.0
root_009956;233,orf19.1260,98.718,100,1.5500000000000002e-167,459.0
root_009435;189,orf19.1564,100.0,100,2.3299999999999998e-138,382.0
root_010420;472,orf19.802,65.885,99,0.0,647.0
root_010420;472,orf19.854,56.553,87,7.82e-172,488.0
root_012080;729,orf19.4725,99.726,100,0.0,1455.0
root_009438;456,orf19.4584,98.687,100,0.0,933.0
root_009438;456,orf19.2619,56.277,99,0.0,533.0
root_009438;456,orf19.3727,54.13,99,0.0,530.0
root_009439;365,orf19.7152,98.907,100,0.0,739.0
root_009432;694,orf19.860,97.41,100,0.0,1393.0
root_009430;651,orf19.342,98.313,100,0.0,1325.0
root_010672;1076,orf19.1203,98.979,100,0.0,2186.0
root_009431;549,orf19.3282,99.091,100,0.0,1127.0
root_009436;186,orf19.5669,98.93,100,4.54e-135,373.0
root_010083;499,orf19.6127,70.588,92,0.0,625.0
root_010673;493,orf19.3615,98.988,100,0.0,971.0
root_010476;614,orf19.1491,99.35,100,0.0,1206.0
root_010887;168,orf19.6667,98.225,100,1.8e-120,335.0
root_012480;174,orf19.2232,87.429,100,2.34e-114,320.0
root_010959;327,orf19.3138,89.474,87,1.2800000000000001e-160,449.0
root_010082;493,orf19.3404,97.976,100,0.0,954.0
root_011044;70,orf19.6828.1,65.625,90,4.32e-28,94.0
root_010477;474,orf19.1833,84.652,86,0.0,744.0
root_010958;115,orf19.131.2,100.0,100,1.32e-82,235.0
root_011650;574,orf19.5280,55.963,94,0.0,595.0
root_009958;718,orf19.1478,69.822,98,0.0,1050.0
root_010555;973,orf19.5991,58.836,98,0.0,1063.0
root_010916;90,orf19.6551.1,97.802,100,5.78e-62,181.0
root_011886;492,orf19.4120,97.972,100,0.0,986.0
root_012179;564,orf19.7634,98.938,100,0.0,1130.0
root_012177;219,orf19.2652,100.0,100,3.29e-161,442.0
root_012177;219,orf19.2651,60.748,97,2.98e-93,277.0
root_009915;693,orf19.3207,99.135,100,0.0,1399.0
root_010553;564,orf19.3756,57.268,98,0.0,647.0
root_010552;132,orf19.6925,92.308,98,2.43e-83,238.0
root_010552;132,orf19.1052,90.84,98,8.69e-83,236.0
root_010551;131,orf19.6925,89.922,98,8.44e-82,234.0
root_010551;131,orf19.1052,88.462,98,2.98e-81,233.0
root_010953;813,orf19.4950,98.894,100,0.0,1663.0
root_012178;635,orf19.776,98.27,100,0.0,1272.0
root_010952;446,orf19.2115,65.816,87,0.0,533.0
root_010403;599,orf19.4608,98.833,100,0.0,1219.0
root_010403;599,orf19.2877,59.564,99,0.0,749.0
root_010950;340,orf19.2722,98.534,100,0.0,684.0
root_010550;192,orf19.7620,98.964,100,5.8799999999999995e-136,376.0
root_011657;142,orf19.2736,61.446,58,9.06e-31,106.0
root_010044;923,orf19.1509,98.593,100,0.0,1818.0
root_010951;530,orf19.2720,78.625,99,0.0,842.0
root_012175;733,orf19.3991,97.956,100,0.0,1468.0
root_010732;426,orf19.448,99.766,100,0.0,848.0
root_012174;546,orf19.1563,98.172,100,0.0,1094.0
root_010049;1111,orf19.4033,57.595,84,0.0,1072.0
root_010558;596,orf19.6298,53.165,99,0.0,631.0
root_010888;297,orf19.6541,78.114,99,6.61e-166,460.0
root_010733;426,orf19.7036,98.361,100,0.0,861.0
root_012173;595,orf19.2987,97.315,100,0.0,1194.0
root_010559;884,orf19.6831,98.079,100,0.0,1763.0
root_010957;373,orf19.1789.1,65.517,98,0.0,506.0
root_012172;304,orf19.538,99.344,100,0.0,604.0
root_010731;699,orf19.3672,54.388,99,0.0,741.0
root_011656;156,orf19.1973,72.0,80,1.12e-61,191.0
root_011656;348,orf19.1973,98.567,100,0.0,701.0
root_012171;213,orf19.7594,99.065,100,9.92e-148,407.0
root_010730;581,orf19.6043,98.797,100,0.0,1184.0
root_010730;581,orf19.5805,60.333,100,0.0,728.0
root_010646;366,orf19.4530.1,99.728,100,0.0,738.0
root_012489;96,orf19.2511.1,98.969,100,2.39e-66,192.0
root_010955;579,orf19.1832,57.621,91,0.0,628.0
root_010089;458,orf19.1435,100.0,100,0.0,937.0
root_010089;458,orf19.382,100.0,100,0.0,937.0
root_010088;458,orf19.1435,91.314,98,0.0,855.0
root_010088;458,orf19.382,91.314,98,0.0,855.0
root_010954;539,orf19.5722,98.704,100,0.0,1098.0
root_009959;309,orf19.3589,98.387,100,0.0,627.0
root_011714;275,orf19.3060,100.0,100,0.0,551.0
root_011865;133,orf19.6359,97.015,100,1.5299999999999998e-94,266.0
root_010735;685,orf19.4699,98.542,100,0.0,1390.0
root_012327;1489,orf19.1734,58.621,65,0.0,1129.0
root_011306;161,orf19.485,68.966,90,1.36e-69,207.0
root_010734;775,orf19.5426,53.398,65,0.0,545.0
root_010734;949,orf19.5426,98.421,100,0.0,1927.0
root_010085;256,orf19.6002,79.668,93,4.61e-145,404.0
root_010085;256,orf19.2311,79.167,93,3.12e-143,400.0
root_009515;300,orf19.6642,99.668,100,0.0,601.0
root_010087;508,orf19.4955,99.018,100,0.0,997.0
root_010084;255,orf19.2311,82.845,93,3.5099999999999997e-146,407.0
root_010084;255,orf19.6002,82.5,93,1.0200000000000001e-145,406.0
root_011653;1006,orf19.2454,99.702,100,0.0,2052.0
root_010086;233,orf19.7178,64.53,99,3.63e-109,313.0
root_009514;155,orf19.3348,60.131,98,5.3e-74,217.0
root_009852;1209,orf19.3047,98.843,100,0.0,2464.0
root_009424;742,orf19.2778,99.192,100,0.0,1438.0
root_008455;446,orf19.5992,99.105,100,0.0,886.0
root_011851;581,orf19.494,98.797,100,0.0,1155.0
root_010081;1655,orf19.4457,98.732,100,0.0,3246.0
root_011850;335,orf19.3736,50.794,85,3.2e-112,328.0
root_011309;792,orf19.374,97.73,100,0.0,1601.0
root_012487;324,orf19.1514,64.952,95,1.42e-146,414.0
root_011853;74,orf19.2511.2,100.0,100,2.77e-51,152.0
root_011866;932,orf19.5830,99.786,100,0.0,1881.0
root_010647;417,orf19.4084,56.631,62,1.3699999999999999e-95,291.0
root_010080;1563,orf19.3635,98.018,100,0.0,3076.0
root_011855;447,orf19.6779,60.449,98,0.0,536.0
root_012005;187,orf19.2204.2,64.324,98,1.38e-87,253.0
root_012005;187,orf19.2843,56.742,90,4.86e-68,204.0
root_011308;568,orf19.3197,60.656,96,0.0,694.0
root_010048;665,orf19.1747,98.498,100,0.0,1333.0
root_008454;246,orf19.4767,98.381,100,0.0,494.0
root_012484;321,orf19.1236,100.0,100,0.0,655.0
root_010910;811,orf19.882,59.25,98,0.0,947.0
root_012483;378,orf19.811,97.625,100,0.0,747.0
root_012009;155,orf19.3789,100.0,100,4.9e-108,302.0
root_012008;465,orf19.5379,60.851,100,0.0,570.0
root_011856;656,orf19.4433,98.63,100,0.0,1345.0
root_008353;389,orf19.7203,99.487,100,0.0,786.0
root_011861;1027,orf19.1680,84.034,65,0.0,633.0
root_011861;1027,orf19.1680,80.511,65,7.3999999999999995e-180,535.0
root_011857;354,orf19.155,76.642,77,3.22e-159,447.0
root_008824;350,orf19.4735,99.43,100,0.0,707.0
root_011764;228,orf19.1085,56.957,99,6.09e-81,240.0
root_011859;546,orf19.4430,98.537,100,0.0,1100.0
root_009519;216,orf19.4086,97.696,100,6.38e-158,433.0
root_012481;616,orf19.7619,98.703,100,0.0,1241.0
root_012400;126,orf19.5885,90.551,100,6.55e-84,239.0
root_011654;311,orf19.2467,52.787,95,1.17e-106,313.0
root_011654;311,orf19.2461,50.164,95,7.49e-102,300.0
root_010896;279,orf19.5567,97.5,100,0.0,563.0
root_010557;604,orf19.7392,70.955,85,0.0,745.0
root_011928;546,orf19.2268,54.43,69,3.92e-131,392.0
root_010556;506,orf19.6197,83.654,82,0.0,732.0
root_008453;563,orf19.1255,99.291,100,0.0,1158.0
root_008453;563,orf19.1274,99.468,100,0.0,1139.0
root_010897;234,orf19.6752,100.0,100,1.67e-175,479.0
root_009518;331,orf19.7672,98.494,100,0.0,670.0
root_008820;291,orf19.2670,98.63,100,0.0,590.0
root_012361;656,orf19.3547,52.289,84,0.0,560.0
root_008821;767,orf19.7212,97.526,100,0.0,1529.0
root_009611;632,orf19.1698,97.946,100,0.0,1257.0
root_011763;570,orf19.2020,58.835,92,0.0,667.0
root_011763;570,orf19.2023,57.221,95,0.0,662.0
root_011763;570,orf19.2021,60.117,89,0.0,658.0
root_008452;442,orf19.6888,96.84,100,0.0,882.0
root_011925;530,orf19.3474,98.305,100,0.0,1050.0
root_010607;370,orf19.2774,78.006,92,0.0,566.0
root_010596;233,orf19.904,99.145,100,3.0399999999999997e-172,471.0
root_011926;193,orf19.2852,100.0,100,4.93e-142,391.0
root_011719;586,orf19.4889,55.403,98,0.0,654.0
root_011719;586,orf19.2991,52.941,99,0.0,627.0
root_011924;428,orf19.5325,97.424,99,0.0,845.0
root_010606;288,orf19.2775,55.208,96,2.31e-107,311.0
root_011927;310,orf19.6239,74.086,97,3.8199999999999994e-170,473.0
root_011147;428,orf19.6080,95.338,100,0.0,794.0
root_011454;838,orf19.4322,99.523,100,0.0,1698.0
root_011146;485,orf19.6559,100.0,100,0.0,1005.0
root_011921;638,orf19.6953,97.653,100,0.0,1285.0
root_011920;395,orf19.1711,99.242,100,0.0,790.0
root_012393;1501,orf19.6000,99.8,100,0.0,3139.0
root_012393;1501,orf19.5958,85.155,99,0.0,2702.0
root_012393;1501,orf19.918,71.636,99,0.0,2297.0
root_012393;1501,orf19.5079,60.849,99,0.0,1936.0
root_008558;328,orf19.747,76.129,94,9.06e-180,501.0
root_011457;928,orf19.5798,97.417,100,0.0,1859.0
root_011451;364,orf19.1338,99.178,100,0.0,721.0
root_012392;1525,orf19.6000,55.947,98,0.0,1683.0
root_012392;1525,orf19.918,54.235,98,0.0,1666.0
root_012392;1525,orf19.5079,55.138,99,0.0,1659.0
root_012392;1525,orf19.5958,54.041,98,0.0,1646.0
root_011923;503,orf19.2333,62.207,58,6.81e-127,377.0
root_011143;582,orf19.6437,97.256,100,0.0,1173.0
root_011922;309,orf19.5620,99.355,100,0.0,627.0
root_011929;674,orf19.5031,98.815,100,0.0,1349.0
root_011450;779,orf19.6479,98.846,100,0.0,1595.0
root_009336;620,orf19.1699,98.873,100,0.0,1256.0
root_011453;283,orf19.4723,98.592,100,0.0,578.0
root_009339;428,orf19.1220,59.556,99,0.0,527.0
root_011762;567,orf19.2020,59.195,90,0.0,660.0
root_011762;567,orf19.2023,58.555,93,0.0,660.0
root_011762;567,orf19.2021,60.442,88,0.0,655.0
root_011459;269,orf19.5698,98.889,100,0.0,547.0
root_009338;498,orf19.3233,98.798,100,0.0,1005.0
root_011458;376,orf19.4077,58.086,80,1.5e-120,357.0
root_011458;544,orf19.4077,99.266,100,0.0,1094.0
root_010598;623,orf19.1668,98.718,100,0.0,1258.0
root_008559;283,orf19.1387,67.577,98,5.06e-139,392.0
root_011142;1397,orf19.886,99.213,100,0.0,2823.0
root_011141;473,orf19.6561,60.254,99,0.0,526.0
root_012391;1529,orf19.5079,53.32,99,0.0,1675.0
root_012391;1529,orf19.6000,53.103,99,0.0,1647.0
root_012391;1529,orf19.5958,52.953,98,0.0,1636.0
root_012391;1529,orf19.918,51.458,99,0.0,1628.0
root_012397;1022,orf19.459,57.417,96,0.0,1084.0
root_012390;1564,orf19.6000,51.977,99,0.0,1643.0
root_012390;1564,orf19.5958,51.529,99,0.0,1624.0
root_012390;1564,orf19.918,50.826,99,0.0,1601.0
root_012390;1564,orf19.5079,50.673,99,0.0,1600.0
root_010214;177,orf19.4580,98.876,100,9.4e-129,357.0
root_011140;1034,orf19.864,98.261,100,0.0,2045.0
root_011630;353,orf19.7270,96.61,100,0.0,688.0
root_011631;876,orf19.3038,54.545,99,0.0,942.0
root_011635;505,orf19.3901,99.012,100,0.0,1033.0
root_011635;505,orf19.1365,59.259,95,0.0,589.0
root_011633;333,orf19.4678,98.503,100,0.0,679.0
root_011943;799,orf19.5251,98.625,100,0.0,1620.0
root_009513;455,orf19.4641,53.057,99,5.77e-172,488.0
root_012395;214,orf19.7098,100.0,100,6.4e-162,443.0
root_012394;277,orf19.213,100.0,100,0.0,561.0
root_011149;696,orf19.5436,99.139,100,0.0,1389.0
root_011632;996,orf19.1317,50.895,72,1.13e-119,384.0
root_011632;844,orf19.1317,99.645,100,0.0,1730.0
root_010609;236,orf19.5550,70.089,95,1.25e-121,343.0
root_011709;1490,orf19.6382,98.39,100,0.0,2997.0
root_011634;411,orf19.3249,54.57,90,4.46e-142,409.0
root_009331;956,orf19.1453,99.478,100,0.0,1934.0
root_009512;752,orf19.1171,100.0,100,0.0,1568.0
root_008428;841,orf19.6031,98.931,100,0.0,1711.0
root_011637;297,orf19.4026,62.951,100,1.55e-136,386.0
root_012399;823,orf19.1944,97.451,100,0.0,1657.0
root_012003;214,orf19.2571,62.085,97,4.14e-91,264.0
root_012007;319,orf19.2575,98.75,100,0.0,652.0
root_009330;467,orf19.4274,55.147,86,1.1500000000000001e-144,421.0
root_008429;583,orf19.6038,97.432,100,0.0,1170.0
root_008429;803,orf19.7570,97.761,100,0.0,1619.0
root_012000;284,orf19.1760,79.878,58,1.57e-84,253.0
root_012000;284,orf19.2614,51.765,59,2.28e-51,167.0
root_012001;259,orf19.2614,74.556,65,1.34e-82,246.0
root_012001;259,orf19.1760,50.909,63,4.24e-47,156.0
root_009685;131,orf19.1483,99.242,100,1.99e-92,261.0
root_008552;508,orf19.1159,58.333,93,0.0,580.0
root_009333;221,orf19.2019,53.738,96,1.2e-72,218.0
root_009684;486,orf19.5732,75.96,99,0.0,791.0
root_009687;432,orf19.5226,74.764,98,0.0,668.0
root_011708;1580,orf19.6478,99.304,100,0.0,3202.0
root_012006;992,orf19.3332,98.489,100,0.0,2011.0
root_009208;295,orf19.3867,98.986,100,0.0,583.0
root_009209;244,orf19.2478.1,76.987,98,1.8899999999999998e-126,356.0
root_008550;162,orf19.5114,55.797,84,7.21e-46,145.0
root_009686;696,orf19.7349,63.036,52,6.02e-132,405.0
root_009686;696,orf19.7349,61.905,52,1.91e-17,84.7
root_009686;751,orf19.7349,98.67,100,0.0,1530.0
root_008551;359,orf19.4634,66.667,96,0.0,528.0
root_010828;495,orf19.1041,98.992,100,0.0,1005.0
root_009699;432,orf19.4827,78.522,100,0.0,709.0
root_009601;232,orf19.3582,50.202,98,1.31e-74,224.0
root_008556;245,orf19.1089,100.0,100,0.0,496.0
root_009352;320,orf19.4897,99.377,100,0.0,637.0
root_008557;746,orf19.7156,99.197,100,0.0,1527.0
root_009332;1818,orf19.7215,99.34,100,0.0,3651.0
root_010776;836,orf19.5530,99.403,100,0.0,1698.0
root_009335;592,orf19.2699,54.167,80,6.55e-20,91.7
root_009335;592,orf19.2699,57.831,80,1.18e-18,87.8
root_009335;648,orf19.2699,99.846,100,0.0,1301.0
root_008555;678,orf19.3019,98.085,100,0.0,1364.0
root_009597;346,orf19.101,97.983,100,0.0,689.0
root_008330;998,orf19.3222,98.899,100,0.0,2016.0
root_008423;319,orf19.6916,99.375,100,0.0,653.0
root_009351;892,orf19.7235,97.536,100,0.0,1787.0
root_009205;462,orf19.2113,98.488,100,0.0,907.0
root_009205;523,orf19.2113,50.643,72,1.01e-136,402.0
root_009337;374,orf19.6565,99.467,100,0.0,762.0
root_009334;952,orf19.2792,99.58,100,0.0,1927.0
root_008421;931,orf19.1285,98.605,100,0.0,1863.0
root_009207;390,orf19.6983,99.488,100,0.0,795.0
root_009594;795,orf19.2964,98.869,100,0.0,1626.0
root_009204;449,orf19.1989,60.0,99,0.0,548.0
root_009204;449,orf19.2075,51.678,98,1.08e-155,447.0
root_009596;127,orf19.2769,100.0,100,3.2e-89,253.0
root_009591;388,orf19.1515,98.972,100,0.0,805.0
root_008888;514,orf19.4233,65.891,99,0.0,675.0
root_009068;610,orf19.808,98.527,100,0.0,1189.0
root_008338;378,orf19.3407,97.361,100,0.0,756.0
root_008889;132,orf19.1282,82.105,71,1.67e-56,169.0
root_008427;1022,orf19.144,98.827,100,0.0,2028.0
root_011266;877,orf19.4354,65.901,95,0.0,1105.0
root_008339;776,orf19.2131,98.069,100,0.0,1574.0
root_008331;1711,orf19.4257,98.773,100,0.0,3448.0
root_008336;439,orf19.705,73.481,82,0.0,558.0
root_009069;118,orf19.806,72.881,98,8.48e-57,170.0
root_008337;1307,orf19.7572,98.547,100,0.0,2622.0
root_009065;1011,orf19.4363,99.111,100,0.0,2008.0
root_008424;1219,orf19.5391,98.77,100,0.0,2434.0
root_008334;709,orf19.978,99.014,100,0.0,1415.0
root_008425;715,orf19.1434,96.648,100,0.0,1424.0
root_008335;1468,orf19.3035,54.558,99,0.0,1491.0
root_011769;147,orf19.7571,100.0,100,6.86e-109,304.0
root_011769;147,orf19.933,52.778,97,4.35e-48,151.0
root_009114;413,orf19.4089,99.758,100,0.0,830.0
root_009115;500,orf19.1738,76.846,99,0.0,810.0
root_009064;278,orf19.4922,100.0,100,0.0,558.0
root_011502;230,orf19.6537,98.268,100,5.750000000000001e-163,447.0
root_009441;426,orf19.7088,57.494,95,1.84e-141,407.0
root_009061;219,orf19.1361,62.844,99,9.769999999999999e-90,261.0
root_009066;1247,orf19.810,97.997,100,0.0,2513.0
root_009681;1046,orf19.3080,97.326,100,0.0,2075.0
root_009680;270,orf19.2966,60.156,94,6.58e-110,316.0
root_009410;364,orf19.1473,98.904,100,0.0,742.0
root_009410;364,orf19.1796,50.136,99,3.8399999999999996e-114,334.0
root_009060;971,orf19.7086,99.28,100,0.0,1956.0
root_010943;263,orf19.356,97.348,100,0.0,531.0
root_010943;263,orf19.6998,77.992,98,1.32e-156,434.0
root_010942;465,orf19.5720,98.927,100,0.0,914.0
root_010092;198,orf19.5285,73.469,98,5.54e-103,293.0
root_010092;198,orf19.3612,62.944,98,1.7500000000000002e-85,249.0
root_010092;198,orf19.2241,64.796,98,4.3400000000000003e-85,248.0
root_010092;198,orf19.5286,60.101,98,4.15e-81,241.0
root_010078;65,orf19.3548.1,100.0,100,3.65e-41,126.0
root_009546;511,orf19.5025,57.547,99,0.0,598.0
root_009063;554,orf19.3888,79.89,98,0.0,905.0
root_009062;366,orf19.5294,73.03,90,0.0,526.0
root_010091;413,orf19.4255,100.0,100,0.0,806.0
root_009843;1208,orf19.2219,96.94,100,0.0,2383.0
root_010944;1040,orf19.6009,98.367,100,0.0,2097.0
root_008732;426,orf19.4235,98.829,100,0.0,864.0
root_010946;301,orf19.1414,99.669,100,0.0,578.0
root_010945;844,orf19.1755,98.225,100,0.0,1726.0
root_009841;720,orf19.4519,97.781,100,0.0,1436.0
root_009547;539,orf19.6077,51.303,92,4.2399999999999995e-176,504.0
root_010098;717,orf19.3995,98.05,100,0.0,1440.0
root_009850;357,orf19.3059,61.027,92,9.59e-150,424.0
root_009850;357,orf19.3519,50.448,92,1.3e-108,319.0
root_009840;464,orf19.7312,69.536,96,0.0,646.0
root_010079;450,orf19.5663,63.26,90,0.0,540.0
root_010097;204,orf19.493,89.268,100,1.7499999999999998e-136,378.0
root_012312;292,orf19.3684,62.587,98,4.2700000000000004e-129,367.0
root_012312;292,orf19.4157,61.348,96,4.51e-121,346.0
root_010094;247,orf19.5286,66.834,80,6.75e-93,273.0
root_010094;247,orf19.5285,63.959,79,9.020000000000001e-87,254.0
root_010094;247,orf19.2241,59.898,79,2.85e-78,233.0
root_010094;247,orf19.3612,57.576,80,3.87e-78,232.0
root_010898;150,orf19.4855,98.013,100,1.7900000000000002e-105,295.0
root_009599;437,orf19.3198,60.15,89,1.25e-167,476.0
root_010095;337,orf19.796,96.746,100,0.0,662.0
root_009851;206,orf19.3838,72.093,100,2.4699999999999997e-90,262.0
root_010899;1400,orf19.4848,99.001,100,0.0,2836.0
root_009598;1170,orf19.3623,53.559,100,0.0,1209.0
root_009845;418,orf19.6287,59.314,97,0.0,529.0
root_010434;486,orf19.542,70.082,100,0.0,707.0
root_009592;2672,orf19.5328,54.801,91,0.0,1911.0
root_010099;578,orf19.1032,98.618,100,0.0,1132.0
root_010099;647,orf19.1032,52.727,52,3.58e-12,67.0
root_008733;186,orf19.1681,99.465,100,1.32e-137,380.0
root_008731;88,orf19.2907.1,52.564,88,6.79e-26,90.1
root_010892;463,orf19.6126,60.345,99,4.03e-179,506.0
root_010893;281,orf19.4785,52.397,94,1.84e-101,299.0
root_010893;375,orf19.4785,96.543,100,0.0,744.0
root_011383;109,orf19.1770,83.178,97,1.29e-62,184.0
root_010949;1126,orf19.4451,60.164,90,0.0,555.0
root_010948;213,orf19.7626,50.467,99,4.83e-75,223.0
root_010438;602,orf19.1542,96.186,100,0.0,1191.0
root_009595;932,orf19.5569,98.607,100,0.0,1855.0
root_009645;1349,orf19.6317,64.949,99,0.0,1814.0
root_010940;465,orf19.6263,98.712,100,0.0,922.0
root_010439;710,orf19.5850,54.703,95,0.0,739.0
root_010541;339,orf19.2406,67.723,93,1.37e-173,484.0
root_012161;165,orf19.6156,98.795,100,1.7900000000000002e-123,342.0
root_010941;510,orf19.1584,98.043,100,0.0,1015.0
root_010546;507,orf19.4536,57.617,99,0.0,522.0
root_010544;240,orf19.4896,99.17,100,5.350000000000001e-169,463.0
root_010435;472,orf19.734,99.154,100,0.0,956.0
root_010435;472,orf19.6116,97.29,78,0.0,734.0
root_008859;505,orf19.553,98.814,100,0.0,1011.0
root_010542;1190,orf19.4764,98.741,100,0.0,2398.0
root_010894;292,orf19.4243,97.952,100,0.0,588.0
root_010436;595,orf19.6003,98.49,100,0.0,1186.0
root_010895;453,orf19.5566,99.119,100,0.0,930.0
root_010437;486,orf19.3656,64.706,76,5.390000000000001e-161,462.0
root_012492;1089,orf19.7232,98.073,100,0.0,2151.0
root_010545;462,orf19.3536,97.408,100,0.0,922.0
root_010431;460,orf19.2092,51.351,88,4.4e-133,388.0
root_010430;394,orf19.6402,69.773,99,0.0,568.0
root_010543;1073,orf19.2138,67.721,99,0.0,1528.0
root_011322;1393,orf19.48,98.135,100,0.0,2774.0
root_010432;810,orf19.891,69.649,77,0.0,875.0
root_009581;593,orf19.132,99.663,100,0.0,1201.0
root_010402;563,orf19.2877,69.366,100,0.0,823.0
root_010402;563,orf19.4608,58.418,99,0.0,735.0
root_008850;111,orf19.5928,100.0,100,4.1100000000000003e-72,208.0
root_008850;111,orf19.6403.1,57.143,100,2.5600000000000003e-21,79.7
root_010433;378,orf19.7297,50.266,98,3.1699999999999997e-128,372.0
root_010856;1083,orf19.2768,51.942,99,0.0,701.0
root_009118;130,orf19.3061.1,95.42,100,1.48e-91,259.0
